# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=585909156
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1a_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_aux_unscaled
-184.212,0.965338,0.512628,3,7,0,188.054,5.32715,-0.874095,-0.0672459,-0.0958154,-25.2656,-0.0406869,-0.864341,16.4656,-4.09186,-0.928808,0.26257,-25.2075
-185.364,0.88884,0.512628,3,7,0,189.462,5.42372,-1.41391,-1.71676,-0.0285902,5.36018,-1.70809,-0.732638,-35.0383,8.97741,-1.39593,-1.80834,-6.47158
-189.171,0.874284,0.512628,3,7,0,190.322,5.28815,0.588529,2.36403,0.141245,-5.01723,1.48131,0.296714,-6.65204,-6.1602,0.624564,2.90352,29.5619
-184.476,0.995599,0.512628,3,7,0,190.495,5.41635,-1.16853,-0.963516,0.0657047,-7.04551,0.814057,2.82729,31.1711,6.64264,-1.1788,-0.895565,16.3246
-183.272,1,0.512628,3,7,0,184.88,5.28959,-0.0668806,-0.630716,0.0321976,-6.41061,1.12494,0.921243,-15.9235,-7.49311,0.167989,-0.60956,8.42503
-183.53,0.985442,0.512628,3,7,0,184.04,5.41075,-0.557492,0.323682,-0.0544775,3.57565,0.854257,-0.396238,6.27487,7.67888,-0.566064,0.695164,-13.8293
-183.542,0.998964,0.512628,3,7,0,184.259,5.2808,-0.0693727,-0.923569,0.0280686,-5.57721,-0.546933,-0.382664,-13.6779,-8.57557,0.202301,-0.973778,7.30507
-182.832,0.927886,0.512628,2,3,0,185.303,5.33958,-0.538933,-0.223951,0.00733959,-12.8544,0.989917,-1.56066,10.5962,-1.82516,-0.472237,-0.0380468,3.00348
-183.737,0.950662,0.512628,2,7,0,184.168,5.37688,-0.400065,1.00229,-0.0256935,-3.05854,-0.421786,-0.747322,5.77796,2.87114,-0.453914,1.51711,-6.27336
-185.394,0.912814,0.512628,3,7,0,186.275,5.16886,0.625217,-0.348498,0.0485121,1.6129,-0.324121,1.25594,-7.99523,-20.709,0.993527,-0.342117,8.3945
-183.609,1,0.512628,3,7,0,185.338,5.24809,0.0173205,-0.222695,0.0390945,-16.2782,0.95677,-0.239786,6.95101,-12.1038,0.22213,-0.113904,9.13204
-183.297,0.986189,0.512628,3,7,0,184.421,5.3567,0.741055,0.23202,0.00802804,13.1947,0.380324,0.373182,-9.79206,0.245785,1.09871,0.372556,2.50723
-184.053,0.97314,0.512628,3,7,0,184.552,5.26031,0.402483,-0.144043,0.0712396,0.349532,1.04169,0.331918,1.11006,-10.0502,0.67823,-0.0671647,16.45
-183.297,1,0.512628,3,7,0,184.349,5.41562,-0.391676,-0.706902,-0.0375849,7.34196,-0.73539,0.4765,-15.2729,8.06814,-0.208,-0.658983,-8.88776
-183.273,0.908006,0.512628,3,7,0,186.815,5.26163,-0.104826,-0.357502,-0.000554209,-5.74438,-1.05045,-1.74251,-27.8719,-11.4367,0.100351,-0.259068,-0.0606903
-184.704,0.926868,0.512628,3,7,0,185.253,5.28973,-1.11741,1.09543,0.0105612,-10.838,-0.074309,-0.0430787,-0.888635,-7.80784,-1.37356,1.68799,2.1759
-187.444,0.758333,0.512628,2,3,0,189.772,5.23105,-1.62338,1.55746,0.0585877,7.02652,1.39555,-1.71436,1.24921,-13.5031,-2.03332,2.26009,11.37
-185.808,0.979332,0.512628,3,7,0,189.364,5.42812,1.6622,-0.958563,-0.0142305,11.7897,0.249474,-2.33038,-15.5642,9.28019,2.45552,-1.25103,-5.02035
-185.417,1,0.512628,3,7,0,186.649,5.30912,-1.94468,0.56049,0.0228609,10.1754,0.0399248,-0.840112,14.6642,-5.34307,-2.34779,1.10739,5.48584
-183.909,0.997684,0.512628,3,7,0,186.011,5.40613,0.970027,-0.530408,0.0240903,1.71045,1.67912,-0.760053,-18.066,6.0225,1.46994,-0.610831,5.93592
-189.18,0.697368,0.512628,2,3,0,190.537,5.39743,2.95661,-0.423391,0.0197882,5.81219,1.46992,-0.819624,2.68622,5.04711,3.97611,-0.722711,2.01281
-187.953,1,0.512628,2,3,0,189.852,5.40655,2.5324,-0.729414,-0.00928437,0.258836,-1.90929,-0.403589,-12.5493,6.49002,3.53332,-1.07213,-4.80756
-187.937,1,0.512628,3,7,0,190.597,5.43252,2.30415,-0.969251,0.0603725,3.30172,-1.34644,-0.199331,29.9397,8.47448,3.14618,-1.29661,12.0182
-184.82,1,0.512628,3,7,0,189.445,5.24254,-0.219482,-0.14751,0.108391,8.83429,2.91326,-1.05791,11.4989,-11.0882,-0.101705,-0.0126399,24.1403
-183.358,0.993923,0.512628,3,7,0,185.419,5.35583,-0.795267,-0.566527,0.0460717,13.575,-0.360861,-0.282936,-23.3165,0.130274,-0.75817,-0.445568,12.2884
-186.596,0.865642,0.512628,2,7,0,187.085,5.56609,-0.241271,1.16383,0.0452119,-0.13759,0.866066,0.363867,-7.6623,23.7198,-0.26678,1.63027,6.06253
-185.693,0.994376,0.512628,3,7,0,187.578,5.17212,-0.206813,-1.25384,-0.0278646,10.232,-1.55817,0.274715,13.3388,-23.6991,0.101585,-1.38197,-10.2753
-186.257,0.932911,0.512628,2,3,0,187.502,5.18944,-0.355887,-1.51449,-0.0657016,-15.1321,0.189578,-0.615503,-1.33421,-23.1346,-0.0321733,-1.70802,-20.0895
-185.339,0.924161,0.512628,3,7,0,190.641,5.38893,-0.0150293,-1.32838,0.115922,-19.0241,0.246076,-2.8301,-6.1481,3.33826,0.26597,-1.45933,26.6876
-185.764,0.98269,0.512628,3,7,0,187.21,5.24116,-0.691262,1.5378,-0.0282828,3.34739,0.375495,0.21548,-25.2893,-14.7477,-0.903345,2.24185,-9.29686
-186.266,0.969373,0.512628,3,7,0,187.904,5.45904,0.534725,-2.03869,0.043293,5.58946,0.707262,1.20808,-17.7097,11.7554,1.08272,-2.4238,9.26567
-186.62,0.978715,0.512628,3,7,0,188.006,5.48997,0.392553,-2.11929,-0.00768384,5.30838,0.733714,-1.31326,11.5606,16.8717,0.969909,-2.54845,-4.03674
-186.314,0.956431,0.512628,3,7,0,189.657,5.36141,0.0279352,1.98026,-0.072528,-16.2641,-0.594512,2.10138,3.79648,0.957117,-0.0392653,2.77555,-20.4191
-185.62,0.984025,0.512628,3,7,0,189.528,5.22197,1.07311,-0.332651,0.0900381,8.34207,-0.844263,-2.59545,12.6102,-13.6126,1.51389,-0.37132,19.1199
-183.781,0.996291,0.512628,3,7,0,186.268,5.36279,0.597616,-0.0732853,0.0738247,13.4049,-1.42803,0.340998,-19.2702,0.861101,0.910703,-0.00255393,17.823
-184.2,0.975716,0.512628,3,7,0,185.275,5.36609,-0.0998021,-1.03013,-0.0909462,-1.14464,-1.02739,0.0332269,-17.546,1.68169,0.251175,-1.12232,-23.6602
-184.892,0.973723,0.512628,3,7,0,185.903,5.35659,0.628377,-1.71456,-0.0280636,1.35548,-0.303646,-0.267053,-21.3055,0.250253,1.24388,-2.08248,-7.0074
-184.745,1,0.512628,3,7,0,185.297,5.35641,-0.914454,1.35008,0.0284738,-1.27629,0.051363,0.793027,-11.3762,0.202565,-1.13939,1.95961,6.80006
-185.768,0.858606,0.512628,2,7,0,189.815,5.24,0.516136,-1.07531,0.110939,7.63792,-1.49513,2.48045,-8.47474,-11.282,0.8917,-1.20954,24.2373
-185.141,0.983546,0.512628,3,7,0,187.656,5.46565,-0.732258,0.671293,-0.0821604,-21.0675,-0.416472,0.639586,10.0805,16.0591,-0.850866,1.19665,-23.4224
-183.093,0.996101,0.512628,2,3,0,185.543,5.32846,-0.376497,0.506513,-0.0135019,12.8447,-0.824928,1.1241,-20.3282,-3.30655,-0.357024,0.873658,-2.69237
-185.212,0.87972,0.512628,3,7,0,187.355,5.36532,-1.88722,0.0329644,0.0637414,-2.61427,-1.69771,1.42523,3.81733,1.1522,-2.18512,0.409945,15.628
-184.089,0.9945,0.512628,3,7,0,186.348,5.24325,0.8023,0.136678,-0.000961048,0.53834,-2.08108,0.231971,14.7638,-13.7076,1.19567,0.247107,-1.27106
-186.769,0.79832,0.512628,3,7,0,189.894,5.29649,-1.95088,1.27052,0.0452997,-10.2407,2.44311,-0.416478,-7.0636,-6.5256,-2.42104,1.96244,9.74042
-185.771,0.972377,0.512628,3,7,0,189.716,5.4088,-0.340043,1.48933,0.0992029,-6.30312,-2.34127,1.76793,7.81808,5.45302,-0.419589,1.98767,22.1912
-183.707,0.995891,0.512628,3,7,0,186.564,5.33905,0.619855,-0.123683,-0.0697245,5.7403,0.0813762,2.19904,16.7007,-2.20427,1.05157,-0.0477424,-18.0241
-183.31,0.992114,0.512628,3,7,0,184.628,5.35326,-0.55684,0.693228,-0.00129437,2.82689,-0.639793,-0.780696,20.2547,-0.173124,-0.611883,1.12328,0.329819
-182.862,0.992327,0.512628,3,7,0,183.643,5.34323,0.158243,-0.175057,-0.0282959,-1.32508,-0.455623,1.22754,-3.48663,-1.48559,0.427409,-0.0566132,-6.28505
-184.114,0.952185,0.512628,3,7,0,184.323,5.24534,-0.0465018,-1.00003,0.0417977,1.85376,-0.465041,0.116685,6.88928,-12.3493,0.232655,-1.06982,9.75351
-183.238,0.995203,0.512628,3,7,0,184.833,5.4014,0.133239,-0.262794,-0.0530367,11.1385,-0.590915,1.38084,-4.32121,6.38048,0.420876,-0.16009,-13.2128
-184.749,0.914033,0.512628,3,7,0,185.814,5.35357,-1.30726,0.913518,0.0507298,-7.83109,0.942586,-0.884429,5.87594,-0.121274,-1.57004,1.43968,12.2671
-183.455,0.948769,0.512628,2,7,0,186.861,5.42091,0.116904,-0.533267,-0.0517861,-3.57701,-1.75261,1.62481,21.1314,9.021,0.437282,-0.506338,-13.1214
-183.124,0.97726,0.512628,3,7,0,184.635,5.29101,-0.287726,0.292178,0.0104306,-5.8836,-0.523866,-0.0261665,24.5254,-7.65531,-0.218181,0.576546,3.02291
-184.007,0.941807,0.512628,3,7,0,184.675,5.42103,-0.144712,1.09129,0.0198726,-11.6435,-0.262473,-0.168472,0.219739,7.83173,-0.136924,1.55198,4.67101
-184.075,0.993419,0.512628,3,7,0,185.304,5.30765,-1.18258,-0.788705,0.0527866,7.00924,-0.0142334,1.46836,5.07315,-5.19585,-1.21679,-0.676539,13.6082
-183.086,0.962397,0.512628,3,7,0,185.553,5.29787,-0.515205,-0.168813,0.0250301,0.361122,-1.69465,-1.3687,14.9235,-6.63485,-0.451307,0.0213431,6.88936
-182.948,0.993744,0.512628,3,7,0,183.593,5.407,-0.10172,0.144439,0.00671463,3.10662,0.413938,-0.363398,-15.1427,6.34126,0.0378294,0.369566,2.30462
-183.186,0.975692,0.512628,3,7,0,183.87,5.27108,-0.176645,0.0906572,0.00560918,-0.720165,0.470129,1.0249,7.91629,-10.1493,-0.0504713,0.311985,1.56087
-183.078,0.984053,0.512628,3,7,0,183.953,5.30135,-0.64767,-0.00403988,-0.0148569,-8.10602,0.950892,0.277451,8.93786,-6.74468,-0.638,0.263453,-2.98012
-183.507,0.96622,0.512628,3,7,0,184.068,5.42201,-0.590388,0.469433,-0.0314568,10.1804,0.420512,0.128274,-0.435231,8.80564,-0.628176,0.868968,-7.85558
-183.945,0.983498,0.512628,3,7,0,184.635,5.41786,-0.0210046,-1.38475,0.00409244,-8.40167,0.419205,-0.638867,7.32173,7.69651,0.335955,-1.56227,1.53874
-184.173,0.988219,0.512628,3,7,0,184.717,5.30016,-0.654226,1.12785,0.00473445,3.47653,-0.986498,0.20466,5.77056,-6.62986,-0.790524,1.67684,1.02755
-185.179,0.946511,0.512628,2,3,0,185.782,5.37849,-1.10545,1.44973,-0.0167885,8.05513,0.16874,-0.781966,-3.26868,3.02563,-1.41958,2.16908,-4.76428
-183.917,0.997748,0.512628,3,7,0,186.156,5.30065,-0.965867,-1.18527,-0.0256375,-1.87956,1.16171,-1.93129,3.45109,-6.98127,-0.889217,-1.19163,-5.44649
-183.208,0.978646,0.512628,3,7,0,184.985,5.32587,-0.698228,-0.468197,-0.0467023,-6.30993,-0.79673,-1.66861,7.18015,-3.88122,-0.637928,-0.308227,-10.945
-183.387,0.986625,0.512628,3,7,0,183.853,5.3564,-0.618581,-0.216246,0.0625184,3.15657,0.636108,0.296805,10.2077,0.187699,-0.579177,-0.038988,15.8379
-183.522,0.977481,0.512628,3,7,0,184.593,5.30243,0.471065,-0.694426,0.0342719,2.62854,0.110438,0.580024,-20.7573,-5.99031,0.851606,-0.753215,8.7494
-185.24,0.904005,0.512628,2,7,0,187.399,5.43383,0.899448,1.27014,-0.0471296,-10.6007,0.105532,-1.61014,15.4966,10.68,1.20068,1.70075,-13.3989
-183.922,0.996121,0.512628,3,7,0,186.173,5.29706,0.908739,0.611196,-0.00617806,-8.30599,-1.17145,-1.56217,11.912,-7.16187,1.27445,0.833623,-1.71116
-184.059,0.959745,0.512628,3,7,0,186.155,5.41447,-1.30842,-0.883494,0.0191466,-17.3297,-0.302114,-0.713103,14.7076,7.06833,-1.36683,-0.77166,5.66607
-184.67,0.976904,0.512628,3,7,0,185.611,5.28258,1.31197,0.487538,0.0325505,-2.10644,-0.334122,-0.0530689,-20.6017,-8.29514,1.76984,0.614867,7.2761
-185.902,0.811758,0.512628,2,7,0,191.294,5.319,-1.92358,0.215214,-0.0864651,7.31773,-3.14483,-0.708868,-20.2748,-5.20477,-2.36563,0.786057,-23.2658
-187.807,0.954906,0.512628,3,7,0,189.051,5.31801,2.0231,-0.0408739,0.13554,-13.3639,-0.158891,0.923587,3.88349,-3.43353,2.59749,-0.111352,29.0129
-183.098,1,0.512628,2,3,0,187.811,5.30127,0.253669,-0.384013,0.0187972,-3.61666,2.5761,-0.0401972,30.5181,-6.31534,0.549886,-0.340223,5.21879
-184.897,0.941127,0.512628,3,7,0,185.732,5.44944,-0.640446,-0.983591,-0.092279,-3.4197,-0.541507,1.01314,10.077,13.993,-0.475661,-0.97811,-25.08
-186.848,0.860973,0.512628,3,7,0,189.789,5.56112,0.0813551,-1.53699,0.0646833,-0.245632,-0.732995,-0.246773,-36.1718,22.2789,0.439623,-1.7405,11.4057
-184.533,0.983426,0.512628,2,7,0,188.151,5.19971,-0.233841,0.574389,0.000602592,-21.1803,-0.285479,1.54456,-14.9194,-19.0053,-0.184171,0.93064,-2.04229
-190.368,0.730609,0.512628,3,7,0,191.212,5.59934,1.26497,-1.43756,0.14441,7.732,-0.893733,0.209713,-10.3226,22.5178,1.80627,-1.70546,25.7041
-188.003,1,0.512628,2,3,0,190.928,5.56862,0.691176,-1.44225,0.107169,-11.9102,-1.65147,0.418279,-22.7698,21.2106,1.14666,-1.67246,19.9598
-185.39,0.971274,0.512628,3,7,0,190.414,5.42279,-1.27847,0.670827,-0.0882143,24.8598,0.964152,-1.3231,22.1596,9.97752,-1.57879,1.28601,-24.341
-186.508,0.952877,0.512628,3,7,0,189.526,5.3501,-1.42035,-1.3026,0.130867,8.42539,-2.39231,0.669173,-8.05797,-0.432239,-1.44953,-1.28582,30.0573
-185.672,1,0.512628,3,7,0,188.027,5.28867,1.18085,0.745837,-0.0917952,-16.6816,0.0167397,-1.11883,15.8498,-9.73547,1.6846,1.00985,-25.9363
-188.38,0.651777,0.512628,2,3,0,193.216,5.34705,0.826475,0.443625,-0.186734,-10.6387,1.76224,1.01164,-35.4233,-1.35772,1.34939,0.714949,-56.2164
-186.676,0.938896,0.512628,3,7,0,193.005,5.11377,0.404454,-0.0677872,0.0717888,5.01258,-1.20421,-0.598174,51.5035,-25.6295,0.671899,0.0259286,11.3368
-184.013,0.985045,0.512628,3,7,0,188.582,5.44374,-1.12877,-0.520002,-0.0389036,-29.1461,-0.899557,-0.796532,3.47989,11.8214,-1.19101,-0.317352,-9.75873
-184.117,0.878267,0.512628,3,7,0,189.522,5.37719,0.556598,0.355385,0.0861965,-23.3306,-0.0664635,-1.28281,-32.4004,2.32862,0.806207,0.522434,20.3337
-183.208,0.990079,0.512628,3,7,0,184.767,5.34441,-0.4517,-0.0772408,-0.0620757,-2.88627,-0.69989,-1.39136,-15.0507,-1.42525,-0.369041,0.166784,-15.2981
-188.89,0.709061,0.512628,2,3,0,190.276,5.56161,-1.68514,-1.57579,-0.0761849,-10.8835,0.688377,1.04475,-8.85269,29.5894,-1.77383,-1.59341,-25.0814
-188.236,1,0.512628,3,7,0,190.704,5.16763,1.13386,1.51406,0.103954,-14.9742,0.431367,-1.27484,-17.6067,-18.6614,1.38382,1.85936,19.7038
-186.684,0.999006,0.512628,3,7,0,190.106,5.16512,0.834156,1.29679,0.0317363,-5.07094,0.983657,0.911957,35.1227,-21.8456,1.07127,1.67892,3.46641
-190.029,0.947976,0.512628,3,7,0,191.284,5.21925,2.04846,1.86968,0.1106,14.1315,0.290225,-0.494834,9.5807,-13.3333,2.46146,2.19036,21.9005
-187.872,1,0.512628,2,3,0,190.561,5.2202,1.6809,1.6267,0.0635466,-3.92819,1.40085,1.0423,25.4244,-14.5441,2.07251,1.96502,12.1704
-185.12,0.979824,0.512628,2,3,0,189.371,5.34656,0.928824,0.748158,0.102635,13.4656,-1.97875,-1.85593,-11.7096,-0.811367,1.21323,0.953931,23.4438
-184.215,0.996292,0.512628,3,7,0,186.202,5.39587,0.974738,0.260136,0.0654538,-9.25324,0.236664,1.17554,21.6002,4.43918,1.34716,0.365532,15.5081
-182.921,0.999798,0.512628,3,7,0,184.353,5.30563,-0.340076,-0.436764,-0.00258879,-4.12162,-1.34908,-0.406444,-16.0436,-6.05225,-0.189287,-0.328276,0.298309
-183.169,0.910285,0.512628,3,7,0,185.489,5.4224,0.0587958,0.191294,0.023583,16.3469,0.16319,-0.0221797,22.8296,7.93424,0.23036,0.400913,6.10685
-185.02,0.911246,0.512628,2,3,0,185.284,5.43181,0.158955,0.301389,0.123003,6.18939,0.176311,0.349258,3.09883,7.40957,0.310217,0.485503,27.4576
-183.755,1,0.512628,3,7,0,185.782,5.2398,0.224503,0.0162117,0.0350551,-8.1642,-0.321562,-0.458358,-27.7404,-13.1508,0.455863,0.158908,7.82682
-183.704,0.973594,0.512628,3,7,0,185.446,5.44704,0.0264131,0.237186,-0.0517344,9.77912,-1.059,-1.24051,8.80207,12.5777,0.209402,0.498696,-13.8474
-184.769,0.962474,0.512628,3,7,0,185.214,5.18342,-0.737573,-0.454286,0.0221627,1.78958,0.168554,-0.432864,12.7837,-20.118,-0.697155,-0.306619,3.26497
-184.045,0.98569,0.512628,3,7,0,185.844,5.45725,-0.373232,0.801314,-0.0178094,17.8376,0.778193,0.205555,-5.32234,13.0534,-0.391833,1.25047,-5.29306
-183.994,0.999755,0.512628,3,7,0,185.154,5.46665,0.30011,0.552161,-0.0245085,-1.72163,1.46224,-0.769877,-1.31528,14.4408,0.510528,0.848783,-7.25813
-184.595,0.9652,0.512628,3,7,0,185.736,5.32717,-0.791372,0.0291284,0.111272,11.8936,0.476326,0.82852,-6.63475,-2.70392,-0.819099,0.258625,25.8704
-184.423,0.97922,0.512628,3,7,0,186.17,5.29581,-0.833539,-1.13726,-0.0765266,3.82728,0.684523,-0.236374,-26.6536,-8.42074,-0.713175,-1.14955,-19.5722
-183.846,0.897948,0.512628,3,7,0,187.25,5.35789,-1.36857,-0.244811,-0.0456235,12.9705,-0.870355,1.95979,17.3981,0.433729,-1.54303,0.072503,-10.7243
-185.132,0.870703,0.512628,3,7,0,187.123,5.54629,-0.111338,-0.660385,-0.000183016,9.97667,1.65976,-0.213317,13.4881,23.5387,0.130744,-0.639811,-3.37147
-185.153,0.998919,0.512628,3,7,0,185.6,5.16273,-0.168751,0.406366,0.00878756,-4.90945,0.327819,0.213981,11.4855,-23.1584,-0.0810135,0.70579,-1.41659
-184.974,0.996751,0.512628,3,7,0,186.669,5.451,-0.641156,-1.75729,-0.016433,18.665,0.099024,0.420757,-0.00950062,12.2245,-0.397225,-1.95996,-4.08811
-184.737,0.999801,0.512628,3,7,0,185.667,5.30608,0.0468363,1.44663,0.0488401,9.22518,-0.366931,-0.721356,11.0573,-5.41206,0.0609315,1.94275,11.3676
-183.439,0.992595,0.512628,3,7,0,185.929,5.28413,-0.461382,-0.64329,-0.04545,-13.21,-0.0891427,1.92348,5.01255,-9.48484,-0.304855,-0.566743,-11.1708
-183.432,0.995831,0.512628,3,7,0,184.151,5.35857,0.285233,-1.04782,0.0147455,-7.97996,-0.21946,-0.664315,-10.106,0.465493,0.675,-1.17485,4.50088
-182.762,0.9982,0.512628,2,7,0,183.571,5.34253,-0.00964674,-0.0615963,0.00968157,1.1684,0.524456,-1.23158,3.25268,-1.46201,0.179987,0.0981799,3.39412
-184.657,0.924608,0.512628,3,7,0,185.112,5.497,-0.265066,0.369413,0.0719207,6.24741,-0.00547593,0.496495,8.95893,15.1393,-0.206716,0.635714,15.4393
-183.952,0.950905,0.512628,3,7,0,187.389,5.40413,-1.45273,-0.134284,0.0110783,20.0651,-1.17341,0.990996,16.7026,5.94051,-1.64513,0.187619,3.48925
-183.561,0.98142,0.512628,3,7,0,185.471,5.28574,0.554608,-0.402195,-0.0367643,9.9123,1.66741,-0.00696868,12.2639,-9.10899,0.977788,-0.399876,-9.39348
-183.118,0.909302,0.512628,3,7,0,186.916,5.43038,-0.338428,0.0533623,0.00187161,-4.68679,-2.14479,1.00874,25.6343,9.26245,-0.251148,0.287381,0.835815
-186.055,0.841741,0.512628,2,7,0,187.313,5.38308,0.93105,1.69439,-0.0666421,-8.11175,1.06405,0.859346,-8.88652,3.98615,1.1921,2.26329,-18.6079
-183.914,0.978962,0.512628,2,3,0,187.124,5.43472,0.856899,0.402756,-0.0107033,4.85547,1.21213,2.05308,-17.6556,10.0424,1.23859,0.57874,-3.13231
-186.471,0.845488,0.512628,2,3,0,187.755,5.33712,0.45012,1.18847,-0.134243,-9.46311,-1.13746,-0.736565,6.89779,-2.81735,0.659737,1.74869,-38.512
-185.238,0.994135,0.512628,3,7,0,188.696,5.41493,-0.00549715,-2.03321,-0.0171733,-0.588738,0.917896,1.34232,-33.5515,7.65807,0.457486,-2.39465,-4.16835
-189.521,0.815754,0.512628,3,7,0,190.926,5.36824,-1.79789,2.51809,-0.00578392,-10.2609,1.35284,0.0493794,8.8798,1.68553,-2.43765,3.59207,-4.43635
-185.19,0.974113,0.512628,3,7,0,192.867,5.42061,-1.19786,-0.415682,0.111224,2.57646,1.58156,-3.68334,17.7197,6.48419,-1.26998,-0.23683,25.6492
-185.446,0.991243,0.512628,3,7,0,187.087,5.31318,1.17305,0.824436,-0.0877209,5.72028,-0.239777,1.58976,13.1084,-6.06938,1.65813,1.11181,-24.3588
-187.974,0.908284,0.512628,3,7,0,189.049,5.37147,-1.76539,-1.83037,0.132669,5.80474,-0.40648,1.25985,-8.61304,1.58336,-1.81579,-1.88474,30.3295
-185.245,1,0.512628,3,7,0,189.066,5.3924,-1.64314,-1.60393,0.00240484,0.180883,1.09418,1.18724,-36.2721,4.61152,-1.70378,-1.63161,1.87073
-185.019,0.994641,0.512628,3,7,0,185.955,5.40394,-1.76731,-1.20479,-0.0224983,2.05833,-0.877453,-1.12962,4.28417,6.32827,-1.92054,-1.10889,-4.62429
-184.821,0.960686,0.512628,3,7,0,187.505,5.43949,-1.00844,-1.5901,0.0223571,-4.93898,-2.02625,0.420704,-19.7251,9.96111,-0.900426,-1.69111,6.00107
-183.306,1,0.512628,2,3,0,185.185,5.37703,-0.774242,-0.143188,0.0472681,-9.01122,0.954183,1.55303,-5.68447,2.4987,-0.781336,0.0749701,12.3594
-183.234,0.960412,0.512628,3,7,0,185.036,5.33144,0.473132,-0.300108,-0.0430322,10.7182,1.24157,0.0483769,-17.5405,-3.10826,0.862807,-0.257501,-10.4694
-183.699,0.975636,0.512628,3,7,0,184.236,5.32546,-0.710977,-1.13947,0.0360823,-2.80838,0.853812,-0.226759,-9.28476,-3.33671,-0.583064,-1.16445,9.94784
-186.853,0.875504,0.512628,3,7,0,187.947,5.40854,1.72554,-1.5895,-0.0139147,-2.68494,-0.395701,-1.4083,7.7427,6.80129,2.61958,-2.05847,-5.21061
-186.053,0.996716,0.512628,3,7,0,189.095,5.48759,0.16661,-1.96116,0.0295959,-0.991575,2.49505,-0.835481,-8.93765,15.385,0.624434,-2.29351,5.6854
-183.984,1,0.512628,3,7,0,186.324,5.33913,-0.869393,0.987944,-0.00903586,-16.4171,0.028501,1.51356,-6.40451,-1.94295,-1.05186,1.54339,-2.01998
-184.728,0.966192,0.512628,3,7,0,186.282,5.35503,-1.66546,-0.482718,-0.0708259,1.97538,-0.00632984,-1.80286,-7.18092,0.0508638,-1.90846,-0.176257,-17.7351
-189.157,0.850998,0.512628,3,7,0,190.699,5.18078,-0.959359,0.665378,-0.150005,6.56991,-1.60916,-0.754752,-3.40893,-28.8137,-1.17902,1.30433,-48.0809
