# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=269645765
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_aux_unscaled
-185.74,0.907305,0.486746,3,7,0,187.868,5.50519,0.00474897,0.0441144,0.079051,21.8689,8.08789,0.995325,-1.84537,15.7844,-2.32364,36.018,14.8614
-185.326,0.990903,0.486746,3,7,0,187.545,5.17158,-0.0622867,-0.0507103,-0.0366128,6.68188,45.2443,12.5529,-9.47355,-24.1883,-21.0535,-7.03333,-13.3447
-185.415,0.952225,0.486746,3,7,0,187.596,5.55936,0.00437973,-0.00445032,0.0465147,6.62671,12.097,17.2252,27.7738,22.9055,13.6714,4.21884,7.33946
-183.938,0.996782,0.486746,3,7,0,186.033,5.22883,0.00900853,0.0080019,0.0210642,-18.5687,-17.6151,-4.06393,-12.6347,-14.8157,13.401,12.0582,3.89728
-183.828,0.999825,0.486746,3,7,0,185.077,5.47131,0.00974118,0.00858271,0.0219114,-6.23244,22.6573,21.6887,10.7174,13.7098,13.7163,12.2091,4.33103
-183.021,0.987837,0.486746,3,7,0,184.859,5.28659,-0.0123877,-0.00679201,-0.0357968,13.3399,29.1985,17.6588,-6.40446,-8.97893,3.07412,9.70341,-8.5413
-184.241,0.946552,0.486746,3,7,0,185.432,5.32272,-0.0600088,-0.0521013,-0.0986105,7.5006,-21.8148,-24.1574,-4.16202,-4.77768,-21.0436,-10.2987,-26.7294
-183.893,0.899866,0.486746,3,7,0,186.241,5.43645,-0.0627734,-0.00782372,0.0288947,-4.0951,-32.3735,3.82791,-25.8547,9.47891,-33.846,25.4081,5.9576
-183.057,1,0.486746,3,7,0,184.036,5.43889,-0.0279267,-0.0131625,0.0187223,-4.80367,29.3993,-10.9339,-5.15448,9.96293,-6.5844,9.48991,5.071
-184.57,0.926116,0.486746,2,3,0,184.729,5.53415,-0.0162904,-0.026689,-0.0127608,1.34513,5.40997,-7.31995,-6.17708,22.609,7.39905,-5.0875,-5.8531
-184.582,0.993353,0.486746,3,7,0,185.301,5.53134,-0.00919327,-0.00974887,-0.0159117,-12.1369,0.716496,8.53377,2.95766,22.3951,6.64487,5.73306,-6.6677
-184.936,0.987242,0.486746,3,7,0,186.52,5.49682,0.0160709,0.0252024,0.0655926,-18.1041,2.99102,-0.528705,8.77651,15.312,11.472,20.4427,13.0859
-182.749,0.990569,0.486746,2,7,0,186.198,5.37452,-0.0386438,-0.0169364,0.0218868,17.5845,30.2008,31.4523,15.1916,2.33358,-13.1639,10.4314,6.48205
-183.338,0.960723,0.486746,3,7,0,184.02,5.27782,-0.0292667,-0.0604515,-0.0113534,-8.36505,-19.4414,6.30337,3.84863,-9.65293,9.88791,-26.9504,-3.03692
-187.531,0.722764,0.486746,2,7,0,189.688,5.3246,0.0750225,-0.0511789,0.0259754,-8.22025,-29.4582,-32.1025,-10.5782,-3.50495,82.7461,-54.9073,-2.04842
-186.516,1,0.486746,3,7,0,189.562,5.38,-0.10587,0.00944939,0.0405304,-1.51727,-10.281,34.7445,30.0357,2.86858,-69.8194,51.9253,3.63981
-186.718,0.986722,0.486746,2,3,0,187.099,5.38175,-0.105867,0.0135154,0.0308655,-0.343372,17.6718,-8.88578,-4.96052,3.12728,-72.5954,55.9041,0.807691
-184.731,0.925807,0.486746,3,7,0,190.124,5.37937,-0.0668864,-0.00989457,0.102847,1.16891,-55.8266,32.491,-29.9179,2.46979,-31.175,21.8471,22.8571
-183.527,0.999848,0.486746,3,7,0,185.345,5.3182,0.0124657,-0.0400957,-0.0263587,-0.472113,-1.62987,-8.62556,28.9706,-4.71997,36.3664,-27.4362,-7.18237
-183.702,0.975804,0.486746,2,7,0,184.81,5.25017,0.00326582,-0.000481435,0.0475959,-3.06156,23.9703,-22.5522,-8.21245,-11.6681,11.5175,7.38591,11.0312
-183.671,0.996554,0.486746,3,7,0,184.576,5.34455,0.00810521,0.0375833,-0.00858204,-11.7619,0.0804506,9.56347,10.4352,-1.26378,2.34413,36.4872,-3.01014
-184.963,0.964195,0.486746,3,7,0,185.627,5.37991,-0.076023,-0.107627,0.0607487,-1.13373,-6.23849,-17.9013,-12.8241,2.74596,-8.08524,-40.407,11.8292
-184.039,0.994619,0.486746,3,7,0,186.54,5.34855,0.0447547,0.0228022,-0.00985075,-3.969,-41.6006,-16.8817,-18.8973,-0.76607,36.9467,11.0178,-4.0641
-182.991,1,0.486746,3,7,0,184.471,5.37526,0.00497529,-0.00534656,-0.0426633,-2.24091,36.6787,18.8531,3.58126,2.75425,17.2052,4.04552,-10.2048
-183.575,0.9585,0.486746,2,7,0,184.058,5.30635,-0.0322101,0.00681174,0.0597136,2.91475,7.71432,12.8652,-10.9519,-5.26617,-15.5931,23.9092,14.3281
-182.677,0.922624,0.486746,2,5,0,186.935,5.36862,-0.0459598,-0.0273439,0.00206082,-14.3929,13.2421,40.9893,28.8192,1.70582,-15.5045,5.5134,1.64937
-183.053,0.974146,0.486746,2,7,0,183.341,5.32259,-0.0386109,-0.00663344,0.037114,4.28846,-13.3485,-3.99296,-4.72444,-3.65735,-16.2946,17.5306,9.69695
-185.933,0.926804,0.486746,3,7,0,187.234,5.30768,0.0781174,0.0479386,0.0205287,-11.3852,27.4571,6.44351,6.13971,-5.53842,50.6726,17.2153,-0.219465
-185.239,0.973552,0.486746,3,7,0,187.998,5.38912,0.0446232,0.0393842,-0.0728652,-5.46625,52.342,20.0257,0.199969,4.89391,34.6699,27.4348,-22.2726
-183.464,0.990951,0.486746,3,15,0,186.501,5.23548,-0.0386369,-0.0361706,0.013581,-4.45517,-39.3431,-33.6038,17.8826,-14.2438,-6.43571,-3.92235,2.96932
-183.008,0.988113,0.486746,3,7,0,184.027,5.33401,-0.00840039,-0.0477519,-0.0159514,-13.7113,1.6242,-14.3292,3.28162,-2.61882,21.833,-25.0152,-3.53339
-183.685,0.934541,0.486746,2,7,0,185.762,5.30129,0.00781408,-0.0429088,0.0463992,-6.328,12.9826,11.4977,28.1133,-5.97477,29.104,-24.1434,10.7655
-183.82,0.99651,0.486746,3,7,0,184.238,5.44997,-0.0483974,0.00318296,0.0102764,-2.05235,6.83639,0.299538,13.1637,11.4649,-28.1979,29.5164,1.42706
-184.451,0.964757,0.486746,2,7,0,185.223,5.47698,-0.0754108,-0.0226991,0.00554864,-4.06081,3.40516,-27.9152,-0.60819,14.8543,-39.7028,19.8424,-1.01761
-183.897,0.98392,0.486746,2,3,0,184.917,5.44515,-0.0743619,-0.0315943,-0.0130325,-10.2486,21.2939,-14.2254,-2.29772,11.4037,-36.9814,13.1105,-4.57267
-183.594,0.995393,0.486746,3,7,0,185.212,5.43189,-0.0531451,-0.0180238,-0.0497328,5.70089,-32.8682,-11.6031,14.8824,10.4738,-27.1682,17.0497,-13.1802
-184.673,0.987613,0.486746,3,7,0,185.5,5.28597,-0.0540761,-0.07874,-0.0825289,8.90676,-10.7516,8.19412,-12.5598,-9.94718,-3.29703,-36.9463,-23.5567
-183.637,0.977707,0.486746,3,7,0,186.09,5.25622,-0.055788,-0.0498605,-0.0377513,-3.90288,1.77631,35.6982,24.5673,-13.0355,-16.0032,-8.93762,-10.2555
-183.111,0.837468,0.486746,3,7,0,186.464,5.42059,-0.00813249,0.00933325,0.00507247,-9.30248,-49.7862,24.9436,-13.3531,8.01315,0.180065,19.766,1.53673
-183.24,0.98276,0.486746,3,7,0,183.753,5.30292,0.00541895,-0.0255326,0.0399818,5.65825,18.9357,3.12914,5.7318,-5.86661,21.8142,-11.1857,10.0429
-183.878,0.980413,0.486746,3,7,0,184.67,5.3033,-0.0401945,-0.014608,-0.0908748,-11.6226,15.669,-1.5788,-1.14019,-7.56318,-18.9631,15.931,-24.0676
-185.192,0.978743,0.486746,3,7,0,186.662,5.38033,0.0660107,0.0402197,0.0366386,5.69009,6.40879,-10.3903,24.0016,2.92922,42.9972,15.277,5.3034
-186.236,0.992591,0.486746,3,7,0,186.613,5.32035,0.0725789,0.0654351,0.0611073,6.09307,15.7424,-1.81228,-1.93589,-3.72929,37.1816,29.7123,9.36555
-184.602,0.998905,0.486746,3,7,0,186.783,5.40862,-0.0916704,-0.0832768,-0.0389932,8.82757,29.2522,26.4611,15.7116,7.16156,-32.7437,-22.6029,-12.4895
-183.559,0.980345,0.486746,3,7,0,185.762,5.2736,0.0213365,0.000420391,0.016362,-2.36235,14.4518,45.5168,9.09324,-9.63473,25.5079,2.05265,3.47439
-185.264,0.962463,0.486746,3,7,0,185.785,5.32491,0.0102103,0.0108445,0.137448,-7.99748,17.0032,1.64126,-1.08116,-2.7769,10.5278,10.8936,30.4855
-183.679,0.990871,0.486746,3,7,0,186.656,5.45843,-0.0222902,-0.0504439,-0.0400561,-4.13322,24.6991,13.3253,32.7849,13.8032,12.3171,-22.9299,-10.9206
-183.621,0.984927,0.486746,2,3,0,184.282,5.44389,-0.0290697,-0.0658836,-0.00935237,7.97238,11.5346,-7.12106,-10.5269,11.1627,12.0568,-31.2123,-3.0994
-183.951,0.996814,0.486746,3,15,0,184.75,5.36166,0.00466087,0.0380561,0.0519173,-11.0341,4.71774,16.4951,-2.62795,0.773785,-0.489679,33.8155,11.6195
-184.192,0.903859,0.486746,3,7,0,186.586,5.45007,-0.0434783,0.00520476,-0.0545726,0.770735,-4.12196,49.3752,10.2687,13.0645,-28.6756,33.3182,-15.5902
-185.034,0.976441,0.486746,3,7,0,186.2,5.51612,-0.0182824,-0.0593782,-0.0420992,2.3938,-12.1994,29.8317,-10.5181,21.5658,19.3554,-32.1819,-14.1399
-184.704,0.996004,0.486746,3,7,0,186.337,5.23221,-0.0848927,-0.0367237,0.0385831,-14.3955,18.358,15.5393,10.8252,-13.9223,-39.1661,11.7522,6.77309
-182.678,0.988704,0.486746,2,7,0,185.845,5.33161,-0.027022,-0.00989889,-0.0246851,14.988,45.0634,8.32477,-14.6769,-2.9744,-7.71323,12.6598,-5.06714
-183.601,0.847052,0.486746,2,3,0,186.48,5.41352,-0.00203148,-0.0140564,-0.0777419,-17.4256,-27.0618,4.6998,21.2307,8.44134,15.8784,-0.518404,-20.2225
-184.013,0.977183,0.486746,3,7,0,185.741,5.34322,-0.0902751,-0.0746648,-0.017028,8.25551,-2.5991,9.74227,-25.3941,-1.45464,-33.525,-15.2564,-5.80129
-186.761,0.860136,0.486746,2,3,0,187.1,5.28798,-0.082705,-0.109136,-0.0987151,2.57568,-15.5411,-2.55683,7.07378,-9.97325,-16.7278,-53.9522,-31.7826
-183.651,1,0.486746,2,3,0,187.592,5.28788,-0.0657182,-0.0196912,-0.0302664,-8.93718,-36.3171,-34.1214,-26.5712,-8.71172,-35.8405,19.9778,-8.40798
-184.789,0.972857,0.486746,3,7,0,186.01,5.28587,0.0562573,0.00213473,0.00354992,-13.5443,-1.05028,-13.5121,-11.3085,-8.38872,52.4451,-9.43377,-2.19933
-185.864,0.962986,0.486746,3,7,0,187.946,5.42723,0.050614,0.0615595,0.0769284,-14.8915,19.013,-23.372,-12.79,7.64143,22.6411,33.1949,14.0819
-183.9,0.986872,0.486746,2,7,0,187.163,5.47141,0.00816865,-0.00958861,0.0480516,0.681136,35.9662,45.4144,13.1779,13.0233,18.0318,-0.693107,10.75
-184.793,0.980198,0.486746,3,7,0,185.183,5.23464,-0.0832284,-0.0355095,-0.0356792,-3.79271,3.63053,-8.96266,10.8761,-15.828,-44.5206,13.9887,-12.0448
-186.075,0.936259,0.486746,3,7,0,187.974,5.37144,0.009814,-0.0708978,-0.101898,-14.9883,-14.2751,-23.7362,-11.1992,2.52491,53.7801,-59.9968,-31.2213
-187.452,0.954662,0.486746,2,3,0,188.164,5.40499,0.00484853,-0.0734045,-0.137406,-5.99929,19.2605,-12.7982,7.06753,8.13134,53.891,-64.5427,-42.8753
-188.94,0.986886,0.486746,3,7,0,191.783,5.42915,0.0127785,0.0761905,0.186254,8.56433,20.1243,-33.8234,-23.7697,6.30554,-5.77586,44.1838,35.4156
-186.252,1,0.486746,3,7,0,190.539,5.29255,0.00234095,0.0742121,0.0847251,14.8272,-0.122407,28.4144,35.4761,-6.44053,-13.2984,56.086,15.2635
-185.853,0.963774,0.486746,2,7,0,190.047,5.44182,-0.0469419,-0.0898278,-0.0996333,-6.89729,18.0747,56.6371,20.5283,13.0586,8.36481,-51.9578,-30.2042
-185.327,0.932643,0.486746,3,7,0,189.093,5.2573,0.0439336,0.00622642,0.0946553,-6.90138,26.8242,-17.9772,-35.8349,-9.89648,34.5467,-1.4512,19.6049
-188.878,0.961589,0.486746,3,7,0,190.284,5.44896,0.102315,0.0931182,0.0285241,-11.9816,15.33,-14.35,13.9992,10.9373,51.7796,41.5833,-4.09179
-185.887,0.978461,0.486746,3,7,0,190.582,5.35473,-0.00630336,0.0677901,0.0883791,-10.3534,-43.1189,-55.045,1.87447,0.00652128,-16.8281,54.1879,16.9088
-185.085,0.998409,0.486746,3,7,0,187.364,5.45989,0.0496335,0.0210227,-0.0308832,0.656441,8.53294,-41.7185,-18.0147,13.7428,43.261,8.09657,-11.4324
-184.802,1,0.486746,3,7,0,186.126,5.35192,0.0455223,0.0472553,-0.03703,14.674,20.1458,-2.53795,-4.97684,-0.362729,29.8825,31.7579,-12.4082
-183.635,0.998638,0.486746,3,15,0,185.069,5.34664,-0.0738025,-0.0794347,0.011687,2.28908,-25.1212,-27.2578,10.4953,-0.963194,-17.4428,-23.9936,2.15836
-183.842,0.992284,0.486746,2,3,0,183.985,5.35423,-0.0746124,-0.0857252,0.0219638,1.05437,7.31083,10.2701,0.702218,-0.0507906,-15.4581,-27.8916,4.32715
-183.236,0.975644,0.486746,3,7,0,185.364,5.38944,0.0119122,0.0158236,-0.0232195,14.8555,28.6122,16.132,-11.2779,4.47218,13.9624,18.4037,-5.81477
-184.39,0.924558,0.486746,3,7,0,186.125,5.45639,-0.0409559,-0.0445011,0.0973283,14.8641,21.4215,9.01084,12.5475,10.2843,-4.38753,-7.93755,22.1531
-183.524,0.991897,0.486746,3,7,0,185.659,5.31012,0.0203873,0.0231127,-0.0158341,9.53044,1.4,-3.3381,28.8163,-5.64634,17.7553,20.7276,-4.53783
-183.465,0.983445,0.486746,3,7,0,184.892,5.38752,0.0028138,-0.00288078,0.0702481,3.46051,-24.9374,-26.3332,-10.8569,3.50585,11.4759,5.58626,17.1946
-183.281,0.983757,0.486746,3,7,0,184.42,5.41089,-0.0212101,-0.0296787,-0.0697233,7.96574,27.6188,-4.97586,10.0412,7.93505,5.1805,-6.26716,-17.5688
-183.023,0.991676,0.486746,3,7,0,183.801,5.32345,-0.0501857,-0.0295353,0.0410034,7.78045,1.47829,-11.4654,-13.8321,-3.53178,-16.6188,4.97541,10.7355
-183.096,0.974242,0.486746,3,7,0,184.302,5.42043,-0.0329884,-0.0539525,0.018456,-2.54972,21.1461,-0.443783,-19.6728,7.7829,4.20724,-19.2031,4.92918
-184.017,0.95561,0.486746,3,15,0,184.591,5.3902,0.0123756,-0.0517936,0.0487811,6.14638,-13.1864,-16.8087,-2.79912,3.95805,35.1659,-31.8181,10.6999
-183.49,0.921955,0.486746,3,7,0,188.606,5.39186,-0.0348674,-0.00650428,-0.0747523,25.5235,-19.0233,30.463,-23.8052,5.30318,-17.0534,20.4318,-19.2492
-183.265,1,0.486746,3,7,0,183.852,5.32699,-0.0396564,-0.0600089,0.049636,-3.68891,-3.45549,13.2679,13.1887,-3.07832,1.29903,-20.0622,12.422
-183.99,0.949047,0.486746,3,7,0,184.932,5.34985,-0.0180593,0.0314811,-0.0526022,-12.355,1.98857,-16.1364,-4.86371,-0.65699,-17.4796,45.3628,-14.6929
-185.735,0.921595,0.486746,3,7,0,187.325,5.26964,-0.0418133,-0.00742547,-0.133302,-4.24464,-0.339779,-41.1089,-2.79585,-13.6266,-25.7562,25.4013,-38.4161
-187.514,0.908857,0.486746,3,7,0,191.105,5.27772,0.0348122,-0.00765161,0.183802,26.2478,-5.7419,-4.77799,16.5109,-6.54611,27.5726,-6.3316,37.647
-186.499,1,0.486746,3,7,0,187.842,5.41631,-0.0339098,-0.0702412,-0.14712,2.08253,3.87592,26.0719,-18.4686,10.155,13.021,-43.2205,-43.4032
-182.861,1,0.486746,2,7,0,186.443,5.39529,-0.0320535,-0.0432446,-0.0382294,6.05335,2.19523,-27.5028,-36.3309,5.38401,1.21219,-12.9075,-8.82752
-183.326,0.940109,0.486746,3,7,0,184.664,5.42309,-0.0644813,-0.0479278,-0.0186003,4.48912,-34.4961,-4.53563,10.8506,8.71992,-23.1494,-3.7005,-4.82852
-183.605,0.994341,0.486746,3,7,0,183.954,5.28426,0.0252088,0.00407351,0.0232855,0.62423,-2.04928,-4.63032,12.4836,-8.25282,26.7325,3.35953,5.12146
-185.057,0.926371,0.486746,2,3,0,185.55,5.20722,0.0178416,0.036503,-0.0102004,-7.32403,16.028,6.33011,2.40294,-18.4785,10.4716,32.0641,-6.18561
-183.207,0.995469,0.486746,3,7,0,186.166,5.35112,-0.0525268,-0.0687117,-0.0276173,20.8022,-19.3174,-27.1855,7.79557,-0.459852,-5.62004,-25.4958,-6.85268
-184.577,0.943261,0.486746,3,7,0,185.282,5.50727,-0.0133394,0.0105222,0.0564376,6.45421,-20.9693,-12.4379,-3.29153,16.7418,-3.84204,20.3865,11.5042
-183.048,0.996496,0.486746,2,7,0,185.143,5.28357,-0.0136995,-0.0251855,-0.0411444,17.7286,3.07661,17.9489,14.6034,-9.47862,9.40951,-5.1599,-9.93552
-183.033,0.999512,0.486746,3,7,0,183.348,5.42312,-0.0145601,0.00108002,0.0179089,3.46679,-10.152,-4.65453,8.7412,8.11037,-1.68379,15.3859,4.91524
-183.453,0.988914,0.486746,3,7,0,183.87,5.33488,-0.0107282,-0.00426506,0.07745,7.86775,-1.87208,12.1506,2.81861,-2.08179,2.74899,8.8881,19.0278
-184.752,0.964013,0.486746,3,7,0,185.67,5.3941,-0.0307721,-0.0374109,-0.128892,-7.51325,-7.04264,-5.86723,17.0026,6.26458,-0.054082,-10.2235,-35.3465
-184.264,0.87176,0.486746,3,7,0,187.416,5.2813,-0.0114976,-0.0718348,0.0523507,5.09117,16.514,-21.875,-33.8677,-8.11484,24.9238,-37.6257,11.1058
-185.048,0.968232,0.486746,2,3,0,185.751,5.24861,0.00825168,-0.0528903,0.0891687,1.3335,-3.47008,27.8122,0.719285,-10.8992,30.1002,-28.7856,18.7861
-182.975,1,0.486746,2,3,0,185.178,5.29876,-0.000158463,-0.0233289,0.019503,-9.98188,16.7858,-25.0354,21.7334,-6.60283,17.7772,-8.01794,5.43032
-184.717,0.937475,0.486746,3,7,0,185.36,5.39516,-0.0631917,-0.0376391,-0.111983,-4.6209,-9.47772,16.847,-10.3772,6.21945,-31.4122,4.93672,-31.0349
-183.865,0.994413,0.486746,3,7,0,185.472,5.34638,-0.0403376,-0.043737,-0.100647,-11.2978,29.8057,-4.32153,12.0349,-1.24362,-6.25908,-11.3274,-26.49
-184.76,0.980277,0.486746,3,7,0,185.569,5.33518,0.0308034,0.041584,0.0843136,-5.54502,9.72141,-1.58369,-16.8989,-2.02228,15.5785,25.818,18.1395
-185.99,0.818236,0.486746,3,7,0,191.801,5.51144,0.00345221,-0.0404456,0.120799,6.66683,56.9606,-9.60892,36.9441,15.1243,21.7044,-18.039,24.8535
-184.31,0.99042,0.486746,3,7,0,187.255,5.32446,-0.0677957,-0.0187858,-0.0821766,-23.3216,-9.17374,13.1113,-13.3877,-4.37158,-42.0499,23.9017,-22.7474
-186.6,0.940514,0.486746,2,7,0,187.362,5.30454,-0.0564005,-0.0764029,-0.147559,-1.52012,-16.9167,23.3665,-3.88686,-8.26562,-7.33401,-38.4736,-43.7121
-186.762,0.969559,0.486746,3,7,0,189.02,5.45171,-0.0687701,-0.0252491,0.165725,3.1187,-16.167,-38.3351,-18.3066,8.5588,-24.4605,11.2078,34.6073
-183.372,0.996811,0.486746,2,7,0,187.067,5.37989,-0.00374293,-0.0566729,0.0078904,-9.92773,19.0092,1.79619,-37.7271,3.04937,27.6307,-32.3675,1.72311
-182.828,0.866095,0.486746,3,7,0,188.464,5.30773,-0.0351149,-0.0105494,-0.016225,17.0354,21.4876,-17.1736,-42.3499,-5.95285,-13.822,15.0265,-3.24353
-184.246,0.925803,0.486746,3,7,0,184.973,5.35241,-0.075142,-0.0325567,0.0867873,5.19444,8.86445,-22.6806,6.56636,-0.232609,-30.5111,10.3474,19.7944
-183.822,0.96862,0.486746,3,7,0,185.916,5.36693,0.0337368,0.00753446,-0.0452924,-1.36282,-24.875,35.8074,-14.4867,1.64837,36.4976,3.32984,-12.5244
-184.413,0.918587,0.486746,3,7,0,186.352,5.34365,-0.104297,-0.0606342,0.00901753,-0.976123,1.42182,-41.911,13.4737,-1.32919,-47.6259,1.31554,-0.0643777
-184.723,1,0.486746,3,7,0,185.148,5.31031,-0.107367,-0.0747861,0.00372004,6.612,-7.22257,14.3732,2.12167,-5.40651,-45.2865,-8.44016,-2.01146
-183.578,1,0.486746,3,7,0,185.562,5.39871,0.017961,0.0270609,-0.0169447,-0.740198,14.1383,35.5684,-18.2732,5.59453,14.3322,24.8739,-4.92341
-185.191,0.946247,0.486746,3,7,0,185.612,5.30863,-0.116995,-0.0737673,0.023762,-1.19617,6.61387,-19.1463,-5.07662,-5.39132,-50.9965,-3.95236,2.08608
-183.648,0.995942,0.486746,3,7,0,185.783,5.38801,0.00981882,-0.0365112,0.0580605,4.06599,35.0728,29.9046,-10.974,3.64583,27.7058,-19.8289,13.7668
-184.748,0.90884,0.486746,2,3,0,185.811,5.38521,-0.00463174,-0.0515754,0.114834,-2.85042,-28.0113,15.9594,-8.52379,2.9823,20.2583,-22.7387,25.8343
-183.63,0.982921,0.486746,3,7,0,185.598,5.35208,-0.0383373,-0.0124192,-0.088471,-5.12425,30.7901,-28.1704,-13.2417,-0.378482,-18.1214,17.0591,-22.9691
-184.511,0.829829,0.486746,3,7,0,187.34,5.26982,2.38994e-06,0.0450778,-0.0202988,-0.743668,-36.0843,22.2046,-25.0698,-10.8496,-7.04334,46.5376,-7.62874
-185.585,0.920415,0.486746,3,7,0,187.608,5.41663,-0.0413401,-0.115311,0.0493908,21.1928,-9.35242,-3.33635,-0.0376894,6.89461,18.6983,-58.3893,7.72943
-185.647,0.956541,0.486746,3,7,0,188.382,5.45508,-0.070743,-0.0970363,0.0990768,6.68125,-34.5968,29.0731,19.6014,10.1169,-7.35465,-32.2963,20.0902
-183.298,0.969315,0.486746,3,7,0,188.219,5.28593,-0.0240701,-0.0228392,0.0612443,18.7373,-29.6752,-47.3333,18.206,-7.46894,-0.226341,0.805061,15.2679
-185.863,0.941734,0.486746,3,7,0,186.391,5.13894,-0.0463023,-0.0314228,-0.037283,7.05675,0.597179,-6.43924,-11.5099,-28.5387,-15.4264,2.69395,-14.5867
-186.829,0.88393,0.486746,3,7,0,190.259,5.21636,-0.0111095,-0.107611,0.0517602,-23.7297,11.6822,-15.3646,-18.0048,-15.3153,37.1896,-62.8358,5.8371
-185.329,1,0.486746,3,7,0,187.901,5.46149,0.00270199,0.0568086,-0.0175317,13.9049,25.0358,-35.2619,-7.4923,13.5853,-9.34121,54.6716,-8.56823
-184.221,1,0.486746,3,7,0,186.31,5.41612,-0.00617827,-0.0618029,0.0713678,15.2484,18.9381,29.826,-0.068234,6.54415,24.3468,-31.1841,15.967
