# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=311438810
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df2_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled,p_gamma.1,p_aux_unscaled,g_gamma.1,g_aux_unscaled
-181.241,0.990118,0.650605,2,3,0,182.908,5.38184,0.0455247,2.2258,-31.3212,3.04713,11.7553
-181.288,0.996637,0.650605,1,1,0,181.306,5.37722,0.050338,-1.56304,-1.97861,2.50478,12.8712
-181.48,0.945303,0.650605,3,7,0,182.54,5.30537,-0.0600582,14.9331,0.957962,-6.82484,-15.2202
-181.618,0.941885,0.650605,3,7,0,182.598,5.27611,0.0515759,-11.6763,-14.1128,-8.70179,12.5236
-181.257,0.990879,0.650605,2,7,0,182.119,5.27932,0.00490956,-3.49998,21.9081,-9.16154,1.52716
-181.011,0.975417,0.650605,3,7,0,181.907,5.34358,-0.0320884,-10.5489,-14.8144,-1.452,-7.26649
-182.711,0.789628,0.650605,3,7,0,184.754,5.23902,-0.0836075,-16.5264,-21.0994,-16.7824,-23.588
-181.195,1,0.650605,2,3,0,182.892,5.37374,0.0433602,14.6174,20.1798,2.14824,11.3036
-183.324,0.860132,0.650605,2,3,0,183.906,5.21303,-0.0886426,11.0072,-2.03447,-20.7613,-26.0747
-182.562,1,0.650605,2,3,0,183.551,5.27791,-0.0994462,14.2436,3.91172,-11.4975,-27.2626
-181.128,1,0.650605,2,3,0,182.641,5.41071,-0.0183503,-9.0966,-25.8627,7.1386,-4.05316
-181.139,0.998507,0.650605,3,7,0,181.314,5.29451,-0.012628,-2.08987,-9.58597,-7.57515,-2.63928
-182.604,0.926735,0.650605,3,7,0,182.861,5.49175,-0.05961,-4.70607,9.51538,18.9614,-17.3547
-181.887,1,0.650605,2,3,0,182.585,5.46898,-0.0351262,8.58396,-14.4145,15.0578,-9.77839
-181.379,1,0.650605,3,7,0,182.088,5.28271,0.0343644,11.5573,6.69039,-8.24957,8.67829
-181.541,0.970086,0.650605,3,7,0,182.193,5.40922,-0.0615944,11.2053,5.79277,7.57554,-15.7287
-181.644,0.774161,0.650605,2,3,0,184.514,5.45051,-0.036509,19.5585,-25.0801,12.6601,-9.64085
-182.183,0.927341,0.650605,1,1,0,182.199,5.4857,-0.0375741,0.0551588,3.0846,17.3451,-10.9845
-181.217,0.999775,0.650605,3,7,0,182.258,5.40578,-0.0373242,14.1504,-7.32384,6.76232,-8.99251
-181.161,0.979812,0.650605,3,7,0,181.656,5.32698,0.0379886,10.0715,-2.85332,-3.15133,10.0238
-182.829,0.846524,0.650605,2,5,0,184.241,5.29785,0.119642,-2.92884,28.6146,-5.49371,27.2038
-183.733,0.95709,0.650605,2,7,0,184.636,5.47313,-0.117374,3.02891,22.6522,18.3907,-34.0963
-180.941,1,0.650605,2,5,0,183.732,5.35888,0.0134984,13.2818,-34.1517,0.503275,4.3143
-181.353,0.954827,0.650605,2,7,0,181.792,5.30941,0.048683,-6.36858,12.1335,-5.0422,12.3263
-181.193,0.997687,0.650605,3,7,0,181.619,5.38889,-0.0446116,-4.01178,-14.436,4.5941,-10.7729
-183.525,0.79054,0.650605,2,3,0,184.013,5.56247,0.0233994,0.547493,-17.0534,24.3523,1.63927
-184.158,0.924563,0.650605,1,1,0,184.276,5.58702,0.0204171,-4.93609,-1.24665,27.3918,-0.373999
-184.49,0.988253,0.650605,3,7,0,185.124,5.13565,-0.0531419,7.8578,-14.2507,-29.9068,-19.4995
-184.4,1,0.650605,3,7,0,185.377,5.16594,-0.0863385,-13.8626,6.23779,-27.5375,-27.646
-182.459,0.936976,0.650605,2,3,0,185.761,5.51043,-0.0161756,22.4963,23.1735,19.7553,-6.16655
-182.284,1,0.650605,3,7,0,182.596,5.50424,-0.00311959,-7.01505,6.81655,18.4812,-2.5399
-181.205,0.999412,0.650605,3,7,0,182.441,5.35463,0.0459805,15.8145,-5.37893,-0.00383066,11.9416
-181.079,0.989721,0.650605,3,7,0,181.505,5.33128,-0.0371722,-8.15212,8.10654,-3.09291,-8.67878
-181.736,0.836778,0.650605,3,7,0,183.476,5.43799,0.0573652,18.9368,-4.7599,9.12415,13.7407
-181.345,0.985009,0.650605,3,7,0,182.532,5.27081,-0.00912415,-6.80233,-24.0269,-10.487,-2.17098
-181.462,0.995915,0.650605,2,3,0,181.52,5.25938,0.00186006,1.94225,4.92491,-11.6572,0.35296
-181.679,0.972003,0.650605,1,1,0,181.7,5.24259,-0.00339735,1.78931,-1.95686,-13.8558,-1.39968
-184.174,0.877544,0.650605,2,7,0,184.998,5.22417,0.14365,-7.61666,-18.0992,-12.0283,30.5519
-184.226,0.980315,0.650605,3,7,0,185.67,5.51896,-0.10213,-13.8992,-17.7511,24.741,-31.2582
-181.388,1,0.650605,2,3,0,184.147,5.29124,-0.0449155,19.0949,-24.7768,-8.51908,-11.2383
-181.663,0.964409,0.650605,1,1,0,181.667,5.2742,-0.0535787,-0.818151,-0.566902,-10.9968,-13.9616
-181.286,0.998794,0.650605,3,7,0,182.128,5.29429,0.033813,7.73734,18.2426,-6.92995,8.72491
-182.145,0.91819,0.650605,2,3,0,182.721,5.31014,0.0945037,-8.0787,12.6095,-4.52755,22.253
-180.981,0.94364,0.650605,2,5,0,183.411,5.33444,0.0169237,-4.71538,37.2525,-2.40175,5.09539
-183.541,0.815899,0.650605,2,5,0,183.566,5.15008,0.0447755,-2.02642,1.77456,-22.9733,6.97395
-183.148,1,0.650605,3,7,0,183.686,5.16377,0.0293011,9.40863,-8.35972,-22.1088,3.8728
-182.566,1,0.650605,3,7,0,183.263,5.18961,0.00802188,10.6718,-9.66356,-19.9465,-0.3065
-183.068,0.996988,0.650605,3,7,0,184.035,5.50963,0.0840874,6.76774,-21.162,16.0869,17.7931
-181.689,0.911521,0.650605,2,7,0,185.587,5.33141,0.0757926,-28.0567,-9.81184,-2.45477,18.463
-181.081,1,0.650605,3,7,0,181.864,5.3054,-0.0179998,-5.68964,19.3841,-6.27057,-3.87162
-181.075,1,0.650605,2,3,0,181.103,5.30869,-0.0211768,-2.44747,-0.0569807,-5.89003,-4.65608
-181.017,0.999966,0.650605,3,7,0,181.176,5.35096,0.026435,-5.28233,4.03024,-0.432124,7.41078
-180.928,0.986307,0.650605,1,3,0,181.258,5.37501,-0.00157289,-3.07975,13.0316,2.50649,0.556802
-181.228,0.976194,0.650605,2,3,0,181.244,5.41659,0.0247331,1.08774,-2.52431,7.23709,6.5621
-181.126,0.973706,0.650605,3,7,0,182.248,5.29485,-0.00668814,1.59834,-25.7426,-7.44427,-1.12121
-183.584,0.883712,0.650605,3,7,0,184.187,5.227,0.124329,-11.2542,1.02924,-12.2302,26.8725
-180.925,0.999729,0.650605,2,3,0,183.569,5.33671,0.00137335,-14.4484,31.4145,-2.19888,1.30206
-181.052,0.956785,0.650605,1,3,0,181.422,5.40294,0.00420185,8.81127,0.725728,5.87864,1.75847
-181.117,0.997555,0.650605,3,7,0,181.183,5.41238,-0.0107128,-0.827736,-6.15559,7.23992,-2.1134
-181.369,0.833413,0.650605,1,3,0,183.457,5.29287,0.0413753,17.0768,-20.4965,-6.98676,10.4591
-181.276,1,0.650605,3,7,0,181.38,5.40791,-0.0419091,-3.10182,5.88545,7.10874,-10.2606
-181.368,0.99041,0.650605,1,1,0,181.396,5.40749,-0.0502586,-2.40041,0.248275,7.17177,-12.5395
-182.088,0.919831,0.650605,2,3,0,182.785,5.24081,-0.0523099,4.05014,19.222,-15.5214,-14.4919
-181.037,0.956755,0.650605,2,3,0,182.839,5.36881,-0.0348398,16.2236,18.1708,1.86168,-8.00896
-181.238,0.979447,0.650605,2,7,0,181.389,5.28468,0.0148139,-3.21652,-7.82021,-8.34321,4.05176
-181.086,0.999855,0.650605,3,7,0,181.285,5.31481,0.0231155,-6.39818,-1.71409,-4.67338,6.43951
-182.7,0.892669,0.650605,2,3,0,183.22,5.28586,-0.107364,-4.37356,16.0115,-10.4704,-29.5226
-181.036,1,0.650605,2,7,0,182.766,5.30827,-0.00475171,-7.37024,-29.6552,-5.75107,-0.455249
-182.587,0.89168,0.650605,3,7,0,183.394,5.20372,0.0559333,-8.58142,16.5265,-16.5766,11.6826
-181.185,0.961592,0.650605,1,3,0,183.345,5.321,0.0382622,20.2348,-11.3755,-3.82993,10.0453
-181.136,0.993778,0.650605,3,7,0,181.425,5.40677,-0.025469,5.8024,8.77163,6.73178,-5.8554
-181.116,0.998866,0.650605,3,7,0,181.26,5.29601,0.000970341,2.6871,8.08393,-7.18857,0.82028
-182.113,0.921616,0.650605,2,3,0,182.24,5.22352,-0.0303546,4.98965,-2.34361,-17.1114,-9.03251
-181.489,1,0.650605,2,5,0,182.068,5.45082,0.0124,10.2869,6.76609,11.5179,2.94387
-182.121,0.936671,0.650605,2,3,0,182.481,5.49347,-0.0118432,8.47684,3.3676,17.453,-4.40353
-185.588,0.782694,0.650605,3,7,0,187.065,5.50191,-0.148601,17.3478,5.36328,24.331,-45.6321
-185.979,0.807519,0.650605,2,3,0,190.078,5.43604,-0.182036,21.3871,-33.9274,14.3747,-54.7933
-182.444,0.938628,0.650605,2,3,0,186.938,5.32225,-0.108206,16.8155,-43.3807,-4.94079,-29.2227
-182.27,0.945848,0.650605,3,7,0,183.665,5.48545,0.0555471,5.5553,-27.3057,14.3737,12.2179
-182.483,0.981984,0.650605,1,1,0,182.543,5.49574,0.0603555,3.33055,2.02248,15.3554,12.9992
-184.635,0.845419,0.650605,2,7,0,185.594,5.59579,-0.0187412,11.5211,13.9971,30.7382,-11.1571
-183.556,0.884425,0.650605,2,3,0,186.913,5.52763,-0.0686247,-26.4646,4.40329,24.3593,-21.517
-181.093,0.96848,0.650605,3,7,0,184.463,5.35352,0.0355329,23.9993,-19.4904,-0.130968,9.54235
-181.595,0.96121,0.650605,2,3,0,181.664,5.26652,0.0416934,-1.70923,-5.70584,-9.95869,10.0866
-183.198,0.858941,0.650605,2,3,0,184.072,5.53734,0.0587609,-13.2947,4.55052,19.9475,11.1709
-181.418,0.98432,0.650605,2,7,0,183.883,5.40695,-0.0543218,19.0968,20.9381,7.15562,-13.6574
-181.379,0.972956,0.650605,3,7,0,182.46,5.30814,0.0502913,2.82956,24.9498,-5.16703,12.677
-181.635,0.985307,0.650605,2,3,0,181.791,5.33359,0.0730863,-4.26543,6.4607,-2.2366,17.8917
-181.4,0.964079,0.650605,3,7,0,182.56,5.33724,-0.0644229,-14.9918,7.42676,-2.4332,-16.1565
-181.978,0.934109,0.650605,2,3,0,182.347,5.23926,-0.0420643,-1.29211,-14.6924,-15.4136,-11.7013
-183.164,0.932283,0.650605,2,3,0,183.475,5.1686,-0.022015,3.67317,-12.1398,-23.8748,-9.04023
-181.357,1,0.650605,2,7,0,183.25,5.29929,0.0442022,-18.8115,-11.2742,-6.22572,11.1925
-185.004,0.787374,0.650605,2,3,0,185.705,5.54745,-0.102522,12.1062,-1.73282,29.0533,-32.9124
-181.769,0.981482,0.650605,2,3,0,186.137,5.34651,0.081288,-25.8501,26.7242,-0.851358,19.6838
-182.099,0.9331,0.650605,2,3,0,183.109,5.37169,0.0962965,0.262993,-24.5507,1.72452,22.7944
-182.088,0.967165,0.650605,2,7,0,183.172,5.21575,0.000670996,-5.45579,23.7241,-17.0356,-1.19655
-181.663,0.975951,0.650605,2,3,0,182.555,5.24643,-0.0159548,-13.7023,0.619962,-13.722,-4.51986
-181.89,0.970579,0.650605,2,7,0,182.579,5.29739,-0.0794878,-11.9622,2.39631,-8.24331,-20.9144
-181.221,0.977416,0.650605,2,3,0,182.305,5.37242,-0.0518881,11.3608,16.7792,2.41799,-12.6531
-181.207,0.929783,0.650605,2,7,0,182.334,5.28696,-0.0148402,-11.0506,18.0813,-8.56431,-3.3294
-181.927,0.945044,0.650605,2,3,0,182.165,5.22548,0.00420442,-4.83679,8.73376,-15.731,0.0129029
-182.44,0.985338,0.650605,3,7,0,183.227,5.47954,-0.0628877,0.839926,21.6258,17.3858,-17.8489
-182,0.978443,0.650605,3,7,0,183.408,5.2803,0.0784072,-17.1838,1.98355,-7.80853,18.4987
-181.153,0.93527,0.650605,2,3,0,183.186,5.38503,0.0363208,-15.8295,22.4393,3.46801,9.62
-180.923,0.994935,0.650605,3,7,0,181.328,5.3453,-0.0149759,6.29752,11.37,-1.18533,-2.79617
-180.936,0.993331,0.650605,3,7,0,181.075,5.3554,0.0124396,-2.60217,-8.00275,0.0872832,4.05942
-182.525,0.896804,0.650605,2,5,0,182.824,5.40201,-0.107874,-0.0633324,-13.3687,7.21175,-29.3011
-181.554,0.956068,0.650605,3,7,0,184.146,5.32156,-0.0701868,4.55576,-38.5839,-4.67783,-17.9097
-181.39,0.999501,0.650605,3,7,0,181.866,5.42029,-0.0433321,4.09417,15.3957,8.78701,-10.8442
-181.874,0.75337,0.650605,2,3,0,184.724,5.2411,-0.0349214,-24.148,7.01459,-14.9529,-9.70054
-183.533,0.919193,0.650605,3,7,0,184.417,5.2964,-0.135107,-13.6449,0.485618,-9.37168,-38.1422
-181.882,1,0.650605,2,3,0,183.987,5.28083,-0.0712707,-0.879781,-35.4166,-10.454,-18.8367
-181.035,1,0.650605,2,3,0,181.828,5.37521,-0.0327259,-8.44202,-16.4787,2.69247,-7.47496
-181.834,0.729592,0.650605,1,3,0,185.1,5.25583,0.0529856,15.7758,-35.2774,-10.9176,12.4451
-181.298,0.948327,0.650605,3,7,0,184.045,5.40288,0.0426798,9.62055,-37.1116,5.43625,10.9273
-181.084,0.990114,0.650605,3,7,0,181.632,5.39739,-0.0264338,8.96735,9.96811,5.53015,-5.99401
-181.59,0.961299,0.650605,2,3,0,181.74,5.27083,-0.0448811,-5.35844,2.89176,-11.2609,-11.6323
-182.469,0.927662,0.650605,3,7,0,183.335,5.41769,0.104167,7.61355,-18.7929,6.28509,24.0344
-181.03,1,0.650605,2,3,0,182.58,5.39359,-0.0198104,-9.26355,-26.1147,4.97195,-4.2245
-181.075,0.984285,0.650605,3,7,0,181.349,5.39133,0.0236176,7.34762,-3.26395,4.29457,6.58764
-180.907,0.98377,0.650605,1,3,0,181.326,5.34787,0.000486919,6.76488,10.9756,-0.833507,1.11553
-181.389,0.916086,0.650605,1,3,0,181.903,5.27277,0.0236305,9.03964,-8.67879,-9.5935,5.96329
-182.163,0.882522,0.650605,3,7,0,185.298,5.35535,0.0996726,-8.24896,40.9735,0.0685778,23.5157
-183.143,0.938984,0.650605,2,7,0,184.116,5.24076,-0.101182,9.70081,-17.7302,-17.1205,-28.8568
-181.289,1,0.650605,2,3,0,183.319,5.27726,-0.0126099,-12.2879,-28,-9.74749,-2.93313
-181.269,0.999348,0.650605,3,7,0,181.541,5.32126,0.0460634,7.37663,-2.84862,-3.74207,11.8356
-181.758,0.955181,0.650605,3,7,0,182.557,5.30166,-0.0745756,-8.72378,-16.1691,-7.5544,-19.417
-181.18,0.999091,0.650605,2,3,0,181.797,5.3273,-0.0460155,5.88032,16.4389,-3.68349,-11.0991
-182.567,0.829946,0.650605,2,3,0,183.326,5.21103,-0.0494246,12.4931,-3.22598,-19.4688,-14.7251
-182.739,0.932721,0.650605,2,3,0,184.157,5.2631,-0.09908,16.7663,7.05613,-13.7043,-27.5233
-181.791,0.992587,0.650605,2,3,0,183.068,5.34113,-0.0852766,10.7868,20.7997,-1.97159,-22.1675
-181.828,0.984147,0.650605,2,5,0,182.337,5.3465,0.0842281,-2.22109,-17.0268,-0.847935,20.3049
-182.062,0.981424,0.650605,2,3,0,182.414,5.41528,0.0865424,2.46283,-13.9051,6.26209,20.4192
-184.011,0.896092,0.650605,2,3,0,184.124,5.50067,0.131207,-1.52148,-7.78998,13.7955,27.7495
-182.483,0.999095,0.650605,2,3,0,184.16,5.44345,0.096239,11.984,24.3849,8.99619,22.0144
-180.962,0.999399,0.650605,2,3,0,182.478,5.3387,0.0149882,9.48251,25.5022,-1.90291,4.64666
-181.053,0.887974,0.650605,3,7,0,183.817,5.37181,0.0290051,-11.5584,35.6568,1.98667,7.98401
-181.001,1,0.650605,2,3,0,181.065,5.35614,0.0242757,2.59344,4.41477,0.172137,6.90089
-181.413,0.965002,0.650605,2,3,0,181.477,5.26609,0.0147183,1.68633,5.49618,-10.562,3.67742
-181.295,0.987658,0.650605,3,7,0,181.99,5.42969,0.0180389,-7.46344,16.0166,8.88607,4.74637
-181.376,0.993296,0.650605,2,3,0,181.59,5.4117,0.0450131,-6.70692,-0.535012,6.40112,11.357
-183.982,0.82673,0.650605,2,3,0,183.987,5.55774,0.0853582,0.676676,1.1751,21.0276,16.286
-185.802,0.808687,0.650605,2,3,0,187.929,5.62723,-0.0282036,-17.6783,-19.5946,35.4095,-15.863
-185.034,1,0.650605,3,7,0,186.105,5.10566,0.08368,-14.634,-5.71628,-25.8706,13.7642
-181.888,1,0.650605,2,7,0,185.122,5.34365,0.0870175,24.9632,-12.8473,-1.13664,20.8852
-181.426,0.995661,0.650605,3,7,0,182.241,5.39538,-0.060016,-8.98844,-16.05,5.63619,-15.1016
-182.347,0.911476,0.650605,3,7,0,182.893,5.20737,-0.0235798,-5.8086,15.1656,-18.9602,-7.80063
-180.954,1,0.650605,2,3,0,182.182,5.32769,-0.0112106,15.7417,5.52146,-3.38817,-1.91408
-180.994,0.956098,0.650605,3,7,0,181.899,5.33409,-0.0264653,-5.30882,-21.4603,-2.66359,-5.82106
-181.636,0.919564,0.650605,3,7,0,182.228,5.2465,0.0124044,-8.79786,-11.5687,-12.9573,2.65122
-181.889,0.989392,0.650605,2,3,0,181.918,5.22798,0.00774508,-1.98437,2.45518,-15.3177,0.975726
-180.998,0.900598,0.650605,1,3,0,183.24,5.36289,0.023332,21.529,4.98205,0.963434,6.6691
-182.761,0.838231,0.650605,2,3,0,183.584,5.47071,-0.0854192,13.0342,-3.14555,16.9011,-24.1421
-180.979,0.933453,0.650605,2,3,0,183.892,5.37915,0.0142648,-19.7632,25.1464,2.92186,4.43062
-181.547,0.911437,0.650605,2,3,0,182.035,5.45701,-0.000644586,10.0059,2.68578,12.5839,-0.44687
-181.504,0.996984,0.650605,3,7,0,181.795,5.27494,0.0405229,-7.63926,-2.91336,-9.02932,9.97566
-181.298,1,0.650605,3,7,0,181.637,5.41428,-0.03927,6.6174,8.85952,7.91781,-9.6416
-181.066,0.996352,0.650605,2,7,0,181.55,5.40608,-0.00474211,3.40107,-16.0091,6.37353,-0.513644
-182.618,0.903181,0.650605,2,3,0,182.704,5.51926,0.0314365,2.51814,-5.7827,18.9809,5.46833
-182.163,1,0.650605,1,1,0,182.605,5.49582,0.0236381,9.17306,5.01554,16.5336,4.41912
-181.19,1,0.650605,2,3,0,182.115,5.29414,0.0201281,-13.162,-7.83615,-7.14011,5.48133
-181.966,0.922606,0.650605,3,7,0,183.284,5.23665,0.0440374,-8.47797,24.1572,-13.2713,9.93516
-182.864,0.89121,0.650605,3,7,0,185.648,5.45476,-0.0991582,-18.23,26.8456,14.9837,-27.7918
-181.91,0.978973,0.650605,2,7,0,183.945,5.48138,0.0170672,9.66578,-30.8313,15.0379,3.27552
-181.435,0.923602,0.650605,2,3,0,184.144,5.39679,-0.0600879,-15.5925,-30.4756,5.83204,-15.1379
-181.607,0.994367,0.650605,3,7,0,181.875,5.34026,-0.0763537,4.82932,-9.69263,-2.06066,-19.5612
-181.796,0.979806,0.650605,2,7,0,182.131,5.28256,-0.0675479,-6.04549,9.80828,-10.1335,-17.7313
-182.077,0.995607,0.650605,2,3,0,182.387,5.31979,-0.0941806,7.70919,-4.09625,-5.16945,-24.9714
-181.897,0.93656,0.650605,3,7,0,183.595,5.24188,-0.0384061,7.74913,-29.0457,-14.9538,-10.6223
-181.63,1,0.650605,3,7,0,182.258,5.45239,0.0343907,6.26511,-16.2498,11.2035,8.18383
-181.119,1,0.650605,2,3,0,181.632,5.40242,0.0219443,-9.39963,-7.48388,5.61286,6.07899
-181.415,0.975385,0.650605,3,7,0,181.705,5.27226,-0.0278272,-4.71681,10.4928,-10.697,-7.00463
-180.951,0.978627,0.650605,2,3,0,181.783,5.33257,0.00861364,12.558,7.05462,-2.6669,3.06769
-181.136,0.983013,0.650605,2,3,0,181.2,5.41593,0.00154963,3.28894,-2.7801,7.49963,0.9264
-180.909,0.975343,0.650605,1,3,0,181.453,5.34821,0.001795,-10.7075,-0.356199,-0.790109,1.44106
-180.968,0.997055,0.650605,2,7,0,180.969,5.36029,-0.0264066,0.41442,0.0147663,0.728359,-5.75502
-181.271,0.964526,0.650605,2,3,0,181.469,5.33274,-0.0548521,1.35846,10.6436,-3.00471,-13.4967
-181.359,0.969917,0.650605,3,7,0,181.869,5.44071,0.00187192,-4.50806,-15.7105,10.5263,0.560682
-181.578,0.994997,0.650605,3,7,0,181.746,5.28414,-0.0548398,-5.71903,2.75041,-9.66285,-14.1082
-181.163,0.982142,0.650605,3,7,0,182.47,5.38381,-0.0437903,8.27083,24.2149,3.90516,-10.5062
-181.406,0.964035,0.650605,2,7,0,181.988,5.34446,0.0603789,3.31155,-17.7749,-1.1114,15.1561
-183.349,0.883991,0.650605,2,3,0,183.368,5.26513,0.130058,1.68677,1.81887,-8.47962,28.7816
-183.23,1,0.650605,3,7,0,184.596,5.37023,0.138254,16.5443,-6.35009,1.4498,31.0808
-184.815,0.917756,0.650605,2,7,0,185.583,5.20837,0.15762,-6.60454,-18.3033,-13.1136,32.7835
-184.524,0.922619,0.650605,2,7,0,187.893,5.44934,0.165328,11.4448,-40.5011,8.35633,35.3019
-183.863,0.984888,0.650605,2,3,0,185.303,5.39545,0.155657,7.79097,26.2253,3.6704,34.191
-183.07,0.986135,0.650605,3,7,0,185.432,5.4429,-0.111867,-11.7562,-31.9084,13.5482,-31.3915
-181.334,1,0.650605,2,3,0,183.171,5.28668,-0.0355527,10.4192,-28.0835,-8.9632,-8.78169
-181.648,0.995164,0.650605,3,7,0,181.704,5.42283,0.0600063,2.17163,-4.46541,7.42478,14.5797
-181.565,1,0.650605,1,1,0,181.673,5.41344,0.0587232,-3.60791,-5.281,6.41866,14.4244
-182.277,0.962548,0.650605,3,7,0,182.573,5.49879,-0.0221718,0.740955,13.244,18.4992,-7.30718
-183.095,0.961823,0.650605,2,3,0,183.198,5.52587,-0.0454721,3.10422,5.88023,23.0226,-14.7873
-181.237,0.989729,0.650605,2,3,0,183.434,5.31508,0.0410066,19.1223,-16.5797,-4.47907,10.6286
-181.736,0.863338,0.650605,3,7,0,183.966,5.46868,-0.0140282,-21.2334,7.34048,14.3979,-4.18168
-181.204,1,0.650605,2,7,0,181.774,5.30424,0.0316251,10.9357,-1.15145,-5.81286,8.33955
-186.827,0.687165,0.650605,2,3,0,187.241,5.22363,0.215123,-6.95041,10.5092,-10.4716,43.2273
-184.011,0.992801,0.650605,2,3,0,187.603,5.32315,0.160799,-17.0258,36.3716,-2.80714,35.1874
-181.847,0.950324,0.650605,3,7,0,186.99,5.46812,0.0377023,-7.7137,-53.8687,12.9213,8.58078
-180.942,1,0.650605,2,5,0,181.777,5.37938,8.92994e-05,11.6204,10.7621,3.03442,0.947332
-182.524,0.904804,0.650605,2,7,0,182.621,5.20722,-0.0407961,4.07046,3.30414,-19.6433,-12.4746
-181.915,0.967524,0.650605,2,3,0,183.269,5.28116,-0.0731547,-16.5183,-5.96439,-10.4459,-19.3742
-182.089,0.962572,0.650605,2,7,0,183.112,5.48029,-0.0373723,-1.89902,24.5053,16.6217,-10.7458
-181.574,0.999983,0.650605,3,7,0,182.419,5.31201,0.0651698,-12.8692,5.94153,-4.59884,16.0246
-182.996,0.922329,0.650605,2,3,0,183.105,5.35691,0.130927,-4.35978,3.3508,0.212552,29.7061
-180.977,0.892545,0.650605,1,3,0,185.606,5.35506,0.020638,-0.315363,-52.5654,0.0463812,6.03486
-181.81,0.889283,0.650605,1,3,0,182.654,5.31637,0.079643,-4.95964,20.8305,-4.01127,19.1882
-181.111,0.945572,0.650605,3,7,0,183.99,5.391,-0.0349052,-3.05446,-41.1347,4.78389,-8.17372
-181.393,0.984196,0.650605,3,7,0,181.631,5.38624,0.0561209,-4.85062,-8.6935,3.46599,14.1138
