# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=585909156
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1a_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_aux_unscaled
-183.156,0.968284,0.513275,3,7,0,185.009,5.32254,-0.592043,0.309575,-0.0313926,0.294781,-1.05946,0.368101,26.8331,-4.19979,-0.608484,0.665118,-7.26039
-183.247,0.965801,0.513275,3,7,0,184.355,5.38302,0.301768,-0.607841,0.0364448,-15.5049,-0.453247,0.220777,1.71728,3.23749,0.626776,-0.625302,9.60114
-185.013,0.95083,0.513275,3,7,0,185.499,5.33435,1.72769,0.195592,-0.0002836,-3.25587,-0.384128,0.825669,-8.61958,-2.49561,2.36921,0.202419,-0.590906
-186.368,0.953752,0.513275,3,7,0,187.837,5.38967,-1.78746,-1.19376,0.106041,-1.04922,1.84477,-0.0170392,11.115,3.47769,-1.9116,-1.11519,25.0024
-184.463,0.997347,0.513275,3,7,0,186.929,5.27048,0.655111,0.78557,-0.0550887,-1.15253,-1.8554,-0.886909,21.994,-11.5403,0.955068,1.11769,-15.2179
-186.102,0.914104,0.513275,3,7,0,188.876,5.28618,1.67557,1.21062,-0.0214566,-5.88773,-2.20057,-0.773705,-18.6001,-8.77821,2.1939,1.49965,-6.83067
-185.525,0.999652,0.513275,3,7,0,186.626,5.41684,-2.03092,-1.01929,0.0236995,3.75856,-0.607608,-1.59349,-0.87047,7.28175,-2.26289,-0.853706,6.54694
-186.352,0.963318,0.513275,3,7,0,188.344,5.286,2.09663,-0.265994,-0.0144868,-0.287938,-0.292922,2.32628,-3.71024,-8.67994,2.92268,-0.430974,-5.38815
-185.4,0.998781,0.513275,3,7,0,187.124,5.42781,-2.0758,-0.297456,-0.0197521,-0.137868,1.82958,-0.501054,-14.8632,9.34303,-2.43805,0.0840022,-4.87596
-186.487,0.969338,0.513275,2,3,0,186.98,5.46317,-2.32903,-0.69907,-0.0115814,-4.68698,-0.00825113,0.992745,-4.98667,13.6351,-2.70442,-0.39721,-3.48258
-185.284,0.991188,0.513275,2,3,0,186.934,5.44424,-1.90962,-0.456799,-0.0335186,9.05133,-1.85414,-0.429956,1.30073,11.7609,-2.21096,-0.131694,-8.63877
-184.444,0.976347,0.513275,3,7,0,188.284,5.2968,1.2694,-0.146514,0.0436327,-14.9593,-0.213758,-2.17576,-24.7356,-6.51278,1.78097,-0.167752,10.183
-183.321,0.981621,0.513275,3,7,0,186,5.3358,-0.928984,0.0673489,-0.0394367,19.7422,-1.68743,-0.178598,1.23388,-2.50683,-1.01298,0.407405,-9.18706
-183.004,0.910983,0.513275,2,7,0,186.134,5.33497,-0.345118,0.229551,0.0305738,-0.391319,-1.65456,-0.315255,-32.9337,-2.27585,-0.285705,0.494328,8.32385
-183.794,0.970784,0.513275,3,7,0,184.058,5.29814,-1.23023,0.0668796,0.0256258,1.28054,0.598978,0.457482,5.20697,-6.59498,-1.38312,0.402032,6.84681
-183.24,0.998861,0.513275,3,7,0,184.04,5.34841,0.631002,-0.018172,-0.0338545,-8.27186,-1.09687,0.390256,3.5703,-0.821529,1.02165,0.0802777,-8.09337
-183.982,0.921175,0.513275,2,7,0,185.645,5.38964,-0.21825,0.405935,0.0886588,-3.36214,1.22923,-0.297196,-23.1293,3.59752,-0.154893,0.666376,20.9975
-185.446,0.963664,0.513275,3,7,0,186.158,5.34896,-0.108016,0.0842105,0.150045,-3.74443,0.15517,-0.632664,-16.0566,-0.519604,0.00118432,0.24225,33.3081
-185.226,0.997492,0.513275,3,7,0,187.039,5.37897,-0.305549,-0.504902,-0.136835,-14.794,-1.0548,0.528324,-14.2095,3.92319,-0.0842651,-0.392069,-37.938
-184.543,0.970499,0.513275,3,7,0,187.096,5.38277,-0.049284,0.0469526,0.11934,-17.1633,0.029062,0.397328,25.4265,2.71893,0.0833986,0.201454,27.3799
-188.723,0.888541,0.513275,2,7,0,189.091,5.43013,0.55052,1.04554,0.204812,2.6494,0.52757,0.813798,0.789512,6.15632,0.687534,1.29672,41.9099
-185.244,1,0.513275,3,7,0,190.515,5.36619,-0.980384,1.56244,0.0228079,-7.69971,-0.809151,-1.27468,-46.5023,1.35159,-1.25133,2.23965,5.1241
-183.102,0.999795,0.513275,2,3,0,185.353,5.35502,-0.0562217,0.578158,0.0176104,-1.31017,1.22502,-2.14684,-5.40822,0.0422637,0.0387756,0.901448,5.0386
-186.148,0.857987,0.513275,2,7,0,188.011,5.16453,-0.810748,-0.271216,0.103014,-14.2141,-0.698171,-1.2471,12.0278,-19.0061,-0.811953,-0.099299,20.797
-184.332,1,0.513275,3,7,0,186.313,5.20172,-0.281437,-0.1164,0.045041,13.8953,0.903024,0.203798,-21.0397,-17.1657,-0.167066,0.0513264,9.22508
-184.148,0.994722,0.513275,3,7,0,185.817,5.46335,-0.343956,-1.19017,-0.0174952,11.5213,0.11332,1.45087,-13.4713,13.8199,-0.0896505,-1.28035,-4.66692
-183.764,1,0.513275,3,7,0,184.746,5.23529,-0.676616,-0.326777,-0.00143623,-6.37362,0.386944,1.42798,3.818,-14.7012,-0.633726,-0.146632,-0.837136
-184.574,0.973049,0.513275,3,7,0,185.233,5.50993,0.278806,-0.545858,0.0425842,0.386113,-0.171149,-0.97629,12.5733,17.5107,0.586711,-0.54563,8.40738
-185.077,0.958224,0.513275,3,7,0,187.673,5.26572,0.0117598,1.48223,-0.0355718,18.62,0.592485,1.67986,-1.26932,-11.7262,0.0131227,2.08433,-10.3974
-186.096,0.937149,0.513275,2,7,0,188.866,5.46906,-1.62901,-1.69944,-0.00175563,-10.1196,0.431358,2.44789,-8.2254,14.0968,-1.67393,-1.75404,-0.603995
-185.802,0.988839,0.513275,2,3,0,186.884,5.43625,-1.88789,-1.43739,0.0142301,-9.81471,0.706482,1.16466,2.55293,9.73712,-2.0337,-1.39191,4.08378
-185.231,0.982356,0.513275,3,7,0,188.439,5.23416,1.03867,0.704274,-0.0471295,-16.1048,-1.50426,-1.06505,-21.4761,-16.2588,1.46199,0.953914,-14.2275
-185.82,0.967524,0.513275,3,7,0,187.359,5.53738,-0.259759,-1.45534,0.025738,-3.81092,1.79804,0.360078,-11.7423,21.3119,0.0279158,-1.61365,3.49519
-184.709,0.980953,0.513275,3,7,0,187.837,5.26945,0.548179,1.30826,-0.00512344,-25.4444,-0.850831,0.631733,-0.577524,-10.5723,0.721986,1.75968,-2.20692
-183.84,0.998071,0.513275,2,3,0,185.018,5.28327,0.159875,0.965436,-0.00120756,-5.45591,1.12056,1.28709,-2.10057,-8.78842,0.268676,1.37408,-0.541691
-186.419,0.882751,0.513275,3,7,0,188.652,5.48131,0.573929,-1.89406,0.0583528,4.33025,2.09071,-0.850646,12.896,13.8401,1.09881,-2.23882,12.2179
-186.476,0.992732,0.513275,3,7,0,187.949,5.26775,-0.285901,1.78098,-0.0765478,-12.8328,-1.21311,0.609359,7.79416,-12.4362,-0.425082,2.56934,-22.4174
-183.046,1,0.513275,2,7,0,186.712,5.32826,-0.799361,-0.157948,0.0123199,10.7635,0.206934,-2.60887,19.3844,-3.16423,-0.811904,0.0754106,4.14785
-183.6,0.769273,0.513275,2,7,0,189.586,5.39197,0.119451,0.00102096,-0.0780884,13.3777,2.39136,0.384261,-40.0798,5.35414,0.377853,0.191096,-20.2922
-185.316,0.910735,0.513275,2,3,0,185.772,5.2736,0.306861,0.264316,-0.120215,-9.40717,-0.0491947,0.11889,6.32329,-12.6571,0.610994,0.527421,-34.137
-185.825,0.993165,0.513275,3,7,0,187.706,5.41292,-0.407158,-1.52477,0.119121,-9.75961,1.10687,-1.43266,-12.5435,5.63888,-0.193621,-1.65541,27.2467
-185.605,0.95055,0.513275,3,7,0,189.662,5.51857,-0.765466,-1.12202,0.0723306,-19.9912,0.800613,-1.38914,27.3617,17.4198,-0.661484,-1.13528,15.2867
-183.566,1,0.513275,3,7,0,186.286,5.32153,0.635147,-0.68412,0.0330361,18.2686,-0.798735,-1.21658,16.9277,-3.8088,1.0579,-0.760249,8.51704
-183.625,0.931739,0.513275,3,7,0,187.286,5.25887,-0.801527,-0.132482,0.0261612,-18.2908,-0.134832,-2.15388,17.4028,-11.1643,-0.817396,0.10104,6.46328
-184.834,0.944576,0.513275,2,3,0,185.315,5.19707,-1.01757,-0.00871367,0.0372874,9.69934,0.301946,-0.266732,-3.72145,-17.9636,-1.10332,0.275194,7.21604
-182.952,1,0.513275,2,3,0,184.891,5.34693,-0.767089,-0.257639,0.00270071,17.9364,1.04167,-0.296985,-9.1855,-0.944498,-0.758275,-0.0495934,1.91278
-184.042,0.954042,0.513275,3,7,0,184.827,5.38753,0.825263,0.784261,0.0400422,3.23708,-0.0687507,0.996793,14.0537,3.7258,1.11687,1.03838,9.74996
-184.387,0.969165,0.513275,3,7,0,185.931,5.329,-1.34047,-1.24128,-0.0427091,-3.04133,0.715799,-1.26748,-19.5889,-3.43264,-1.36625,-1.21136,-9.66979
-183.728,0.988356,0.513275,3,7,0,185.727,5.43846,0.278205,0.5966,0.0353183,12.0785,-1.73044,-0.74148,-7.56525,9.58851,0.453934,0.873134,8.32897
-185.565,0.945383,0.513275,3,7,0,186.216,5.36023,0.0399587,1.93035,0.0356196,9.34543,0.316504,0.634509,7.2873,0.636376,-0.00511224,2.55746,8.024
-184.215,1,0.513275,3,7,0,186.42,5.30882,0.389301,-1.39641,-0.0327673,8.91831,-1.15622,-1.96685,-1.89027,-6.01084,0.89641,-1.64693,-8.06654
-183.727,1,0.513275,3,7,0,185.125,5.26178,0.236559,-0.230392,-0.0533168,-0.652911,0.56668,-1.88783,-1.8745,-12.6873,0.551545,-0.133019,-14.2383
-184.485,0.962085,0.513275,3,7,0,185.87,5.37152,0.536362,-1.26558,0.0668224,11.3908,-1.14279,0.866975,7.19991,1.81101,0.972816,-1.45765,16.1822
-183.666,0.995434,0.513275,3,7,0,185.57,5.40392,0.0711695,-0.125213,-0.079211,6.59537,1.30294,-1.67122,7.61469,7.08434,0.333465,0.0341656,-20.6989
-183.999,0.934329,0.513275,3,7,0,186.357,5.29968,-0.738236,-0.448365,0.0813183,-0.755972,-2.49202,0.272701,6.9981,-5.73978,-0.703129,-0.315797,19.6531
-183.018,0.990751,0.513275,2,7,0,184.816,5.36235,-0.330676,0.47976,0.00791209,-7.7835,-0.77433,-0.982791,22.4776,0.929003,-0.296159,0.818896,2.77362
-183.732,0.935766,0.513275,3,7,0,185.539,5.2993,-1.09275,-0.868807,0.0154592,7.72354,1.85436,-0.649303,-9.32043,-6.59265,-1.09554,-0.779269,4.84992
-183.627,0.990016,0.513275,3,7,0,184.716,5.39014,-0.333878,0.676707,0.052625,6.46197,1.22623,0.985444,-3.5966,3.92169,-0.325848,1.0332,13.0125
-183.091,0.982909,0.513275,3,7,0,184.517,5.32881,-0.56188,-0.536793,-0.0410811,2.5849,-1.22136,1.37548,9.7471,-3.44606,-0.451738,-0.416919,-9.40307
-184.709,0.923442,0.513275,2,3,0,185.025,5.41211,-1.40291,-1.04069,-0.063816,6.92376,-0.480203,-0.251666,2.07364,8.013,-1.47867,-0.94125,-15.8952
-186.04,0.93576,0.513275,3,7,0,187.597,5.54697,-0.885992,-0.0717987,-0.0612488,3.35227,1.29488,1.35579,11.3202,26.6878,-0.940111,0.236376,-20.1681
-186.846,0.888877,0.513275,3,7,0,190.938,5.15251,0.924557,0.0984242,0.105377,-22.3453,2.20517,0.193659,-10.845,-20.1124,1.27395,0.166957,20.1303
-191.003,0.939426,0.513275,3,7,0,192.476,5.59813,0.5169,1.12886,-0.131133,4.71209,-1.73129,-0.883749,-3.34399,38.8503,0.75918,1.65436,-46.8619
-187.12,1,0.513275,2,3,0,191.314,5.53041,0.73594,1.06396,-0.0810898,22.1927,-0.327271,0.558415,-31.8482,25.3749,1.03623,1.48657,-26.421
-183.158,1,0.513275,2,3,0,187.412,5.42053,0.361724,-0.173902,-0.00514707,19.7822,0.929608,1.86293,-23.3083,8.17148,0.675459,-0.0868806,-0.96162
-183.714,0.916044,0.513275,3,7,0,187.037,5.28308,-0.834225,-0.127226,-0.0574054,-9.55396,-0.00982891,0.321754,-38.6332,-9.85907,-0.863886,0.15501,-14.6343
-185.743,0.839021,0.513275,2,3,0,187.143,5.15432,-0.212637,-0.994177,-0.0202629,10.9996,0.776633,-0.185652,18.446,-25.6184,0.0547501,-1.04943,-9.04734
-185.098,1,0.513275,2,3,0,185.896,5.18569,-0.409741,-1.02194,-0.0266615,12.8813,-0.484347,0.19606,-0.847456,-21.8841,-0.19269,-1.05884,-9.18713
-184.005,0.995142,0.513275,3,7,0,186.533,5.22675,0.239252,-0.657053,-0.00109187,-13.545,-1.60912,-1.16926,-13.1441,-15.7423,0.578584,-0.680637,-1.30815
-183.327,0.988532,0.513275,3,7,0,185.109,5.33466,0.0428379,-0.493914,0.0593004,16.828,-0.760418,0.962903,-5.13056,-2.1818,0.276701,-0.454844,14.9654
-187.822,0.882228,0.513275,3,7,0,188.331,5.4617,-2.64518,-0.398046,0.0693285,3.46477,-0.602333,0.227458,-12.63,11.4436,-3.07426,-0.0379906,15.4065
-184.75,1,0.513275,2,3,0,187.805,5.4336,-1.47492,-0.593294,0.0630161,-8.30415,2.67376,-0.104458,-9.8774,8.54688,-1.60185,-0.405644,15.3362
-184.73,0.929839,0.513275,3,7,0,189.129,5.31958,1.38193,0.598319,-0.0389981,-14.0136,1.54456,1.03871,-34.608,-4.65715,1.91581,0.766614,-10.4946
-185.179,0.961512,0.513275,3,7,0,187.689,5.29652,0.445479,0.943169,0.107567,6.82229,-2.18504,-1.2909,0.989242,-5.75948,0.599053,1.23772,24.2326
-184.376,1,0.513275,3,7,0,185.412,5.4009,-0.85368,-0.785092,-0.0928952,2.79157,0.0401703,-1.34596,-13.5085,6.8345,-0.79041,-0.684649,-24.2272
-183.492,0.987878,0.513275,3,7,0,185.721,5.26835,-0.557382,-0.792899,-0.0051221,-1.20388,-1.0002,-1.06909,-27.3466,-10.7088,-0.420441,-0.749066,-0.845827
-182.946,0.989801,0.513275,3,7,0,184.169,5.30586,0.0770356,0.130315,0.00541267,-15.2158,-0.391493,-0.728175,-1.53342,-5.92823,0.267679,0.329725,1.97368
-183.001,0.978511,0.513275,3,7,0,183.861,5.40542,-0.479367,-0.508979,-0.00989394,0.621447,-0.166531,0.26936,20.5764,6.35612,-0.356232,-0.399786,-1.51134
-182.902,0.997379,0.513275,3,7,0,183.275,5.35829,-0.293557,-0.234055,0.0335128,-6.77949,0.475256,0.481252,-2.81564,0.416549,-0.165545,-0.0895138,9.23327
-183.728,0.929799,0.513275,2,7,0,185.063,5.32163,0.0151169,-0.653318,0.0762015,-7.59524,0.771237,-0.976488,16.613,-3.48439,0.252174,-0.64801,18.5897
-187.301,0.84969,0.513275,2,7,0,189.213,5.46164,-1.541,-2.00747,0.084478,12.2667,-1.53441,-0.898429,-8.58024,11.0967,-1.52487,-2.13045,19.5031
-189.186,0.965823,0.513275,3,7,0,190.767,5.25543,1.69003,2.19074,-0.0659344,-1.80528,1.36288,1.24282,13.3689,-13.902,2.11773,2.79472,-20.7735
-187.031,0.987194,0.513275,3,7,0,193.501,5.5483,-0.181031,0.996698,0.117878,-3.45466,2.10438,3.59833,-10.1165,18.7899,-0.172986,1.35968,23.0626
-185.069,0.984404,0.513275,3,7,0,189.476,5.29416,0.559126,-1.40684,-0.0730267,28.7248,1.37517,-0.0374633,11.4459,-8.5964,1.16469,-1.7067,-19.6829
-185.211,0.953931,0.513275,3,7,0,188.418,5.4325,-0.98539,1.29395,0.0455057,9.97935,-0.242534,0.0426917,-37.7141,8.72725,-1.21414,1.87808,10.1335
-185.739,0.99161,0.513275,3,7,0,186.616,5.29862,-0.034118,-1.99215,-0.072813,-7.19826,1.22607,-0.299641,6.65363,-7.95923,0.468106,-2.37956,-19.2923
-186.572,0.917887,0.513275,3,7,0,189.407,5.41091,-1.46615,-0.559673,0.145956,7.06619,-0.439293,2.22291,20.1614,5.16013,-1.57509,-0.39503,32.4726
-185.379,0.999916,0.513275,3,7,0,188.685,5.36903,1.87486,0.019331,0.0182709,-6.56263,0.76036,0.669513,-37.6496,1.7005,2.55408,-0.0363845,3.82773
-184.565,0.973664,0.513275,3,7,0,187.058,5.42251,-0.986159,0.77846,0.063932,-0.982654,-2.61975,-0.0510746,-3.19045,7.33241,-1.14864,1.22383,14.9872
-184.455,0.992819,0.513275,3,7,0,186.075,5.43513,0.501383,-1.13805,0.0560919,6.54486,-1.12077,1.30411,13.9979,8.83318,0.924032,-1.30071,13.2063
-184.666,0.96646,0.513275,3,7,0,186.972,5.41118,0.127855,0.628692,-0.101048,-18.2998,-1.16458,1.05471,2.35603,8.49135,0.302717,1.02573,-27.7852
-182.746,0.985505,0.513275,2,7,0,185.263,5.37408,-0.169436,-0.24568,0.00349292,6.48009,0.446712,1.29358,-29.3102,2.36763,0.00209033,-0.110998,1.95796
-182.889,0.989247,0.513275,3,7,0,183.15,5.34061,-0.0626074,0.0281098,-0.0370484,-2.05861,-0.153584,-0.119099,10.8636,-1.8593,0.11743,0.235921,-8.58671
-184.087,0.964095,0.513275,3,7,0,184.263,5.41034,1.00171,-0.48264,-0.0394852,1.09729,-0.0763201,-0.162496,9.0625,7.39751,1.57227,-0.564951,-10.3618
-183.831,0.984111,0.513275,3,7,0,185.652,5.43936,0.0280262,0.647373,0.0477136,-12.9455,-1.65771,0.214522,7.55615,9.45435,0.130597,0.958277,11.2217
-184.433,0.97949,0.513275,3,7,0,185.499,5.28416,0.287711,-1.33108,-0.0526361,-4.58281,-1.53061,0.609032,-1.16291,-9.61771,0.774832,-1.55844,-13.7344
-185.276,0.972591,0.513275,3,7,0,185.902,5.44542,-1.55246,0.41381,0.0674641,4.10586,0.0979275,1.17542,5.43975,9.73952,-1.80988,0.83683,15.4549
-183.869,0.958438,0.513275,3,7,0,188.31,5.26204,-0.458343,-0.925208,-0.043506,1.37933,-3.32032,0.612668,13.1038,-12.4063,-0.262063,-0.929187,-11.1035
-183.804,0.999961,0.513275,3,7,0,184.76,5.39688,0.196284,0.683481,0.0625435,-11.2463,0.700529,0.593995,7.8788,4.57496,0.332861,0.974525,15.0861
-184.787,0.975137,0.513275,3,7,0,185.476,5.28484,0.0949336,0.489823,0.11248,-10.811,-0.268691,-0.692617,0.0585366,-6.84945,0.215965,0.723456,25.4118
-183.981,0.95616,0.513275,3,7,0,188.456,5.39052,-0.289716,-0.704329,-0.0912178,18.2109,-1.25285,2.35072,-16.6704,5.28255,-0.051773,-0.665876,-23.7818
-183.904,0.945191,0.513275,3,7,0,186.506,5.38483,0.666228,-0.674326,-0.0623358,-2.39389,2.28449,0.278901,18.5911,4.19508,1.18614,-0.768091,-16.067
-184.223,0.994699,0.513275,3,7,0,185.314,5.29707,0.597163,0.876802,0.0553285,0.429922,1.49667,-0.419764,-10.6702,-6.33322,0.812852,1.17096,13.0554
-183.985,0.996635,0.513275,3,7,0,185.549,5.41603,-0.83048,-1.05118,-0.0545036,4.74544,-1.75966,0.249886,13.0896,8.40253,-0.72667,-1.03847,-13.3672
-183.547,0.999259,0.513275,3,7,0,184.696,5.24995,0.287655,-0.336983,0.00448671,0.465173,-0.512222,-1.35948,-14.2118,-12.7445,0.595816,-0.284146,0.714189
-185.4,0.944843,0.513275,3,7,0,186.173,5.4389,1.47808,0.794817,0.0412998,-12.3069,0.3073,-0.533779,0.142799,9.52437,1.93405,0.973734,8.8696
-184.136,1,0.513275,3,7,0,186.638,5.42785,-1.16526,-0.858953,0.0408025,-13.5711,-1.71754,-0.905555,-13.858,8.28272,-1.18758,-0.762912,10.5527
-183.704,1,0.513275,3,7,0,184.476,5.38713,-1.19894,-0.767648,0.0221728,10.4061,-0.227578,-0.41342,11.0436,3.81329,-1.24223,-0.641163,6.66891
-183.08,0.999824,0.513275,3,7,0,183.923,5.34017,-0.810685,-0.347145,-0.0305881,3.7333,-1.22842,-0.646755,6.89503,-1.89226,-0.801889,-0.143522,-6.57472
-183.537,0.970723,0.513275,3,7,0,184.298,5.36995,0.788688,0.369128,0.0297517,-1.38458,-0.786423,-1.18502,-3.85628,1.76867,1.12699,0.531454,7.63809
-186.198,0.888258,0.513275,3,7,0,187.14,5.18674,-0.106794,-1.48352,-0.0605437,-0.197699,-1.35381,-0.775207,-5.90269,-23.2723,0.286926,-1.70205,-18.8862
-185.425,0.96317,0.513275,3,7,0,188.605,5.49201,-0.611695,1.15497,-0.0376147,19.1756,-0.0685176,1.80464,15.5058,18.1818,-0.751099,1.75419,-12.094
-185.218,1,0.513275,3,7,0,186.609,5.19779,0.472382,-1.17808,0.000974768,3.02191,-0.125633,-1.03271,22.2837,-19.2263,0.9414,-1.36634,-2.09297
-185.519,0.98591,0.513275,3,7,0,186.651,5.51907,-0.590392,1.08959,0.0103592,-12.1899,1.05664,0.464168,-3.80262,19.7748,-0.703053,1.61469,-0.413236
-185.244,0.992131,0.513275,3,7,0,187.875,5.23192,1.28081,-0.549914,-0.0223122,-15.5801,-1.34392,-1.45345,10.2791,-15.7592,1.92189,-0.685127,-7.658
-183.26,1,0.513275,3,7,0,185.663,5.31272,-0.125894,0.627323,-0.0225679,-15.0865,1.83383,-0.673491,-6.17697,-5.38782,-0.0497167,1.00036,-5.28933
-183.734,0.931152,0.513275,3,7,0,185.201,5.30438,0.14615,-0.557742,0.0731148,-1.97638,-0.210899,1.53533,-17.4401,-5.33578,0.405414,-0.545493,17.7078
-184.311,0.971511,0.513275,3,7,0,185.181,5.4716,-0.413783,0.611285,-0.0461629,11.7172,0.00140799,0.414927,10.9068,15.7462,-0.419048,1.03827,-13.1747
-185.003,0.981666,0.513275,3,7,0,186.398,5.23195,-0.0458076,1.31787,-0.00362982,13.3958,-0.520234,0.846,-12.1415,-15.1787,-0.0393443,1.84718,-2.69182
-183.853,1,0.513275,3,7,0,185.625,5.25123,0.0475464,0.304519,-0.0488634,-10.2626,-0.0470191,1.88692,5.34345,-14.0034,0.226415,0.580808,-13.3866
-183.316,0.985569,0.513275,3,7,0,184.549,5.41036,-0.586824,-0.501318,0.0410768,-15.2841,-0.311943,0.550599,-7.4054,6.30049,-0.503921,-0.388183,10.7604
-184.427,0.964381,0.513275,2,7,0,184.589,5.40212,-1.36433,-0.293214,0.0710216,-3.87616,-0.377882,0.358097,-1.05001,5.05631,-1.49609,-0.0532942,17.4121
-183.253,0.998131,0.513275,3,7,0,184.916,5.34796,0.611308,-0.433688,0.0227685,-5.28255,1.61842,0.160439,-17.4811,-0.78711,1.00584,-0.446386,6.25477
-183.455,0.95571,0.513275,3,7,0,185.295,5.3615,-1.23248,-0.223422,-0.016749,-0.136894,1.00343,1.22611,-21.9987,0.868111,-1.36105,0.0637784,-3.06014
-183.346,0.9763,0.513275,3,7,0,184.874,5.33203,0.774899,-0.188523,0.0151675,6.62745,0.312053,-1.04785,-21.7039,-2.69706,1.18889,-0.160054,4.23501
-183.866,0.966779,0.513275,3,7,0,184.726,5.35974,-0.385536,-0.136205,0.092995,2.39214,-1.13315,0.134559,-13.7419,0.517468,-0.303436,0.0230003,22.2735
-185.393,0.951258,0.513275,3,7,0,186.244,5.17286,-0.191334,-1.14164,0.0334204,2.21322,-0.21912,0.162558,20.3301,-20.8838,0.0720366,-1.22961,5.43296
