# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=2064700291
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df2_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled,p_gamma.1,p_aux_unscaled,g_gamma.1,g_aux_unscaled
-184.154,0.963501,0.613084,3,7,0,186.684,5.14772,0.0907032,5.17173,-34.0059,-21.202,17.286
-184.86,0.960559,0.613084,1,1,0,184.893,5.12681,0.104181,-2.8011,0.654004,-22.7242,19.2628
-185.462,0.98542,0.613084,2,3,0,185.653,5.09405,0.0922481,-1.63523,9.26594,-26.6176,15.0615
-182.462,0.946389,0.613084,2,7,0,187.153,5.24292,0.0836841,-33.2113,9.1307,-11.6098,18.9018
-181.119,0.995118,0.613084,2,5,0,182.361,5.32189,0.0315147,11.8486,-17.8585,-3.77973,8.48271
-181.295,0.989627,0.613084,3,7,0,181.442,5.42466,-0.0282744,-5.02866,-4.55481,9.09368,-6.87767
-181.248,0.972574,0.613084,3,7,0,182.236,5.37713,0.0472007,15.4638,2.05835,2.51002,12.1623
-180.998,0.917133,0.613084,3,7,0,183.485,5.34883,-0.0311262,-4.53129,-33.8796,-0.763238,-6.99973
-182.989,0.864674,0.613084,2,3,0,183,5.39443,-0.124076,-1.61544,-0.38847,6.25591,-34.2902
-181.401,1,0.613084,2,3,0,183.09,5.42083,-0.043903,3.3137,-28.0267,8.86977,-11.0094
-181.384,0.998723,0.613084,3,7,0,181.717,5.29019,0.0410437,-7.97497,-5.88469,-7.29437,10.3445
-181.247,0.978305,0.613084,2,3,0,181.856,5.34613,0.0489967,7.31006,-13.658,-0.950007,12.6169
-182.565,0.935911,0.613084,2,7,0,183.105,5.51412,-0.0207979,7.11772,-12.5916,20.411,-7.53791
-182.669,0.981172,0.613084,2,3,0,183.524,5.52014,0.0370235,12.6097,-9.88234,18.8705,6.76968
-183.282,0.917351,0.613084,3,7,0,184.681,5.16237,-0.0181569,-11.7467,19.9624,-24.4856,-8.3064
-182.691,0.957151,0.613084,2,3,0,184.218,5.1999,-0.0422997,-19.0487,-4.44549,-20.6805,-13.1852
-181.111,0.989223,0.613084,3,7,0,183.273,5.37928,-0.0402032,-20.0135,-15.788,3.27451,-9.50209
-180.909,0.988757,0.613084,2,5,0,181.285,5.36095,-0.00992321,3.89066,-12.2568,0.787543,-1.50036
-181.612,0.963442,0.613084,3,7,0,181.738,5.46161,-0.00546695,-5.0257,3.28605,13.2769,-1.78684
-181.121,0.999682,0.613084,2,7,0,181.637,5.30431,0.0196784,11.1968,1.12438,-5.94559,5.50631
-181.031,0.990048,0.613084,2,3,0,181.321,5.30899,-0.00296316,-7.58755,5.08783,-5.6425,0.00257892
-180.933,0.993898,0.613084,2,7,0,181.222,5.34563,-0.0182426,7.65075,-4.8381,-1.15135,-3.63617
-180.952,0.976259,0.613084,3,7,0,181.446,5.3588,0.0158423,-10.6336,3.88926,0.491869,4.88124
-181.336,0.949678,0.613084,1,3,0,181.666,5.39888,0.0477162,-6.47078,-8.70331,4.93613,12.1174
-181.109,0.921754,0.613084,2,7,0,183.516,5.29911,-0.0139586,-17.7235,-23.1349,-7.01538,-2.91366
-181.021,0.996796,0.613084,3,7,0,181.268,5.39617,-0.0131494,4.75829,8.5803,5.23174,-2.53421
-182.787,0.860884,0.613084,2,3,0,183.162,5.52058,0.0501975,-9.40842,2.45549,18.4303,9.84236
-181.553,0.969897,0.613084,2,3,0,183.595,5.44603,0.0334547,20.8527,11.1801,10.4936,8.10191
-182.05,0.908765,0.613084,3,7,0,184.651,5.40233,0.0894407,16.6365,26.4859,4.89496,21.1712
-183.511,0.963787,0.613084,3,7,0,184.037,5.16481,-0.0430791,1.20002,-15.7655,-25.4091,-15.0181
-181.473,0.984755,0.613084,2,7,0,184.489,5.28681,-0.0488041,-27.1177,-1.56581,-9.18522,-12.384
-181.816,0.992956,0.613084,3,7,0,181.828,5.27731,-0.0655594,-1.42688,1.2329,-10.8277,-17.2729
-181.15,1,0.613084,2,7,0,181.873,5.34902,0.0409323,-9.95287,-12.3106,-0.639358,10.785
-181.606,0.974754,0.613084,2,3,0,181.668,5.37988,0.0709076,1.8662,-4.74499,2.68692,17.4009
-181.916,0.90919,0.613084,3,7,0,184.068,5.41272,-0.0804006,22.4066,-6.77078,8.37138,-21.1947
-181.141,1,0.613084,2,3,0,181.938,5.40737,-0.0255795,5.65911,-17.8404,6.81069,-5.89253
-181.12,0.973595,0.613084,2,3,0,181.576,5.36635,-0.0442547,7.71595,-10.067,1.56792,-10.5371
-181.08,1,0.613084,1,1,0,181.124,5.36855,-0.0398941,0.129379,-4.56928,1.84568,-9.36385
-180.977,1,0.613084,2,5,0,181.087,5.34579,0.0198964,1.40414,-6.95883,-1.04756,5.84824
-181.229,0.969333,0.613084,2,3,0,181.409,5.34649,0.0476418,-1.18698,9.11262,-0.913085,12.3111
-181.228,0.982168,0.613084,2,7,0,181.743,5.38847,-0.0478526,-2.18756,15.3888,4.56757,-11.6548
-181.107,0.996798,0.613084,3,7,0,181.477,5.36337,0.0365422,-8.44975,6.09186,0.993509,9.7678
-181.009,0.989376,0.613084,2,5,0,181.302,5.3605,-0.0326678,-0.854882,-11.7711,0.764219,-7.40872
-181.712,0.830404,0.613084,3,7,0,184.648,5.24807,0.0315375,24.0689,16.4105,-12.2908,7.30337
-182.489,0.970108,0.613084,3,7,0,183.086,5.46968,-0.0740471,-0.781737,16.8492,16.3752,-20.7459
-182.633,0.993345,0.613084,3,7,0,184.044,5.24838,0.0951898,15.0801,15.1344,-10.7915,21.4507
-182.926,0.98134,0.613084,1,1,0,182.981,5.23069,0.0991859,0.303216,-5.14731,-12.4884,21.8703
-184.557,0.933226,0.613084,2,3,0,184.901,5.15135,0.114677,3.78777,-11.6799,-19.8557,22.5052
-186.422,0.923041,0.613084,2,3,0,187.144,5.1608,0.183745,-6.93719,-15.8291,-16.4946,36.1435
-181.434,0.999516,0.613084,2,3,0,186.979,5.39065,0.0578935,-24.2713,38.6844,3.93612,14.4757
-181.593,0.960961,0.613084,2,7,0,182.454,5.37129,-0.0753826,-3.90701,-19.5395,2.37312,-19.2898
-181.865,0.969305,0.613084,1,1,0,181.884,5.36493,-0.088781,1.72827,-1.88998,1.50485,-23.1938
-180.996,0.921689,0.613084,2,7,0,183.355,5.31645,-0.00892201,8.19211,-31.5489,-4.7773,-1.42375
-181.386,0.977673,0.613084,2,7,0,181.559,5.40369,-0.0536644,-6.35842,1.86516,6.70073,-13.4296
-182.169,0.941763,0.613084,3,7,0,182.866,5.39263,0.0967763,-12.6865,-4.3056,3.84245,22.7767
-182.812,0.904019,0.613084,2,3,0,184.263,5.48541,0.0894933,5.0004,25.3843,13.4268,19.6623
-182.5,1,0.613084,1,1,0,182.844,5.48299,0.0740311,4.64766,11.0514,13.592,16.4004
-182.84,0.955261,0.613084,3,7,0,184.6,5.4162,-0.114324,-20.4836,-4.50404,9.494,-31.5472
-182.141,0.977659,0.613084,3,7,0,183.833,5.35834,0.0987083,15.4725,-18.4359,0.370237,23.3172
-181.127,0.96687,0.613084,2,7,0,183.225,5.39832,0.0264261,-6.40547,30.3642,5.08524,7.18856
-181.173,0.995802,0.613084,3,7,0,181.376,5.29466,0.0174633,3.35849,8.66548,-7.11562,4.84736
-180.985,0.996316,0.613084,2,7,0,181.334,5.38867,0.0063305,-8.67926,4.38854,4.12354,2.42637
-181.306,0.973571,0.613084,3,7,0,181.673,5.29402,-0.039216,5.00103,11.2621,-8.05371,-9.64343
-181.362,0.99401,0.613084,3,7,0,181.787,5.40667,-0.0502463,9.28497,5.85808,7.06011,-12.5245
-181.969,0.965811,0.613084,3,7,0,182.488,5.37007,0.0905368,9.82271,7.7039,1.57907,21.6081
-181.343,1,0.613084,3,7,0,182.173,5.42858,0.0277162,1.45764,-19.8076,8.58787,7.08075
-183.122,0.893148,0.613084,2,7,0,183.466,5.49538,-0.0812894,5.0111,10.7422,20.3253,-23.8261
-181.636,1,0.613084,3,7,0,183.613,5.39027,0.0706986,18.7239,-16.0716,3.79584,17.2884
-182.281,0.969299,0.613084,3,7,0,182.93,5.48864,-0.0415485,9.28777,11.89,17.8755,-12.1771
-185.883,0.782146,0.613084,2,3,0,187.27,5.31143,-0.187928,18.3586,-1.71339,-7.72911,-56.0787
-183.81,1,0.613084,2,3,0,185.874,5.36349,-0.148768,-9.92243,-28.1684,1.45764,-42.1218
-181.435,1,0.613084,3,7,0,183.716,5.37306,-0.0663842,0.735208,-32.9962,2.57879,-16.7178
-182.065,0.871185,0.613084,3,7,0,184.296,5.36608,0.095142,-20.5642,-15.454,1.15903,22.5728
-181.682,0.987651,0.613084,3,7,0,183.231,5.34813,-0.0806659,19.135,4.88866,-0.942937,-20.7929
-181.919,0.996133,0.613084,3,7,0,181.968,5.36279,-0.0912209,2.55335,3.21875,1.19721,-23.9148
-181.075,0.769368,0.613084,2,5,0,185.37,5.37152,0.0317615,1.14226,45.2671,1.94174,8.63149
-180.99,0.999698,0.613084,3,7,0,181.122,5.32866,-0.0228085,0.746849,-7.85633,-3.3428,-4.89689
-180.922,0.97895,0.613084,1,3,0,181.316,5.37234,-0.00229714,-8.03258,-7.87205,2.18008,0.388225
-181.148,0.967392,0.613084,1,3,0,181.372,5.4079,0.0213238,5.16255,7.40446,6.264,5.86567
-181.102,0.982565,0.613084,3,7,0,181.711,5.30186,-0.0173625,0.27315,-17.0524,-6.71372,-3.75285
-181.062,0.987852,0.613084,3,7,0,181.543,5.39968,0.0136728,7.77096,-10.5716,5.37802,4.11693
-182.071,0.934125,0.613084,3,7,0,182.594,5.21929,0.0239056,-8.73702,10.0432,-15.8486,4.67062
-181.09,0.999109,0.613084,2,7,0,182.09,5.30522,-0.0198964,-14.7635,7.16175,-6.31858,-4.36556
-180.908,0.989064,0.613084,1,3,0,181.261,5.34613,-0.00682458,8.47557,5.31336,-1.06241,-0.719956
-181.123,0.961171,0.613084,2,5,0,181.463,5.37247,-0.0433765,-4.5152,11.076,2.38395,-10.3226
-181.308,0.841898,0.613084,1,3,0,183.559,5.2837,0.0262083,-15.147,25.0336,-8.27044,6.77263
-182.29,0.892869,0.613084,2,3,0,183.014,5.20443,0.0138211,12.9598,-4.20982,-17.9466,1.70185
-182.966,0.848593,0.613084,3,7,0,186.093,5.48603,-0.082479,13.2884,33.889,19.0199,-23.8136
-182.889,1,0.613084,3,7,0,183.853,5.22189,0.0920161,6.88264,19.1678,-13.5669,20.1411
-181.703,0.992666,0.613084,2,3,0,183.278,5.29568,0.0676184,-16.6369,14.527,-6.32828,16.3821
-182.004,0.989928,0.613084,3,7,0,182.286,5.31704,0.0893618,5.08996,-9.16281,-3.86531,21.2425
-182.319,0.989016,0.613084,3,7,0,182.988,5.49355,-0.0371854,0.339273,17.8763,18.3693,-11.1582
-182.545,0.99238,0.613084,3,7,0,183.434,5.4556,-0.0863471,-12.0742,-11.8139,14.727,-23.9419
-181.332,1,0.613084,2,7,0,182.574,5.34991,0.0556257,12.6881,-16.6793,-0.522453,14.1102
-181.533,0.995664,0.613084,3,7,0,181.684,5.32859,-0.0706463,6.06521,0.532062,-3.68752,-17.9827
-182.213,0.933622,0.613084,3,7,0,183.034,5.219,0.0435289,-8.36144,-15.9923,-15.2721,9.31408
-180.988,0.940144,0.613084,1,3,0,183.438,5.32861,0.015263,-22.784,12.4415,-3.10352,4.66265
-182.699,0.932361,0.613084,3,7,0,182.926,5.20938,0.0710434,5.66467,-6.72956,-15.4804,15.2522
-182.291,1,0.613084,1,1,0,182.69,5.22315,0.0564082,7.16531,-9.50043,-14.4291,12.392
-180.968,0.867112,0.613084,1,3,0,185.447,5.37958,0.0112395,30.2418,-18.7295,2.99135,3.69317
-182.028,0.785661,0.613084,1,3,0,184.852,5.27598,-0.0760321,17.187,27.7707,-11.2466,-20.3223
-182.071,0.972242,0.613084,2,3,0,182.857,5.22853,-0.0348569,-6.0528,-17.4266,-16.6064,-10.0794
-181.046,1,0.613084,2,3,0,181.999,5.38321,0.0240004,-14.6026,-6.18181,3.3412,6.74056
-181.168,0.994135,0.613084,3,7,0,181.286,5.29354,0.014774,-1.39934,-7.24351,-7.28767,4.18035
-181.011,0.958981,0.613084,3,7,0,182.327,5.39659,-0.0037776,-14.0978,15.4996,5.1875,-0.161384
-182.01,0.919799,0.613084,2,3,0,182.235,5.45776,0.0625587,-7.1322,-2.81025,11.172,14.4977
-181.441,0.999934,0.613084,2,3,0,182.149,5.38678,0.0593406,10.7596,10.5734,3.50303,14.8255
-181.808,0.985472,0.613084,3,7,0,182.088,5.39548,-0.0811203,-6.06223,-7.86086,5.89294,-21.1599
-182.059,0.979521,0.613084,3,7,0,182.978,5.31143,-0.0914852,14.7863,-3.39839,-6.37327,-24.2593
-181.453,1,0.613084,3,7,0,182.38,5.40499,-0.0578141,6.98249,18.6338,6.93566,-14.6045
-182.658,0.822198,0.613084,2,5,0,184.106,5.21927,0.0776045,-12.2187,19.9922,-14.2393,16.9823
-182.347,0.993651,0.613084,3,7,0,183.28,5.46771,-0.0684876,14.3016,-6.75561,15.9157,-19.0665
-186.421,0.839754,0.613084,3,7,0,187.113,5.41824,0.217781,12.1202,-6.58905,5.05331,44.7071
-181.507,1,0.613084,2,3,0,186.984,5.2696,0.0354984,-11.474,-48.5681,-9.73067,8.70789
-182.277,0.969163,0.613084,2,7,0,182.517,5.50349,-0.0055593,5.14388,-7.92468,18.4791,-3.1386
-181.917,1,0.613084,3,7,0,183.135,5.37446,0.0877522,17.0387,3.74296,2.04005,21.0112
-182.899,0.959244,0.613084,3,7,0,183.662,5.48748,-0.078389,9.61065,13.5654,19.0729,-22.6529
-182.027,0.971725,0.613084,2,3,0,183.506,5.42275,-0.0813307,15.5206,-15.3365,9.83531,-21.6501
-181.716,0.927274,0.613084,2,5,0,183.382,5.33207,0.0773319,-9.3618,24.991,-2.37715,18.7956
-180.983,0.973532,0.613084,2,5,0,182.211,5.34719,0.0211326,-3.28012,23.779,-0.880431,6.14646
-182.295,0.948319,0.613084,3,7,0,182.373,5.43187,-0.0888365,3.61504,-3.42758,11.3209,-24.068
-181.962,0.96194,0.613084,3,7,0,183.855,5.47144,0.0453367,14.9027,-21.6712,13.0974,10.268
-181.071,0.997934,0.613084,2,3,0,182.15,5.38708,-0.0319616,-13.0939,-13.4267,4.24271,-7.35412
-181.138,0.980593,0.613084,3,7,0,181.576,5.31266,0.0290248,8.71406,-7.7977,-4.86806,7.81844
-181.009,0.932169,0.613084,1,3,0,182.465,5.387,-0.0217627,13.5366,-18.3543,4.14661,-4.67175
-181.289,0.917793,0.613084,3,7,0,182.656,5.29797,0.0368209,-11.6756,19.6555,-6.46808,9.47476
-186.405,0.768831,0.613084,2,7,0,186.539,5.06826,-0.0338511,-3.32942,-6.5143,-37.63,-18.4837
-186.686,0.946157,0.613084,3,7,0,188.959,5.6168,0.148616,-19.1062,19.2776,23.9224,26.7842
-183.398,1,0.613084,3,7,0,186.374,5.21118,-0.0899839,21.4637,22.8106,-21.0897,-26.5591
-182.933,1,0.613084,3,7,0,184.558,5.33748,0.128317,-17.233,-13.9922,-1.63341,29.1761
-181.536,0.989277,0.613084,2,3,0,183.256,5.33909,0.0680292,-0.833116,28.6433,-1.66943,16.8183
-181.424,0.998753,0.613084,3,7,0,182.089,5.37197,-0.0658875,-12.7313,-0.898972,2.42307,-16.5712
-181.465,0.966472,0.613084,3,7,0,182.409,5.40807,0.0539355,12.8811,-11.2562,5.88801,13.4212
-184.095,0.889466,0.613084,2,3,0,184.169,5.30556,-0.150918,3.80416,-2.60468,-8.15138,-43.2299
-182.963,1,0.613084,1,1,0,183.963,5.31927,-0.124086,4.43763,20.9501,-5.56898,-34.2419
-181.807,0.89868,0.613084,2,5,0,184.606,5.38471,0.0810157,-5.6875,-35.6918,3.13786,19.5389
-181.676,0.993277,0.613084,3,7,0,182.768,5.2497,-0.0259897,-8.74185,19.2881,-13.5757,-7.06477
-181.257,1,0.613084,2,3,0,181.701,5.27922,-0.00692158,-8.75824,-7.87122,-9.39375,-1.44324
-182.255,0.947884,0.613084,3,7,0,182.882,5.23344,0.0642927,12.3662,0.355711,-13.0919,14.4437
-181.333,0.996096,0.613084,2,7,0,182.533,5.4303,0.0239135,-11.7281,17.4468,8.85375,6.14645
-181.314,1,0.613084,1,1,0,181.361,5.42696,0.025502,3.2507,1.39898,8.43633,6.58269
-180.921,0.956125,0.613084,1,3,0,182.176,5.35873,-0.0157738,13.7477,15.1636,0.51515,-2.99201
-181.085,0.947016,0.613084,1,3,0,181.686,5.34698,0.0343459,-2.07056,16.6877,-0.881281,9.25999
-181.086,0.985475,0.613084,3,7,0,181.587,5.30195,-0.0125359,8.94618,-9.10169,-6.63812,-2.51019
-182.049,0.935008,0.613084,2,3,0,182.372,5.42706,-0.0803257,-8.7339,2.27211,10.4368,-21.4421
-182.204,0.962595,0.613084,2,3,0,183.009,5.4836,-0.0424914,-5.35516,18.1192,17.2353,-12.2598
-182.325,0.986523,0.613084,1,1,0,182.428,5.4905,-0.0424008,-4.19159,3.8605,18.1537,-12.4786
-182.919,0.969613,0.613084,3,7,0,183.545,5.23141,0.0992823,8.7504,12.218,-12.413,21.9083
-183.423,0.968278,0.613084,1,1,0,183.446,5.21067,0.10935,-0.226181,3.26008,-14.2128,23.4305
-181.068,1,0.613084,2,3,0,183.45,5.30683,-0.0168068,-17.3128,23.4903,-6.07421,-3.54578
-181.584,0.962733,0.613084,2,3,0,181.764,5.37321,-0.0746839,6.58345,-1.12483,2.64325,-19.0973
-181.995,0.959263,0.613084,2,3,0,182.374,5.32577,-0.0920293,-3.10335,12.7256,-4.26439,-24.2697
-185.903,0.750428,0.613084,3,7,0,186.759,5.6062,0.127359,4.80642,-19.0675,23.9511,23.0044
-181.597,0.986042,0.613084,2,3,0,186.513,5.45853,-0.0143267,30.6461,22.6147,13.1238,-3.98
-182.856,0.925492,0.613084,2,3,0,183.229,5.50168,0.0791135,5.72874,-10.6812,15.4145,16.9662
-181.494,0.9998,0.613084,3,7,0,183.25,5.44233,-0.0306423,-14.4972,-20.673,11.4442,-7.86921
-181.479,0.99874,0.613084,3,7,0,181.963,5.27098,0.0338243,7.14312,11.452,-9.60473,8.34272
-181.81,0.939394,0.613084,2,3,0,182.579,5.24627,0.0406278,11.9846,-9.29286,-12.2733,9.39013
-182.474,0.960192,0.613084,2,3,0,182.751,5.19483,0.0175506,4.43661,9.68646,-18.9512,2.26966
-182.503,0.998288,0.613084,3,7,0,182.925,5.51434,-0.00991826,-1.62281,-14.016,20.0001,-4.68372
-182.343,0.998362,0.613084,3,7,0,183.215,5.20163,0.0154107,5.33546,18.9956,-18.2231,1.99389
-181.83,1,0.613084,2,3,0,182.364,5.23694,0.0276716,11.2278,2.90805,-13.6786,6.09605
-181.59,1,0.613084,2,3,0,181.843,5.25067,0.0145326,-6.53597,6.12379,-12.4055,3.27837
-181.8,0.991281,0.613084,2,7,0,181.981,5.23563,-0.0115721,1.59072,-9.03806,-14.959,-3.69331
-181.085,0.930977,0.613084,2,7,0,183.163,5.33269,0.0316044,-20.1094,-14.1936,-2.53362,8.57182
-181.422,0.911837,0.613084,2,7,0,183.191,5.44632,0.00379478,-19.2098,11.1161,11.1699,0.918884
-180.975,0.996136,0.613084,3,7,0,181.633,5.32072,0.000545929,12.5816,2.18251,-4.16375,0.994705
-181.222,0.985102,0.613084,2,5,0,181.238,5.42598,0.00544278,1.63245,-1.49851,8.66189,1.73106
-181.1,0.980081,0.613084,2,3,0,181.584,5.39719,-0.0290366,10.8441,-1.09445,5.53387,-6.67795
-183.013,0.867222,0.613084,2,3,0,183.114,5.37995,-0.126913,-4.96325,-0.205336,4.00124,-35.0498
-184.172,0.858767,0.613084,3,7,0,186.462,5.13602,0.0749796,-7.60902,-31.3108,-23.1149,13.2992
-180.961,1,0.613084,2,3,0,184.13,5.33836,-0.0220688,-25.9478,14.0336,-2.09312,-4.65156
-181.799,0.770449,0.613084,1,3,0,184.652,5.43859,0.0614214,17.1714,28.0414,9.11614,14.6334
-183.634,0.879223,0.613084,2,7,0,184.957,5.56101,0.0515591,17.3764,-6.44552,22.8588,8.49226
-181.627,1,0.613084,3,7,0,183.78,5.24616,0.0015059,-19.2439,-17.441,-13.2842,-0.0651754
-182.139,0.973245,0.613084,3,7,0,182.442,5.48972,0.0359108,1.99997,-11.6945,15.4362,7.54829
-181.472,0.988045,0.613084,3,7,0,183.1,5.2829,0.0440434,-12.4455,-21.7823,-8.07084,10.9221
-181.5,0.995211,0.613084,3,7,0,181.85,5.42705,-0.047509,3.49818,11.9524,9.77379,-12.1132
-181.32,0.913225,0.613084,2,3,0,182.744,5.40329,-0.0486822,13.2727,-18.3164,6.58002,-12.0475
-181.06,0.999999,0.613084,2,3,0,181.361,5.39924,-0.0195384,-4.55045,10.1748,5.69165,-4.21419
-181.15,0.949053,0.613084,3,7,0,182.207,5.31297,0.0306951,2.1645,22.2627,-4.81524,8.21412
-180.961,0.999227,0.613084,3,7,0,181.207,5.36422,-0.0244378,-6.20183,6.51105,1.23162,-5.24702
-181.038,0.96055,0.613084,3,7,0,181.794,5.35734,0.0292281,-10.1782,-12.5814,0.310162,8.0696
-182.15,0.881016,0.613084,2,7,0,183.915,5.48223,0.0491332,-20.5216,-4.4298,14.1996,10.8471
-181.027,0.960429,0.613084,1,3,0,183.021,5.3953,0.0103747,18.8124,16.1296,4.88728,3.35852
-181.191,0.978692,0.613084,3,7,0,181.455,5.37562,0.0426176,4.64429,-9.1512,2.36306,11.1254
-182.304,0.888021,0.613084,2,3,0,182.899,5.37167,0.104944,-1.30654,16.7538,1.69273,24.5582
-182.484,0.995691,0.613084,3,7,0,183.689,5.19389,0.0132131,1.56926,-23.8918,-19.2279,1.15996
-181.726,0.989317,0.613084,3,7,0,183.414,5.27611,0.0596558,-20.025,4.70291,-8.56284,14.3359
-181.234,0.997464,0.613084,3,7,0,181.939,5.42184,-0.0223265,4.15533,-17.404,8.6248,-5.26318
-181.618,0.968959,0.613084,3,7,0,182.192,5.32366,0.0705594,7.06014,13.2998,-3.30663,17.2909
-181.291,0.998988,0.613084,2,3,0,181.717,5.30505,0.0413075,1.44769,-14.111,-5.61067,10.5967
-180.96,0.984463,0.613084,3,7,0,181.888,5.32548,-0.00980328,-12.6503,11.4263,-3.65526,-1.57152
-182.271,0.890604,0.613084,2,3,0,182.638,5.39096,-0.101352,-1.59932,-13.0536,5.45679,-27.1584
-181.148,1,0.613084,2,3,0,182.41,5.30046,-0.0249488,-6.36111,22.8899,-6.99646,-5.7477
-183.125,0.793628,0.613084,2,3,0,184.269,5.16354,0.00939556,-14.6374,-11.284,-23.0332,-1.07874
-181.829,0.991896,0.613084,2,7,0,184.016,5.24476,-0.0358385,-20.6215,14.6062,-14.4979,-9.84098
-182.029,0.974467,0.613084,2,3,0,182.533,5.21975,-0.00433443,-8.70926,-9.60351,-16.711,-2.33563
-183.944,0.874849,0.613084,2,3,0,184.243,5.14396,-0.0346912,-6.59575,-7.60295,-27.7302,-13.7789
-185.008,0.824809,0.613084,2,3,0,187.561,5.20505,-0.133851,24.661,5.46737,-24.0049,-40.7761
-181.766,1,0.613084,2,7,0,184.715,5.41144,0.0721453,-17.7726,-28.1235,6.03565,17.3938
-181.242,0.998704,0.613084,2,7,0,181.856,5.34776,0.0487558,-7.0711,-13.9897,-0.769037,12.5653
-181.827,0.96398,0.613084,2,7,0,182.165,5.29576,0.0748828,-8.44827,4.67384,-6.22827,17.9586
-182.157,0.975548,0.613084,1,1,0,182.168,5.27847,0.0857949,-1.02801,-1.89233,-7.88314,20.0416
-183.003,0.858922,0.613084,3,7,0,186.06,5.38396,-0.126127,-22.7785,-21.1083,4.62803,-34.8325
-181.722,0.86268,0.613084,3,7,0,186.333,5.45646,-0.0364841,-13.5061,42.9658,13.445,-9.78918
