# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=269645765
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_aux_unscaled
-184.466,0.794031,0.526077,3,7,0,190.295,5.38045,-0.104022,-0.0706429,0.0172054,13.8392,-61.8818,22.0285,-20.8488,3.05964,-43.0613,-6.30968,1.88676
-183.708,0.982088,0.526077,2,3,0,184.844,5.36068,-0.0875873,-0.0521616,-0.00333364,-3.07551,31.9712,8.45049,-4.08456,0.742741,-38.9243,1.72935,-1.75844
-182.965,0.938284,0.526077,3,7,0,186.747,5.35098,0.00775512,-0.0103661,-0.0378342,2.72644,-11.5388,-38.7089,-33.864,-0.48815,21.3745,-1.30649,-8.93977
-183.438,0.971061,0.526077,3,7,0,183.887,5.44961,-0.0202716,0.00614386,-0.0214185,-6.37416,13.1048,0.723504,-7.57209,12.1688,-8.40669,22.9573,-5.76502
-184.518,0.875503,0.526077,3,7,0,186.763,5.22924,0.0159143,-0.0432808,0.00412688,10.7512,-16.2035,-22.2287,23.2126,-15.2755,38.0419,-29.5356,-1.5121
-183.448,0.97439,0.526077,2,3,0,184.993,5.29327,-0.0411825,0.00756213,0.0126313,12.7819,-23.5916,19.1909,0.693613,-7.35099,-24.1901,30.082,2.76153
-183.245,0.950429,0.526077,3,7,0,184.327,5.37801,-0.00834941,-0.0568325,0.000397629,-6.70901,24.8482,-17.7675,2.38276,2.86418,24.5353,-31.2719,0.0974582
-183.304,0.994614,0.526077,1,1,0,183.394,5.38185,-0.00967881,-0.0593137,0.00212281,0.015048,-7.69417,5.9368,0.715881,3.32351,24.3399,-32.5907,0.412715
-185.686,0.933526,0.526077,3,7,0,186.563,5.50225,-0.0980324,-0.0462071,0.0577811,-11.7357,17.7417,0.680893,-1.33139,16.1468,-43.6455,9.09283,9.63494
-187.28,0.911128,0.526077,2,3,0,187.773,5.53762,-0.116217,-0.0392655,0.0249304,2.57667,-1.23664,1.78314,-15.2262,21.375,-62.4777,21.255,-1.79711
-185.566,0.99308,0.526077,3,7,0,188.588,5.16212,0.0179792,0.0232313,0.0113669,3.47622,14.762,-45.7704,-21.1013,-23.113,14.9466,20.5944,-1.7876
-188.196,0.858596,0.526077,2,3,0,189.082,5.12476,0.0563716,-0.0252284,0.0640896,-9.46499,8.09261,15.8018,-10.7846,-24.839,55.477,-27.0776,6.19685
-186.024,1,0.526077,3,7,0,188.295,5.55743,-0.0616843,-0.00864114,-0.0190896,-9.98323,-9.00842,41.0448,11.767,25.8661,-36.0558,26.8895,-10.3456
-183.639,0.972877,0.526077,2,3,0,186.833,5.47747,-0.0507663,-0.0345239,0.00185043,22.4835,-14.9691,27.9533,-10.0918,15.0237,-16.5738,1.74075,-0.322745
-182.81,0.966562,0.526077,3,7,0,185.396,5.29726,-0.00738753,-0.00974125,-0.00888061,19.3197,9.44173,29.1501,-10.2263,-7.17603,7.97541,4.97713,-1.3637
-182.616,0.989418,0.526077,3,7,0,183.188,5.3167,-0.0301823,-0.0267979,0.00669796,-10.8643,6.58911,7.09913,-0.576092,-4.60071,-3.48093,0.106233,2.93484
-184.994,0.615879,0.526077,2,3,0,188.484,5.29454,0.00921377,-0.069178,0.0742142,-3.46017,28.5862,-34.2719,28.2833,-6.36617,36.8654,-40.8636,15.1374
-184.254,1,0.526077,3,7,0,185.745,5.3454,-0.0702974,0.00288363,0.0457884,7.25286,-3.55971,10.8578,-24.1188,-1.03795,-41.6758,34.6929,9.47655
-182.775,0.99157,0.526077,2,7,0,184.633,5.39417,-0.0106079,1.41424e-05,-0.000971895,-3.8376,-36.3714,13.9347,12.8747,4.86046,1.72091,13.6805,0.689836
-183.996,0.9369,0.526077,2,3,0,184.246,5.3834,0.0267356,0.0408082,0.0203707,4.63393,-5.6757,11.8901,-1.42493,3.38747,14.9451,30.205,3.60811
-188.366,0.718519,0.526077,3,7,0,191.036,5.36446,0.026527,-0.0293576,0.210805,-2.93836,-14.0966,-33.7074,26.7526,0.789408,27.1857,-15.0401,42.7369
-185.525,0.999316,0.526077,2,3,0,188.755,5.37998,0.0106485,-0.0499329,0.131711,0.743946,-23.7712,2.17734,-36.6436,2.38988,28.2326,-25.3609,28.5232
-186.451,0.964129,0.526077,3,7,0,189.166,5.34665,0.00793029,0.0824123,0.0842178,-2.37212,1.68331,-4.78541,-36.6296,-0.832099,-12.2161,59.7694,14.7382
-186.766,0.967173,0.526077,3,7,0,188.941,5.31181,0.0917913,0.0449426,-0.00505162,-1.77315,17.2826,-33.9148,-20.5592,-5.31574,65.1694,10.6448,-8.30543
-185.072,1,0.526077,2,3,0,187.004,5.34173,0.0451236,0.0630665,0.00679816,-4.93327,41.912,8.14534,-5.22899,-1.56755,21.2881,41.3464,-1.94818
-183.02,0.982982,0.526077,3,7,0,186.185,5.27103,-0.0112829,-0.0254359,0.00867423,7.96682,-23.6532,-51.2959,1.45153,-10.0938,10.4502,-5.74478,2.62389
-183.088,0.948451,0.526077,3,7,0,184.104,5.40144,-0.0567559,-0.0488504,-0.0306083,8.25133,21.713,-17.1031,2.67947,6.10597,-16.9738,-7.59661,-7.36742
-183.269,0.966016,0.526077,3,7,0,184.199,5.2797,-0.0170174,-0.0460761,0.0343291,4.48947,24.2504,17.0802,2.41145,-8.5954,12.9195,-18.4284,8.56834
-183.188,0.976935,0.526077,3,7,0,184.467,5.37052,0.00487327,-0.042052,0.0117232,10.3261,15.7864,-0.859879,-17.3365,1.90142,28.6538,-24.1592,3.05286
-182.792,0.887072,0.526077,1,3,0,185.387,5.29623,-0.0186376,-0.00801597,-0.00655291,15.3039,22.4377,-33.3847,8.53823,-7.27009,-1.55509,10.5382,-0.743913
-184.783,0.852973,0.526077,3,7,0,186.257,5.42231,-0.0125025,-0.0152232,0.126855,-12.7666,-1.33663,6.07363,-19.6936,6.44751,4.57428,1.96161,28.7849
-185.806,0.861823,0.526077,2,7,0,188.282,5.42407,0.0620601,-0.0288808,0.0237748,6.85796,24.9776,-23.6625,24.2734,8.12664,65.632,-34.0639,0.845045
-186.399,0.969588,0.526077,3,7,0,190.101,5.39949,-0.0651035,0.0182736,-0.104546,19.5371,10.3452,33.8194,-22.51,6.78226,-58.3385,59.2028,-32.5352
-185.393,1,0.526077,2,7,0,187.49,5.42086,-0.03324,-0.00340671,-0.132664,2.16633,35.9598,-29.6828,-3.55443,10.5952,-18.9952,25.2878,-37.5731
-183.837,1,0.526077,3,7,0,186.349,5.23832,-0.00720768,-0.0458564,-0.0192279,-6.42111,-5.65611,-1.72304,34.0692,-14.8468,22.2078,-24.1106,-6.01195
-183.574,0.981195,0.526077,3,7,0,184.825,5.38463,-0.0344502,0.0010468,0.0705103,13.1948,-15.9384,17.0551,-3.7388,3.19593,-14.9137,20.2342,17.0422
-184.331,0.943685,0.526077,2,3,0,184.707,5.35952,-0.0360592,0.0260308,0.0736091,-3.58624,12.5094,-6.15245,-8.28835,0.514581,-23.8977,37.3612,16.3082
-183.75,0.979363,0.526077,2,7,0,186.343,5.26837,-0.0348451,0.00791215,0.0451326,-18.5772,5.99203,-26.1627,-16.3222,-9.68319,-18.295,26.2898,10.3168
-184.078,0.940343,0.526077,3,7,0,185.736,5.50756,-0.0193425,-0.0226048,-0.0269366,13.6597,28.4903,-10.2964,1.49215,19.8128,3.51432,-0.693856,-8.42771
-184.688,0.938933,0.526077,2,7,0,186.234,5.21725,-0.0263708,0.00146336,0.0850668,18.4145,-6.02594,5.5515,-6.79076,-14.2378,-9.32705,17.3986,18.4735
-184.22,0.983472,0.526077,3,7,0,185.83,5.50472,-0.0181696,-0.0117597,-0.0419892,-0.280184,30.0222,-9.21893,18.1177,20.0384,0.237191,7.96462,-12.4882
-184.64,0.903467,0.526077,3,7,0,187.411,5.22074,-0.0112435,-0.0382628,-0.0744059,10.183,-11.9992,21.6282,-29.9743,-19.0813,17.8976,-18.3443,-21.4589
-183.816,0.972157,0.526077,3,7,0,186.162,5.43445,-0.00803349,-0.0234555,0.0812127,19.8365,15.7009,-19.2025,9.00106,8.33063,10.557,-4.69031,19.248
-183.839,0.986799,0.526077,3,7,0,184.9,5.37484,0.0122942,0.0021488,0.083804,8.31074,8.08562,-9.25721,17.8989,2.0958,15.8144,5.7645,19.8524
-184.672,0.983204,0.526077,3,7,0,185.247,5.33036,0.0313446,0.0092845,0.102362,-9.67032,11.9016,6.44653,2.85815,-2.43336,25.1318,4.3103,22.8502
-183.746,0.99467,0.526077,3,7,0,185.631,5.46698,0.00807609,-0.00522743,0.0376702,-3.60037,28.5996,4.1299,22.6163,12.7925,16.8431,2.46338,8.45195
-183.299,0.971373,0.526077,2,7,0,185.347,5.3511,-0.0637659,-0.016479,-0.0212469,-15.3024,-22.7999,-15.6686,-13.4625,-0.456559,-34.8635,21.4655,-5.44124
-184.446,0.928974,0.526077,2,7,0,186.312,5.34231,-0.0143575,-0.00542441,0.120817,0.443738,-29.0413,1.36573,-22.8507,-1.1921,0.644882,8.4997,27.9402
-184.169,0.923177,0.526077,2,7,0,188.095,5.38034,-0.0580665,-0.00305598,-0.0738792,-3.21087,4.99772,14.273,42.9993,3.65326,-39.3717,33.4723,-20.3858
-185.501,0.934802,0.526077,3,7,0,186.586,5.39998,0.0392363,-0.0410808,0.0940032,-15.3863,-4.84895,-3.94628,6.20426,4.61176,46.1096,-30.4361,19.0929
-183.524,0.987535,0.526077,3,7,0,186.378,5.40707,0.028538,-0.000851559,-0.00793804,-2.54054,-27.6012,28.8402,-25.9361,6.53811,32.9342,-1.56177,-2.55508
-183.799,0.854598,0.526077,2,7,0,188.602,5.4132,-0.00666442,-0.0165691,0.0881811,0.164872,36.6176,16.5468,-40.4019,6.02723,9.16042,-0.570435,21.0313
-183.728,0.981931,0.526077,3,7,0,185.799,5.38414,-0.0652565,-0.0820287,0.0318458,5.66932,26.4422,23.1889,19.7346,3.39671,-9.63069,-27.9117,7.03358
-183.791,0.974396,0.526077,3,7,0,184.998,5.47225,-0.0452949,-0.0585964,-0.021022,4.09382,-6.86667,-33.9452,5.53,15.0581,-3.60737,-19.774,-6.36685
-183.193,0.983335,0.526077,3,7,0,184.626,5.33791,-0.0140103,-0.038178,0.0602426,-13.6185,-1.96003,26.2303,5.16754,-1.82386,11.7381,-13.0545,15.2267
-183.184,0.946866,0.526077,2,7,0,185.012,5.36346,0.00442289,-0.0435944,0.00119816,-5.6359,-10.1568,-1.00614,28.3265,1.07659,29.4853,-25.6997,0.417985
-183.49,0.965625,0.526077,2,7,0,185.753,5.41856,0.0247832,-0.00385326,-0.00641254,-10.6814,-11.6282,-42.8763,3.08369,7.94753,31.0103,-2.50569,-2.10369
-182.853,0.911504,0.526077,2,3,0,184.819,5.39548,-0.0175315,0.000501221,0.0179952,-6.62189,-40.1459,0.413714,10.2712,4.83464,-3.70085,16.0131,5.29561
-183.096,0.966918,0.526077,3,7,0,184.351,5.417,-0.0540506,-0.0285545,0.0192639,15.1653,4.07742,-2.07198,12.1049,7.36572,-20.5911,7.30956,5.13145
-183.696,0.980701,0.526077,3,7,0,184.144,5.30778,-0.0216218,-0.0376768,-0.0896533,6.86642,-14.9673,-0.3402,4.22735,-6.88708,8.559,-13.762,-23.3968
-183.719,0.99618,0.526077,3,7,0,184.358,5.46875,-0.0313136,-0.0135981,0.0531514,-1.93581,1.91719,3.31642,17.5186,12.598,-8.36642,9.68316,12.3943
-183.87,0.997434,0.526077,3,7,0,183.947,5.47414,-0.0353289,-0.00683955,0.048941,2.25056,0.341468,-3.00472,4.91491,13.3046,-13.5356,15.8718,11.0359
-183.765,0.951712,0.526077,3,7,0,185.46,5.24244,-0.0387628,-0.00745322,-0.038062,0.723324,18.77,-9.09786,25.3023,-14.8699,-18.7311,19.7503,-10.595
-184.715,0.954477,0.526077,3,7,0,185.396,5.52371,-0.0160604,-0.0539818,0.00250766,2.33986,14.8205,-12.6435,12.2906,20.6542,17.426,-26.0936,-2.30915
-183.468,1,0.526077,3,7,0,184.955,5.44692,-0.056918,-0.0423768,0.0323788,16.3829,15.6257,-11.1081,-4.3334,10.6192,-17.3399,-1.93799,7.68266
-185.819,0.862493,0.526077,3,7,0,186.494,5.2637,0.0611267,-0.0206329,-0.0119627,-4.74589,-21.0072,-12.9238,0.757591,-11.4409,66.6151,-29.6758,-8.15204
-183.582,1,0.526077,3,7,0,185.914,5.44098,-0.0627719,-0.0580108,0.0285887,-7.54197,19.7788,-42.7703,6.31831,10.0112,-16.2854,-11.3605,6.50519
-183.488,0.94769,0.526077,2,7,0,186.233,5.308,-0.0203107,0.0228253,-0.020078,14.5755,-30.2166,-28.986,10.719,-5.96434,-14.8565,36.3855,-5.53004
-184.455,0.966191,0.526077,3,7,0,185.801,5.26097,-0.0444878,-0.091022,-0.00628614,15.3441,0.553934,-12.8499,10.8174,-11.651,9.30926,-44.9848,-3.99222
-188.774,0.701118,0.526077,2,3,0,191.749,5.24095,-0.0803082,-0.0426535,-0.170582,-18.1962,-16.3205,-32.2743,-14.6037,-19.634,-51.3699,9.01384,-53.8295
-188.965,1,0.526077,3,7,0,190.024,5.25813,-0.0603365,-0.0494799,-0.193447,-8.56979,-26.5706,4.81449,-4.83967,-17.4479,-27.232,-9.26582,-59.9402
-187.013,1,0.526077,2,3,0,189.325,5.28868,-0.0330246,-0.0381174,-0.175485,-10.1078,-27.1102,-14.914,-22.1415,-11.5051,-2.16601,-10.8101,-51.5429
-184.915,0.959235,0.526077,3,7,0,188.422,5.40015,-0.00567405,0.0179767,0.122324,-7.20802,19.3194,-22.2665,-35.3506,4.37506,-0.87515,20.1758,27.3821
-182.971,0.992092,0.526077,2,7,0,185.438,5.31513,-0.0321345,-0.00986131,0.0394346,8.76224,7.95944,23.5603,28.3049,-4.4869,-10.4679,12.9143,10.4434
-183.129,0.956132,0.526077,2,3,0,183.687,5.31448,-0.0165979,-0.0295205,0.058341,1.00315,13.2201,-19.2346,5.12195,-4.39242,7.13835,-6.27076,14.8767
-184.544,0.955623,0.526077,3,7,0,185.221,5.24529,-0.0715877,-0.0680487,0.0689507,2.56577,20.6339,13.6018,5.84937,-11.7035,-17.7448,-14.4227,14.7206
-184.205,0.984526,0.526077,3,7,0,185.784,5.33523,-0.0177394,-0.0509231,0.103271,11.4404,12.3144,23.4496,-14.22,-1.94218,12.2596,-18.9032,24.0141
-184.935,0.971212,0.526077,3,7,0,187.24,5.3723,-0.0911828,-0.0669731,-0.0829194,0.415381,38.647,30.489,2.40238,2.55564,-42.4333,-9.95344,-24.1762
-184.991,0.848948,0.526077,3,7,0,187.608,5.3525,-0.0772263,0.00461557,-0.0539489,2.56994,-41.4302,-16.0127,-18.5035,-0.296652,-57.5649,46.7108,-17.0297
-183.538,0.908703,0.526077,2,3,0,187.02,5.25286,0.0035235,-0.0249836,-0.0245683,-1.70624,-44.9194,32.71,-16.4764,-13.1301,23.0609,-11.5377,-6.75542
-184.478,0.989264,0.526077,3,7,0,185.452,5.3388,-0.0969937,-0.0692949,-0.0444612,12.8814,-11.7315,-6.77655,7.70494,-2.12905,-43.2854,-8.83485,-13.6145
-185.529,0.947248,0.526077,3,7,0,187.554,5.37066,-0.0826053,-0.0999222,0.106564,3.27192,18.6635,-2.49828,28.6637,1.58753,-13.822,-30.0726,22.2071
-186.453,0.981178,0.526077,2,3,0,186.622,5.35743,-0.0984708,-0.103958,0.128906,3.13464,9.74042,-2.71889,-3.84267,0.262642,-21.5821,-26.6368,25.9805
-184.777,0.988407,0.526077,3,7,0,187.909,5.45501,-0.0385871,-0.0932828,0.0404,6.76063,26.3278,28.0396,-28.0385,11.3663,13.4728,-44.6197,7.08485
-185.302,0.925201,0.526077,3,7,0,188.148,5.40808,-0.0377811,-0.107169,-0.0356368,12.7285,4.97588,-2.03662,32.9042,7.04276,21.8947,-63.8252,-13.05
-184.895,1,0.526077,3,7,0,186.383,5.46596,-0.072009,0.00108044,0.0376445,6.40465,-11.9153,-32.6758,-10.6441,12.6761,-42.9707,34.5535,6.15129
-183.532,0.997645,0.526077,3,7,0,186.544,5.34583,-0.0227424,-0.0738028,0.0193708,-19.6611,-9.34395,33.1135,-13.4506,-1.04389,18.9315,-37.6432,4.28786
-183.202,0.959773,0.526077,3,7,0,185.313,5.39875,0.0120054,0.00352424,-0.0347216,-12.8383,25.4033,-22.3706,13.3908,5.80242,19.2545,8.5648,-8.63257
-184.639,0.819755,0.526077,3,7,0,187.208,5.27687,-0.0580722,-0.0923745,0.0639993,-8.76753,-13.7417,4.34462,32.1272,-8.40714,-0.752634,-35.5879,13.2895
-183.53,0.99077,0.526077,2,3,0,185.093,5.30974,-0.0665379,-0.0648468,0.0417544,-8.34486,-3.98593,-31.8671,13.3398,-5.07499,-16.2201,-14.6622,9.91649
-183.891,0.958183,0.526077,3,7,0,184.521,5.33907,-0.0902719,-0.0531149,0.0289289,-7.27235,13.0339,-11.9737,7.70063,-1.80752,-38.1301,1.85957,5.97441
-185.729,0.916986,0.526077,3,7,0,186.929,5.45579,0.0328591,-0.0212039,0.117932,-3.19784,-26.6542,-21.6012,4.82521,9.81152,34.2231,-14.9596,24.6525
-185.603,0.95763,0.526077,3,7,0,188.467,5.39188,-0.0991623,-0.0509907,-0.0908576,-17.0654,22.425,-31.3036,-12.3042,5.4787,-57.6446,8.30836,-27.5029
-187.292,0.960028,0.526077,3,7,0,191.467,5.33653,0.0501219,0.0517376,0.160306,9.71076,-48.3585,-16.1121,25.2523,-1.61704,21.5378,22.7044,32.1816
-187.074,1,0.526077,3,7,0,187.478,5.35088,0.0545665,0.0524964,0.149925,3.4168,-2.08248,-5.08457,-12.8538,-0.344522,24.3366,22.3947,30.0073
-183,0.996824,0.526077,3,7,0,187.968,5.30852,-0.0576299,-0.0336829,-0.0144478,-2.70433,6.88178,52.8409,34.697,-5.83221,-22.9245,5.09168,-3.13653
-183.675,0.906395,0.526077,2,3,0,184.78,5.28412,-0.0531685,-0.066815,-0.0465577,-3.1547,6.21709,-28.7254,-12.0463,-9.50716,-7.15362,-24.6009,-12.5402
-183.552,1,0.526077,2,3,0,183.742,5.29088,-0.0532622,-0.0688044,-0.0364315,3.78215,1.565,4.6551,7.40494,-8.42425,-6.29577,-25.732,-9.7543
-184.767,0.89194,0.526077,3,7,0,186.158,5.40576,0.0502572,-0.0108024,0.0559184,17.7828,-4.16487,2.78224,-5.93533,5.61106,47.3623,-15.4838,10.9932
-185.957,0.898675,0.526077,2,3,0,186.791,5.38077,0.0685562,-0.0170071,0.0713642,4.86233,24.9117,-11.5403,2.34571,2.77937,60.232,-25.0728,12.4956
-185.167,0.987865,0.526077,3,7,0,187.649,5.25176,-0.0315606,0.042213,0.047117,-1.65891,42.1175,1.80695,19.2074,-11.5015,-27.481,49.3039,7.98483
-186.058,0.970484,0.526077,3,7,0,186.966,5.29513,0.071811,-0.0165466,0.000625871,-11.8752,5.11273,14.5896,7.55393,-7.30141,71.7273,-29.7294,-5.4692
-189.922,0.87694,0.526077,3,7,0,194.038,5.35117,-0.182922,-0.0897158,0.0916429,-13.7519,-28.7453,1.50689,35.6639,-0.358037,-82.2158,6.59161,9.69585
-185.097,1,0.526077,3,7,0,190.625,5.27609,-0.108992,-0.0802905,0.00975468,-4.84375,68.6579,6.43964,-19.8633,-9.46215,-43.9792,-11.9377,-1.24208
-183.833,1,0.526077,3,7,0,186.155,5.327,-0.00580056,-0.0408263,0.0858005,10.5846,25.4658,33.3354,-10.8406,-2.86226,17.3473,-16.7022,20.3664
-182.987,0.90667,0.526077,3,7,0,188.323,5.41076,-0.00808883,-0.0315261,-0.0340492,34.6546,7.7022,-16.728,7.18791,7.37266,16.4545,-12.5818,-8.03356
-183.182,0.982118,0.526077,2,3,0,183.585,5.42811,-0.0358566,-0.00670274,-0.0298719,-7.82504,-2.15857,-0.863876,8.57082,9.57243,-16.329,18.9031,-7.37505
-186.019,0.878569,0.526077,2,7,0,186.901,5.49837,0.0301431,0.0457237,-0.0532834,1.60406,-28.3693,-8.17463,-3.51866,19.6278,18.2258,37.8292,-18.917
-185.858,0.89312,0.526077,3,7,0,189.565,5.15904,0.0244436,-0.0304973,0.0143242,16.2462,43.6827,13.3129,-17.3616,-23.3445,39.0987,-22.3743,-1.62964
-186.106,1,0.526077,3,7,0,187.395,5.12641,-0.0046083,-0.000572228,0.0672042,-9.87056,22.9021,-15.9509,-8.66323,-24.5078,5.76126,9.59348,11.1559
-182.973,0.965197,0.526077,2,7,0,187.756,5.34737,-0.0191258,-0.0553511,0.00994971,-29.8302,14.6769,19.7322,16.9944,-0.878254,15.3343,-25.636,3.03789
-183.054,0.919362,0.526077,2,3,0,185.185,5.39748,-0.0386173,-0.0477459,-0.0493534,10.087,-18.2733,11.8575,-25.1824,5.80209,-2.53828,-14.3647,-12.0045
-185.126,0.850675,0.526077,2,3,0,186.041,5.31018,-0.0336055,-0.0321411,-0.138847,4.19113,-2.0162,-17.6719,-16.7798,-7.2091,-5.53628,-3.64452,-38.5876
-184.492,0.99686,0.526077,3,7,0,186.367,5.38512,0.0302833,0.0262964,0.0860079,4.66024,4.67537,-9.91183,29.0306,3.14893,19.9602,15.9024,19.1005
-183.302,0.983301,0.526077,3,7,0,185.329,5.29099,-0.000568596,-0.0197764,-0.0552008,3.10456,32.3245,13.8638,19.972,-8.73035,18.8152,-6.05826,-13.971
-184.307,0.830374,0.526077,2,7,0,185.916,5.40907,-0.0864503,-0.0209126,-0.0129249,-7.30481,-12.9776,28.3124,-15.9845,6.85578,-50.665,26.2146,-5.36498
-185.531,0.842018,0.526077,2,7,0,187.007,5.39515,0.0107988,-0.0891322,0.0237532,-4.6147,33.3194,-14.1122,7.90055,4.74098,49.0099,-60.5232,1.39234
-186.385,0.986622,0.526077,3,7,0,187.674,5.44737,-0.098116,-0.00177412,-0.040386,-14.6669,11.2169,14.4261,6.99344,12.3401,-71.0294,48.4858,-16.4095
-184.752,1,0.526077,3,7,0,186.377,5.24802,0.0208131,-0.0415982,0.0635923,-1.45374,-20.2929,36.7793,1.14037,-11.534,36.5765,-26.6787,12.9508
-182.881,0.929896,0.526077,2,3,0,186.899,5.32972,0.000530158,-0.00527451,0.0293659,-19.6946,22.7664,-37.2429,18.4856,-2.88901,11.6194,5.10944,8.09496
-185.331,0.855686,0.526077,3,7,0,186.783,5.53189,-0.0151613,-0.0353404,0.0919615,16.2288,-13.526,-12.0446,5.61645,18.1107,9.39675,-10.0667,18.9229
-183.126,0.986168,0.526077,2,7,0,186.199,5.41389,-0.0248233,0.00797179,-0.00443172,-19.5589,-1.10064,14.4325,-25.7329,7.33658,-12.3741,25.3251,-0.879445
-184.889,0.874194,0.526077,3,7,0,186.973,5.27302,-0.0500746,-0.103426,0.0341944,-9.68195,-12.2545,-27.4616,21.0136,-9.36372,8.82944,-48.5486,5.30546
-184.456,0.998722,0.526077,3,7,0,186.049,5.37386,-0.0300993,0.0205773,-0.0872725,11.0522,21.5703,25.1986,5.90703,2.80643,-25.0404,43.8621,-24.3208
-186.567,0.85229,0.526077,2,3,0,187.17,5.35935,-0.0496316,0.0498573,-0.07007,-3.53832,-4.74424,10.8901,14.5932,0.661149,-54.1226,76.8488,-24.2259
