# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=32105
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df2_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_aux_unscaled
-834.227,0.986037,0.402998,3,7,0,835.93,87.7027,-0.072303,0.266298,0.24051,-0.230865,0.340418,-52.4138,-36.4297,20.8573,31.6779,1.19978,42.425,103.471,-47.5934,6.84997
-834.25,0.964608,0.402998,3,7,0,837.606,87.4788,-0.0839568,0.239686,0.274692,-0.207744,-1.79425,65.4366,9.23378,92.5868,24.0256,-3.17194,7.49682,-24.9574,89.0569,20.6925
-834.547,0.95934,0.402998,3,7,0,836.919,87.4591,-0.0907297,0.23152,0.203074,-0.215654,-5.00838,2.75628,69.8474,1.72576,27.9762,-3.60801,-11.8712,54.147,-103.862,15.3112
-835.009,0.977484,0.402998,3,7,0,836.416,87.7516,-0.074491,0.205953,0.260485,-0.212662,-2.79252,2.83397,-56.7446,1.99175,24.5945,2.10773,34.6474,-101.383,97.5252,16.1976
-834.935,0.981919,0.402998,2,3,0,836.25,87.9031,-0.0754857,0.213826,0.262643,-0.217116,1.73999,-17.279,61.0377,-35.8931,-8.99356,5.10255,32.0874,-82.6845,93.268,13.6752
-835.191,0.999727,0.402998,3,7,0,836.88,87.7733,-0.0896715,0.27621,0.241754,-0.227142,6.77634,30.1984,4.11198,10.0238,18.7275,2.60454,-9.0295,130.059,-58.1632,7.16579
-834.6,1,0.402998,3,7,0,836.197,87.7766,-0.0983552,0.238442,0.277604,-0.210665,-2.61808,10.1741,-77.6521,7.93466,-9.21964,2.58448,-33.4791,-32.7976,99.6455,18.242
-838.223,0.899796,0.402998,4,15,0,841.66,87.9294,-0.0708937,0.295579,0.261277,-0.246775,6.21774,-12.8408,103.954,-9.32515,3.83941,5.96392,48.1147,164.686,-30.3632,-10.6672
-836.067,0.999928,0.402998,3,15,0,840.118,87.7081,-0.111415,0.200988,0.251047,-0.180764,6.44067,18.1793,94.4972,60.2949,10.5624,1.18282,-66.59,-95.7705,72.8468,33.2339
-837.03,0.990754,0.402998,3,7,0,838.672,87.617,-0.0682633,0.24474,0.21718,-0.340594,-1.16234,47.0096,65.0252,-27.5252,-11.971,-0.661981,67.7769,92.2418,-105.709,-64.645
-835.976,1,0.402998,3,7,0,839.321,87.926,-0.073846,0.227105,0.237096,-0.341342,5.07543,-42.4968,-59.1777,65.6707,26.2081,7.11834,47.2247,-9.69545,0.4277,-62.9828
-834.313,0.99685,0.402998,3,7,0,837.145,87.3928,-0.0990443,0.211717,0.22833,-0.185388,3.81025,19.3293,0.122198,-41.541,-48.9727,-4.62027,-33.6999,-36.8479,-2.53524,33.9577
-834.42,0.964922,0.402998,3,15,0,836.448,87.773,-0.0655689,0.249085,0.236786,-0.301709,4.66921,-30.293,67.1683,-27.3564,-12.6362,3.01715,71.9092,66.7119,-38.1951,-36.0764
-833.369,0.994523,0.402998,3,7,0,835.915,87.8422,-0.0642972,0.227287,0.225482,-0.242265,1.57996,45.4329,65.4704,-10.6405,-37.4983,4.10789,67.7007,10.2571,-35.1267,1.69463
-833.143,0.990759,0.402998,3,7,0,834.948,87.897,-0.0858882,0.228502,0.235539,-0.206778,-0.685665,-84.1956,2.44706,32.205,19.1924,4.88252,2.02235,-1.2051,-5.99152,23.4613
-836.695,0.931203,0.402998,3,7,0,837.868,87.2854,-0.0977695,0.277449,0.283616,-0.237116,-0.796127,-31.985,19.9293,34.431,27.2242,-7.31843,-33.5333,73.5462,64.5395,-1.80609
-837.999,0.988423,0.402998,4,15,0,839.818,88.1085,-0.0779565,0.184947,0.186096,-0.229312,-0.0694108,-19.797,51.0989,62.9617,17.2098,9.36502,25.575,-56.9895,-88.1114,0.179417
-832.582,0.99656,0.402998,3,7,0,839.887,87.7498,-0.0828407,0.249171,0.241448,-0.246384,9.28002,26.0331,-59.5662,-131.763,6.33839,2.21779,11.5211,52.8831,-20.0365,0.814501
-832.8,0.962637,0.402998,3,7,0,834.506,87.4685,-0.0946086,0.216742,0.225125,-0.227045,-3.92483,-32.7098,-25.4959,38.1521,27.5523,-3.50355,-23.5616,-20.5586,-19.6036,11.9691
-834.861,0.881566,0.402998,3,7,0,837.796,87.8628,-0.105812,0.262128,0.264325,-0.283273,1.07575,66.5315,-47.2139,82.8187,5.09068,4.92256,-63.2582,61.9249,32.4373,-25.8646
-839.516,0.856633,0.402998,3,7,0,841.798,87.6899,-0.0292138,0.226382,0.248129,-0.141888,-4.89763,-4.27502,-21.6552,-79.2295,8.48682,0.786705,142.486,-21.9193,28.6581,49.6814
-834.197,1,0.402998,3,7,0,841.068,87.3692,-0.0588537,0.231209,0.252114,-0.24068,2.71204,140.123,-25.1239,19.7501,60.4122,-5.64476,83.9536,-18.1791,39.6192,1.00462
-833.013,0.95762,0.402998,3,7,0,836.478,87.4786,-0.0750128,0.232236,0.249164,-0.283838,-6.16783,88.952,-35.0124,58.2738,-1.77567,-3.69911,38.2385,-11.5913,31.7496,-22.5361
-833.932,0.946162,0.402998,3,7,0,834.956,87.7059,-0.0675495,0.234348,0.212772,-0.266656,3.73366,-20.0522,-22.8594,-24.551,19.9744,1.35739,60.7251,53.5022,-88.6414,-14.0761
-832.665,0.999729,0.402998,3,7,0,834.858,87.7808,-0.085691,0.237692,0.258546,-0.238346,-0.468272,-57.1816,-3.40478,78.2461,14.1024,2.81873,2.75352,-8.25271,49.0463,5.47825
-834.866,0.925555,0.402998,3,7,0,836.084,87.5349,-0.0747419,0.237221,0.20401,-0.272232,-3.39332,7.44438,-39.3932,-45.2083,-10.0332,-2.37933,38.2322,77.4672,-122.495,-19.2936
-834.095,0.997403,0.402998,2,7,0,836.222,87.5858,-0.0794851,0.227826,0.201408,-0.252401,-2.63701,38.014,63.4615,-8.7586,-31.0584,-1.21257,22.0535,49.3973,-111.239,-5.85088
-835.731,0.98243,0.402998,3,7,0,837.096,87.2436,-0.0939303,0.225625,0.263973,-0.291195,-2.87674,17.5358,-13.9352,-64.9373,-8.03978,-9.1075,-24.5038,-58.6625,92.8342,-32.3787
-834.924,1,0.402998,2,3,0,835.958,87.3002,-0.0899272,0.229973,0.262198,-0.294782,4.24642,30.5858,33.1144,-25.4741,1.22802,-7.87316,-11.1865,-41.44,80.1921,-32.9183
-833.955,1,0.402998,3,7,0,835.719,87.405,-0.0967179,0.235304,0.260819,-0.289521,6.01201,-41.2671,34.5814,-20.508,13.5321,-5.41077,-33.7205,-20.9224,65.8683,-27.82
-833.761,0.983487,0.402998,3,7,0,836.346,87.6761,-0.0833662,0.200449,0.20547,-0.271076,4.81856,29.3626,-0.315054,-70.8832,27.7218,0.717315,10.419,-43.2654,-58.4341,-16.4024
-836.439,0.915736,0.402998,3,7,0,837.613,87.9737,-0.0730361,0.216858,0.209827,-0.323104,0.681813,-1.03287,34.4598,61.5444,2.86171,8.02367,48.4194,2.73125,-78.5797,-52.9812
-835.274,1,0.402998,4,15,0,837.732,87.9605,-0.0732731,0.221749,0.250276,-0.312837,5.95711,-23.1474,46.2442,42.9132,25.2693,7.54505,46.6057,-50.8867,55.8326,-44.4667
-833.509,0.976695,0.402998,3,7,0,837.194,87.6169,-0.0997132,0.213231,0.243924,-0.291651,6.81861,51.5768,-36.3121,55.6613,-34.3287,-0.603129,-43.8971,-66.6635,46.5127,-28.2239
-832.951,0.985055,0.402998,3,15,0,835.924,87.5287,-0.0931646,0.229875,0.248186,-0.293527,3.61178,-50.7896,-98.4471,-15.7102,-2.86073,-2.6237,-22.0437,-18.1159,33.0443,-28.2264
-833.189,0.952323,0.402998,3,7,0,835.016,87.6878,-0.08756,0.224392,0.252627,-0.295769,7.26632,40.3146,-22.3206,11.7301,2.67695,1.02344,-3.21334,-44.2138,57.4459,-30.0495
-832.929,1,0.402998,3,7,0,833.548,87.5913,-0.0827082,0.229725,0.229996,-0.196777,0.413765,-35.9619,-29.6955,28.7163,0.982966,-0.98194,10.7923,9.89018,-22.9219,29.8913
-832.961,0.995833,0.402998,3,7,0,833.531,87.63,-0.0735499,0.222706,0.221408,-0.21175,-0.937856,-2.23971,18.8205,-8.99383,23.3767,-0.258192,37.271,2.39983,-38.1299,20.8291
-836.043,0.944435,0.402998,3,7,0,836.641,87.5132,-0.114171,0.208592,0.220672,-0.324645,-0.880836,22.1831,-1.06494,-34.923,15.6791,-3.17026,-98.6174,-46.2378,-25.231,-53.1057
-839.42,0.927634,0.402998,3,7,0,840.716,87.9026,-0.0502148,0.260395,0.27827,-0.134476,-5.65542,-24.5626,-16.6717,24.2494,-13.3109,4.31828,89.011,24.7635,60.3896,54.3585
-839.068,0.999967,0.402998,3,7,0,841.656,88.0183,-0.0724752,0.278147,0.279234,-0.143167,0.297794,-99.1523,27.3081,-16.6369,-27.764,6.35508,35.1596,68.1844,41.7562,49.8577
-843.714,0.87873,0.402998,3,7,0,846.777,88.0196,-0.0522309,0.31598,0.269862,-0.239419,-4.909,-6.40646,-41.2745,-2.59595,-49.8518,7.72921,103.727,210.898,-34.7804,-17.218
-844.886,0.912339,0.402998,1,1,0,845.206,88.0499,-0.0534401,0.319839,0.268879,-0.247399,-0.284729,-29.0485,-23.8871,3.76206,-7.11599,8.48713,101.689,227.623,-44.272,-24.3511
-840.258,1,0.402998,4,15,0,845.779,87.2372,-0.123088,0.167533,0.197403,-0.216288,-1.97056,59.9588,-18.5228,139.201,12.7388,-7.96497,-105.116,-121.975,-28.1867,3.48922
-836.893,1,0.402998,4,15,0,841.385,87.9474,-0.0512749,0.268835,0.27341,-0.244208,-6.84417,-19.6151,-30.9491,-98.3101,29.0195,6.30684,107.638,63.8902,47.4824,-6.47652
-833.774,0.998248,0.402998,3,15,0,838.341,87.4099,-0.0752228,0.243248,0.237794,-0.194961,5.46421,100.246,87.3334,38.6218,-1.36091,-4.38654,31.4192,36.4303,-19.9706,29.3
-834.62,0.94312,0.402998,3,7,0,836.436,87.6325,-0.0868938,0.245506,0.211479,-0.199474,5.76692,-44.4735,-23.2693,-35.8547,-14.3375,-0.206331,-0.809658,79.6919,-96.6099,24.8901
-833.978,0.990214,0.402998,3,15,0,836.143,87.5858,-0.0791269,0.243286,0.223817,-0.187467,1.975,-50.8736,23.7279,-76.3874,-11.3634,-1.06482,20.332,54.995,-57.7366,33.3867
-833.396,0.967304,0.402998,3,7,0,836.948,87.7168,-0.094685,0.241432,0.238346,-0.307311,7.58386,-35.747,-40.7571,68.843,-19.9153,1.72944,-27.9119,38.3153,-20.0146,-37.3882
-835.953,0.796559,0.402998,3,7,0,839.037,87.8425,-0.0678316,0.205926,0.260596,-0.280903,-1.34954,-78.5722,67.2474,-23.8897,-31.8297,4.44494,61.5576,-116.512,112.159,-26.6599
-833.958,0.98229,0.402998,3,7,0,840.519,87.4203,-0.105571,0.247682,0.232368,-0.215585,-5.64965,88.8013,-67.2816,57.0987,55.9563,-4.369,-54.5704,58.5136,-42.8078,16.5536
-834.788,0.96808,0.402998,3,7,0,835.296,87.8284,-0.0678158,0.212076,0.258599,-0.268776,3.30418,0.939587,-15.167,-13.5131,-12.3874,4.03134,60.1315,-90.8394,93.2485,-17.0487
-836.19,0.912157,0.402998,3,7,0,840.261,87.6343,-0.0445842,0.256738,0.242419,-0.282109,-4.95203,32.3502,113.088,-43.8199,0.00535628,-0.202822,138.106,80.0554,-30.7781,-27.8463
-835.102,0.995083,0.402998,3,7,0,838.331,87.3644,-0.0885432,0.22657,0.261369,-0.174973,-0.480515,118.995,35.8841,12.4602,-22.6823,-5.03646,-5.15049,-40.4877,65.4723,38.6539
-833.803,0.977529,0.402998,3,7,0,837.69,87.6969,-0.0825459,0.233632,0.27274,-0.265935,-5.88151,-9.59673,-50.3408,48.4563,47.3927,1.15932,12.9218,-44.2268,103.434,-13.355
-835.42,0.978647,0.402998,3,7,0,836.219,87.4693,-0.0842979,0.257926,0.237479,-0.16257,-0.907605,-11.3048,2.1959,-52.089,11.692,-3.06676,5.95938,72.5495,-38.5007,45.4678
-833.811,1,0.402998,3,7,0,836.528,87.6835,-0.0992599,0.234388,0.272505,-0.242912,3.08604,9.0845,-19.4592,-30.6041,-51.0697,0.830884,-38.4519,-39.574,96.9312,0.454515
-833.698,0.981265,0.402998,3,15,0,835.609,87.6223,-0.0890886,0.228798,0.264238,-0.291473,-1.3864,43.0423,5.41163,-61.7281,-27.6227,-0.479173,-8.30503,-48.5133,88.4612,-28.4807
-832.982,1,0.402998,3,7,0,834.923,87.4286,-0.0841903,0.226271,0.254326,-0.252791,-3.05685,15.8483,11.3135,-54.286,33.5225,-4.53041,7.48801,-37.36,55.0889,-3.83461
-834.953,0.955922,0.402998,4,15,0,835.953,87.9781,-0.0705269,0.221897,0.205987,-0.221061,1.63206,68.3665,-18.8381,8.91055,4.19029,6.62884,46.7663,22.5049,-82.5286,11.2477
-836.1,0.954672,0.402998,3,7,0,840.345,87.8998,-0.107986,0.208556,0.193191,-0.272892,4.33976,116.866,42.9287,-11.1592,33.4692,5.63299,-68.9752,2.53329,-111.336,-22.1681
-834.516,0.981093,0.402998,3,7,0,838.011,87.7249,-0.0792102,0.208887,0.198524,-0.284726,4.92517,-72.2007,7.27389,-87.3238,-12.4028,1.83334,24.4398,-5.12326,-96.9371,-26.1061
-833.066,1,0.402998,3,7,0,835.585,87.7685,-0.0740281,0.225168,0.254352,-0.225157,3.52412,47.9548,-65.1192,-45.3529,-21.4362,2.49989,36.8834,-38.613,53.836,12.5856
-837.236,0.890532,0.402998,3,7,0,838.759,87.4334,-0.0403365,0.203251,0.244965,-0.252745,3.75629,-4.72732,-17.7673,64.8803,9.97906,-4.42908,143.39,-94.1981,61.7344,-12.3354
-836.053,1,0.402998,2,3,0,837.481,87.4549,-0.046325,0.202707,0.237826,-0.255262,-1.81557,67.6647,-14.0832,45.6603,1.47885,-3.99511,125.462,-85.2528,40.6548,-11.4844
-834.548,0.986674,0.402998,3,7,0,837.799,87.654,-0.075071,0.226043,0.201706,-0.201355,-3.84572,109.027,-41.3085,24.993,-17.6592,0.202633,32.2491,39.2221,-97.0986,23.8894
-832.95,0.993697,0.402998,3,7,0,835.746,87.5857,-0.0671719,0.237327,0.255334,-0.257842,-0.0712311,-38.1246,-8.01193,91.9347,-25.3636,-1.22881,60.8451,-4.70507,41.4996,-6.79933
-836.129,0.913634,0.402998,3,7,0,838.457,87.4234,-0.0777938,0.283078,0.280702,-0.230625,-4.01104,80.9162,15.3033,46.7561,-15.0898,-4.44005,26.1247,93.6086,46.7292,3.22075
-835.403,0.977044,0.402998,3,7,0,838.892,87.8111,-0.0532953,0.260196,0.256278,-0.201707,3.93332,-28.5298,-108.613,-39.0692,-3.0051,3.19668,93.2084,58.4943,7.77713,22.0072
-841.189,0.831892,0.402998,2,3,0,841.892,88.0985,-0.028221,0.271183,0.268602,-0.210258,-3.66134,-27.0084,-2.04703,-23.6994,10.3195,8.82159,166.194,73.2396,27.3558,5.31178
-832.733,1,0.402998,3,7,0,842.23,87.4847,-0.0830012,0.212728,0.221618,-0.241331,8.3509,166.058,95.4745,49.4056,17.6692,-3.27141,10.9181,-28.0107,-24.7226,3.52061
-833.932,0.966598,0.402998,3,7,0,834.867,87.3203,-0.068674,0.239726,0.237916,-0.271817,-1.48833,-4.41665,-41.4595,-43.4473,7.99743,-7.07923,57.7355,30.905,-17.266,-17.1592
-834.238,0.969113,0.402998,4,15,0,836.753,87.8788,-0.108563,0.223921,0.254806,-0.210184,7.94185,37.9952,20.9139,45.9408,-0.671007,4.56287,-62.5002,-41.6621,55.3194,19.2371
-835.791,0.938756,0.402998,3,7,0,837.708,87.6225,-0.0513105,0.256571,0.229916,-0.200705,4.53094,-23.7757,41.9435,-28.9633,29.029,-0.396488,98.5649,85.0514,-60.8016,21.8172
-834.468,0.972975,0.402998,3,7,0,837.812,87.6769,-0.0566843,0.235816,0.214975,-0.232725,-0.628262,75.4234,89.0457,-30.9603,21.5389,0.680356,89.0866,51.0997,-78.4354,5.22103
-835.915,0.961924,0.402998,3,7,0,837.494,87.6238,-0.0915661,0.228502,0.287275,-0.214514,0.605938,83.3465,-35.3065,-15.2278,5.63617,-0.382516,-14.2458,-75.4671,142.443,13.3005
-836.613,0.991284,0.402998,3,7,0,839.162,87.4197,-0.081152,0.270479,0.267736,-0.155039,-1.29163,20.8641,69.0382,-76.1976,4.6776,-3.88105,13.8882,64.9173,23.2143,47.6275
-836.326,0.990118,0.402998,3,7,0,838.566,87.5148,-0.0995385,0.249728,0.282001,-0.162506,3.34962,-56.2594,-63.6688,8.00912,-24.4,-2.26485,-33.4756,-6.2483,87.3033,43.7159
-834.996,1,0.402998,3,7,0,837.984,87.896,-0.0669174,0.267112,0.251284,-0.264866,0.0562267,10.9309,-49.9233,-62.7359,-42.5866,5.46184,62.515,96.2189,-18.0429,-15.0951
-837.748,0.917689,0.402998,3,15,0,840.632,87.1254,-0.0860367,0.249767,0.287753,-0.25917,8.0141,59.8863,43.3058,-9.07303,-12.5885,-11.0685,1.78919,-16.5353,123.858,-17.1646
-833.889,0.976263,0.402998,3,7,0,840.572,88.0173,-0.0766287,0.231627,0.22878,-0.222339,-7.65489,43.1879,145.27,-20.4684,-11.639,7.42445,29.0918,17.7149,-30.4537,12.6237
-832.795,0.994474,0.402998,3,7,0,834.948,87.648,-0.0679729,0.225399,0.232112,-0.27537,-7.37723,-36.7088,-21.0782,32.9372,-12.3614,0.102094,60.4211,-5.92404,-12.989,-17.0284
-832.615,0.98102,0.402998,3,15,0,833.711,87.4919,-0.0890181,0.231651,0.255116,-0.250953,-0.395507,54.6722,-37.4273,10.3383,-16.9928,-3.18384,-7.4477,-21.8305,49.0259,-1.99333
-835.576,0.80329,0.402998,2,3,0,836.83,87.6356,-0.09149,0.224163,0.273541,-0.306708,3.1075,3.82389,40.0932,-50.6553,-6.94056,-0.181545,-16.849,-82.0742,131.304,-41.3777
-833.969,0.996564,0.402998,3,7,0,838.897,87.6347,-0.0870223,0.237769,0.276213,-0.267515,0.0033734,-31.8874,-84.889,7.79003,-61.9985,-0.186845,-1.32527,-36.7031,108.245,-14.6304
-833.663,0.97974,0.402998,3,7,0,835.937,87.6754,-0.0799132,0.205732,0.209158,-0.206155,1.5137,53.6435,65.1772,-46.0777,18.4963,0.61612,18.8894,-28.2614,-48.3361,22.7715
-833.826,0.955563,0.402998,3,15,0,836.289,87.3698,-0.0696997,0.249883,0.236898,-0.240613,-0.0965695,-22.4739,18.1468,90.1791,-21.4849,-5.63327,51.1362,61.3122,-34.6419,1.7885
-833.543,0.970605,0.402998,3,7,0,837.296,87.9176,-0.103675,0.245308,0.251509,-0.256226,-4.09831,14.6861,-30.3692,-93.6271,34.822,5.82671,-53.2643,26.1814,16.984,-7.00666
-833.233,0.96333,0.402998,4,15,0,836.337,87.5095,-0.0746199,0.226571,0.216123,-0.221161,-6.76751,43.8352,19.2318,9.58369,-42.031,-2.6498,34.8676,21.3692,-59.8543,14.6339
-834.531,0.955521,0.402998,3,7,0,835.958,87.9666,-0.094546,0.225423,0.26038,-0.280667,5.88651,27.4199,0.032888,-38.1978,-6.55162,7.21265,-26.0128,-52.213,79.463,-23.661
-832.761,1,0.402998,4,15,0,834.865,87.6719,-0.098978,0.222904,0.251843,-0.25798,6.62114,-13.8203,51.0203,-7.44472,-20.0804,0.609971,-38.7427,-44.413,53.1586,-6.50875
-834.237,0.911459,0.402998,2,3,0,834.809,87.7025,-0.101592,0.216621,0.263944,-0.258273,1.18088,-9.03583,-19.0403,43.1676,1.49977,1.26234,-46.9546,-83.0763,100.946,-9.6318
-833.191,1,0.402998,3,7,0,834.996,87.6934,-0.109882,0.237227,0.255722,-0.237642,0.672452,2.2603,-70.7069,46.6571,-15.1473,1.02581,-69.9899,-5.39369,41.1851,4.85318
-833.405,0.994157,0.402998,4,15,0,834.795,87.4402,-0.0683975,0.212937,0.227824,-0.266143,4.04839,42.3266,-17.3055,-40.8285,14.9435,-4.40101,57.9635,-38.6557,-6.57122,-12.7168
-832.517,1,0.402998,3,7,0,833.869,87.6376,-0.0928855,0.229384,0.230063,-0.213117,4.59346,-50.0542,20.5684,32.8083,3.25481,-0.110903,-17.9838,9.13808,-23.0104,20.9051
-832.951,0.982337,0.402998,3,7,0,833.39,87.8656,-0.0931,0.216754,0.242123,-0.239374,0.310738,-19.1285,-13.7461,2.31568,20.018,4.56453,-19.5954,-46.6775,31.1721,4.27333
-833.84,0.86237,0.402998,3,7,0,839.993,87.4364,-0.0902222,0.237249,0.271251,-0.232013,-2.50367,156.831,-76.0389,38.5432,8.94669,-4.18909,-10.7542,-28.3432,86.8651,6.93908
-833.956,0.994691,0.402998,3,7,0,835.172,87.6443,-0.0861775,0.234433,0.272333,-0.206514,-5.32402,-15.082,-7.83742,35.6318,-11.7366,0.0190943,1.20397,-36.406,89.5923,22.0141
-837.103,0.90264,0.402998,3,7,0,838.7,88.089,-0.0873174,0.227253,0.277462,-0.189812,3.10102,-2.0341,30.8423,-68.1101,-6.88102,8.29147,-1.95341,-61.8305,110.483,25.7511
-837.022,0.936276,0.402998,3,7,0,842.49,87.2933,-0.105574,0.28329,0.263724,-0.217963,-11.1348,-17.6804,69.7043,-46.9544,-26.018,-6.88868,-54.8368,116.42,-3.81892,9.03361
-839.122,0.982696,0.402998,4,15,0,839.592,88.119,-0.0614951,0.20859,0.181742,-0.249454,0.432404,5.09976,-15.679,-28.2655,16.2653,9.9695,77.3088,20.1494,-141.53,-14.1536
-833.952,1,0.402998,3,7,0,839.432,87.6716,-0.0672349,0.198756,0.210322,-0.240908,9.48138,58.2183,4.4535,-102.048,-7.34973,0.582151,58.6261,-53.1865,-37.7522,1.32501
-834.389,0.927041,0.402998,3,7,0,836.506,87.6363,-0.104509,0.22976,0.273789,-0.241338,-2.16433,-24.6107,7.78061,88.2558,-6.23701,-0.14465,-54.2304,-55.4108,107.523,0.241436
-833.588,0.999841,0.402998,3,7,0,835.228,87.6549,-0.093394,0.238394,0.219369,-0.292036,-0.0953774,-57.4266,-1.47972,66.9533,1.34975,0.265013,-22.7471,58.7831,-77.9313,-28.615
-832.843,0.939721,0.402998,3,7,0,836.699,87.4599,-0.0936461,0.235238,0.233974,-0.281226,8.33322,-2.86786,22.6553,-81.3212,-20.4445,-4.09668,-23.0898,23.2279,-23.1708,-20.6311
