# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=32105
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df2_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_aux_unscaled
-835.512,0.978256,0.485602,3,7,0,836.142,87.9384,-0.0787826,0.254294,0.215462,-0.22949,2.42446,-48.1427,-17.8894,-6.03764,1.94946,5.94175,23.1402,104.713,-103.81,5.08835
-836.695,0.951294,0.485602,3,7,0,841.663,87.8651,-0.0840869,0.218631,0.272884,-0.164889,-9.8087,-33.9777,-54.6233,43.8902,-42.4391,3.92461,6.53583,-75.2784,104.424,41.5246
-835.571,0.994857,0.485602,3,7,0,838.641,87.6763,-0.0607827,0.273375,0.245856,-0.214971,-4.19874,0.86074,57.3484,-50.3075,-42.1302,0.6452,74.1999,112.899,-40.8983,13.7093
-834.989,1,0.485602,3,7,0,836.943,87.5943,-0.0876682,0.259124,0.287845,-0.21473,-0.815741,-70.7574,-62.3938,25.1416,-12.9318,-0.958228,-3.05629,11.6348,100.18,15.0366
-836.652,0.944526,0.485602,2,3,0,837.03,87.6094,-0.0867195,0.263671,0.301804,-0.21414,0.819042,5.51588,22.7118,34.1245,-2.19416,-0.661747,-0.331208,4.64993,133.589,12.0752
-832.861,0.990993,0.485602,3,7,0,837.383,87.62,-0.087584,0.232607,0.216903,-0.262852,1.56162,4.74638,-147.133,-24.617,-9.73326,-0.502593,-3.08995,41.0645,-72.1528,-9.64728
-834.697,0.907694,0.485602,3,7,0,836.056,87.4027,-0.0853922,0.258879,0.229226,-0.27526,2.63809,-5.21413,-19.3113,-71.8306,-1.76597,-5.30951,3.93965,107.288,-76.5933,-20.7493
-834.147,1,0.485602,3,7,0,835.373,87.7081,-0.0846304,0.21982,0.268859,-0.257,4.97815,-7.69581,-16.0725,-27.1817,22.5826,1.37771,6.17641,-80.5463,111.055,-8.68614
-832.8,0.977085,0.485602,2,7,0,835.387,87.7205,-0.0703356,0.235498,0.232376,-0.221003,0.499228,-21.8255,-43.9116,93.018,-17.3476,1.52763,47.3172,23.699,-25.5413,15.6047
-833.162,0.990273,0.485602,3,7,0,834.048,87.7128,-0.102059,0.208461,0.220639,-0.224705,-2.02387,-29.5843,-28.0041,24.7386,-20.49,1.38562,-45.2826,-38.1569,-20.5268,12.6469
-832.832,0.995879,0.485602,3,7,0,833.613,87.5488,-0.0681929,0.228935,0.236489,-0.27557,0.698529,-19.9443,-50.554,-25.7034,8.07057,-2.08644,59.7316,-1.55256,-4.53116,-17.2184
-834.563,0.922424,0.485602,3,7,0,836.856,87.5392,-0.0862322,0.203329,0.195557,-0.273239,0.956538,-60.6047,-61.2921,-59.8801,10.9869,-2.28907,1.21147,-18.1605,-95.3386,-19.3076
-837.271,0.895017,0.485602,3,7,0,838.67,87.3312,-0.0589963,0.208022,0.186295,-0.236698,-1.75757,45.648,7.46737,40.0112,26.8876,-6.37794,82.8592,11.1126,-123.443,-2.79142
-835.049,0.992397,0.485602,3,7,0,839.679,87.7872,-0.0807779,0.185013,0.199261,-0.247564,-9.6744,80.8933,33.8487,-67.9359,4.78122,3.00305,17.8753,-79.0945,-51.1192,-4.8729
-832.556,0.992697,0.485602,3,7,0,835.819,87.4432,-0.0919293,0.237793,0.24794,-0.242225,-0.243359,7.16721,-50.0708,-112.992,-1.83527,-4.13465,-16.1545,8.07294,17.091,3.36416
-835.661,0.755638,0.485602,3,7,0,839.438,87.8662,-0.101943,0.241599,0.202377,-0.23125,-1.63223,141.863,-4.0868,-6.7053,10.155,4.50362,-45.5334,86.811,-124.185,3.72648
-837.179,0.980164,0.485602,3,7,0,839.503,88.1221,-0.0542356,0.206522,0.243104,-0.258216,-3.57034,44.8418,-45.3085,75.8083,-4.54101,10.2112,101.422,-82.0711,51.4553,-15.5027
-833.935,1,0.485602,2,3,0,837.307,87.895,-0.0650283,0.208299,0.229376,-0.235331,-8.28626,-69.7257,37.32,-43.7809,15.0783,5.12858,64.5792,-52.5345,5.4182,4.71845
-833.705,0.996394,0.485602,3,7,0,835.417,87.666,-0.110685,0.208606,0.214024,-0.24291,-5.59593,-33.1762,61.7326,-5.2991,-4.92207,0.468343,-73.1678,-29.0916,-41.6176,0.63044
-834.001,0.981009,0.485602,3,7,0,835.958,87.6466,-0.0992167,0.197884,0.204942,-0.261342,-0.860839,75.3587,-44.1512,-29.967,-20.3799,0.0698896,-39.7557,-49.6838,-54.9246,-11.0387
-832.564,0.981527,0.485602,2,7,0,835.651,87.7455,-0.0883984,0.246688,0.257385,-0.249009,0.141786,35.8732,86.48,78.7253,7.67915,2.13946,-5.51322,21.0201,32.6956,-0.716509
-832.878,0.985576,0.485602,3,7,0,833.421,87.4049,-0.0785939,0.229282,0.231722,-0.269279,0.0940401,7.75722,45.7101,20.5113,-6.04723,-5.19984,25.668,7.21337,-20.2955,-13.5355
-832.818,0.875862,0.485602,3,7,0,835.396,87.6845,-0.0735109,0.245463,0.241873,-0.217167,4.89926,-43.8583,-50.9761,69.9927,10.8033,0.809143,37.7903,38.5787,-12.3076,17.8806
-832.626,0.987257,0.485602,2,7,0,833.668,87.613,-0.0978689,0.232875,0.235374,-0.285477,-0.896745,-36.9052,-45.9147,7.46339,-20.6702,-0.683495,-37.2576,13.2929,-14.8329,-22.748
-833.855,0.872831,0.485602,2,7,0,836.453,87.826,-0.0556612,0.235372,0.23773,-0.23473,-3.2827,-89.7533,1.90632,-12.0411,-32.3917,3.71709,92.5035,15.976,-10.0661,5.25447
-833.254,0.998009,0.485602,3,7,0,835.202,87.4941,-0.0782037,0.23305,0.245431,-0.301765,3.97666,90.7625,7.38786,-5.22563,9.66437,-3.47201,28.7301,-2.85992,18.7461,-33.7782
-833.757,0.976652,0.485602,3,7,0,834.135,87.8347,-0.0927657,0.239709,0.228661,-0.190577,-1.63223,-20.2696,32.6336,11.2984,2.39707,3.5655,-16.8671,38.9207,-39.9474,31.9648
-833.283,0.991729,0.485602,3,7,0,835.192,87.8696,-0.0834535,0.225227,0.228508,-0.200616,0.474135,51.2187,-75.8012,4.36346,-19.0844,4.30077,8.79486,-0.518402,-20.9783,26.8754
-832.867,0.99688,0.485602,3,7,0,833.681,87.4744,-0.0898462,0.231687,0.235891,-0.291196,4.38494,-9.71198,-36.7051,-3.17447,9.60688,-3.84804,-10.8358,8.60205,-11.2875,-26.6637
-833.161,0.992409,0.485602,3,7,0,833.428,87.8746,-0.0823388,0.233575,0.242079,-0.202996,2.96338,2.08745,-4.47585,-15.7692,-1.24668,4.41675,11.9646,3.86751,5.29061,25.7008
-833.913,0.971095,0.485602,2,3,0,834.251,87.9332,-0.0774298,0.22744,0.241984,-0.190936,-1.24005,-22.0264,29.0356,3.68603,-7.45525,5.40462,25.1221,-12.8908,13.307,31.4355
-834.464,0.91193,0.485602,3,7,0,837.283,87.238,-0.103302,0.224328,0.234824,-0.274286,0.658496,24.2074,-69.3028,80.2674,-21.159,-8.92668,-54.0121,-13.7614,-2.4545,-19.7081
-834.934,0.973767,0.485602,3,7,0,837.564,87.4068,-0.0554711,0.222172,0.231701,-0.189877,-10.1174,-13.2222,-18.8489,2.59346,-11.3769,-4.40149,85.0815,-13.2145,-7.62758,30.0176
-832.417,0.99642,0.485602,2,7,0,835.083,87.6174,-0.0888449,0.232515,0.227463,-0.223256,4.58556,-84.7436,6.18659,17.8101,-31.2295,-0.515697,-6.54514,22.2648,-35.6548,15.0181
-832.914,0.987263,0.485602,3,7,0,833.447,87.7648,-0.0879702,0.220449,0.213777,-0.232413,2.35024,4.95819,-38.685,-4.43146,-10.982,2.46042,-4.06197,7.1244,-59.0978,8.51352
-834.022,0.956749,0.485602,3,7,0,835.082,87.537,-0.0854235,0.269911,0.255147,-0.264034,-1.68769,1.9373,13.1829,59.948,14.8413,-2.29498,3.75107,98.8106,-10.2019,-12.6433
-835.284,0.854146,0.485602,3,7,0,840.894,87.8643,-0.128494,0.224234,0.240318,-0.225781,-5.72622,76.2097,125.092,38.5878,-21.9383,4.41799,-123.002,-20.807,14.0629,7.77757
-833.402,0.953491,0.485602,3,7,0,838.491,87.7091,-0.0620208,0.24491,0.252179,-0.268197,-9.21194,116.186,-42.9362,31.9759,9.43402,1.43175,78.584,24.469,20.164,-13.9201
-835.543,0.963489,0.485602,3,7,0,836.21,87.597,-0.0626487,0.263505,0.268084,-0.302839,-2.2403,-44.7268,21.8854,18.8466,-4.71783,-1.08063,82.075,62.6692,44.238,-38.9761
-834.596,0.986088,0.485602,3,7,0,836.752,87.6272,-0.0661131,0.248578,0.273767,-0.285596,1.40401,-36.3172,-78.6879,6.15544,28.0627,-0.363045,67.826,1.75346,86.2469,-26.737
-834.92,0.878663,0.485602,3,7,0,839.583,87.3513,-0.0830578,0.243197,0.275086,-0.28077,-10.4291,-99.9101,-23.8283,-17.6435,11.9843,-6.51569,11.6355,-18.0583,98.5582,-24.4873
-834.133,0.997175,0.485602,3,7,0,835.851,87.9326,-0.0797139,0.239397,0.218431,-0.217622,-2.56851,51.1502,36.8152,55.0919,-14.3605,5.6882,19.9051,54.9384,-71.2808,14.9654
-834.294,0.987547,0.485602,2,3,0,835.128,87.9327,-0.0796076,0.241179,0.227302,-0.191769,2.80119,9.68594,21.4143,-49.7301,-3.00343,5.40369,19.1898,44.9095,-45.7879,30.1732
-833.978,0.991853,0.485602,3,7,0,835.388,87.4293,-0.0861029,0.218923,0.240587,-0.311218,3.57468,42.7704,-46.4009,40.4635,2.02151,-5.07504,1.76411,-43.6941,26.8228,-40.9074
-835.054,0.975614,0.485602,3,7,0,836.876,87.9226,-0.108782,0.227916,0.227357,-0.309667,-4.65341,-5.42322,-23.8954,10.5896,-37.6698,6.60224,-76.9948,10.6346,-34.8112,-42.1267
-833.409,0.992091,0.485602,3,7,0,836.313,87.7801,-0.0937775,0.22508,0.230073,-0.307175,6.9847,-91.9805,13.9187,-17.893,-12.1853,3.21754,-24.7685,-3.90646,-20.3541,-37.3445
-833.733,0.967913,0.485602,3,7,0,835.263,87.7013,-0.0603111,0.248009,0.254271,-0.216136,-3.63649,-17.5765,-6.4913,35.2263,32.7889,1.13622,75.7314,27.985,19.7622,16.6762
-833.785,0.966621,0.485602,3,7,0,835.492,87.334,-0.108604,0.238156,0.244379,-0.245046,1.97109,75.6777,33.3111,23.1084,17.5154,-6.42663,-67.1308,14.6591,5.76232,-0.785814
-833.537,0.999209,0.485602,3,7,0,834.724,87.5717,-0.114438,0.244458,0.251393,-0.23203,-6.59508,-24.2375,-6.02498,-9.68361,-5.51458,-1.45094,-82.7562,22.6004,17.112,7.53162
-833.824,0.985932,0.485602,3,7,0,835.134,87.4258,-0.0646121,0.234182,0.24907,-0.204398,-2.70531,-57.0202,9.45927,37.7389,16.603,-4.16716,61.8722,-4.24567,24.1199,23.5334
-832.315,0.969785,0.485602,2,7,0,835.723,87.7611,-0.0920424,0.230796,0.247797,-0.258065,6.96358,-81.2371,-2.56294,-17.5294,-34.9975,2.51018,-17.0257,-13.3653,28.1373,-5.66631
-832.327,0.993029,0.485602,3,7,0,832.774,87.4935,-0.0814222,0.224668,0.23274,-0.239619,-2.78347,-27.4348,17.5527,-16.2717,-3.60211,-3.07882,15.6473,-8.652,-9.07972,5.37085
-833.008,0.975374,0.485602,3,7,0,833.558,87.5511,-0.0967287,0.206522,0.221739,-0.229243,3.82271,-2.47688,26.2694,-9.23145,-7.7121,-1.85615,-29.9336,-45.8649,-14.5979,10.2281
-832.542,0.906322,0.485602,2,7,0,837.239,87.4281,-0.0886117,0.230519,0.232107,-0.241719,4.27872,-47.983,-123.382,-54.2677,16.503,-4.44267,-6.08124,10.005,-19.9022,3.68342
-833.921,0.898838,0.485602,3,7,0,836.194,87.7263,-0.090972,0.266606,0.268972,-0.263483,-5.15201,-35.3369,-23.9469,70.9536,-16.3887,1.78862,-13.8211,66.3594,38.8123,-12.1026
-833.007,0.986125,0.485602,3,7,0,835.433,87.8802,-0.0771961,0.246163,0.242384,-0.243027,1.22761,30.3278,-78.8891,-62.7169,13.6272,4.90048,28.5993,41.9675,-12.4857,1.97878
-832.757,0.988404,0.485602,3,7,0,833.831,87.496,-0.0754013,0.221479,0.247232,-0.252042,-3.98942,-47.3432,-2.43223,-36.8302,-0.930191,-3.10487,34.6753,-41.1603,40.4666,-2.9421
-833.785,0.962298,0.485602,3,7,0,835.001,87.8058,-0.0857697,0.266492,0.260051,-0.233981,-0.819464,61.122,49.6189,-14.194,-1.38672,3.30068,2.49397,75.5417,10.1464,5.87513
-833.861,0.984276,0.485602,3,7,0,834.667,87.7757,-0.0795981,0.247635,0.273513,-0.216098,2.08405,-9.6118,58.4964,-2.09298,-4.0901,2.59514,20.178,-0.793521,75.7168,16.4554
-832.503,0.95001,0.485602,3,7,0,837.4,87.4938,-0.0936607,0.238807,0.248877,-0.264772,2.46341,-65.2465,-131.11,-44.3926,15.0778,-3.23079,-22.3916,10.1688,19.2309,-10.0638
-833.776,0.923841,0.485602,3,7,0,835.507,87.4505,-0.061924,0.228825,0.238208,-0.28465,5.73643,-24.4787,1.67849,-38.9522,25.0591,-4.33696,81.5346,-4.78769,1.24231,-24.5569
-834.593,0.921017,0.485602,4,15,0,838.61,87.6839,-0.080554,0.204135,0.204015,-0.184384,-4.00195,66.871,-33.6745,-85.6408,-35.3577,0.745778,16.349,-24.4188,-58.0105,33.9829
-834.11,0.994343,0.485602,3,7,0,836.374,87.3682,-0.0881962,0.234941,0.254428,-0.303789,5.90137,-24.2352,43.3579,63.3844,-10.9224,-6.42732,-5.4474,-11.8178,46.4564,-36.6991
-833.477,0.971713,0.485602,3,15,0,836.412,87.6409,-0.0840974,0.200582,0.222045,-0.284869,-5.94723,-4.29492,3.31055,73.5094,-33.5416,-0.0542583,8.29665,-71.4218,-5.51915,-24.1081
-833.584,0.934364,0.485602,3,7,0,836.364,87.6496,-0.0881733,0.249966,0.270019,-0.206605,0.501889,-99.5323,12.1236,-53.0794,-20.8181,0.12055,-4.43594,10.7493,61.1311,22.7104
-834.394,0.858913,0.485602,2,7,0,837.939,87.646,-0.0858868,0.222732,0.267514,-0.19467,0.168491,-12.621,127.931,33.8784,-8.07453,0.0502729,1.97581,-61.1915,90.3445,28.2432
-834.342,0.953519,0.485602,3,7,0,837.314,87.5765,-0.0791991,0.203681,0.248029,-0.288611,-6.39,56.0314,-55.3795,61.2291,-6.05007,-1.51403,24.6678,-104.886,75.7934,-28.071
-833.832,0.996291,0.485602,3,7,0,835.977,87.6021,-0.0860529,0.238498,0.23537,-0.322276,-1.16008,24.0902,-95.0028,33.0483,-0.559962,-0.998625,1.9837,34.3208,-26.0062,-47.2473
-833.294,0.980313,0.485602,3,7,0,835.607,87.7311,-0.0793906,0.199329,0.225698,-0.234981,-0.10578,15.6288,-25.4952,35.374,-47.6816,1.78749,21.5782,-73.83,7.82609,6.20653
-834.7,0.911208,0.485602,3,7,0,835.902,87.5784,-0.088876,0.19765,0.251314,-0.263257,3.0502,27.5586,-55.0921,-22.1804,13.1723,-1.39831,-7.18143,-123.972,91.9936,-13.5668
-837.129,0.950791,0.485602,3,7,0,838.886,87.6805,-0.0973741,0.27681,0.235399,-0.166177,1.05873,38.5502,57.673,-35.0111,-25.7368,0.659348,-28.08,125.004,-68.8047,39.8945
-834.784,0.996441,0.485602,3,7,0,839.309,87.8516,-0.0727546,0.23806,0.233521,-0.165484,2.25361,60.7085,-129.495,15.215,-22.0327,3.68986,36.0405,26.4117,-23.1844,44.9776
-835.539,0.967429,0.485602,3,7,0,838.599,87.9477,-0.0656726,0.193277,0.22257,-0.272423,-6.50417,-69.6114,12.2093,-22.8751,-35.6687,6.6796,67.4803,-94.0553,8.08558,-20.7644
-834.641,0.997184,0.485602,3,15,0,836.85,88.0159,-0.0621995,0.2208,0.230147,-0.266119,2.53592,29.5157,-92.4104,-20.0104,-12.9285,8.07369,77.6889,-17.3205,-11.6872,-15.1696
-832.565,0.957116,0.485602,3,7,0,836.306,87.5699,-0.0776765,0.220491,0.220467,-0.237836,7.74535,94.3903,12.6288,-48.5514,-14.799,-1.50352,26.8581,-2.73269,-39.6829,5.95689
