# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=15421
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,z_beta.4,z_beta.5,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_z_beta.4,p_z_beta.5,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_z_beta.4,g_z_beta.5,g_aux_unscaled
-832.824,0.895682,0.286915,4,15,0,834.062,87.4651,-0.0578778,0.265426,0.176992,-0.0293485,0.0966742,-0.210296,3.45188,-16.4089,-36.7552,-8.98062,-4.71521,-14.2645,11.6484,-3.45376,167.464,47.3838,-24.8353,70.8612,52.5864,25.6633
-830.655,1,0.286915,3,7,0,833.911,87.7216,-0.115534,0.269088,0.175692,-0.076775,0.0843511,-0.226058,5.09426,-65.049,1.68557,8.27165,-2.7852,-14.4467,-23.6358,1.56459,-75.0425,-15.0884,-13.6774,-126.687,-35.6253,20.5503
-829.776,0.920889,0.286915,4,15,0,838.216,87.7014,-0.17744,0.189117,0.173821,0.0110424,0.108123,-0.289508,12.3787,20.4384,-19.2013,81.8354,-1.87646,-48.5914,-20.3813,1.31807,-125.262,-120.652,69.0693,-125.754,-31.6672,-15.8013
-829.11,0.889156,0.286915,3,15,0,835.139,87.5052,-0.157296,0.1955,0.190496,0.0281991,0.135376,-0.260281,7.14405,-45.6119,-52.2248,10.6146,-54.0664,-23.8106,-29.271,-2.95869,7.67656,-112.91,144.726,-57.3348,100.236,3.08361
-828.408,0.996198,0.286915,3,15,0,830.59,87.822,-0.15468,0.22431,0.138397,0.0358346,0.114513,-0.287467,-5.14524,8.21612,9.55765,12.9474,47.0479,-14.8683,10.2191,4.03933,-2.83889,100.923,-119.933,97.786,-104.335,-11.8429
-828.791,0.995445,0.286915,4,15,0,831.101,87.6091,-0.140163,0.259374,0.141984,0.00457979,0.124318,-0.312354,-4.33416,-1.5506,5.39565,10.2808,23.0691,-40.9809,27.6282,-0.814318,14.2266,142.404,-118.587,82.9122,-61.7368,-27.5318
-830.801,0.948215,0.286915,3,7,0,832.354,87.5431,-0.149521,0.25622,0.168666,-0.0432685,0.153595,-0.295892,-0.106542,21.1794,-29.9938,30.7353,1.54572,10.3287,22.7176,-2.30506,-45.8998,-51.3795,94.357,-150.556,117.717,-21.6519
-827.438,0.94657,0.286915,2,3,0,832.46,87.5808,-0.132537,0.255353,0.148248,0.00416073,0.12715,-0.297102,1.96657,24.7045,-20.9926,-28.8721,69.9465,-51.0931,3.23453,-1.44236,43.2728,109.985,-80.4904,73.3157,-20.7431,-15.6732
-827.528,0.99055,0.286915,4,15,0,832.12,87.7488,-0.0960733,0.243979,0.213713,-0.0106018,0.0652974,-0.27427,-2.03564,-25.7187,-15.3018,8.01372,-39.3079,33.0056,54.2324,2.32192,48.4882,-4.51522,41.8776,24.8111,-12.0872,-2.14924
-826.961,0.965959,0.286915,2,7,0,830.977,87.5793,-0.112502,0.246902,0.157065,-0.0393141,0.0997926,-0.255739,4.31926,27.852,-3.79857,61.2625,18.4199,-49.1555,-8.61049,-1.35888,3.56142,2.45558,-44.5094,-48.4131,-23.6455,10.0997
-829.267,0.969965,0.286915,4,15,0,830.118,87.5354,-0.110427,0.262892,0.23516,0.00424955,0.072937,-0.272863,2.51185,0.562533,-30.0267,-22.5436,-5.09938,-9.62435,-6.10404,-2.37092,34.4836,44.4331,80.8895,63.7294,6.76882,-4.75885
-827.696,0.983719,0.286915,4,15,0,831.756,87.4181,-0.131995,0.252815,0.204831,-0.0122199,0.0756628,-0.294903,3.29983,29.1776,30.3665,67.6264,28.4833,-17.2317,17.9339,-5.16858,-57.391,25.5451,22.6189,-12.4307,-59.0578,-14.8594
-829.448,0.985542,0.286915,4,15,0,831.532,87.7718,-0.109697,0.249612,0.153584,-0.0311779,0.115903,-0.177719,3.92056,-33.4967,-21.0969,-21.4107,7.49853,-9.46429,-28.447,2.33357,39.4244,14.1402,-30.6439,-17.465,13.6093,51.9738
-829.73,0.999046,0.286915,4,15,0,832.432,87.5259,-0.196563,0.191551,0.146026,0.0724637,0.167737,-0.361228,2.51695,-0.450247,24.1697,-46.1286,-29.3401,40.8549,0.630474,-3.07738,-9.84745,0.519593,38.3642,52.2528,42.1157,-58.7333
-828.129,0.987639,0.286915,3,7,0,830.942,87.5702,-0.189266,0.171935,0.143337,0.0627779,0.155492,-0.333108,-2.36535,-17.4869,22.7692,19.8244,16.2698,32.7531,-40.2243,-1.81273,-18.4476,-74.1918,45.139,-7.10953,30.5602,-38.6708
-829.556,0.913112,0.286915,4,15,0,833.998,87.7982,-0.093123,0.251128,0.150148,-0.0307719,0.0942214,-0.20615,-7.87271,56.9467,-0.245204,5.2815,-3.22032,-36.915,29.8481,2.97694,61.6789,44.1588,-83.3521,21.5933,-33.6123,34.6763
-828.284,0.969514,0.286915,3,15,0,833.427,87.7108,-0.129438,0.2323,0.202549,0.001603,0.0887913,-0.354592,3.34974,-1.8386,-20.9058,-18.2571,-73.1184,-17.2778,39.5986,1.74557,-9.16122,-27.4092,70.6777,-13.6561,-3.68411,-51.8695
-828.125,0.989941,0.286915,4,15,0,831.705,87.5215,-0.163043,0.178812,0.170003,0.0574939,0.109379,-0.219538,0.337972,15.6197,36.5205,-36.299,-35.4362,-1.98948,41.9575,-2.40596,-5.32729,-45.2074,23.6569,27.9188,-29.6966,29.4988
-826.079,0.983621,0.286915,3,7,0,829.319,87.5249,-0.167034,0.190315,0.138522,0.0272536,0.144975,-0.267626,2.79945,-19.3519,44.9942,-15.7632,-33.9657,29.3102,-30.5381,-2.57454,-10.9443,-59.7925,9.5375,-39.2377,19.3903,4.72319
-827.331,0.977845,0.286915,4,15,0,828.325,87.343,-0.180925,0.230417,0.151004,0.0252122,0.151924,-0.242066,3.09492,-7.92464,-8.40106,14.5083,-29.664,-14.0733,-5.82228,-6.20228,-45.8888,35.3416,1.4146,-1.58325,7.39477,17.5904
-827.571,0.79747,0.286915,4,15,0,832.053,87.797,-0.128653,0.213112,0.184802,-0.0164224,0.0861723,-0.28225,-6.19286,-12.3909,-14.8213,-68.7954,9.96047,-44.6738,14.9122,3.43914,-35.7069,-92.3464,47.6647,-89.6366,-15.7292,-7.03937
-827.074,0.970493,0.286915,4,23,0,830.494,87.9834,-0.145416,0.214016,0.175546,0.0339506,0.119485,-0.291738,2.55913,58.7889,21.7794,-1.07464,34.1881,-37.4635,-7.35738,7.75717,32.801,-4.16843,33.2624,41.7068,16.1601,-11.7311
-827.716,0.831238,0.286915,4,23,0,832.701,87.6343,-0.134628,0.263949,0.185845,-0.0269862,0.0837059,-0.305448,-7.80994,-15.1035,21.2647,-27.0129,-55.921,-47.036,11.6751,-0.211266,-78.0274,56.199,-27.8587,-28.2228,-79.9658,-21.2278
-826.278,0.994106,0.286915,3,7,0,829.167,87.6636,-0.114073,0.243637,0.177528,-0.00438255,0.0902852,-0.303411,1.06075,35.8324,-57.4989,-4.12979,26.7935,27.9585,7.29539,0.472601,37.5218,42.4494,-31.6886,41.3858,-37.0747,-17.1482
-826.735,0.978373,0.286915,4,15,0,828.045,87.9121,-0.126503,0.248835,0.189416,-0.0161768,0.0940493,-0.295811,4.46795,-14.9707,-9.58784,20.4553,-18.314,20.6522,11.7078,6.17997,-17.156,10.093,20.8018,-21.9803,-14.7681,-13.4881
-829.452,0.877562,0.286915,3,15,0,831.992,87.28,-0.157555,0.239896,0.181616,-0.00282119,0.130558,-0.19555,-5.41661,-17.9412,-47.4834,-37.8083,-11.3084,-1.97521,7.03223,-6.83661,-38.2762,-14.189,59.9772,-48.4259,37.2746,41.2785
-829.066,0.981117,0.286915,3,7,0,830.508,87.3382,-0.166356,0.234784,0.182046,-0.00280779,0.117351,-0.206645,4.06392,5.61027,-3.88333,-15.2567,19.385,-25.3242,-21.4186,-5.87138,-80.674,-17.7432,46.1441,-62.6494,-5.00927,35.3862
-830.452,0.995401,0.286915,4,15,0,833.249,87.8847,-0.179202,0.168199,0.134299,0.0397797,0.134255,-0.356704,3.71518,-40.3798,51.4535,-29.8101,-3.09883,16.766,5.70479,6.26756,-56.3882,-104.666,-3.53144,-59.9408,-31.5778,-57.4935
-828.254,0.998362,0.286915,4,15,0,831.883,87.4613,-0.168641,0.239342,0.168796,-0.0114675,0.124933,-0.220353,-4.15735,35.0544,15.0685,-13.3788,-39.2883,-12.5881,41.3138,-3.5987,-90.9468,-8.63185,24.1927,-76.3772,-9.5842,28.7789
-827.537,0.986968,0.286915,3,15,0,830.6,87.3985,-0.134587,0.226288,0.156284,-0.0176038,0.130596,-0.225495,-1.13677,68.0593,-14.5278,-31.7895,12.9506,0.0869107,-13.0436,-4.89168,7.43137,-45.3187,23.0704,-66.4321,44.1084,27.1075
-827.989,0.990976,0.286915,4,15,0,830.938,88.0131,-0.137241,0.236995,0.201403,0.00138049,0.0993037,-0.30052,5.33505,-6.07094,1.22299,-2.58712,-42.5298,13.617,36.4005,8.58313,-19.1545,-18.4289,74.4509,-20.7213,13.2743,-18.8212
-830.039,0.953329,0.286915,4,15,0,833.969,87.3017,-0.152307,0.229078,0.215424,0.0374866,0.0883654,-0.306511,-5.11809,17.1502,70.7587,17.1688,-7.40385,-13.0087,30.6645,-8.02433,-32.544,20.5514,74.1292,55.356,-33.2397,-26.5098
-827.587,0.988295,0.286915,4,15,0,831.652,87.4577,-0.141505,0.22532,0.200273,0.0385586,0.107975,-0.253392,-6.41859,-1.89194,15.6869,49.6489,32.8923,-18.4615,-35.3395,-3.92169,32.928,13.2104,62.9138,63.416,19.2486,10.2718
-827.151,0.999682,0.286915,3,15,0,828.712,87.5393,-0.133687,0.210779,0.189481,0.00856644,0.0727429,-0.277625,3.42285,13.4149,1.4583,-32.918,-30.9284,-7.92588,-12.5642,-2.3063,-34.9423,-41.4238,12.8803,-15.6285,-70.8893,-3.42491
-827.92,0.986507,0.286915,3,15,0,831.319,87.452,-0.142061,0.192114,0.175102,0.0454056,0.0884431,-0.293326,2.3012,14.9935,31.7821,24.7707,-45.0623,-48.7225,11.8465,-4.37791,14.7488,-19.7232,-9.46642,60.1694,-68.4494,-14.393
-829.948,0.877822,0.286915,3,15,0,833.061,87.3712,-0.158354,0.210775,0.189524,0.00267386,0.0789402,-0.305002,-1.45221,-2.21083,54.0825,21.0245,-52.7563,9.38729,-4.8228,-6.3745,-121.294,-63.4105,33.6367,-79.038,-87.3525,-25.4439
-828.459,0.948071,0.286915,4,23,0,833.255,87.6245,-0.0897071,0.255748,0.197067,-0.0198586,0.104523,-0.242174,6.00585,-26.0661,3.49119,-3.12686,-75.054,1.34909,23.6574,-0.38892,105.436,1.35488,55.0591,18.5654,78.7168,15.2612
-827.747,0.994236,0.286915,4,15,0,830.796,87.4222,-0.137323,0.205108,0.174596,0.0388422,0.130977,-0.299821,-4.89217,10.4419,-10.3769,18.0055,-32.7217,-57.1922,4.48825,-5.12554,85.8347,-34.7942,65.2036,45.3827,72.084,-17.9332
-826.468,0.970629,0.286915,4,15,0,830.741,87.8789,-0.156833,0.196129,0.150622,0.0337073,0.117757,-0.249691,3.129,14.8852,34.8403,24.6248,-11.4226,75.5321,15.0157,4.94028,-7.73717,-19.3293,-21.7666,12.3738,-37.1503,14.7081
-829.51,0.901158,0.286915,3,7,0,830.607,88.0561,-0.14476,0.200643,0.188746,0.0518627,0.114604,-0.234515,1.11893,26.6813,-11.7317,-13.5319,29.0796,14.4446,2.2819,8.39658,48.6046,-24.9203,62.9611,56.781,27.5858,17.7485
-829.823,0.999418,0.286915,4,15,0,832.29,87.8429,-0.167469,0.19445,0.175394,0.0448395,0.100349,-0.17867,7.82335,21.1102,-1.36996,29.174,19.6077,3.60578,-17.5198,3.62982,-42.6556,-20.8047,10.7642,13.3195,-54.1187,50.648
-826.216,0.992529,0.286915,3,7,0,831.516,87.8843,-0.159894,0.206261,0.150123,0.0165251,0.136314,-0.299598,-6.35178,-15.9183,40.3185,-43.992,-32.9129,5.07368,-48.1286,5.58203,-16.8596,-42.9896,15.4215,-39.7568,17.157,-14.7373
-827.362,0.986258,0.286915,3,7,0,827.485,87.959,-0.153476,0.209424,0.150431,0.0405306,0.128242,-0.316019,1.2358,1.0369,1.02316,-10.8391,-6.83055,4.00918,0.05036,7.55689,30.2091,28.509,-33.1891,65.8021,-20.2859,-26.8854
-828.927,0.943643,0.286915,4,15,0,832.179,87.2741,-0.11173,0.225453,0.1637,-0.0302454,0.0920225,-0.22118,-6.52596,7.11406,49.0053,-10.2057,18.528,40.4336,15.0616,-7.31406,7.25337,-45.92,-13.6623,-58.8313,-17.0033,26.9054
-830.618,0.930296,0.286915,4,15,0,833.004,87.6588,-0.0954563,0.291574,0.213888,-0.0287276,0.112117,-0.2851,-8.3238,12.0408,17.2935,-18.7533,-10.2665,7.12347,21.2148,0.348926,94.0037,65.6214,81.5295,34.6978,105.953,-14.7964
-831.389,0.993033,0.286915,3,7,0,832.793,87.7597,-0.104743,0.227971,0.167299,-0.0426041,0.047995,-0.212193,0.472431,-3.53564,40.1739,-2.12234,-30.7886,-17.1225,-5.85289,2.26285,-44.9476,-25.5986,-75.1077,-57.7222,-122.3,27.3723
-828.638,1,0.286915,3,7,0,832.841,87.9626,-0.115891,0.253803,0.198361,-0.00126547,0.118784,-0.261234,-0.658833,25.1684,-25.4817,-19.2682,-35.1657,-59.0521,33.2029,6.8511,73.3004,16.0702,74.228,26.8413,82.6238,3.46886
-831.575,0.961661,0.286915,4,15,0,833.004,87.4487,-0.216979,0.215297,0.174922,0.0651918,0.120915,-0.251917,-6.03697,18.4506,19.9995,8.82882,-7.85995,7.81225,-14.3998,-4.09948,-145.939,60.8063,-0.939902,38.4195,-101.427,3.20023
-832.591,0.995098,0.286915,4,15,0,836.237,88.0133,-0.170626,0.179215,0.0885446,0.00984466,0.134549,-0.269789,-4.43437,12.1438,45.0484,1.17018,-47.5036,44.4567,4.73083,8.0762,-62.4106,-40.2685,-136.373,-65.5366,-98.0146,-9.61629
-829.446,1,0.286915,3,7,0,834.826,87.8134,-0.129429,0.168298,0.124572,0.0391887,0.13282,-0.253525,-7.48013,26.4376,9.29406,82.2509,28.4772,12.3547,9.80024,3.59437,105.771,-69.4723,-35.4287,29.1051,20.1307,6.42918
-827.245,0.949374,0.286915,3,7,0,832.009,87.7349,-0.152097,0.200987,0.129833,0.0405352,0.16237,-0.239879,-3.14178,-77.7766,54.3317,13.6378,-22.1746,6.36287,2.83051,1.88269,76.1739,-2.45025,-12.7898,41.3369,56.2558,19.0513
-827.173,0.93421,0.286915,4,15,0,830.262,87.4997,-0.178862,0.197857,0.145655,0.0509299,0.174243,-0.279741,0.876698,43.3831,-40.3089,46.689,-3.11476,0.0360141,-22.6997,-3.19846,27.5263,-29.5563,56.8129,9.0269,89.7658,-4.71607
-829.695,0.862549,0.286915,3,7,0,832.785,87.4712,-0.237228,0.179921,0.118476,0.0738351,0.182645,-0.264088,2.62253,-33.2211,-51.6615,-14.1151,-42.9496,-11.5102,9.93512,-3.71375,-113.984,-4.9439,-8.78725,-15.3966,-20.0982,-0.34834
-840.238,0.858288,0.286915,3,7,0,841.796,86.8376,-0.173506,0.149014,0.0932732,0.0825994,0.183506,-0.13874,-1.28321,1.60683,2.4753,-12.0169,-24.9872,-39.8607,18.2759,-13.5345,79.0819,-35.9873,-36.3754,50.9653,37.2777,53.7963
-832.147,0.977004,0.286915,4,15,0,846.754,88.0887,-0.153858,0.276399,0.173468,-0.00220914,0.140128,-0.342168,13.421,81.445,3.31707,86.2117,54.8308,-54.4785,-29.3283,11.2349,-20.6936,121.477,4.24991,31.45,29.2138,-52.1089
-828.113,0.993115,0.286915,3,7,0,834.558,87.7896,-0.125814,0.177873,0.162452,0.0236576,0.096761,-0.283328,-11.5409,17.8669,-27.9536,-21.9181,32.9579,-15.8648,47.758,3.2815,48.1979,-99.3783,12.478,-10.7068,-12.9518,-8.79153
-829.552,0.728183,0.286915,4,15,0,834.112,87.6722,-0.191538,0.211303,0.157253,0.0311416,0.188061,-0.282997,4.03807,22.1032,-75.1777,38.6376,-29.2173,-13.2238,-18.8504,0.646009,-22.8116,-60.1445,122.6,-67.8996,140.361,-11.4132
-828.965,0.804504,0.286915,3,7,0,835.898,87.6798,-0.167004,0.200793,0.111662,0.0514395,0.192422,-0.296464,0.157521,9.14437,-7.01957,91.8395,-23.7436,72.1877,-1.06786,0.839754,96.8295,18.4802,-22.8625,59.3147,96.0505,-18.344
-827.698,0.957533,0.286915,4,15,0,831.767,87.4298,-0.181654,0.192131,0.155875,0.038245,0.122354,-0.31813,-1.23015,64.3751,17.8712,52.4969,27.291,-4.90744,14.757,-5.13317,-82.0882,-40.5868,5.82922,-27.022,-52.5835,-28.8232
-825.512,1,0.286915,3,7,0,828.663,87.4436,-0.15396,0.2141,0.151489,0.0211988,0.13204,-0.274841,-2.478,-49.7197,-39.2269,3.88873,9.81312,-20.738,-31.6458,-4.40313,3.7476,-3.77499,-7.123,3.31994,2.82724,1.53112
-826.991,0.96864,0.286915,4,15,0,827.573,87.3497,-0.156603,0.196335,0.170756,0.0402421,0.108461,-0.267774,-3.43646,17.1077,-3.75278,1.01878,10.4118,14.7548,-1.53758,-6.38463,-11.2228,-28.9512,16.0313,20.05,-31.6057,2.81179
-826.763,0.938162,0.286915,4,15,0,830.1,87.8553,-0.147449,0.192756,0.132634,0.0295926,0.123356,-0.271607,4.45368,-19.0755,-8.98921,-62.3895,-37.0125,14.5343,-1.73506,4.64305,24.2592,-16.1918,-59.6311,21.0213,-37.8194,0.954027
-828.07,0.869455,0.286915,4,15,0,830.786,87.9126,-0.175442,0.196727,0.142119,0.025472,0.148015,-0.205074,-2.02701,-4.55757,54.8116,-8.03655,42.7675,8.41558,16.9512,5.16516,-31.7783,-45.6214,16.538,-43.7242,16.8022,38.3032
-827.355,0.986614,0.286915,4,15,0,831.127,87.5569,-0.176672,0.220052,0.166437,0.023319,0.135863,-0.34189,-8.23484,-5.5724,52.5498,41.1572,21.3557,-8.32211,3.02229,-2.17893,-69.9694,-9.48652,42.6429,-32.3569,6.22762,-42.3824
-826.241,0.948278,0.286915,4,15,0,831.433,87.5241,-0.172859,0.206854,0.138229,0.0364047,0.143353,-0.320422,3.00639,13.5241,-51.0782,-29.9101,-39.4361,-11.8138,52.2127,-2.88065,-20.8678,15.0766,-33.6917,18.2001,-19.1619,-27.2828
-826.788,0.928829,0.286915,4,15,0,828.545,87.4435,-0.13987,0.216983,0.159073,0.0388515,0.124595,-0.255504,-5.19092,-4.5716,-11.6936,-15.085,25.356,5.28428,-26.0978,-4.24013,61.7253,35.6605,-19.7627,80.6791,0.257451,10.5868
-827.205,0.959075,0.286915,4,15,0,829.101,87.7422,-0.126914,0.252203,0.165139,0.0142455,0.121444,-0.281368,-5.88578,-10.8974,8.94192,-30.4105,-8.24833,-10.8564,23.796,2.20948,66.8056,95.3859,-39.6962,92.073,1.12684,-5.76123
