# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=15421
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,z_beta.4,z_beta.5,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_z_beta.4,p_z_beta.5,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_z_beta.4,g_z_beta.5,g_aux_unscaled
-827.017,0.995119,0.289431,4,15,0,833.148,87.8187,-0.132722,0.211051,0.148137,-0.0113664,0.1277,-0.244932,-4.48173,33.1014,-77.9021,-26.661,26.639,33.7097,-39.2594,3.64312,17.9786,-66.3631,10.7566,-67.2588,34.7356,16.4673
-826.553,0.980808,0.289431,4,15,0,828.823,87.6072,-0.148574,0.219267,0.139705,0.0331475,0.138623,-0.236731,-4.16632,-52.4834,10.4263,-1.8412,26.8114,-13.9342,-8.94304,-0.738721,44.4937,46.1315,-48.5541,63.2024,-4.81851,22.3281
-828.225,0.889946,0.289431,3,7,0,830.477,87.5138,-0.155617,0.177978,0.136417,0.0151781,0.145948,-0.238853,2.644,19.0165,62.1235,11.689,18.8441,-0.044156,8.02313,-2.65849,9.1107,-114.391,34.6126,-80.1446,51.6517,17.6947
-828.334,0.986588,0.289431,4,15,0,830.652,87.3036,-0.154134,0.225191,0.139862,0.0429739,0.139683,-0.273602,-2.18596,-17.5481,53.6255,20.6628,10.9011,-9.89683,-25.4505,-7.47224,45.6696,87.5226,-69.2107,103.01,-21.8825,-3.36316
-828.432,0.965658,0.289431,3,7,0,831.024,87.7546,-0.179671,0.210665,0.129268,-0.00349533,0.132714,-0.269012,6.74584,-16.2724,20.8274,-11.2945,14.4279,-43.6488,2.44659,2.42512,-112.991,-29.8348,-46.3241,-97.4713,-57.5414,-0.808356
-832.988,0.964115,0.289431,4,15,0,836.976,87.4592,-0.0785663,0.223368,0.227585,0.00840361,0.0431285,-0.181646,-0.15358,-40.8158,1.64046,-1.71275,-45.1987,-32.718,-43.753,-3.36976,83.5356,-26.6168,45.9905,57.8434,-17.7112,42.5321
-832.304,0.95828,0.289431,3,7,0,835.516,87.5476,-0.0858214,0.203228,0.225623,0.0046166,0.0604499,-0.212605,3.77385,-39.9463,-15.0741,-32.3508,-10.3898,19.222,-39.5394,-1.86353,85.4317,-105.636,106.838,-3.11803,38.2447,25.3035
-831.555,0.939959,0.289431,2,3,0,833.751,87.5672,-0.0873329,0.209482,0.224301,0.00545093,0.0698074,-0.223373,1.16192,-32.0972,44.2973,-38.6931,2.13901,-3.55631,-16.6411,-1.51453,96.1913,-94.8373,112.679,4.58578,55.7394,20.3399
-827.158,0.97479,0.289431,3,7,0,833.162,87.445,-0.108078,0.230422,0.197495,0.00586286,0.0804343,-0.256676,-1.31854,-65.1272,51.9068,-72.8303,-9.53886,-7.55828,-26.9273,-4.21714,53.4396,-3.80418,24.5799,38.4057,-10.0758,9.14467
-828.95,0.864124,0.289431,4,15,0,832.083,88.078,-0.159198,0.230132,0.132276,0.0195517,0.171749,-0.282902,4.12517,8.3057,-3.43838,61.1861,-47.648,10.4964,-0.0169145,9.74099,42.5817,35.7943,-12.5051,17.4681,70.2861,-10.1661
-828.178,0.874652,0.289431,3,15,0,836.178,87.4361,-0.188677,0.200895,0.174472,0.0708494,0.139287,-0.242792,-11.4056,-53.0875,-41.8153,11.3732,5.54091,-68.3351,15.7838,-4.2866,-24.6889,9.86606,49.4353,54.9633,4.19043,15.4606
-830.731,0.872906,0.289431,4,15,0,832.642,87.9413,-0.189524,0.178269,0.103689,0.0164145,0.144016,-0.254198,0.0969172,31.1619,33.9307,-16.7181,-14.2868,21.4517,-24.473,6.30493,-96.9534,-61.8859,-71.4958,-91.9865,-65.2302,3.47575
-834.263,0.913877,0.289431,3,7,0,838.629,88.2254,-0.192219,0.201884,0.159988,0.0888512,0.174487,-0.313326,-2.4597,12.3731,53.2662,19.4409,72.4219,-12.9971,-13.9657,13.86,42.4149,41.0001,62.4532,114.295,76.6815,-39.0382
-828.709,0.996896,0.289431,4,15,0,837.608,87.6193,-0.144862,0.171193,0.155025,0.0131913,0.101605,-0.284586,-13.2794,65.8243,45.8874,-9.64325,-32.821,8.30231,35.23,-0.540386,-22.8907,-136.343,20.0505,-82.8185,-26.735,-10.7375
-825.961,1,0.289431,5,31,0,830.133,87.6176,-0.14234,0.22955,0.179571,0.0155737,0.0924554,-0.285933,-1.22147,18.1536,67.9033,44.6925,-21.8419,43.2691,0.584642,-0.579646,-24.6192,30.4787,-16.8582,31.1294,-64.6491,-6.02215
-825.658,0.991602,0.289431,4,15,0,826.839,87.8193,-0.13638,0.22439,0.169456,0.0107128,0.121813,-0.262867,-0.787164,-15.9135,-20.1274,37.1002,-18.2716,-15.0601,-6.48562,3.78904,29.9655,-10.2821,23.6372,4.01423,27.5435,8.42999
-827.245,0.982752,0.289431,3,11,0,828.093,87.3619,-0.12835,0.249654,0.180699,-0.0221552,0.101156,-0.316961,3.83161,-14.7617,0.912187,-17.6493,18.9921,-4.12652,9.37861,-6.75038,-22.6217,7.52226,12.0259,-40.3757,-9.40018,-27.2031
-825.826,0.979864,0.289431,3,15,0,830.233,87.6213,-0.14234,0.201442,0.136665,0.0177536,0.127896,-0.285643,-6.24238,11.29,43.0177,21.6844,-46.0139,-41.2633,-23.8126,-0.496818,31.0602,-24.1069,-40.4706,0.946125,-9.13184,-5.59526
-826.462,0.965456,0.289431,4,15,0,828.218,87.8047,-0.185874,0.217344,0.153637,0.0254917,0.144051,-0.264331,5.78374,22.4672,-2.85608,-23.1918,-24.6385,-15.5955,-8.02809,3.48347,-74.435,-0.240823,14.4786,-31.6497,-6.05446,5.95705
-826.82,0.948059,0.289431,4,15,0,829.664,87.4902,-0.105542,0.251868,0.205915,-0.0169093,0.0809876,-0.279342,1.14082,22.7456,23.2981,47.7024,53.9261,2.56004,-3.02181,-3.40645,31.7478,4.71411,42.8696,4.72067,5.09174,-3.77358
-826.967,0.949547,0.289431,3,7,0,828.424,87.5561,-0.116261,0.257172,0.211934,-0.00575104,0.0798867,-0.26851,-2.73179,38.4371,20.2004,18.4938,22.0178,4.05203,-6.26543,-1.89929,11.1629,35.6367,39.2179,30.3231,-14.1906,2.44179
-826.868,0.990994,0.289431,4,15,0,828.176,87.8689,-0.108687,0.238495,0.184614,-0.0275569,0.0815881,-0.265775,-3.77235,-3.59099,7.53612,46.9781,2.50157,-7.11452,1.3424,4.88483,6.6025,-26.0914,7.14796,-39.6032,-20.2257,4.26232
-827.868,0.937726,0.289431,3,15,0,829.814,87.5771,-0.111381,0.217509,0.171293,0.010282,0.0805489,-0.215829,-4.74631,-32.742,17.6446,-13.9564,35.5532,11.7348,0.771605,-1.29723,45.5661,4.97601,-37.987,44.1383,-51.6759,32.232
-827.711,0.956297,0.289431,4,15,0,831.063,87.6545,-0.125446,0.27678,0.169971,-0.0176691,0.130303,-0.293326,-2.09605,1.14106,70.5723,-5.72805,10.7443,4.3675,35.04,0.254611,38.715,94.9431,-12.9773,30.3845,38.7299,-13.934
-828.577,0.974105,0.289431,4,15,0,830.356,87.3948,-0.12329,0.195733,0.170483,0.0452851,0.0991917,-0.2549,-5.50366,6.18689,30.3291,-7.22078,-12.6837,-28.7364,-10.2881,-5.26505,86.859,-10.6148,-7.48844,86.4426,-16.3808,7.35558
-830.528,0.873731,0.289431,3,15,0,833.974,87.4364,-0.135665,0.199759,0.148946,-0.0247359,0.0842253,-0.226604,3.64132,17.0153,28.9985,20.7394,-39.2233,56.4825,4.81671,-4.14368,-66.0722,-82.8099,-39.0559,-104.217,-78.3805,20.436
-827.356,1,0.289431,3,7,0,831.013,87.5711,-0.113116,0.241404,0.191272,0.0173081,0.105721,-0.265328,-3.9521,-3.98406,-50.3802,-41.6968,-33.9051,-23.6663,27.0938,-1.56243,90.5533,38.4998,27.0986,80.5396,32.1442,3.56333
-828.787,0.990674,0.289431,3,7,0,829.6,88.0065,-0.141906,0.214908,0.163849,-0.0135875,0.0938772,-0.305881,-1.72091,-6.62457,-5.89642,21.7091,-12.9599,-27.8106,5.04208,8.51944,-66.863,-56.7574,-11.6439,-83.1904,-59.9294,-23.6576
-827.965,0.993582,0.289431,4,15,0,832.613,87.384,-0.130966,0.236841,0.185533,0.0262548,0.124042,-0.30297,6.57462,30.2185,-61.0927,-42.1717,8.75749,2.90181,-30.8251,-6.04976,78.2503,35.2255,47.3498,73.9276,56.4567,-20.2459
-827.382,0.997845,0.289431,3,7,0,829.11,87.4819,-0.140939,0.224847,0.169725,-0.0253177,0.100658,-0.275051,5.39893,23.0132,-15.1672,-2.59597,-19.3416,19.619,18.0522,-3.56095,-66.9071,-61.642,17.914,-104.876,-23.508,-2.33437
-828.299,0.955092,0.289431,3,15,0,832.032,87.6103,-0.122154,0.225983,0.175528,-0.035783,0.0859998,-0.319346,4.97107,52.9911,27.8014,5.437,18.5853,-16.1456,-36.9428,-0.796198,-46.3533,-80.6421,16.9934,-115.482,-28.7303,-30.7595
-826.631,0.999751,0.289431,4,23,0,829.591,87.6316,-0.142065,0.22492,0.155723,0.0373002,0.139757,-0.281976,0.70942,-33.4583,-15.8895,5.30805,32.3112,48.1627,25.7873,-0.261776,77.8709,50.1962,-11.7799,86.7505,32.6722,-4.98434
-830.458,0.98298,0.289431,3,15,0,830.932,87.8771,-0.199338,0.216214,0.136418,0.0142353,0.158688,-0.183384,0.995632,1.5218,-6.92919,-22.228,12.5322,4.42634,12.7494,4.29384,-95.5839,-11.6836,1.97205,-68.6578,-4.21357,46.5695
-827.977,0.982002,0.289431,4,15,0,832.944,87.8619,-0.147666,0.197583,0.172122,0.0431882,0.13824,-0.232148,4.95024,0.255872,40.2926,-22.2759,39.8041,29.4932,51.0015,4.42599,59.6251,-47.7223,70.371,22.6736,70.6619,22.2336
-828.72,1,0.289431,3,7,0,829.578,87.8172,-0.186807,0.193352,0.147046,0.0502519,0.119983,-0.206831,3.13839,19.5422,-6.39998,29.7653,1.93407,-1.1838,8.27015,3.34703,-68.1311,7.05977,-36.9575,17.2243,-78.9389,35.9465
-830.042,0.894758,0.289431,3,15,0,834.69,87.952,-0.208555,0.196636,0.166455,0.040557,0.142191,-0.287869,-0.49169,-36.9527,-23.6486,-11.7285,-16.8117,-45.8533,53.3706,6.98631,-133.789,-56.7863,72.4511,-72.5658,-7.55523,-15.3261
-830.04,0.997204,0.289431,4,15,0,834.132,87.5549,-0.131609,0.161797,0.166038,0.0627097,0.101887,-0.253928,6.23435,11.6009,-6.8678,8.01841,76.2414,-3.47973,-15.6201,-1.86979,88.7916,-77.5353,19.5936,64.8896,-5.75491,5.00365
-831.063,0.943817,0.289431,4,15,0,835.471,87.9699,-0.188359,0.227762,0.167149,0.0337819,0.119426,-0.351887,1.68973,-30.8826,72.8837,-32.2924,-43.4511,20.4743,-10.4412,8.40076,-125.628,62.7343,-20.1362,16.7662,-90.9095,-55.7925
-828.796,1,0.289431,3,7,0,832.512,87.6923,-0.127496,0.188557,0.171074,0.0360192,0.120646,-0.327314,-7.32906,34.7404,-15.8061,-23.1476,-15.5733,-11.4067,39.1712,1.19982,104.887,-84.6483,65.6816,27.387,67.6326,-36.5446
-830.337,0.957316,0.289431,4,15,0,832.359,87.8994,-0.147483,0.218354,0.142795,-0.00532715,0.0910798,-0.194818,-3.54646,-28.6291,35.3701,-32.6842,-20.4534,-4.64415,13.4933,4.8122,-62.2248,9.99994,-84.2443,-24.7794,-106.879,39.9134
-825.979,0.999373,0.289431,3,11,0,830.965,87.7427,-0.146323,0.204629,0.154316,0.0223229,0.127632,-0.233836,4.99923,-8.52099,14.3449,-32.4162,-36.1679,-58.7815,39.6355,2.01909,21.8467,-29.6599,6.63475,-1.30311,13.2455,25.208
-825.861,0.995645,0.289431,4,15,0,826.961,87.6507,-0.139628,0.245962,0.178095,-0.00342844,0.117221,-0.313466,5.21823,-8.70305,-21.8476,-8.07907,-10.8405,-0.405657,11.3508,0.174576,-7.49873,22.7644,24.1179,-8.73994,14.4589,-22.3357
-828.605,0.792218,0.289431,3,7,0,830.358,87.7449,-0.130586,0.241673,0.169257,0.0211495,0.110831,-0.352208,-1.34625,11.7708,55.6255,-12.0641,20.8393,-9.21378,5.19069,2.61341,56.8391,91.4618,-43.9183,103.909,-27.8445,-51.0842
-827.99,0.882021,0.289431,2,3,0,831.463,87.6521,-0.131378,0.229421,0.172518,0.00677348,0.12274,-0.366004,-2.64442,-39.2106,-43.0742,9.49973,-55.2715,3.54845,18.1155,0.230654,51.0681,-9.90132,38.2566,6.19555,50.5237,-58.1351
-828.685,0.984096,0.289431,4,15,0,831.275,87.4315,-0.15885,0.20684,0.151638,0.0200768,0.136864,-0.174816,-4.01143,14.185,-29.5684,-21.1728,-34.7754,-30.0161,-23.7373,-3.82359,-5.5389,-28.427,13.2411,-20.9052,16.2639,55.2407
-828.995,0.990461,0.289431,3,7,0,830.222,87.371,-0.152727,0.194576,0.144122,0.021884,0.109011,-0.190938,-0.703919,-17.4318,3.73007,-0.31393,-9.98883,13.5308,32.6583,-5.07749,-20.8352,-25.4221,-39.9179,-8.62206,-55.3787,44.9229
-826.493,0.994645,0.289431,3,15,0,829.525,87.8687,-0.154423,0.235677,0.158548,0.00685036,0.144159,-0.309406,-3.53111,29.6517,-33.0984,-5.5413,3.01906,18.0728,43.8598,5.3255,-1.04232,13.7988,21.7587,-15.7676,46.1336,-21.1633
-826.939,0.929752,0.289431,3,7,0,828.593,87.5092,-0.135018,0.211586,0.143553,0.0288867,0.14658,-0.268532,-3.98988,7.27133,-30.1969,25.2621,17.6054,-5.74047,22.2177,-2.91996,96.0662,1.7689,-6.76702,48.5964,57.9598,2.46063
-828.969,0.932053,0.289431,4,15,0,833.025,87.36,-0.15214,0.255488,0.201116,0.00569207,0.0835461,-0.24471,9.28448,13.4974,13.9885,39.0515,6.58168,44.8237,-8.65612,-5.88289,-78.1872,63.8832,3.00281,19.8456,-77.4972,12.7311
-826.669,0.94551,0.289431,3,7,0,831.807,87.5828,-0.119961,0.260929,0.184592,-0.00934049,0.12018,-0.271696,5.75524,61.2363,4.93172,-70.6244,28.56,3.0834,-13.0968,-1.32679,52.1435,43.6389,31.0688,23.1752,52.9314,1.12524
-826.758,0.995982,0.289431,4,23,0,828.58,87.609,-0.188668,0.186589,0.157801,0.0647447,0.134317,-0.272052,-3.89119,-48.515,-11.9721,16.6423,11.4231,-14.0578,4.52551,-0.752299,-42.0824,-16.1656,17.8383,29.6613,-27.0086,0.720057
-826.277,0.962375,0.289431,4,15,0,830.11,87.7227,-0.167279,0.236555,0.137702,0.00545738,0.152982,-0.287272,2.76991,27.0162,-59.1488,-57.2449,9.677,1.09621,-22.8497,1.79356,-32.6603,38.5398,-29.8668,-20.9261,10.5934,-7.4441
-832.122,0.868529,0.289431,3,7,0,834.88,87.954,-0.136704,0.194197,0.125149,0.00441117,0.132459,-0.147943,-1.3112,-25.8164,19.2801,-0.521057,-28.0083,24.5911,-42.3187,5.31542,27.849,-46.8194,-32.6898,-31.1309,5.05646,64.4848
-831.875,0.793199,0.289431,2,7,0,839.306,87.9252,-0.152378,0.186393,0.135586,-0.0115959,0.129455,-0.179561,-2.7707,-53.328,-16.1243,42.6166,-40.521,-11.4348,-69.7706,5.13682,-35.0373,-109.3,12.017,-115.211,11.4168,45.9948
-835.019,0.981506,0.289431,3,7,0,837.584,87.9784,-0.114968,0.188599,0.110276,-0.00830343,0.134768,-0.142887,-1.24398,29.9252,47.3506,-29.4311,39.9005,-8.96733,-0.786753,5.67445,70.0719,-63.5938,-48.7706,-36.5329,22.2596,61.717
-834.643,0.914791,0.289431,4,15,0,840.797,87.1226,-0.171322,0.266384,0.195906,0.0465757,0.108424,-0.260692,2.66658,-8.92214,-4.53931,-53.1325,-9.59804,-16.5302,72.8782,-11.1625,-48.5497,165.081,-21.6253,133.43,-75.6412,-8.19233
-830.16,0.997272,0.289431,3,7,0,836.516,87.2388,-0.163925,0.241006,0.200648,0.02053,0.137236,-0.296252,-6.99571,-22.4073,65.9591,14.5097,55.9222,-35.7222,30.5956,-9.30973,-22.9271,-3.04243,125.103,-12.3972,82.2227,-20.5808
-829.09,0.998769,0.289431,3,15,0,832.073,87.296,-0.16506,0.255948,0.181124,0.0163063,0.151908,-0.278399,4.41899,1.16286,20.4838,-68.2921,-8.62503,-1.03115,21.3078,-7.71406,-10.5938,53.8102,67.2834,13.9884,72.6265,-7.72114
-826.214,0.746509,0.289431,3,7,0,833.497,87.5961,-0.15559,0.236499,0.162862,-0.00680621,0.109617,-0.27332,7.41911,60.6413,4.87281,-64.994,41.0785,-55.7077,6.5142,-1.03882,-74.3306,15.9229,-23.7209,-40.8785,-53.5062,1.04773
-826.655,0.955272,0.289431,3,7,0,828.55,87.4609,-0.133858,0.246926,0.178337,0.0046727,0.133044,-0.273995,0.763974,-32.9489,-27.4515,-11.0337,-26.6203,-35.4312,1.33204,-4.01553,46.3015,24.1692,45.5915,17.9534,67.1456,-0.22823
-827.852,0.711328,0.289431,3,11,0,834.803,87.8628,-0.119751,0.22785,0.155306,-0.00672654,0.114272,-0.200526,5.99333,-43.0952,4.00281,-60.7696,-3.32847,-78.6594,21.8133,4.172,41.6819,-3.77182,-21.3654,-1.58432,5.73398,41.4605
-827.605,0.949329,0.289431,4,15,0,831.153,87.5189,-0.112286,0.275235,0.202839,-0.042739,0.0948427,-0.286937,3.39656,-8.26302,-8.36265,-4.4248,-45.6889,31.7899,43.6667,-2.81069,-7.90802,18.6951,50.7229,-47.8639,27.3099,-9.88618
-828.752,0.99378,0.289431,3,7,0,829.627,87.7899,-0.0906008,0.280058,0.178097,-0.0569226,0.0840508,-0.303212,-3.89314,-13.6232,20.7645,18.6612,-10.8195,6.91483,-3.59795,3.42092,27.893,59.1888,-48.7086,-20.1681,-24.6838,-21.959
-827.923,0.896799,0.289431,4,15,0,831.23,87.4443,-0.11784,0.236018,0.210059,0.000502847,0.0796171,-0.219167,0.83849,-26.2081,-70.9077,7.9164,5.10134,38.2771,-6.22822,-3.92666,13.2792,-14.5672,54.535,6.66752,-3.35744,30.1419
-827.442,0.983387,0.289431,3,7,0,828.98,87.4146,-0.123069,0.235976,0.195723,0.0200838,0.0863138,-0.249301,1.37583,-22.0958,-13.3207,-28.4429,-4.45954,17.4287,-28.2574,-4.79334,34.1745,38.0258,7.83145,69.8978,-30.0601,13.0108
-825.38,1,0.289431,3,7,0,827.878,87.654,-0.151674,0.22117,0.171221,0.0124578,0.108391,-0.270863,-4.74712,-2.62574,-11.8135,59.5578,-4.87118,-20.8551,15.1602,0.233079,-35.4705,-6.45173,5.81609,-11.9961,-31.3814,4.18694
-827.183,0.982624,0.289431,3,7,0,827.477,87.7518,-0.13098,0.238952,0.170205,0.000176302,0.118979,-0.199995,-0.474005,-2.18721,2.27918,-11.9611,-15.8218,-5.139,-10.2899,2.05891,24.7969,14.4489,6.94436,7.4852,17.4872,43.1322
-827.046,0.96985,0.289431,3,7,0,828.155,87.7077,-0.130563,0.244929,0.165362,-0.000255178,0.111556,-0.206937,-3.27833,-0.817259,18.0555,-16.5319,-5.31997,-21.7872,-19.5357,1.2393,16.3979,44.2569,-27.9875,26.1083,-16.4877,39.2367
-828.318,0.980903,0.289431,3,7,0,829.139,87.6286,-0.117718,0.21147,0.149153,-0.0181723,0.11554,-0.203429,1.52634,10.7826,9.31985,16.8273,-6.18337,11.4963,23.2742,-0.281763,34.859,-62.5991,-3.36897,-55.5101,21.922,38.7762
-826.903,0.999268,0.289431,4,15,0,829.572,87.6693,-0.121965,0.244602,0.196397,0.00571684,0.0751057,-0.251557,-0.360585,17.1951,-28.8535,-44.0392,-10.7188,4.84421,39.0706,0.545964,2.39493,46.6958,-11.2489,50.454,-61.5551,12.7359
-828.801,0.837887,0.289431,2,7,0,832.748,87.6299,-0.110597,0.259137,0.168516,0.0118183,0.117344,-0.255717,1.36423,3.50911,0.0698069,46.4128,21.65,-72.0957,6.48051,-0.285903,105.227,106.241,-43.672,115.539,12.3683,6.44547
-828.053,0.925883,0.289431,3,15,0,835.216,87.598,-0.166859,0.234961,0.176143,0.0222673,0.0916015,-0.270968,0.881653,92.51,75.7572,-32.5572,0.354818,14.4283,15.6688,-0.992484,-94.312,66.9569,-44.6029,31.5223,-117.482,-1.2134
-827.007,1,0.289431,4,15,0,829.603,87.6464,-0.121933,0.215413,0.158434,-0.011958,0.12631,-0.304009,-1.51462,3.6553,26.6302,12.7866,58.5564,8.67375,-23.3168,0.0721214,54.2533,-77.1871,37.5842,-61.9175,68.8938,-18.9738
-828.241,0.996027,0.289431,4,15,0,830.631,87.5281,-0.103648,0.252899,0.20328,-0.0154623,0.0525376,-0.239587,-5.12533,-7.88675,-32.664,-36.0945,21.8922,-23.7791,-15.3465,-2.36725,-1.41161,41.3706,-25.5794,32.9337,-85.501,17.2447
-827.455,0.951547,0.289431,4,15,0,831.776,87.5438,-0.113194,0.252533,0.176279,0.00658117,0.102938,-0.302625,6.28573,-57.4249,5.79135,-55.8868,-15.2974,28.2852,0.837131,-2.31961,76.625,85.0225,-35.6189,92.1566,-12.1883,-19.0238
