# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=32105
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df2_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_aux_unscaled
-834.16,0.992202,0.463035,3,7,0,838.303,87.6278,-0.0851801,0.222221,0.198358,-0.224301,4.233,31.4479,8.39576,78.9431,-46.5992,-0.310246,4.17066,34.7633,-105.878,10.8872
-833.655,0.996029,0.463035,3,7,0,835.527,87.7977,-0.0805104,0.209161,0.237951,-0.197431,0.769749,7.52397,0.271377,-78.802,21.1771,2.9164,16.9042,-58.1868,27.6388,28.0416
-837.607,0.868224,0.463035,2,3,0,838.275,88.1594,-0.0606901,0.207747,0.209462,-0.181143,1.52222,-1.72665,-25.2054,28.8108,17.0116,9.43608,69.5906,-21.8704,-47.8547,29.9021
-839.775,0.920599,0.463035,3,7,0,842.3,87.1612,-0.112816,0.21641,0.273102,-0.299328,-0.136517,-20.6796,-22.8349,-80.8554,-30.0073,-11.1654,-89.144,-106.494,141.072,-45.3432
-839.66,1,0.463035,3,7,0,840.539,88.1728,-0.0663543,0.25341,0.209721,-0.165023,-2.77594,-54.6699,25.6609,7.1852,-2.34761,9.37313,52.6513,97.2386,-105.005,35.5001
-837.216,0.990024,0.463035,3,7,0,845.64,87.7138,-0.113106,0.227164,0.286326,-0.195625,-12.1255,-19.8415,-1.5802,-2.96758,-66.3473,1.32672,-73.2682,-75.0487,136.398,22.0431
-833.152,0.996026,0.463035,3,7,0,838.224,87.5528,-0.0680352,0.228897,0.224291,-0.27685,-3.37709,-61.0544,121.972,-50.2326,16.0176,-2.00531,60.398,18.1469,-44.1502,-18.6343
-832.351,0.998393,0.463035,3,7,0,833.483,87.6283,-0.0830371,0.225603,0.242092,-0.218816,2.02954,-61.0487,-6.23106,34.7332,10.9874,-0.295838,10.3299,-19.1186,17.0277,17.8167
-833.572,0.9371,0.463035,3,7,0,835.362,87.5024,-0.0671556,0.217198,0.216415,-0.272877,4.98681,-75.8894,20.2621,10.2739,1.28748,-3.09521,62.7571,-7.03626,-50.3436,-17.0967
-833.006,0.981104,0.463035,3,7,0,835.061,87.5414,-0.0868968,0.20477,0.217262,-0.233476,-4.06388,61.6413,-9.04216,-54.8205,-16.0092,-2.06866,-0.869591,-44.809,-25.4624,7.68604
-833.723,0.867036,0.463035,3,7,0,836.889,87.5096,-0.0701677,0.256252,0.26505,-0.22529,-6.11439,38.2777,21.8736,-80.4,15.9822,-2.67134,48.2177,36.8732,39.6565,11.2103
-832.915,0.97377,0.463035,3,7,0,835.776,87.634,-0.0924354,0.218357,0.225855,-0.294546,-6.31597,57.0222,44.5952,40.3347,-19.3138,-0.21318,-19.6315,-19.3521,-22.7275,-28.7823
-832.948,0.934138,0.463035,3,7,0,835.469,87.661,-0.0878793,0.233969,0.230823,-0.196232,-3.65519,-82.9996,-49.4393,-24.5052,-18.5158,0.333552,-3.53273,20.4804,-26.4777,30.1838
-834.469,0.861394,0.463035,3,7,0,837.39,87.8043,-0.0895332,0.216064,0.241682,-0.167742,-4.63294,9.08931,77.3424,-44.6512,-23.0819,2.86442,-7.66652,-41.6465,26.7919,44.2473
-833.492,1,0.463035,3,7,0,835.194,87.4071,-0.079317,0.243808,0.23714,-0.28863,-1.21382,7.90711,17.6336,-31.7899,38.1864,-5.35371,24.2763,46.8376,-27.2423,-26.37
-832.731,0.998672,0.463035,3,7,0,833.875,87.4922,-0.0853499,0.248344,0.23865,-0.256775,-3.46824,24.354,16.9613,-19.059,-24.3493,-3.21418,3.92569,55.7757,-27.9124,-5.72251
-832.798,0.980793,0.463035,3,7,0,833.58,87.6274,-0.0807369,0.214506,0.246206,-0.265757,-3.49043,10.6047,-2.44449,36.331,-10.5591,-0.345553,18.6711,-62.8616,49.4088,-11.2597
-832.945,0.991526,0.463035,3,7,0,833.873,87.7424,-0.0769928,0.231502,0.218851,-0.22922,-2.33523,-52.2797,-4.14242,34.6011,6.55729,1.99357,28.4196,32.2605,-60.0522,10.3753
-832.38,0.899221,0.463035,2,7,0,837.04,87.529,-0.078071,0.222144,0.23489,-0.264529,-7.31729,-13.3531,-40.7077,74.8226,-39.0602,-2.46872,27.0835,-20.523,1.26863,-9.68929
-832.427,0.942837,0.463035,3,7,0,834.129,87.6798,-0.0874495,0.221048,0.234081,-0.282404,5.38585,-60.9625,0.125024,-3.89297,-16.1598,0.816385,-2.76756,-23.5547,0.44847,-20.513
-834.79,0.887622,0.463035,3,7,0,838.305,87.6061,-0.0862592,0.194086,0.201244,-0.193037,1.1691,5.84134,77.6262,86.6392,20.7946,-0.697695,0.944782,-48.6766,-52.8346,28.3869
-832.791,0.948341,0.463035,3,7,0,838.607,87.5496,-0.0896026,0.244535,0.261522,-0.265482,4.09512,35.5557,-108.606,-94.3499,-21.9281,-2.02884,-9.52271,8.29687,50.356,-11.0591
-834.267,0.933895,0.463035,3,7,0,835.494,87.5992,-0.0626597,0.252404,0.271628,-0.223751,1.50103,63.9924,13.4858,-6.81043,21.7744,-0.879481,70.0263,15.8946,64.3948,11.049
-832.69,0.895608,0.463035,3,7,0,836.922,87.6693,-0.087229,0.206212,0.225882,-0.237583,0.648534,-71.5225,16.647,-117.512,-11.9807,0.530714,-1.8747,-53.7987,-1.92471,5.85619
-834.757,0.87535,0.463035,2,7,0,836.639,87.5025,-0.0773485,0.225902,0.237306,-0.156002,-2.236,23.9566,58.1247,25.4668,28.3343,-2.44858,23.6292,-9.96208,2.44028,50.721
-837.097,0.913969,0.463035,2,3,0,838.088,87.5094,-0.0775242,0.229889,0.231989,-0.117255,-0.754856,6.11884,-17.8622,21.4261,-29.2774,-2.15466,21.4463,6.50096,-14.9998,69.3128
-834.331,1,0.463035,3,7,0,838.768,88.0068,-0.0763121,0.232142,0.258118,-0.273404,-0.331444,-32.2131,31.3688,-17.2754,-65.6232,7.9914,33.2507,-26.1042,60.1681,-18.9035
-832.788,0.9972,0.463035,3,7,0,835.371,87.593,-0.0727344,0.242975,0.230856,-0.25276,-7.49402,-49.0631,-23.7655,-14.613,20.0847,-1.0627,42.9902,50.7647,-43.5254,-3.43307
-834.474,0.861031,0.463035,2,7,0,836.171,87.2776,-0.106148,0.238365,0.226157,-0.25335,-0.884198,50.9591,57.7631,-45.2782,-5.95577,-7.72573,-60.6336,43.8078,-51.0056,-7.15699
-835.147,0.965435,0.463035,3,7,0,839.418,88.0765,-0.0737285,0.247296,0.244937,-0.194466,-0.590442,-70.1833,-34.2988,-86.274,39.9511,8.13327,35.5095,37.7123,-5.82945,26.8581
-835.179,0.910744,0.463035,3,7,0,840.681,87.835,-0.0543322,0.214825,0.2442,-0.288119,11.1745,75.1992,-16.5446,59.2237,7.81169,4.34041,107.354,-61.3488,44.4537,-29.4503
-833.961,0.999352,0.463035,3,7,0,836.258,87.5411,-0.0959735,0.267053,0.248244,-0.225616,3.09245,94.3847,0.95168,-22.1543,-21.8078,-2.04232,-27.5009,93.2619,-25.4996,10.5403
-836.104,0.953397,0.463035,3,7,0,837.816,87.643,-0.0801746,0.274353,0.283925,-0.179589,-2.13922,-48.9515,14.7496,-65.0948,-13.1516,-0.0060109,17.2079,56.8811,62.5266,33.913
-835.049,0.97803,0.463035,3,7,0,839.165,87.6336,-0.116403,0.248595,0.243091,-0.308439,-0.117951,-13.6411,124.941,36.7487,18.1227,-0.230488,-103.208,54.9974,-16.0273,-41.3619
-834.799,0.998334,0.463035,3,7,0,837.889,87.8351,-0.0652467,0.250901,0.26018,-0.302446,0.171845,-99.3374,35.3254,-15.9494,-35.0029,4.46884,73.1183,33.0007,38.7133,-37.2635
-835.168,0.933769,0.463035,3,7,0,836.926,87.4398,-0.109147,0.233903,0.214318,-0.185317,-4.9835,-15.7662,-14.5877,-60.6538,10.2207,-3.75313,-61.0562,42.2072,-70.5107,32.2948
-833.118,1,0.463035,3,7,0,836.579,87.7222,-0.093429,0.249467,0.233125,-0.217812,5.17068,66.6157,8.19209,70.4689,-29.2775,1.55083,-19.7231,62.8388,-43.3905,16.8956
-834.294,0.986618,0.463035,3,7,0,834.776,87.7259,-0.0870252,0.238143,0.267927,-0.307639,2.77673,-22.7393,27.6128,1.93188,1.35515,1.94504,-1.43881,-24.1747,87.9654,-39.3692
-833.834,1,0.463035,3,7,0,835.397,87.725,-0.0864179,0.235849,0.224148,-0.18051,-4.96527,1.24798,-55.8155,-8.84065,11.9744,1.49129,0.493551,33.847,-46.0769,37.8495
-833.405,0.999592,0.463035,3,7,0,834.956,87.5469,-0.0893086,0.235931,0.242781,-0.313337,0.586787,82.7344,-27.5934,32.0158,3.34485,-2.29574,-9.44175,11.7796,4.87314,-41.0249
-833.784,0.973768,0.463035,3,7,0,835.977,87.6014,-0.099381,0.198304,0.207602,-0.249168,2.85622,25.7224,-11.3901,-1.33598,44.3659,-0.877806,-39.3075,-51.281,-46.0611,-3.29428
-833.322,0.996056,0.463035,3,15,0,834.466,87.6761,-0.0637996,0.250044,0.256091,-0.251145,0.494814,-14.7483,55.8272,41.0519,4.62546,0.689646,70.452,33.4747,23.6564,-3.51776
-833.624,0.915298,0.463035,3,7,0,835.901,87.7017,-0.0865419,0.22856,0.258597,-0.190411,-1.05852,-67.0501,15.851,-78.4959,-5.63526,1.08618,0.165971,-32.5308,57.2137,32.3385
-833.209,0.978658,0.463035,3,7,0,835.167,87.6291,-0.077291,0.260774,0.254881,-0.23368,-1.38632,20.538,59.6973,-17.5808,-32.3907,-0.289049,27.7854,66.1455,3.24434,7.19923
-833.408,0.962754,0.463035,3,7,0,834.605,87.6761,-0.0949732,0.198489,0.228572,-0.261928,-0.497772,-13.8434,-71.0906,12.1052,-0.863902,0.703344,-26.408,-85.1136,18.6426,-10.1951
-833.999,0.98843,0.463035,3,7,0,834.543,87.6748,-0.0869813,0.190758,0.227797,-0.259323,-0.20197,52.7676,-12.6188,-10.1707,5.31981,0.673008,-1.17642,-107.73,28.247,-9.81759
-834.133,0.993776,0.463035,3,7,0,835.013,87.6525,-0.0925276,0.188255,0.220688,-0.230631,-0.567891,-11.6546,45.3733,-26.3122,15.8117,0.185165,-17.5602,-98.5968,9.31551,7.13645
-834.191,0.936678,0.463035,3,7,0,837.064,87.5198,-0.0741967,0.254137,0.228843,-0.282729,4.46949,-17.7528,89.2961,22.7274,19.3659,-2.76778,40.839,93.9232,-71.2081,-24.2258
-835.067,0.97013,0.463035,3,7,0,836.675,87.5702,-0.0886452,0.260912,0.22586,-0.291899,2.24956,-93.3257,4.3533,7.76391,-3.43833,-1.66952,-6.82593,123.359,-93.8762,-31.4759
-833.239,0.990432,0.463035,2,7,0,836.979,87.8981,-0.0943366,0.23765,0.225983,-0.23526,-4.33443,9.27879,89.7165,-33.0673,-35.0755,5.19035,-23.1361,40.3796,-48.6374,6.16902
-837.425,0.752458,0.463035,2,7,0,841.232,87.3564,-0.0755472,0.250757,0.217771,-0.32794,-8.28922,51.0347,-16.2423,30.5028,-34.5036,-7.03641,39.8465,110.547,-111.763,-57.835
-836.307,0.999096,0.463035,3,7,0,839.547,87.9706,-0.0856848,0.227518,0.283189,-0.233744,2.70682,-39.4636,18.4065,-22.5354,52.8367,6.64734,2.74606,-75.2778,137.295,0.966041
-836.721,0.99383,0.463035,3,7,0,838.294,87.2898,-0.0829855,0.229553,0.19058,-0.234753,1.61734,-24.7431,-41.2569,17.832,-31.9873,-7.19576,10.8215,69.0344,-142.327,-0.509991
-834.71,0.991177,0.463035,3,7,0,837.492,87.4369,-0.0935054,0.225955,0.198472,-0.237422,-5.21635,28.4751,38.3739,-81.3272,1.39854,-4.22438,-20.7378,46.7345,-113.965,1.91181
-834.361,0.900528,0.463035,3,7,0,841.18,87.4784,-0.0706452,0.235181,0.213869,-0.199753,-2.26054,-139.86,-33.7949,-89.6167,-38.2218,-3.12971,44.4822,47.6239,-75.6138,25.2336
-833.507,0.979063,0.463035,3,7,0,835.85,87.6977,-0.0790218,0.236034,0.211797,-0.255222,4.08036,-41.9013,-27.8574,40.4005,-33.2404,1.15342,23.6216,59.0659,-92.2927,-6.36006
-834.481,0.989916,0.463035,3,7,0,835.25,87.9166,-0.102454,0.206316,0.2433,-0.213128,-3.39703,-10.934,-7.15823,41.6528,0.00893535,5.32548,-45.3789,-75.847,47.8956,16.9685
-836.614,0.918131,0.463035,3,7,0,839.024,87.0758,-0.0760116,0.237932,0.216926,-0.21641,4.09399,32.5162,55.6831,-14.9575,-33.0118,-11.134,30.5265,52.755,-73.3369,10.7317
-835.18,0.991015,0.463035,3,7,0,838.866,87.381,-0.0633463,0.212209,0.215169,-0.184461,-9.38148,14.2227,52.6244,-42.8178,6.956,-4.828,62.8733,-17.665,-38.7747,32.7677
-833.66,0.916151,0.463035,3,7,0,839.662,87.6674,-0.079732,0.2521,0.256794,-0.303716,8.9936,-125.283,66.1898,-18.9279,1.95379,0.562247,23.5982,43.0062,25.1355,-35.7463
-834.068,0.960567,0.463035,3,7,0,835.865,87.6424,-0.0953836,0.19758,0.226243,-0.195804,3.22403,21.2961,-20.8791,-3.00961,37.8091,-0.0174079,-24.2834,-73.8412,11.1771,28.183
-834.412,0.982806,0.463035,3,7,0,835.655,87.7004,-0.0895775,0.22401,0.209116,-0.30981,-0.656515,31.4005,32.0726,54.6967,-12.7226,1.35039,-10.3101,28.7423,-91.4009,-40.9428
-834.23,0.977108,0.463035,3,7,0,837.575,87.3385,-0.0979308,0.231447,0.262166,-0.27343,-3.10246,-27.5627,-19.9402,-45.9575,-50.598,-6.70288,-36.573,-34.8859,74.3675,-18.712
-833.106,1,0.463035,2,3,0,834.657,87.4123,-0.0911075,0.233703,0.258417,-0.255401,-3.86481,-48.066,-15.7727,30.651,-22.3966,-4.89943,-14.023,-20.7727,56.5475,-5.64186
-833.063,0.892523,0.463035,3,7,0,836.675,87.7692,-0.108306,0.232796,0.234352,-0.224134,-4.27977,-77.819,85.2269,-44.4118,-3.51815,2.50686,-63.514,13.0484,-15.9668,13.205
-834.818,0.912338,0.463035,3,7,0,837.302,87.9182,-0.117743,0.216405,0.226347,-0.208911,-4.2822,41.5189,74.4198,34.031,-13.4481,5.31268,-88.4034,-22.5107,-14.9493,18.8277
-835.397,0.941318,0.463035,3,7,0,837.97,87.3879,-0.059736,0.210073,0.249899,-0.278793,-2.66922,-52.5734,-18.2107,-76.8288,-22.721,-5.67595,87.7275,-85.0263,69.9979,-24.2855
-833.015,0.995467,0.463035,3,7,0,836.638,87.3533,-0.0846999,0.233354,0.234481,-0.22838,2.25115,-94.9357,62.7768,-39.8561,28.5322,-5.82773,5.62279,14.6139,-16.548,10.7497
-836.126,0.86985,0.463035,3,7,0,838.76,87.2269,-0.106756,0.201653,0.207096,-0.202796,8.65928,7.30789,-31.3454,24.5588,-9.18589,-7.95051,-56.5176,-36.6226,-48.0743,19.8662
-835.353,0.96552,0.463035,3,7,0,838.365,87.9768,-0.0672699,0.265799,0.259955,-0.265545,-5.95694,-12.1838,-55.6607,6.21807,36.8533,7.21667,61.4792,78.3943,11.5872,-16.2137
-835.006,0.999789,0.463035,3,7,0,836.622,87.3247,-0.105106,0.203025,0.223246,-0.196781,2.62347,30.0988,15.7794,67.1923,13.5715,-6.01012,-51.27,-54.7453,-4.6479,25.7253
-833.988,0.995668,0.463035,3,7,0,836.706,87.3531,-0.0896317,0.202092,0.222005,-0.218479,2.37307,103.67,8.91413,-4.16519,-28.7916,-5.71754,-8.76068,-58.089,-7.10382,14.7288
-834.325,0.982254,0.463035,3,7,0,835.184,88.0164,-0.08252,0.239674,0.261731,-0.271811,-2.19646,-26.6278,-17.6186,-48.0649,-0.0467078,8.17605,13.1587,-7.58584,59.489,-17.9278
-834.179,0.999327,0.463035,3,7,0,835.436,87.202,-0.0911096,0.229788,0.228844,-0.247985,0.609015,-3.60926,-51.6876,-5.20259,26.4072,-9.2232,-13.8245,12.8919,-29.0525,-3.35192
-834.989,0.981144,0.463035,3,7,0,836.367,88.0783,-0.0894397,0.202753,0.234172,-0.230767,-1.93768,-51.8505,-25.0027,-46.4567,14.3531,8.78261,-8.40708,-75.613,27.816,5.35589
-834.713,0.976936,0.463035,3,7,0,837.31,87.3512,-0.075871,0.206306,0.209978,-0.285966,7.9414,-12.689,-49.0139,22.8171,9.01823,-6.58596,35.5597,-32.6472,-54.9693,-27.2424
-839.63,0.731587,0.463035,3,7,0,844.698,88.0323,-0.145577,0.247237,0.249275,-0.182618,-0.537252,113.393,101.507,-16.8846,25.2641,7.13332,-158.854,30.8343,6.07875,25.0238
-833.287,0.974077,0.463035,2,7,0,840.844,87.8234,-0.100552,0.23048,0.252032,-0.209731,-6.06108,182.645,-37.5939,-7.99442,-26.9698,3.48514,-39.6643,-19.0298,38.0589,21.4118
-833.361,0.940952,0.463035,3,7,0,834.796,87.8366,-0.100215,0.240659,0.236923,-0.204596,0.367402,-11.0831,-42.2556,66.3186,-0.370841,3.70345,-38.3116,31.0699,-19.1705,24.3443
-833.134,0.996513,0.463035,3,7,0,834.279,87.8443,-0.0962087,0.240194,0.250802,-0.209993,0.618104,-32.644,4.65349,-60.1917,11.3052,3.89182,-27.3272,10.3448,20.7678,21.5626
-833.103,0.997284,0.463035,3,7,0,833.801,87.3856,-0.0888906,0.237445,0.246874,-0.280264,-1.45538,32.0565,-5.91351,-33.5848,-14.6792,-5.74567,-7.47465,9.29908,15.5,-20.5674
-834.505,0.781367,0.463035,3,7,0,837.394,87.9136,-0.0775429,0.222808,0.221618,-0.178165,-1.64683,11.4839,-68.481,86.0236,6.54044,4.91125,24.1848,2.24806,-35.2124,37.9078
-833.202,0.974829,0.463035,3,7,0,836.185,87.7056,-0.0786962,0.250929,0.231236,-0.267116,-4.77473,-22.6492,-4.66505,63.5752,-37.4614,1.3517,25.2304,76.9976,-56.2662,-12.8753
-835.462,0.937682,0.463035,3,7,0,836.802,87.389,-0.0485167,0.226958,0.238525,-0.283613,0.970791,12.0245,62.5966,-33.2645,-13.2424,-5.70692,125.56,-11.4524,5.36141,-27.3097
-837.134,0.950748,0.463035,3,7,0,840.351,87.9247,-0.122116,0.234497,0.27066,-0.176015,-0.809994,79.7539,-67.7836,-61.7064,16.5678,5.09092,-94.4079,-31.8462,79.775,33.9794
-834.058,1,0.463035,3,7,0,838.592,87.7176,-0.0927257,0.235903,0.218823,-0.307442,-6.63937,116.866,-20.0597,-43.0081,-22.9358,1.74688,-21.1459,52.9497,-77.9606,-38.8035
-833.422,0.963261,0.463035,3,7,0,835.797,87.3906,-0.0712378,0.218999,0.245231,-0.234199,-1.25555,-3.11767,34.4525,-61.408,-35.9759,-5.13756,45.8901,-44.1316,36.7854,6.43812
-832.796,0.976745,0.463035,3,7,0,835.362,87.731,-0.0749702,0.238403,0.22996,-0.220685,-5.20653,82.7499,16.1639,-26.4712,21.5637,1.73543,33.816,35.637,-36.7664,15.8048
-832.617,0.996649,0.463035,3,7,0,833.419,87.7896,-0.0733579,0.239813,0.246401,-0.258525,-1.53451,-28.3109,-21.1629,35.6004,-15.0837,3.1217,41.5352,17.0796,9.65616,-6.5464
-835.737,0.837823,0.463035,2,7,0,839.918,87.6852,-0.0645506,0.202571,0.211995,-0.162553,-2.57681,2.91214,-78.556,-69.5591,40.2891,0.737178,57.0588,-37.7345,-32.8516,44.8037
-836.797,0.951885,0.463035,3,7,0,839.883,87.4434,-0.106339,0.253038,0.275992,-0.324182,9.5804,-9.79704,11.5026,2.87651,19.7081,-4.866,-70.5286,13.8415,93.1288,-54.2884
-833.699,1,0.463035,3,7,0,839.016,87.8113,-0.109241,0.217366,0.217024,-0.262529,-3.72079,-55.242,53.9612,91.0986,-44.7613,3.61327,-71.5291,-7.32003,-47.6468,-11.1323
-835.242,0.977691,0.463035,3,7,0,835.914,87.4709,-0.0751865,0.266485,0.284051,-0.217983,-0.936018,60.1144,2.43682,14.3041,-2.04232,-3.39296,33.0081,38.4718,79.228,12.5772
-834.899,0.981836,0.463035,3,7,0,837.594,87.5579,-0.108114,0.270243,0.264591,-0.210247,3.90928,-19.4716,-70.2697,-60.2719,-16.4915,-1.65573,-61.2313,76.27,17.2748,17.9046
-833.783,0.935147,0.463035,3,7,0,837.93,87.7843,-0.0740628,0.223912,0.231039,-0.311917,2.38933,-55.8172,14.6203,112.087,-23.8076,3.34826,43.7654,-9.70529,-15.1441,-40.9427
-834.859,0.965259,0.463035,3,7,0,835.526,87.4174,-0.0899703,0.220929,0.231324,-0.159012,-1.12666,-35.8785,13.145,9.11144,19.7646,-3.95245,-8.65835,-15.1206,-6.52922,48.7069
-834.147,0.985741,0.463035,2,7,0,835.594,87.5136,-0.09475,0.206269,0.239051,-0.187498,-3.15345,6.75643,9.53815,-6.02076,34.85,-2.40259,-22.1616,-66.3978,34.0211,33.0234
-835.201,0.895696,0.463035,3,7,0,837.258,87.7959,-0.0865683,0.235485,0.21065,-0.170928,-4.5338,-29.5739,-60.8121,41.739,9.82036,2.73302,0.0868609,50.0045,-80.239,40.8641
-832.879,0.985053,0.463035,3,7,0,836.447,87.4714,-0.0846642,0.212117,0.22343,-0.225061,5.1582,-4.24279,53.5396,-47.7594,41.9647,-3.43278,5.68979,-31.5541,-17.7158,12.9986
-833.66,0.967234,0.463035,3,7,0,834.732,87.8158,-0.11164,0.226899,0.243488,-0.278191,3.13461,-16.3087,46.3071,20.632,-13.4501,3.82861,-81.6231,-19.6101,21.5866,-20.4379
-833.673,0.996334,0.463035,3,7,0,834.327,87.7616,-0.1097,0.232916,0.233768,-0.292882,-2.52276,45.4644,11.3994,-18.301,4.9365,2.70354,-77.5395,16.3187,-20.5164,-29.2855
-832.45,0.961716,0.463035,2,7,0,835.162,87.7594,-0.0974873,0.234668,0.233293,-0.260905,0.658645,-88.1533,-3.51352,-3.21059,-39.1757,2.48821,-34.2735,21.59,-23.4875,-7.64582
-832.421,0.997064,0.463035,3,7,0,832.936,87.5907,-0.0756399,0.241297,0.239345,-0.233722,2.72069,-4.43765,-9.16106,-34.5344,1.41461,-1.06805,32.7133,31.2115,-14.0606,8.73333
-833.535,0.962576,0.463035,3,7,0,834.037,87.6811,-0.113088,0.242984,0.255622,-0.264499,-0.966939,45.0252,13.4816,-12.8365,8.27244,0.81596,-84.0173,12.7176,33.9972,-11.955
-834.321,0.97203,0.463035,2,3,0,834.512,87.7246,-0.11743,0.24872,0.257533,-0.274175,-1.19436,5.43943,-21.2848,-1.64138,6.84258,1.78992,-99.7025,28.4256,31.5634,-19.3313
-833.221,0.993592,0.463035,3,7,0,835.251,87.8755,-0.107283,0.234911,0.242756,-0.243782,-1.48239,84.4784,-32.8849,-34.0924,17.5532,4.81002,-62.9416,7.21231,5.74822,1.09914
-832.392,0.997069,0.463035,3,7,0,833.91,87.7124,-0.0954425,0.216353,0.229588,-0.242047,4.17225,-56.7067,35.3411,29.6345,0.532539,1.42638,-26.8058,-29.1402,-6.07731,3.77969
-833.003,0.943649,0.463035,3,7,0,834.264,87.5686,-0.0787288,0.236992,0.264318,-0.260148,0.966631,-18.0557,23.3983,-21.7314,-32.0793,-1.60113,24.7777,-19.9069,70.4761,-8.28412
-833.583,0.992017,0.463035,3,7,0,834.018,87.7652,-0.0900773,0.219018,0.208413,-0.210412,0.607327,21.4892,28.6232,7.41944,12.9165,2.36145,-9.89091,10.3864,-69.7815,20.3842
-834.566,0.898764,0.463035,3,7,0,838.67,87.5112,-0.0718318,0.193086,0.236585,-0.254423,-1.97812,79.3778,-72.3994,-85.562,10.4547,-2.79704,45.9405,-113.098,51.6831,-8.00718
-833.347,0.997287,0.463035,3,7,0,836.724,87.7216,-0.0932559,0.255394,0.236108,-0.220868,7.27262,-63.0363,-3.97161,63.662,-16.1492,1.54839,-19.3401,76.1199,-43.5981,14.6064
-832.961,0.996924,0.463035,3,7,0,834.294,87.551,-0.0774624,0.22546,0.25639,-0.265983,-3.10136,17.138,14.1026,60.4741,11.2508,-2.00114,29.0994,-44.2284,64.4134,-11.7126
-833.623,0.980394,0.463035,3,7,0,834.723,87.3628,-0.0912325,0.251497,0.235577,-0.248849,5.04271,-24.553,-8.14691,-14.1917,14.6284,-5.87248,-14.2261,69.3175,-41.7629,-2.74483
