# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=15421
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,z_beta.4,z_beta.5,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_z_beta.4,p_z_beta.5,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_z_beta.4,g_z_beta.5,g_aux_unscaled
-830.807,0.776376,0.27747,2,3,0,832.134,87.9464,-0.115455,0.20314,0.124404,0.029963,0.114935,-0.242364,3.04302,26.5226,8.42516,-2.913,28.8926,-15.8512,15.9932,6.262,109.059,37.5332,-113.486,97.3025,-43.792,10.4124
-826.512,0.891444,0.27747,3,7,0,834.191,87.466,-0.158091,0.209695,0.162646,0.00412361,0.11172,-0.267915,7.71148,14.3711,-96.0842,-5.33884,-64.0503,17.4326,13.7747,-3.85735,-62.9077,-49.5733,11.8552,-64.3568,-30.1309,3.68762
-827.505,0.972572,0.27747,3,11,0,830.622,87.6939,-0.17261,0.252735,0.18318,0.0235091,0.141299,-0.2805,6.47529,6.14704,52.7097,13.715,28.5586,31.6088,-8.23707,1.12834,-40.3591,66.0487,50.1289,24.7499,29.9875,-5.81439
-826.286,0.97499,0.27747,4,15,0,828.983,87.6898,-0.168796,0.236241,0.173433,0.0171276,0.124567,-0.244395,-0.705808,44.244,-57.8129,-15.8221,-17.3198,0.97672,14.3415,0.964373,-57.4283,29.8674,15.9779,-3.42161,-16.8903,18.2804
-826.094,0.999579,0.27747,4,15,0,827.506,87.7163,-0.136788,0.206352,0.149183,0.0037886,0.106854,-0.293753,-5.35515,-10.0701,13.123,-13.8353,-20.5464,10.6918,-19.6838,1.67174,-2.39793,-36.3608,-37.1833,-26.3806,-40.9185,-11.0006
-826.248,0.97242,0.27747,4,15,0,827.966,87.7575,-0.154026,0.240167,0.175339,0.0193352,0.136885,-0.299551,-4.53673,-30.5515,13.1881,-7.36896,-2.97301,-16.8219,27.2451,2.64374,8.2543,34.9401,41.7576,24.1764,43.8899,-14.7524
-827.59,0.891633,0.27747,4,15,0,830.715,87.4605,-0.153956,0.199451,0.117793,0.011193,0.150398,-0.22507,-0.432735,-22.5024,68.3223,-45.8852,-15.545,-9.71189,2.93633,-3.6496,14.337,-32.5322,-40.4592,-33.0131,13.3838,27.245
-831.396,0.962203,0.27747,4,15,0,833.803,87.5692,-0.18954,0.198847,0.0718739,0.0293255,0.210403,-0.207366,-3.50752,48.9994,17.0287,-26.0396,-11.3332,-30.1836,14.3542,-1.42905,11.9876,10.6152,-77.0082,-19.5192,45.8408,30.2871
-830.802,0.982133,0.27747,4,15,0,834.292,87.6801,-0.147042,0.200421,0.21712,0.0592718,0.0880585,-0.319175,5.37094,-43.5179,-7.37275,-41.0436,14.6275,48.5909,-10.7952,0.885785,19.2427,-34.2573,107.664,76.3995,-6.40755,-35.6495
-829.122,0.950817,0.27747,3,7,0,833.862,87.7379,-0.178176,0.220081,0.179968,0.0225081,0.100026,-0.332529,0.757796,3.34155,31.192,-75.9505,-41.843,49.6575,7.35754,2.34076,-133.703,5.53109,9.5558,-26.5864,-94.941,-40.3016
-827.918,0.989196,0.27747,4,15,0,832.871,87.4556,-0.132675,0.195725,0.137883,0.0214357,0.133446,-0.21394,5.75243,-27.9158,13.8473,-62.8681,-53.8599,-11.6527,29.6343,-3.66557,66.444,-37.3534,-16.6345,9.12191,25.6911,33.2654
-828.058,0.977884,0.27747,4,15,0,832.645,87.7809,-0.0820239,0.2457,0.20764,-0.0295498,0.0582462,-0.282545,2.48374,20.322,61.8825,22.1599,16.8479,18.479,-51.4357,3.08003,57.2775,-21.0215,24.8068,-1.90737,-16.7809,-8.1802
-826.453,0.959834,0.27747,4,15,0,830.739,87.4091,-0.174982,0.215857,0.150584,0.0452671,0.153268,-0.272643,-0.0580998,-33.8166,-33.3924,-39.2796,3.48114,74.5749,5.85178,-5.14206,1.24422,30.7992,5.904,41.4308,21.8095,0.98325
-827.329,0.954574,0.27747,3,7,0,828.001,87.3669,-0.189825,0.219758,0.155998,0.0263299,0.145594,-0.26413,-0.118927,-11.5894,5.45214,8.29715,-28.0139,-14.5346,8.22183,-5.96551,-83.5581,3.80478,20.3851,-33.0859,-4.97995,4.34854
-827.518,0.996581,0.27747,4,15,0,829.307,87.986,-0.154883,0.198589,0.124564,0.0115526,0.142221,-0.272086,0.540916,-8.34069,-28.3613,15.695,-3.47046,-51.4755,-6.602,7.5146,1.521,-40.3778,-38.2821,-39.8292,1.44814,-0.836568
-827.441,0.965974,0.27747,4,15,0,831.039,87.3517,-0.146115,0.231488,0.202365,0.00914738,0.0943473,-0.264791,-4.14704,52.0795,34.1228,-38.4709,-32.6491,28.7416,-0.656902,-6.30236,-42.0275,-15.5861,63.3779,-16.1035,-13.4377,3.72191
-827.179,0.982582,0.27747,4,15,0,829.193,87.9724,-0.146705,0.223355,0.145274,0.0258943,0.130723,-0.242988,-1.73753,-29.2611,-7.39453,27.6266,35.7129,8.31787,25.6897,6.80737,30.1449,44.3276,-46.6645,51.7984,-15.1728,17.32
-827.09,0.954234,0.27747,3,15,0,829.55,87.8895,-0.127081,0.222473,0.139205,-0.00465651,0.112011,-0.25206,-4.76572,13.1394,-18.9231,26.4766,-50.6001,-3.00158,-12.0303,5.18647,23.2734,10.3215,-71.6628,1.13945,-38.3182,12.0386
-828.76,0.969912,0.27747,4,15,0,829.944,87.7817,-0.115744,0.199836,0.139008,-0.00902832,0.124819,-0.218619,-4.34623,-25.6551,16.8784,6.76603,23.24,-8.55296,4.82997,2.72668,65.4918,-75.2909,-7.39668,-45.5769,38.7951,28.7658
-831.389,0.984371,0.27747,3,15,0,832.865,87.5189,-0.20535,0.230638,0.201122,0.0666442,0.129926,-0.273693,2.90148,11.2717,15.5917,-20.1299,-3.01169,-24.3175,28.9297,-2.73822,-99.731,64.5229,75.8224,60.3785,-23.1086,-9.48718
-828.484,0.996937,0.27747,4,15,0,834.61,87.2548,-0.163776,0.180726,0.1629,0.0468508,0.118917,-0.301839,1.18443,-81.0242,43.4686,71.6084,25.6578,-11.7539,4.71972,-9.04204,-10.4449,-67.9596,32.4243,0.693831,-13.6897,-20.6246
-827.808,0.976235,0.27747,3,15,0,831.031,87.4131,-0.196524,0.179479,0.156756,0.0647824,0.142053,-0.282176,7.15508,-20.9809,28.0597,-32.7624,28.0286,30.3521,19.7364,-5.15087,-57.3371,-46.1117,42.4839,0.0734917,-8.48923,-7.45274
-827.536,0.985357,0.27747,4,15,0,830.864,87.9478,-0.156632,0.256772,0.162661,-0.00879913,0.133671,-0.251838,8.05195,12.447,34.1814,46.8415,16.4637,-25.0585,10.9015,6.41198,-43.9255,50.8687,-5.69365,-21.7944,2.72781,11.3174
-828.06,0.9308,0.27747,4,15,0,830.677,87.375,-0.147406,0.202235,0.190707,0.0119823,0.103695,-0.286978,-4.84987,-27.3011,1.84829,49.0259,40.4956,0.249415,-1.45732,-6.06223,-30.1365,-97.9014,92.7217,-64.6922,19.4024,-10.8503
-828.455,0.996728,0.27747,4,15,0,831.554,87.6177,-0.0951977,0.251276,0.185088,-0.0416744,0.0997283,-0.208458,-6.84975,25.2676,-22.9546,-24.6481,39.0124,-30.1698,10.9511,-0.494318,49.238,-29.2424,34.8068,-46.0479,47.9275,35.507
-829.933,0.890639,0.27747,4,15,0,834.211,87.7094,-0.0761562,0.259188,0.219651,-0.0506779,0.0256148,-0.268864,0.922768,24.7539,-21.8972,79.5747,-8.70927,32.8095,-32.2016,1.4388,-2.41334,-6.23336,-3.64724,-25.0602,-88.1894,-3.70974
-832.738,0.920945,0.27747,3,7,0,834.307,87.6214,-0.0422124,0.232508,0.210352,-0.0301858,0.0436158,-0.233835,-1.9135,-44.222,-10.258,-17.6075,-3.55173,21.7806,15.9354,-0.446373,150.386,-49.8556,23.2888,30.7623,12.1749,11.6895
-830.41,0.988754,0.27747,4,15,0,836.837,87.718,-0.119432,0.298541,0.20482,-0.0469626,0.107312,-0.327768,-0.836823,-22.5242,24.6847,9.68211,71.6437,78.4725,15.324,1.83074,-21.0276,76.8057,53.4011,-36.8162,44.0389,-39.9833
-835.436,0.936405,0.27747,3,7,0,835.945,87.7035,-0.12734,0.326854,0.217192,-0.0586151,0.112173,-0.33542,1.0502,0.729854,-29.998,-9.83187,6.99081,6.3286,-6.24216,1.4986,-61.366,126.333,72.4169,-45.3164,53.9533,-54.601
-832.909,0.989941,0.27747,2,3,0,836.484,87.702,-0.12113,0.311884,0.215099,-0.0582839,0.108044,-0.330764,-0.325249,30.9197,-76.5462,-21.398,9.80444,-23.7547,16.6329,1.44767,-44.4523,80.2169,81.4369,-62.5377,60.6665,-46.7661
-829.483,1,0.27747,3,7,0,834.104,87.5259,-0.0762078,0.226866,0.200664,-0.0299518,0.0574375,-0.224644,0.556861,-10.5788,86.5755,28.008,-20.7388,11.4634,-32.7759,-2.34292,66.4592,-63.654,28.1333,-23.2131,-4.93407,23.7168
-829.941,0.992102,0.27747,4,15,0,831.859,87.6571,-0.120726,0.287671,0.204231,-0.0314108,0.12207,-0.321539,-3.00129,1.66743,41.2616,42.8197,-14.354,-20.4179,5.2866,0.333886,22.8152,56.6276,85.668,-17.3874,93.7538,-35.3119
-832.986,0.99844,0.27747,4,15,0,835.12,87.5207,-0.0605438,0.258812,0.204131,-0.0767786,0.0337812,-0.176098,-1.00614,-28.4929,53.3876,-18.373,-26.0857,1.84393,-9.98467,-2.22011,18.1751,-36.2437,-8.09295,-63.5912,-44.8804,45.8776
-833.994,0.972791,0.27747,4,15,0,837.872,87.2833,-0.0772079,0.309124,0.258458,-0.0624153,0.0399079,-0.206578,-1.72866,-11.8494,56.0039,30.5676,42.1699,12.1394,-36.3791,-6.92648,-1.88306,47.0892,71.9553,-10.1531,-7.44234,25.6138
-832.638,0.97128,0.27747,3,7,0,835.261,87.3465,-0.0713054,0.29557,0.250128,-0.0621669,0.059253,-0.225639,4.3629,3.06904,-33.031,-48.4678,8.05796,24.0269,-26.1077,-5.93169,41.0876,3.84779,105.851,-30.8506,53.7743,16.8699
-832.262,0.996257,0.27747,4,15,0,835.073,87.4365,-0.0710177,0.292854,0.244142,-0.0644462,0.0160275,-0.276885,-5.62323,3.91043,57.6333,17.5004,19.9777,-16.7502,18.5554,-4.57992,-19.6986,44.8847,15.6553,-12.4906,-88.6245,-13.1515
-829.162,0.996048,0.27747,4,15,0,835.134,87.8219,-0.101165,0.259005,0.220563,-0.0217517,0.0824897,-0.329396,5.43815,-36.9646,-44.0673,-74.0432,28.922,54.073,1.762,4.39214,45.5184,-8.2571,96.3453,-6.71388,46.9154,-38.4898
-826.828,0.943057,0.27747,3,7,0,830.928,87.621,-0.109875,0.237236,0.191212,-0.00630105,0.070018,-0.303334,4.82867,40.8385,12.6006,68.546,-8.11633,21.5855,-30.2693,-0.521595,17.9014,14.853,-15.6525,26.4225,-62.2068,-18.2042
-825.74,0.99642,0.27747,4,15,0,828.009,87.839,-0.164347,0.222337,0.154581,0.0183431,0.13911,-0.260604,-1.01996,-32.8096,6.41958,-52.3907,22.2917,24.8421,13.7304,4.19422,-23.1297,4.68272,6.76658,-11.5135,10.1431,9.63228
-830.861,0.799387,0.27747,3,15,0,833.726,87.8746,-0.190777,0.202473,0.141781,-0.00225867,0.140212,-0.211396,0.223624,-23.5225,-26.7106,-36.2681,-4.73195,4.45783,46.7419,4.491,-121.258,-72.3108,18.522,-127.838,-14.7851,28.9303
-828.538,0.98466,0.27747,4,15,0,834.766,87.643,-0.197531,0.203791,0.105152,0.0612186,0.191052,-0.228148,4.85986,60.5322,60.16,-8.56429,42.8221,31.0718,36.4618,-0.00711113,5.47115,54.1094,-55.2307,52.8057,18.7966,23.5325
-826.99,0.997527,0.27747,4,15,0,829.953,87.6458,-0.181008,0.182092,0.138672,0.0714773,0.147538,-0.303828,0.206667,-13.8914,-16.5107,-61.8676,37.9932,24.2001,18.5649,0.0574708,12.0792,0.410692,-17.5575,68.3912,-12.9121,-18.823
-827.27,0.985417,0.27747,4,15,0,830.585,87.7845,-0.148374,0.240252,0.149646,0.00346467,0.141387,-0.343327,1.9835,-47.5257,-31.9316,0.985094,15.1498,26.5574,-40.0002,3.57048,11.141,43.576,-20.819,3.85295,25.3481,-43.079
-828.959,0.941871,0.27747,3,15,0,831.21,87.6009,-0.162463,0.211241,0.115754,0.00329433,0.156072,-0.355888,4.10684,1.05633,47.3772,-6.91407,-16.8993,-23.1907,-25.2799,-1.10115,-17.5185,-19.388,-59.6312,-60.9324,11.374,-54.007
-828.516,0.824408,0.27747,4,15,0,834.282,87.7644,-0.18129,0.213697,0.177238,0.0634924,0.119127,-0.222365,2.38927,31.1668,-55.8393,-9.95156,-18.625,46.4721,-56.5906,2.4031,-38.0404,47.8034,6.47974,73.7512,-47.5462,27.0448
-833.22,0.967468,0.27747,4,15,0,839.495,87.7411,-0.206804,0.213336,0.0743971,0.00832875,0.228149,-0.248465,9.34081,16.1504,76.5696,25.7381,-21.8241,3.80354,40.1737,2.04461,-44.4798,-5.87518,-43.2414,-94.6292,84.2894,1.98421
-829.447,0.967083,0.27747,4,15,0,837.552,87.857,-0.142111,0.158714,0.15395,0.0510954,0.120993,-0.28598,2.49871,-18.6716,23.067,-133.794,-6.01012,41.6559,7.63579,4.81762,70.9875,-117.201,38.1156,8.71442,27.1884,-13.0479
-829.995,0.948608,0.27747,4,15,0,833.893,87.7256,-0.169518,0.252283,0.185145,0.0191891,0.169181,-0.289317,-6.06511,58.2335,18.9792,-22.7168,-30.1368,29.3729,19.7897,1.86729,4.35829,23.9403,121.655,-6.21637,135.591,-16.0784
-827.66,0.969626,0.27747,4,15,0,833.772,87.5662,-0.117163,0.229832,0.201216,0.020638,0.101812,-0.238873,-2.4778,60.7105,-68.2431,-40.3164,-53.8766,20.6475,7.20692,-1.58215,72.9022,-3.2645,62.4982,51.8004,41.2277,18.8361
-827.685,0.978837,0.27747,4,15,0,830.468,87.3862,-0.147931,0.192882,0.168869,0.0183989,0.0907121,-0.258526,1.18524,33.4168,-3.2842,70.1588,-13.2877,11.7281,17.2145,-5.48782,-39.3257,-61.9915,1.70301,-30.4907,-61.141,6.96622
-828.058,0.976758,0.27747,4,15,0,830.644,87.9313,-0.134872,0.263143,0.175124,-0.0219643,0.113177,-0.214957,4.21472,-35.2294,24.1034,-6.5298,-43.595,-8.73709,-20.2785,5.63263,-21.5246,42.3733,-3.88578,-18.0959,-3.97285,32.4119
-828.798,0.968572,0.27747,4,15,0,832.263,87.7557,-0.156619,0.197791,0.206177,0.0545297,0.0973476,-0.244986,5.6767,3.40807,63.7517,1.29731,-25.2353,-5.4167,29.7205,2.33361,-6.4512,-38.9489,85.9636,38.1537,-5.91328,12.89
-829.225,0.930405,0.27747,4,15,0,834.223,87.5813,-0.173107,0.238482,0.106223,0.00649965,0.190648,-0.294785,-3.30368,3.73464,34.6352,62.6967,63.8805,27.7285,17.7353,-1.42449,5.53719,60.7382,-60.5119,-14.2456,59.0874,-17.8428
-825.774,1,0.27747,3,7,0,829.414,87.642,-0.169821,0.204668,0.127907,0.0273958,0.159048,-0.282223,1.55659,-5.57714,-48.4466,46.9622,20.1269,-54.6329,12.0473,-0.0297707,0.465881,-11.2784,-19.5598,-12.4181,25.0534,-3.42017
-827.594,0.964853,0.27747,4,15,0,829.209,87.6124,-0.0960228,0.279777,0.203198,-0.035505,0.0888859,-0.267025,1.81243,-6.22779,-21.7241,26.9893,39.4537,-21.2609,4.51684,-0.671264,46.076,52.4783,23.3519,12.8498,21.969,2.08634
-829.951,0.968334,0.27747,4,15,0,831.155,87.1834,-0.117022,0.253723,0.217423,-0.020307,0.0594143,-0.259798,-1.62825,11.7992,-27.6047,-19.5255,34.329,1.10307,1.97402,-9.8403,-40.6434,6.97968,34.9924,-16.461,-55.8784,1.70451
-829.452,0.926876,0.27747,4,15,0,832.952,88.0447,-0.127989,0.248615,0.145551,-0.0190176,0.0990274,-0.28976,-5.49791,45.2228,30.2651,37.609,-28.2066,-1.8318,-26.7078,9.11702,-18.7203,71.1633,-111.96,9.0776,-90.618,-15.3031
-831.437,0.982111,0.27747,3,7,0,832.68,88.0848,-0.121681,0.247994,0.156572,-0.0276732,0.15494,-0.303028,-5.33458,-30.2383,0.801506,7.4367,16.5081,1.57007,7.2931,10.2976,74.7968,-27.2606,54.3767,-62.2679,138.69,-27.2214
-827.294,1,0.27747,3,7,0,834.127,87.647,-0.144486,0.244635,0.142745,-0.0256668,0.113178,-0.268288,-13.4496,-20.0783,-4.8355,-11.6297,32.588,-54.9821,27.5366,0.0792547,-59.957,32.2006,-74.5347,-50.3939,-62.5441,1.9054
-827.452,1,0.27747,3,7,0,828.423,87.5687,-0.134138,0.247512,0.148718,-0.0106514,0.157009,-0.287278,-0.946963,3.17374,-7.5218,15.7,35.9079,14.8854,-7.07565,-1.688,59.4515,18.5896,13.8937,-16.4519,95.4892,-9.79936
-828.273,0.90497,0.27747,3,15,0,831.622,87.4971,-0.169141,0.207872,0.174335,0.0472345,0.0912885,-0.266302,1.01105,-31.8511,-25.0991,-4.39885,32.4196,-63.6332,9.90079,-3.16982,-65.6067,33.5378,-32.5919,54.964,-112.902,1.13696
-827.663,1,0.27747,4,15,0,829.804,87.652,-0.133472,0.227228,0.161338,0.0102941,0.143997,-0.207493,-3.10696,-21.6299,-41.6496,49.9138,6.7305,-5.78197,6.38027,0.167475,62.5877,-10.2589,34.2562,5.87982,74.3156,37.6688
-827.413,0.976974,0.27747,4,15,0,830.809,87.5895,-0.130174,0.211474,0.141346,-0.00328529,0.102307,-0.323509,4.97887,28.275,-14.4776,52.9975,36.9504,15.0864,-25.2515,-1.30826,2.5267,-17.1662,-78.8733,-19.0426,-67.5335,-31.5001
-828.29,0.994502,0.27747,4,15,0,830.417,87.8679,-0.181086,0.238546,0.181445,0.021625,0.132829,-0.22297,8.51071,14.3207,17.2068,-7.68881,10.2927,-4.19206,-17.3895,4.46356,-74.2573,24.3376,46.4477,-14.1529,1.94325,27.1466
-828.545,0.935045,0.27747,4,15,0,831.41,87.9013,-0.143785,0.246326,0.166882,0.023767,0.146536,-0.218271,-0.00217354,67.7198,2.51206,-41.8606,-8.42336,13.5229,-3.20769,5.08038,54.8292,59.0571,15.7495,60.0313,54.8256,29.4484
-828.753,0.959297,0.27747,4,15,0,832.749,87.3806,-0.172139,0.187684,0.160024,0.0405406,0.156213,-0.316929,-6.49847,64.6246,-20.2472,-28.2755,7.30571,25.5195,-21.3623,-6.3027,8.58575,-96.067,101.14,-42.2627,94.4095,-30.2063
-827.533,0.932115,0.27747,4,15,0,831.787,87.7538,-0.150657,0.209579,0.137279,0.0113317,0.162738,-0.224165,6.51282,33.6532,19.5955,-37.4382,21.7942,-58.9366,15.5902,2.20113,40.2967,-42.4953,24.5357,-34.737,80.4003,27.9136
-828.95,0.936112,0.27747,3,15,0,830.876,87.7743,-0.175684,0.250245,0.169413,0.0237786,0.1095,-0.285301,-2.53578,1.02703,-19.8446,23.1132,-17.577,-37.6221,-26.3559,2.94806,-97.5368,115.018,-57.5823,51.5486,-105.805,-11.598
-829.544,0.974792,0.27747,3,7,0,831.517,87.6053,-0.112593,0.218326,0.179769,0.000890508,0.135949,-0.232124,-3.7323,26.8782,-23.0647,-25.0708,-22.8014,-22.1312,21.3523,-0.7697,104.644,-74.7734,97.7312,-23.3099,130.501,19.1125
-826.525,1,0.27747,2,3,0,829.533,87.6378,-0.125883,0.229086,0.173196,-0.000204524,0.126711,-0.235249,-1.42444,46.4628,-36.515,35.0991,-3.45531,43.04,9.43082,-0.112599,51.7071,-26.5478,46.1376,-12.4112,63.9348,23.2785
-826.061,0.999028,0.27747,4,31,0,828.241,87.7803,-0.175784,0.220728,0.15365,0.032135,0.131322,-0.264124,-1.78259,42.8606,12.3468,31.6782,-26.6126,1.42502,23.7629,2.95614,-51.0427,36.541,-23.0233,18.5642,-39.6841,6.87822
-826.843,0.961642,0.27747,4,15,0,827.657,87.6653,-0.162954,0.218356,0.117697,0.0243799,0.144379,-0.264623,-3.30613,-11.4224,-9.23491,-8.32959,-6.54793,-27.7803,-8.44723,0.475119,-2.85573,57.4207,-99.4013,35.1999,-44.9221,5.00318
-828.324,0.964946,0.27747,3,15,0,829.961,87.364,-0.143054,0.201939,0.140316,0.00261264,0.150168,-0.308407,3.6646,0.494372,-23.6945,-17.2033,-17.8766,36.646,14.8441,-6.58802,41.0837,-87.3861,34.7797,-70.8949,84.4136,-24.2464
-826.146,1,0.27747,3,7,0,828.767,87.5299,-0.150736,0.206402,0.142662,0.0318846,0.123106,-0.306727,-6.29013,23.7428,-17.7022,-11.5458,-32.4242,37.6448,-10.0179,-2.66602,17.8366,17.6965,-55.957,44.4013,-41.1057,-18.8841
-827.379,0.989592,0.27747,3,7,0,827.814,87.4662,-0.138252,0.188143,0.150261,0.0160983,0.119834,-0.316604,-1.00723,10.3675,-12.1597,-19.6163,11.9909,-0.664293,-10.0655,-4.24505,32.1532,-91.1238,12.1063,-37.4502,14.5622,-27.2886
-829.572,0.929351,0.27747,4,15,0,831.092,87.8283,-0.0862203,0.238161,0.174364,-0.00611787,0.0710744,-0.218625,1.48069,14.6748,37.6002,22.0459,-3.874,33.753,7.83318,3.6441,85.1707,38.9979,-61.5262,69.9437,-50.6192,27.1504
-826.842,1,0.27747,3,7,0,830.521,87.6019,-0.127046,0.245966,0.17406,-0.0387754,0.0974254,-0.279821,-3.96128,-48.791,45.857,-8.16092,33.7819,8.61663,-29.7046,-0.922368,-46.5114,-24.7272,4.96243,-88.2745,-18.0644,-4.11084
-831.746,0.938024,0.27747,3,15,0,833.839,87.63,-0.114224,0.175878,0.168247,0.0505704,0.0799748,-0.326547,0.925264,-57.6568,-17.2687,2.08617,27.9923,7.00757,3.25501,-0.325229,110.45,-45.7559,-30.6949,104.545,-59.7123,-42
-828.618,0.992427,0.27747,3,15,0,834.98,87.9859,-0.159201,0.23117,0.152291,-0.02033,0.138228,-0.241218,-1.98536,50.7151,-70.6844,8.2489,39.605,-46.0351,-37.5954,7.06294,-60.2268,-38.4744,21.546,-101.588,24.6344,15.5148
-832.858,0.978288,0.27747,4,15,0,835.818,87.2683,-0.225801,0.157579,0.104932,0.123652,0.197955,-0.27045,3.98875,-43.5213,-44.2546,-8.32433,-6.81749,-15.8079,-30.682,-8.19669,14.7316,30.5813,-36.0158,119.319,8.40282,-10.4922
-829.47,0.89185,0.27747,4,15,0,840.997,87.9398,-0.137417,0.25599,0.125304,-0.0035027,0.142807,-0.250558,-5.31265,-30.9212,-85.1207,-111.422,-39.2911,61.9074,-14.816,6.22751,35.3828,107.359,-107.079,50.3841,-17.9631,8.20365
-828.255,0.998126,0.27747,4,15,0,830.628,87.5838,-0.145835,0.20427,0.171373,0.063592,0.105583,-0.255997,6.60186,5.22462,-4.2234,-20.8942,-37.7515,12.8587,22.2138,-1.26507,51.1711,44.4053,-23.4867,124.27,-45.9988,7.35482
-827.834,0.968664,0.27747,3,7,0,831.787,87.6486,-0.139035,0.197015,0.18331,0.0275692,0.0722233,-0.252348,-1.29523,-19.3279,-84.5652,44.99,-0.596583,-6.9503,4.82899,0.11157,-24.1975,-34.7286,-5.17058,15.9979,-86.7763,10.3772
-826.185,0.986728,0.27747,3,15,0,828.77,87.6758,-0.147549,0.203407,0.183332,0.0374811,0.106671,-0.276778,0.24759,-1.72294,16.0185,-3.53213,-13.2674,67.4645,-14.3526,0.718554,11.3979,-30.7605,44.8744,27.3734,-4.46316,-0.978857
