# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=15421
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,z_beta.4,z_beta.5,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_z_beta.4,p_z_beta.5,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_z_beta.4,g_z_beta.5,g_aux_unscaled
-827.266,0.971365,0.269779,4,15,0,830.499,87.486,-0.12735,0.214436,0.187284,0.013203,0.0829529,-0.222222,-0.36604,-16.9991,-10.5749,-79.0136,5.64679,36.6517,-7.33748,-3.12368,6.53723,-24.0585,14.3633,10.6033,-35.5399,29.6059
-827.911,0.943517,0.269779,4,15,0,831.032,87.8638,-0.190761,0.208134,0.139146,0.0186959,0.148686,-0.229535,-1.06324,28.8187,-12.7556,42.9738,0.736151,-25.8905,46.1607,4.44037,-86.759,-23.0773,-0.711186,-62.5065,-12.8601,23.9441
-827.74,0.996341,0.269779,4,15,0,829.426,87.8121,-0.150142,0.19237,0.146298,0.0542549,0.141094,-0.223666,-3.68534,20.6245,-29.781,33.9853,-10.8094,8.98841,-17.7133,3.35904,69.5776,-6.59691,-3.65353,63.9797,25.1934,27.7918
-831.169,0.751117,0.269779,4,15,0,838.885,87.3046,-0.185424,0.211619,0.104072,0.0588556,0.209264,-0.277126,-3.49143,-35.9992,102.59,-48.4532,48.8654,-18.2175,7.08598,-7.50291,68.5061,63.2882,-37.2712,73.524,88.8484,-11.1274
-829.907,0.953351,0.269779,4,15,0,834.99,87.4803,-0.194098,0.151574,0.113846,0.060115,0.149727,-0.204712,6.94944,62.4808,3.81962,44.7738,47.3991,-5.732,12.6288,-3.12406,-38.522,-72.7854,-27.3161,-25.8143,-31.5076,34.8325
-829.506,0.973528,0.269779,4,15,0,832.872,87.2724,-0.197492,0.180081,0.0970223,0.0502671,0.179311,-0.230371,0.399051,-26.9787,-56.5306,-6.26702,-12.6417,-43.5932,29.3777,-7.48373,-24.4534,-13.3926,-56.1876,-9.21378,-2.39479,20.2456
-828.982,0.998079,0.269779,4,15,0,830.789,87.3737,-0.19522,0.167811,0.10315,0.0758837,0.190005,-0.267127,-5.73879,11.5668,7.37569,-32.5167,-4.45294,3.83436,25.6694,-5.85498,32.7201,-22.4558,-25.6394,37.2816,43.151,-0.769434
-833.748,0.967772,0.269779,4,15,0,835.471,87.6509,-0.243251,0.160905,0.0808173,0.114773,0.238627,-0.191075,6.12115,34.3825,-2.88337,21.2029,2.96223,-1.87835,-9.0466,0.141704,3.66865,17.6464,-23.1983,60.4956,57.4647,35.4026
-829.538,0.999647,0.269779,4,15,0,834.499,87.4573,-0.2297,0.160623,0.102772,0.0809363,0.195831,-0.269097,-0.0678982,-68.3116,-14.3525,-32.1983,19.0873,40.2916,41.3865,-4.05512,-61.9832,-40.6251,-8.76834,-13.6519,15.8898,-3.04875
-826.964,0.962697,0.269779,4,15,0,832.06,87.8369,-0.194165,0.199973,0.143827,0.0364577,0.147161,-0.256511,-1.83697,-54.4571,2.21641,-1.09922,61.7303,59.4971,1.12093,4.11401,-79.5227,-20.5865,6.05355,-35.0449,-16.8866,9.64183
-827.951,0.964516,0.269779,4,31,0,832.728,87.5019,-0.111225,0.250515,0.176246,-0.000520764,0.104629,-0.335356,-4.5352,55.1166,45.5818,14.5498,-22.6577,-50.5981,-22.5192,-3.51981,80.1736,65.0697,-22.3557,69.7853,3.82893,-39.6614
-827.038,0.989728,0.269779,3,7,0,828.789,87.529,-0.129221,0.229388,0.178689,-0.0284171,0.0931395,-0.288199,2.27644,-12.4898,5.1834,-16.646,13.5696,-16.8472,39.9323,-2.5901,-45.4978,-61.7027,28.1021,-95.4283,-15.5812,-9.53806
-826.567,0.986276,0.269779,3,7,0,828.959,87.5126,-0.138133,0.246537,0.156377,0.00466415,0.121701,-0.315094,3.06957,-59.8157,-25.6963,0.497678,-12.8004,2.62991,10.0879,-3.12412,17.4564,75.9588,-52.0936,44.2224,-21.9475,-24.7315
-829.09,0.97455,0.269779,3,7,0,830.741,87.4407,-0.116503,0.186948,0.187185,0.0119106,0.0705009,-0.263232,-3.40486,6.72616,-26.3185,-11.7458,-23.8226,8.97072,-29.8002,-4.36462,21.9863,-103.094,35.1188,-24.2567,-34.5271,1.32244
-828.984,0.996364,0.269779,4,15,0,832.008,87.7991,-0.156899,0.265792,0.162205,-0.0218647,0.154163,-0.314227,6.50572,4.43662,-6.04704,-38.1955,12.6821,7.78777,41.5124,3.71518,-39.0426,38.3501,36.0093,-64.7622,72.6169,-29.0173
-827.808,0.833582,0.269779,2,7,0,837.745,87.6606,-0.123163,0.230965,0.179018,0.00542195,0.139925,-0.267721,-5.57905,47.9752,-69.1495,18.8901,55.8921,-60.4477,58.5095,0.374734,90.7666,-33.6143,85.8119,-1.91323,120.56,1.22307
-829.969,0.972157,0.269779,3,15,0,834.637,87.414,-0.15478,0.286993,0.176672,-0.0201173,0.148045,-0.246352,4.85354,47.1926,-64.5746,31.2579,23.6825,30.1493,-14.4574,-4.77662,-33.5984,85.5554,29.7776,-17.5368,54.013,9.77002
-829.431,0.901089,0.269779,3,7,0,834.873,87.2754,-0.132826,0.2665,0.141209,-0.0361344,0.133254,-0.245616,3.2008,63.1887,-40.3578,-36.5773,54.471,-34.6477,-4.31593,-7.65269,-8.55845,60.3223,-60.4185,-32.7595,-0.196078,11.2567
-827.5,0.990736,0.269779,3,7,0,830.315,87.3209,-0.128501,0.244775,0.156979,-0.0256214,0.130304,-0.254014,3.65957,6.00264,-49.5964,41.9054,32.2241,-14.5018,-13.1363,-6.81914,15.241,-7.09786,5.16857,-50.9748,42.4256,10.0671
-828.23,0.985709,0.269779,4,31,0,829.608,87.3296,-0.142285,0.256069,0.159471,0.00685305,0.144038,-0.23155,-2.97597,33.1788,4.41997,-5.22942,-32.3984,1.06134,-10.5943,-6.3435,34.9856,71.1639,-9.12014,40.1362,37.8464,22.1067
-829.831,0.914333,0.269779,4,15,0,832.063,87.9449,-0.152635,0.211182,0.186803,-0.0141299,0.0939621,-0.247329,4.63061,15.3735,-23.2059,-15.1041,11.6157,-37.8732,-26.5839,6.29308,-93.0067,-98.1917,66.4303,-119.886,-19.3054,9.41096
-826.749,1,0.269779,3,7,0,830.69,87.854,-0.150206,0.237396,0.180862,0.0317336,0.116238,-0.26645,4.47374,-17.5212,-37.1285,23.4052,-57.412,-35.2274,18.536,4.5673,8.13867,60.8545,7.03594,69.5656,-13.2171,4.10997
-830.841,0.759096,0.269779,4,15,0,838.895,87.642,-0.204477,0.176146,0.190922,0.0885932,0.136922,-0.261893,-4.47077,-79.2843,-51.5562,-75.9268,-31.6748,-38.2636,7.65577,-0.0283692,-53.8079,-56.0573,119.897,26.5004,20.9158,-1.32809
-830.24,0.969938,0.269779,4,15,0,835.023,87.626,-0.136848,0.23976,0.0990842,-0.0134709,0.142521,-0.281474,-5.17387,-3.72259,18.1176,59.4929,23.211,-51.1421,38.8759,-0.386557,24.4693,83.5468,-163.599,15.4283,-50.252,-11.9094
-827.778,0.907534,0.269779,3,15,0,835.672,87.973,-0.145147,0.218568,0.182739,-2.94436e-05,0.123065,-0.26981,-1.52705,-50.1972,-9.50293,-92.0448,-80.9091,-4.96843,-10.4054,7.19705,-11.3322,-73.4333,89.3152,-69.0142,59.09,0.0271473
-829.05,0.936337,0.269779,4,15,0,830.858,87.6341,-0.155236,0.262877,0.159203,0.0199455,0.117458,-0.240396,-6.77828,-0.0917484,-26.2309,-21.1171,-20.268,-5.20287,1.39282,-0.189431,-21.7763,143.851,-83.7075,92.2688,-74.2842,15.155
-827.578,0.980828,0.269779,3,15,0,830.462,87.6567,-0.139228,0.226821,0.159894,-0.0293266,0.132013,-0.272688,0.350261,37.0019,-51.7139,14.2921,-25.3182,23.9692,-23.1849,0.29317,-21.6465,-79.2765,50.9625,-121.012,60.7158,-1.30441
-829.699,0.925519,0.269779,4,15,0,831.039,87.5701,-0.183918,0.174826,0.161763,0.0321065,0.15338,-0.247941,-2.60137,4.3494,46.0143,-4.19429,-4.50625,7.34319,16.866,-1.53108,-44.1594,-139.415,115.877,-103.764,78.4303,9.3109
-827.717,0.992973,0.269779,3,7,0,830.591,87.7171,-0.161762,0.218638,0.14902,0.0577845,0.129127,-0.262945,-3.45322,-26.1461,-57.4102,20.2004,-11.7288,30.0147,16.062,1.58909,26.5926,90.6496,-64.3407,121.311,-50.0918,4.26905
-828.397,0.993208,0.269779,3,7,0,831.326,87.5835,-0.198081,0.179296,0.150688,0.057308,0.120996,-0.288163,-1.14052,13.5214,44.6366,-69.4946,3.24951,-16.3983,1.6178,-1.35415,-105.638,-30.7632,-13.317,-7.10312,-88.5565,-12.2344
-834.613,0.77125,0.269779,3,7,0,839.157,87.4023,-0.114445,0.141572,0.116181,0.0288691,0.117648,-0.280005,0.978544,-62.7099,-59.6721,44.8235,-16.7852,3.29765,-16.4246,-5.36906,123.27,-152.654,-41.821,-17.8552,10.5301,-19.8193
-828.609,0.996527,0.269779,3,7,0,837.173,87.6923,-0.175168,0.255093,0.174593,0.0351097,0.141449,-0.309972,5.11037,8.54958,83.2418,81.4849,13.2011,69.5545,8.2671,1.15915,-33.4346,118.471,6.81753,77.0929,-1.16651,-25.7135
-828.839,0.99871,0.269779,4,15,0,831.569,87.6739,-0.161211,0.255561,0.190441,-0.00838638,0.128575,-0.33678,-0.851288,47.7498,-20.8753,0.3406,-45.4562,-27.8072,-5.94751,0.762031,-76.4911,11.7554,84.9956,-63.0888,42.5181,-42.2651
-829.125,0.912661,0.269779,4,15,0,833.703,87.6828,-0.0781641,0.23227,0.176538,-0.0399286,0.081387,-0.219484,2.49733,56.5436,-9.15706,-10.1804,-27.7644,53.7348,-37.5959,0.779035,78.2164,-52.6047,3.10747,-36.3025,18.6264,27.5274
-827.916,0.989793,0.269779,4,31,0,832.148,87.5957,-0.159699,0.184358,0.103867,0.035318,0.14986,-0.306205,-0.0553536,-6.75433,-49.9315,-60.4456,-34.1988,16.2442,37.2147,-1.11817,33.4525,-13.1529,-97.0915,18.1565,-25.5406,-22.1189
-826.7,0.955922,0.269779,4,15,0,830.632,87.6586,-0.1303,0.230071,0.165345,0.00182626,0.133524,-0.223356,1.28122,-40.4342,12.1857,18.5332,70.5881,6.20647,-22.4738,0.303151,49.1336,-14.1131,31.3859,-6.86327,59.9704,30.068
-830.252,0.906472,0.269779,3,7,0,832.8,87.5147,-0.178974,0.260738,0.182111,0.0206693,0.11992,-0.331063,-0.675255,27.3527,3.66895,-20.5811,38.2893,-13.1711,-39.6677,-3.1748,-106.947,121.981,-8.66569,41.8327,-64.1947,-41.6567
-830.685,0.981157,0.269779,4,15,0,834.095,87.3254,-0.105869,0.179498,0.143405,0.0118985,0.111258,-0.239257,5.90159,-9.95562,17.9955,-44.0638,13.1099,-27.3457,39.8372,-6.52834,107.98,-93.6096,-9.60422,-5.85584,27.9956,12.5144
-829.003,0.984553,0.269779,3,15,0,834.718,87.7689,-0.133717,0.194397,0.131242,-0.0134015,0.0989745,-0.258238,-11.2899,41.4858,-59.2986,0.630942,3.55852,1.02895,18.5601,2.6781,-27.7402,-69.4613,-70.6986,-75.1068,-71.426,4.48872
-826.798,0.929479,0.269779,3,7,0,832.922,87.7648,-0.146956,0.233263,0.167567,0.0065171,0.14066,-0.220794,-2.61646,-97.7005,17.781,43.6092,-29.3214,-13.5579,-3.39072,2.40352,15.8313,-5.92461,41.8535,-15.161,57.1877,31.4191
-828.592,0.876758,0.269779,4,15,0,833.326,87.5301,-0.203767,0.175613,0.125404,0.0507334,0.141811,-0.233396,-1.10708,31.3335,-55.7285,7.07245,-10.0768,40.6288,-52.0977,-2.29908,-92.6694,-32.8666,-36.3795,-29.0607,-65.1443,20.2524
-827.827,0.992175,0.269779,3,15,0,830.313,87.7966,-0.167648,0.218162,0.163286,0.0584093,0.160151,-0.267933,-2.98445,-38.2179,-49.1329,-3.90227,0.442383,13.8582,24.0104,3.33388,53.2595,37.1887,43.3746,80.9337,69.0006,1.06835
-827.528,0.97706,0.269779,4,23,0,829.796,87.6704,-0.133052,0.217568,0.162052,-0.0291029,0.107115,-0.252618,3.57353,-60.6414,-16.1266,-2.40254,3.55881,10.1372,5.71796,0.571132,-35.842,-83.3358,20.9908,-111.822,2.90081,10.8324
-829.121,0.865551,0.269779,4,23,0,832.937,87.6755,-0.187492,0.189947,0.169289,0.0308097,0.155352,-0.248359,-2.39583,-31.9936,-54.2776,-11.2665,-46.8594,9.22044,-30.9686,0.672952,-54.2472,-109.068,120.961,-91.8921,80.373,10.2255
-831.046,0.961309,0.269779,3,15,0,834.045,88.1508,-0.151722,0.22153,0.126695,0.0430665,0.139824,-0.229688,1.68609,-15.8468,-28.9645,0.729956,-69.3443,-6.47059,-2.09194,10.2232,49.2652,88.8664,-96.7539,103.203,-37.6878,17.571
-827.431,0.97617,0.269779,3,15,0,837.126,87.5803,-0.10295,0.211598,0.17196,-0.00517118,0.0741434,-0.286972,10.7232,-2.61056,-106.535,-46.9543,-44.3972,9.4098,13.948,-1.42391,48.1004,-40.7207,-29.0336,3.26237,-50.4846,-9.6082
-828.005,0.974799,0.269779,3,15,0,830.055,87.5685,-0.120149,0.198725,0.1726,0.00269032,0.0728613,-0.234181,0.667174,-18.9705,17.6593,19.8364,16.8642,43.7002,26.7687,-1.52171,0.695245,-59.9637,-14.8224,-20.6934,-63.5402,20.934
-827.688,0.997133,0.269779,4,15,0,829.463,87.3749,-0.114064,0.206754,0.186213,0.0113734,0.0897686,-0.254681,-3.02782,-8.58595,39.9854,10.5598,14.3335,25.9134,-22.0698,-5.68542,55.2508,-58.2199,39.1305,5.80479,8.3376,9.27114
-833.784,0.877196,0.269779,3,7,0,836.166,87.6049,-0.149627,0.273224,0.191788,-0.0346257,0.141916,-0.372558,6.32442,25.4198,-16.9163,-11.8833,-19.1597,39.0254,-4.75164,-1.02994,-59.2466,-2.43034,127.706,-118.903,120.617,-73.6143
-828.734,1,0.269779,3,7,0,834.914,87.7398,-0.102523,0.234565,0.152031,-0.0128399,0.0840304,-0.319172,-1.00987,-1.56757,81.352,-3.14184,6.58894,31.9717,-60.9115,2.32399,56.3277,44.8726,-111.433,43.7091,-83.0462,-31.5351
-829.364,0.996521,0.269779,4,15,0,831.363,87.5266,-0.14272,0.283471,0.18386,-0.00695172,0.109857,-0.214478,-0.327477,-13.4945,-41.6415,38.9224,29.6403,4.87896,13.5859,-2.2815,-29.0284,118.417,-27.6224,45.8199,-34.7813,30.1029
-828.451,0.999986,0.269779,4,15,0,830.754,87.6754,-0.122979,0.236502,0.190118,-0.0256626,0.105569,-0.197206,-2.53313,-38.0579,46.3871,14.8331,-13.1285,5.86449,21.2952,0.606274,-1.81306,-53.5761,64.6692,-68.6138,41.5115,42.2716
-827.693,0.964684,0.269779,4,15,0,831.137,87.7099,-0.152078,0.200149,0.178449,0.00925203,0.12151,-0.310383,-4.2903,-2.33217,-2.11706,-32.5702,-12.5007,50.0942,-41.9172,1.5753,-24.3656,-114.138,100.325,-88.0479,52.2554,-24.1641
-828.528,0.987055,0.269779,4,15,0,830.813,87.6642,-0.192742,0.204193,0.118118,0.0241444,0.177162,-0.20256,1.93741,15.6529,48.5901,-15.1827,29.813,-32.519,-6.37249,0.398594,-45.2533,-19.0172,-8.45042,-50.7423,28.335,38.9097
-830.252,0.946082,0.269779,4,15,0,832.068,87.6592,-0.209069,0.170526,0.131302,0.052793,0.147937,-0.345748,-1.3632,30.0646,22.0314,39.8184,23.7006,-21.0494,-7.27511,0.4044,-122.097,-73.5531,-2.04393,-61.0941,-49.191,-50.502
-831.165,0.984387,0.269779,4,15,0,833.938,87.7395,-0.188041,0.158598,0.148375,0.104558,0.167218,-0.314832,-1.27707,-21.513,-12.8605,-2.27114,-47.4749,-5.7882,-41.1919,2.29584,70.4389,-47.4731,64.2593,98.2602,69.1908,-33.7684
-827.431,0.988166,0.269779,5,31,0,832.821,87.6788,-0.134179,0.241394,0.141803,-0.025735,0.131079,-0.217722,-3.67387,19.6417,9.14279,-70.2709,50.826,58.369,9.69011,0.697174,-1.38522,4.64816,-32.6291,-47.8326,9.80058,31.9884
-826.279,0.916335,0.269779,3,15,0,831.245,87.6295,-0.139222,0.2004,0.134453,0.00722383,0.135306,-0.287893,-0.958695,-16.9208,-0.0388787,-15.0423,76.0469,-24.367,-44.852,-0.312302,36.9321,-53.9253,-19.6351,-34.2115,23.5402,-7.85163
-825.748,0.979506,0.269779,4,15,0,827.53,87.6565,-0.154778,0.213461,0.174284,0.0179992,0.12845,-0.264476,0.793816,22.8541,0.193758,-50.4991,-25.8115,-18.8937,8.16931,0.284897,-8.55664,-44.683,62.3636,-29.9235,38.616,7.287
-825.428,0.997646,0.269779,3,15,0,827.037,87.6963,-0.151402,0.217705,0.165543,0.0112601,0.130459,-0.263872,2.8622,13.6677,22.776,-48.1812,-20.6438,3.56563,0.359817,1.14256,-4.55202,-32.8496,38.6435,-30.4737,32.2223,8.28821
-826.9,0.973289,0.269779,3,7,0,829.443,87.5085,-0.158278,0.194183,0.152116,0.035222,0.111824,-0.322835,-3.9565,-0.000949509,-20.5369,-19.633,32.2776,-11.089,-40.6418,-3.27139,-21.1251,-21.9058,-31.5029,15.5725,-61.9931,-30.0626
-830.541,0.822359,0.269779,4,15,0,832.539,87.2251,-0.143412,0.201044,0.166829,0.0130953,0.142962,-0.326381,-3.66853,7.19658,57.7203,-14.5321,0.201545,4.30223,12.9978,-10.222,46.5685,-109.413,104.592,-63.3798,114.732,-39.4618
-829.194,1,0.269779,4,15,0,831.886,88.101,-0.156046,0.222147,0.162099,-0.00791587,0.143734,-0.265514,-3.56757,-30.4686,27.5221,-29.072,0.127386,-17.4706,-38.9437,9.90538,-27.7167,-65.2516,66.7191,-94.1863,68.7332,-0.222019
-829.565,0.971026,0.269779,4,15,0,832.569,87.9057,-0.150401,0.232567,0.184577,0.0492541,0.0917075,-0.268563,-7.9569,13.4815,-32.7803,46.0486,5.61903,-14.0555,-1.259,5.71366,-2.47581,99.9615,-40.6563,127.786,-90.8247,-2.79364
-827.999,0.999217,0.269779,3,15,0,831.846,87.4086,-0.139334,0.226913,0.195171,-0.00522708,0.118417,-0.246235,8.54117,-10.15,6.63276,16.0537,57.845,-19.1573,-7.11381,-4.88865,-6.49785,-69.0795,106.517,-66.8239,69.2595,13.7434
-825.773,0.911091,0.269779,3,11,0,835.549,87.5377,-0.132804,0.240717,0.185392,0.00391087,0.115689,-0.275287,10.108,22.073,58.4669,-53.9841,32.4397,-15.317,-71.197,-2.33086,23.5823,8.89518,43.852,8.35046,33.9042,0.754267
-828.459,0.861916,0.269779,3,11,0,830.439,87.6583,-0.124904,0.217498,0.207843,-0.00164691,0.104638,-0.271976,-4.66694,-7.94826,27.809,-21.9261,-3.24993,43.3196,-4.55622,0.32756,24.9535,-102.142,136.396,-61.2467,82.3947,-2.63673
-827.521,1,0.269779,2,3,0,828.634,87.6345,-0.129702,0.219657,0.20546,-0.00137216,0.0993396,-0.271411,-1.77386,-18.8629,20.8384,-27.0991,8.69424,-27.7662,1.43877,-0.19256,2.26443,-85.3023,114.049,-56.9726,51.1378,-0.420808
-826.097,0.970515,0.269779,4,15,0,829.346,87.6871,-0.126272,0.228962,0.198431,0.00352496,0.0918417,-0.284202,-3.85583,-11.9434,-43.8863,42.3351,-18.7344,30.2299,30.5947,0.984098,9.81039,-27.1751,57.6994,-5.53009,5.1719,-5.25241
-830.436,0.882469,0.269779,3,15,0,833.609,87.1203,-0.145933,0.230402,0.177209,0.0273998,0.111949,-0.340931,-5.70872,-37.3599,-31.4711,-24.9324,-26.4074,33.9416,-14.3032,-13.1613,11.0142,46.3711,2.59543,62.8695,-21.3148,-47.9736
-834.59,0.854781,0.269779,4,15,0,837.605,88.2029,-0.165714,0.181871,0.138141,0.0703232,0.186581,-0.184673,3.11447,4.3108,20.3944,-53.4632,-38.7279,19.801,27.4761,10.3031,96.6579,-34.8731,52.8068,48.2388,113.855,37.5215
-833.694,0.999187,0.269779,4,15,0,836.619,87.0891,-0.161586,0.20426,0.135958,0.0614972,0.182006,-0.322952,4.20481,18.0997,47.5776,27.8105,1.82354,-32.7091,-27.3885,-13.4539,120.859,22.9489,21.5277,94.897,116.465,-43.6957
-829.553,0.966417,0.269779,3,7,0,837.927,87.4887,-0.185347,0.171733,0.109215,0.0351199,0.129288,-0.256514,11.4801,-22.6329,-53.3858,28.4519,-57.2921,-11.4368,46.8549,-3.28792,-78.806,-39.7408,-91.9121,-37.3387,-100.005,4.43491
-831.152,0.95789,0.269779,4,31,0,832.706,87.9443,-0.0818126,0.236592,0.196949,-0.0326645,0.10496,-0.258719,0.418907,-45.1667,22.864,10.3047,6.35123,11.014,-17.4331,6.42574,116.403,-84.3279,100.128,-48.0446,120.59,-0.0671763
-829.665,0.999079,0.269779,4,15,0,832.501,87.707,-0.125029,0.241118,0.178825,-0.000672285,0.0587388,-0.21649,-6.19849,-55.2052,-4.94147,-8.34551,16.1072,-17.7282,12.6572,1.2497,-35.9297,62.0913,-80.1055,43.766,-133.668,28.2558
-830.33,0.93165,0.269779,3,7,0,833.412,87.8266,-0.109514,0.204376,0.194679,0.0120664,0.114145,-0.224409,-0.385721,-65.7519,10.1809,-38.0375,-6.73163,-9.10703,-21.6173,3.65312,98.1439,-95.4256,109.604,-13.0606,102.663,22.1655
-830.36,0.998126,0.269779,4,15,0,832.106,87.4564,-0.172799,0.253296,0.171878,0.0151271,0.0994772,-0.215027,-4.695,-27.686,6.30159,-14.7091,-23.176,21.4247,-18.3328,-3.65783,-100.472,98.5839,-57.6605,32.6992,-110.338,27.7679
-832.068,0.986449,0.269779,3,15,0,834.731,87.7358,-0.117218,0.205005,0.203054,0.010271,0.102595,-0.159077,-4.29321,-61.9815,19.9152,2.13831,-11.938,-8.93902,10.8911,1.61736,50.9791,-86.385,99.6102,-24.7696,65.587,57.9233
-829.986,0.992927,0.269779,4,15,0,835.566,87.5907,-0.130613,0.222098,0.211064,-0.0110038,0.082739,-0.18736,-5.41814,-22.9968,60.2743,-7.06459,-22.0965,-47.4465,-47.7594,-0.973637,-32.4715,-75.3387,88.0972,-67.0522,9.76561,45.1128
-826.706,0.998713,0.269779,3,7,0,831.187,87.6828,-0.134173,0.252191,0.19339,-0.0040864,0.105455,-0.224372,2.22944,3.59823,52.3006,-56.0348,22.8347,22.2401,-44.5237,0.786742,-6.58932,24.6186,34.7047,2.16366,7.73921,29.4617
-826.95,0.995838,0.269779,4,15,0,827.702,87.6365,-0.134636,0.2562,0.188867,-0.00398437,0.10697,-0.216841,3.49134,1.01679,-11.7796,24.6651,1.29639,-6.04397,-13.9119,-0.13369,-5.74366,41.1427,18.0339,12.3891,-0.563903,33.4956
-827.167,0.965114,0.269779,4,15,0,830.852,87.3506,-0.159658,0.217326,0.155419,0.0421733,0.135287,-0.313979,-2.84505,-22.1575,52.1717,60.5899,-13.2588,-7.65583,27.7788,-6.97959,22.0383,43.1762,-15.6337,68.6518,-4.06119,-25.2633
-827.278,0.882016,0.269779,4,15,0,831.565,87.4497,-0.147268,0.202044,0.176612,0.0260058,0.0968775,-0.221818,-5.3899,3.25602,-36.6171,30.0003,0.383904,57.8302,-37.8314,-3.84038,-16.6844,-33.8414,15.1614,0.845582,-36.5886,29.8246
-827.072,0.962161,0.269779,4,15,0,830.362,87.9279,-0.122002,0.217329,0.169814,0.00663559,0.087216,-0.292273,-3.37344,37.9688,-45.7781,12.8141,36.0311,-1.32245,30.499,6.49635,22.0214,-7.16393,-30.9449,19.9889,-54.2902,-12.0635
