# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1020767514
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,aux_unscaled,p_gamma.1,p_z_beta.1,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_aux_unscaled
10.4905,0.991803,0.472462,3,7,0,-9.76741,0.518172,-0.169168,-0.118733,-27.9151,-17.3946,-0.555253,-7.02644,-25.4965,-10.1814
7.14167,0.844635,0.472462,3,7,0,-6.86594,0.489606,-0.0193036,0.165764,-12.8671,-11.7795,-1.67169,-34.2039,25.9842,18.1131
4.87116,0.964873,0.472462,2,3,0,-4.62056,0.469344,0.0217774,0.170418,5.65934,1.55184,6.87053,-55.1259,36.7402,14.1539
6.38009,0.975729,0.472462,2,7,0,-3.89837,0.480064,-0.0478644,0.215011,36.8271,-35.645,-5.33858,-40.1589,16.5495,22.6831
6.06843,0.95541,0.472462,3,7,0,-1.68592,0.585855,-0.170109,-0.148415,-107.855,-0.13556,-6.18833,126.538,-27.5215,-22.6491
6.39737,1,0.472462,3,7,0,-5.46879,0.447511,-0.0494424,0.0644243,19.4944,7.10261,-11.9965,-96.3635,21.8608,4.14192
6.23676,0.993282,0.472462,3,7,0,-4.02856,0.600521,-0.142686,-0.0559562,20.9817,34.7252,7.663,129.359,-11.3752,-10.9675
9.68198,1,0.472462,3,7,0,-5.809,0.503896,-0.0837455,0.109977,-102.322,6.66555,-2.67935,-21.3312,9.59474,16.3111
10.2179,1,0.472462,2,3,0,-9.60924,0.508737,-0.0809601,0.0782855,18.1449,-0.604255,-9.9041,-16.6261,11.124,13.4744
9.30883,0.980117,0.472462,3,7,0,-8.54989,0.530795,-0.0206306,0.048136,30.3171,8.74182,-7.96324,11.8467,32.4279,7.93549
10.5327,0.998667,0.472462,3,7,0,-8.86956,0.530482,-0.180417,-0.018333,-16.0071,-24.7814,-11.6413,13.0478,-25.2762,2.23668
10.402,0.884932,0.472462,3,7,0,-6.26814,0.511601,-0.0548581,-0.0975122,-44.3787,-25.2822,-22.3518,-18.4869,27.7672,-7.77995
10.6704,1,0.472462,3,7,0,-10.2199,0.533735,-0.173009,-0.023726,-1.5953,-11.3507,7.24473,18.2112,-22.6277,1.84673
11.1564,0.81429,0.472462,2,5,0,-5.17852,0.515002,-0.0899359,2.95905e-05,-52.6107,58.0729,3.68729,-10.2109,9.64771,5.71746
11.1716,1,0.472462,3,7,0,-10.9101,0.527946,-0.0794342,-0.0412387,16.9301,-2.92401,-5.40489,9.60362,14.7727,0.67274
11.0753,0.990934,0.472462,3,7,0,-10.7269,0.512974,-0.0976143,0.0177828,18.3864,10.9232,-3.25494,-12.7369,6.52154,7.74112
11.3976,0.941868,0.472462,2,7,0,-9.00143,0.52564,-0.133369,-0.0517619,35.7731,-24.2282,-14.7116,6.04337,-7.39688,-0.156791
11.0429,0.914089,0.472462,2,7,0,-9.01446,0.500125,-0.109771,-0.0701817,66.2131,-16.5443,3.16633,-36.9405,2.53674,-3.13263
11.2984,0.992717,0.472462,2,3,0,-10.8434,0.51259,-0.10374,-0.084693,33.5614,-2.55344,2.81847,-16.2965,5.2998,-4.40605
11.2505,0.954633,0.472462,3,7,0,-9.83481,0.5349,-0.135852,-0.0419988,30.6735,-13.3322,-12.8017,20.7519,-8.27145,0.749792
11.0323,0.963639,0.472462,2,5,0,-10.2104,0.501581,-0.0935104,-0.0353781,-39.7484,13.17,0.0158137,-32.1631,8.92,1.11811
10.0365,0.958934,0.472462,3,7,0,-9.39675,0.526907,-0.0390881,-0.0906712,-38.6591,-5.79945,3.23616,8.7671,34.4945,-7.67311
10.3323,1,0.472462,3,7,0,-9.57134,0.531861,-0.180098,0.0228472,-30.0034,-17.2967,-0.407399,13.9592,-23.1775,6.90132
8.76139,0.926091,0.472462,3,7,0,-7.98324,0.487075,-0.0216253,-0.0144788,-25.9311,2.36801,10.2833,-52.831,36.3718,-0.85981
10.7903,1,0.472462,3,7,0,-7.85172,0.527475,-0.0668578,-0.0946104,63.6275,-29.9424,-5.90249,9.84564,22.157,-6.64606
10.5858,0.953229,0.472462,3,7,0,-9.11941,0.515981,-0.163747,0.0373148,-4.48675,30.7764,3.98829,-8.1405,-16.8146,9.18324
9.63138,0.944588,0.472462,2,3,0,-9.12722,0.5138,-0.13228,0.127777,4.79663,14.0954,-6.43212,-9.28583,-4.88826,18.4155
9.05335,0.99539,0.472462,3,7,0,-8.80776,0.511882,-0.153468,0.148334,-3.03187,-12.883,-0.318552,-11.014,-10.6236,19.8033
8.31073,0.97145,0.472462,3,7,0,-6.23857,0.537885,-0.0105567,0.102469,18.3856,20.7683,-16.2767,19.1391,32.1744,12.6354
9.3657,0.973325,0.472462,3,7,0,-5.00055,0.51075,-0.208175,-0.087708,-89.5678,29.5231,6.40795,-19.6216,-41.4443,-8.6088
9.88319,0.910296,0.472462,3,7,0,-5.99084,0.519732,-0.053696,-0.148569,-35.7612,-31.5187,-19.9416,-4.36857,31.346,-15.0803
9.73844,0.999594,0.472462,3,7,0,-8.42483,0.521429,-0.172951,0.0963584,22.7264,-20.3448,-10.2528,-0.618345,-17.8157,14.7661
11.2048,0.996563,0.472462,3,7,0,-9.62752,0.526688,-0.104654,0.0109492,1.75782,19.3446,-14.3739,6.84284,4.02299,7.16035
10.858,0.967878,0.472462,2,7,0,-9.95526,0.525518,-0.114521,-0.14768,5.32365,4.44268,13.1566,7.07834,0.582749,-13.0114
11.0233,0.925228,0.472462,3,7,0,-8.98245,0.525436,-0.074055,-0.08201,1.675,-25.0474,-15.0211,6.06594,18.4167,-4.63241
10.1732,0.955313,0.472462,2,3,0,-10.0553,0.518711,-0.0383342,-0.065628,-8.66102,-2.08564,4.11488,-5.41484,33.1305,-4.32516
10.5233,0.991298,0.472462,3,7,0,-9.32577,0.492532,-0.146447,-0.00563021,1.92836,-28.204,2.73899,-43.7824,-11.7296,3.77177
11.2655,1,0.472462,2,3,0,-10.5309,0.510634,-0.12749,-0.014062,38.7462,10.1583,-2.94845,-17.1158,-4.59599,4.21127
11.3127,0.898162,0.472462,3,7,0,-8.06951,0.528187,-0.091321,-0.0599006,65.6245,-27.5291,10.8505,10.3686,10.3008,-1.33577
10.9958,0.957609,0.472462,3,7,0,-9.90039,0.501984,-0.142047,-0.0303101,51.7299,-0.761415,5.11181,-31.2091,-10.558,1.67944
7.96158,0.802166,0.472462,3,7,0,-3.60403,0.471194,-0.158333,0.128579,-96.0634,-26.4407,-1.68245,-57.8123,-12.4613,15.1921
10.3299,0.999338,0.472462,3,7,0,-7.28055,0.546463,-0.12965,-0.140181,58.489,30.8862,-9.25186,47.7624,-6.95239,-13.1423
9.88897,0.959704,0.472462,3,7,0,-8.90771,0.490455,-0.109029,0.0782867,-30.3132,-15.5117,7.74928,-39.6514,2.09565,12.8252
11.0788,0.997474,0.472462,3,7,0,-9.60939,0.540926,-0.0933306,-0.042962,-33.6811,5.15999,14.3104,30.4578,9.13138,0.279036
11.1189,0.999121,0.472462,3,7,0,-10.8506,0.501568,-0.106644,-0.0400692,15.6767,10.9356,1.0516,-32.4862,3.65579,0.717523
9.83904,0.92238,0.472462,3,7,0,-9.0535,0.558303,-0.144067,0.0522593,-2.96528,3.91076,-12.3417,48.2396,-9.65705,9.52885
10.4125,0.998385,0.472462,3,7,0,-9.29086,0.550861,-0.15469,2.40801e-05,31.9166,4.2448,12.0812,42.5806,-14.6984,4.24794
10.0615,0.979425,0.472462,3,7,0,-9.25105,0.483143,-0.114147,0.0271835,24.141,-13.4341,8.22529,-54.1016,0.510057,6.87945
8.55566,0.86459,0.472462,3,7,0,-6.44478,0.463293,-0.110233,-0.0675482,34.9623,-2.29422,18.254,-98.7962,2.32408,-7.77216
