# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1207707844
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df0_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled,p_gamma.1,p_aux_unscaled,g_gamma.1,g_aux_unscaled
8.76425,0.953009,0.39643,3,7,0,-6.36395,0.553921,0.0630983,-16.7477,-22.3072,41.5203,6.8546
9.35324,0.981983,0.39643,3,7,0,-7.40281,0.539449,0.0448229,61.6379,12.7479,23.5756,5.77891
9.67207,0.997149,0.39643,3,7,0,-9.04479,0.520167,0.0212611,-40.4398,-4.92585,-2.49853,3.51492
9.00115,0.938551,0.39643,2,7,0,-7.05989,0.512382,0.0999332,-28.9241,19.004,-11.5268,11.8649
9.61724,1,0.39643,3,7,0,-8.95961,0.510352,-0.018695,12.4024,-11.4508,-17.7049,-1.50899
9.47175,0.995279,0.39643,3,7,0,-9.36388,0.532019,0.0479515,-18.3733,-0.597289,13.4887,6.4004
9.00212,0.985527,0.39643,3,7,0,-8.62349,0.539139,-0.0925199,-6.92745,-8.84533,30.4591,-11.8071
6.60715,0.945267,0.39643,3,7,0,-6.09107,0.572046,-0.117109,-8.00581,10.3312,93.1914,-19.6056
9.5063,1,0.39643,3,7,0,-6.49812,0.504806,-0.00957964,81.2793,-14.1449,-25.7085,-0.609465
9.62507,0.999002,0.39643,3,7,0,-9.40846,0.530292,0.0212548,-26.2316,0.153589,11.7883,3.4204
8.17525,0.933372,0.39643,2,7,0,-5.98591,0.487923,-0.0972308,68.4547,12.4048,-60.8004,-14.0357
8.47672,0.995458,0.39643,2,3,0,-7.88586,0.497425,-0.111114,-39.8362,-4.43923,-45.0472,-15.1385
9.16576,1,0.39643,2,3,0,-8.48795,0.507325,-0.0843207,32.6779,8.57731,-25.4561,-10.4738
8.36462,0.936313,0.39643,3,7,0,-5.88844,0.490466,0.108338,-77.9012,-11.045,-37.3323,11.6319
7.77486,0.980163,0.39643,3,7,0,-6.63432,0.488348,-0.12382,52.4154,-7.70914,-63.3138,-18.0987
7.84266,1,0.39643,4,15,0,-7.72787,0.562645,0.119442,-2.6119,-4.92379,47.2295,11.9603
7.62585,0.991354,0.39643,3,7,0,-6.83838,0.541849,0.178161,-45.2271,-5.56494,20.55,18.7725
5.49888,0.936613,0.39643,2,7,0,-3.59163,0.550935,0.264884,-31.4323,-18.536,25.18,25.2519
7.11604,1,0.39643,2,3,0,-5.52965,0.549087,0.195586,-14.3013,-18.0992,27.0643,19.9083
8.82924,0.984485,0.39643,3,7,0,-5.60997,0.546021,-0.0858642,27.9807,25.2953,42.0827,-11.3349
7.55529,0.947289,0.39643,2,3,0,-7.54079,0.55837,-0.12554,-1.22162,1.73773,68.9069,-18.7481
7.39582,0.97078,0.39643,3,7,0,-5.42025,0.532973,-0.186283,-63.8303,12.2186,23.5621,-26.5168
7.80863,1,0.39643,1,1,0,-7.41646,0.531662,-0.171014,-9.24712,8.86643,20.1396,-23.8207
7.93926,0.930385,0.39643,2,7,0,-4.51503,0.493251,0.14666,-37.7671,25.3059,-31.5262,15.5097
8.08759,0.989757,0.39643,3,7,0,-6.62309,0.506928,-0.152632,-45.662,13.1911,-29.967,-21.0095
8.00703,0.998459,0.39643,2,3,0,-7.88447,0.510161,-0.160408,-17.6955,-2.2745,-23.8791,-22.124
7.51761,0.988444,0.39643,2,3,0,-7.42808,0.504321,-0.173772,-16.1395,1.27622,-36.687,-24.7397
6.16158,0.941295,0.39643,2,3,0,-5.80724,0.508722,-0.225344,22.8109,6.40526,-30.5076,-33.7677
9.58819,1,0.39643,2,3,0,-6.29041,0.526229,-0.052342,-25.9009,-25.7747,7.01375,-5.7026
9.08406,0.946443,0.39643,2,5,0,-7.52257,0.500625,0.0693245,43.2816,-14.4644,-27.3262,8.25913
9.34929,0.998487,0.39643,3,7,0,-8.83466,0.500412,0.0205765,27.1255,-7.80626,-30.417,2.78689
8.13771,0.954025,0.39643,3,15,0,-7.275,0.542223,0.148382,50.8178,3.28662,22.2169,16.1177
7.15914,0.988196,0.39643,3,7,0,-6.98362,0.533167,0.20802,-23.6103,-0.166053,10.9203,21.5299
7.27648,1,0.39643,2,3,0,-7.11636,0.531649,0.203252,7.97315,5.49148,9.53468,21.1747
6.71044,0.974378,0.39643,2,3,0,-5.99309,0.540093,0.223939,2.31239,-12.4108,17.1047,22.6028
6.55286,0.995867,0.39643,1,1,0,-6.51515,0.540777,0.230319,-0.731563,-2.84225,17.525,23.0774
7.36022,0.997699,0.39643,3,15,0,-6.47855,0.505446,-0.181562,-8.55392,-13.5942,-34.8819,-26.0091
5.48851,0.948153,0.39643,3,7,0,-3.69028,0.502135,0.272798,75.5393,0.786594,-16.9275,26.2101
6.41829,1,0.39643,2,3,0,-5.18566,0.491402,0.224309,-11.3093,-16.0197,-28.748,22.0666
8.05532,0.999453,0.39643,3,15,0,-5.88945,0.521969,0.16611,46.4067,-17.8974,0.033033,18.141
8.4966,1,0.39643,2,3,0,-7.97434,0.516762,0.139187,8.72407,10.3561,-5.77392,15.6987
8.35643,0.996282,0.39643,3,15,0,-7.37347,0.562145,-0.0426253,11.0836,-14.2561,64.4489,-6.96617
9.00932,1,0.39643,3,15,0,-8.03941,0.507876,0.0935973,-55.469,-0.630823,-17.1775,11.1004
9.2458,0.983994,0.39643,4,15,0,-7.35699,0.498125,-0.0321249,74.1086,-5.88344,-37.3794,-3.90107
9.15793,0.989648,0.39643,3,7,0,-8.68761,0.540728,0.0682415,-37.8326,-2.074,24.1442,8.27303
9.39381,0.985515,0.39643,3,11,0,-8.01236,0.524485,0.0667112,-65.7639,-2.1111,3.28316,8.55493
9.0558,0.994964,0.39643,3,7,0,-8.89216,0.51138,0.0941489,-22.6704,-0.645516,-12.8835,11.261
8.92803,0.996127,0.39643,2,3,0,-8.85479,0.513367,0.106794,8.38661,-3.31683,-10.1978,12.5648
7.34341,0.976325,0.39643,3,7,0,-6.93061,0.498013,-0.169816,19.0779,-8.01235,-49.4324,-24.6024
8.38558,0.9703,0.39643,2,3,0,-6.37896,0.515013,-0.146634,41.7334,17.7182,-13.6609,-19.6789
7.64271,0.931214,0.39643,2,3,0,-6.66122,0.528206,-0.180128,14.6509,14.0252,13.2208,-25.2693
7.92786,0.999813,0.39643,3,7,0,-6.71307,0.548178,0.15202,-22.6111,15.0609,28.5306,16.1483
8.11887,0.982408,0.39643,3,7,0,-6.07597,0.500154,-0.138888,20.7922,-20.2585,-42.3141,-19.261
7.21974,0.982833,0.39643,3,15,0,-7.03242,0.541729,0.198942,-23.3982,1.80055,19.5985,20.5294
9.3214,0.983147,0.39643,2,7,0,-5.82143,0.501778,-0.0435952,-45.4128,-24.7714,-32.3772,-5.16007
8.86777,0.985091,0.39643,4,15,0,-8.20691,0.551105,-0.0577631,-20.4609,10.6716,48.1869,-7.80616
9.48559,0.999163,0.39643,4,15,0,-8.71391,0.508017,0.0342606,-45.1611,5.28907,-19.1412,4.74272
8.85069,0.989037,0.39643,4,15,0,-8.69047,0.488647,-0.0252132,19.766,-2.83305,-51.5414,-3.83966
8.09546,0.975106,0.39643,3,7,0,-7.03935,0.521054,-0.16274,-57.7237,1.29167,-1.80024,-22.2334
9.64929,0.962017,0.39643,2,5,0,-6.40139,0.52673,0.0236856,9.31727,26.3277,6.72977,3.7678
9.68547,0.986029,0.39643,2,7,0,-9.0091,0.528131,-0.0219086,3.72733,-12.0262,9.52501,-1.76799
9.68527,0.999995,0.39643,1,1,0,-9.68365,0.528178,-0.0217657,-1.71395,0.385824,9.59432,-1.75081
9.43786,0.992545,0.39643,3,7,0,-9.29427,0.506531,-0.0473491,1.4067,5.54696,-24.9296,-5.38903
9.27186,0.987117,0.39643,3,7,0,-8.81083,0.518279,-0.0907642,26.5178,7.1839,-6.45643,-11.0533
8.70639,0.981944,0.39643,3,7,0,-8.36591,0.502722,0.110479,-2.06613,-8.54345,-22.6966,12.5771
9.61155,1,0.39643,3,7,0,-8.58655,0.53433,-0.00386493,-28.8969,12.8085,18.3864,0.303291
9.35497,0.982242,0.39643,1,3,0,-9.0012,0.544076,-0.0129906,-32.4354,2.21341,33.4483,-1.33079
9.72064,0.991831,0.39643,3,7,0,-8.86917,0.523527,1.17447e-05,50.7946,-2.92283,2.33993,0.997712
8.55392,0.96517,0.39643,2,7,0,-8.386,0.506504,0.12744,14.9384,-4.58569,-17.6235,14.3643
9.24386,0.992396,0.39643,3,7,0,-7.68367,0.543083,0.0474049,16.3093,-17.8263,28.3223,5.87864
9.39789,0.983131,0.39643,3,7,0,-8.28419,0.542858,-0.00984536,7.12559,15.3706,31.4115,-0.858408
9.72499,0.99259,0.39643,2,5,0,-9.01537,0.520532,-0.00660486,47.4612,-0.438478,-2.09762,0.192634
8.24351,0.92487,0.39643,2,7,0,-6.91771,0.529556,0.153625,-15.6291,-16.3952,8.25696,16.9754
7.4966,0.992072,0.39643,3,15,0,-6.23296,0.577031,0.0525091,31.1083,-14.3679,73.0472,3.02269
9.40849,0.999379,0.39643,3,15,0,-7.32108,0.508472,-0.0595551,81.1593,1.79606,-22.3265,-6.9474
9.2345,0.982476,0.39643,4,15,0,-8.56651,0.543029,0.0492239,37.029,7.13569,28.1481,6.08391
8.239,0.97331,0.39643,2,3,0,-8.20116,0.549173,0.129415,-10.892,-0.331647,30.9771,13.9801
8.79577,1,0.39643,2,3,0,-8.23984,0.546583,0.0900786,17.5321,9.94165,30.318,10.2411
9.57264,0.995804,0.39643,2,7,0,-8.40337,0.527619,-0.0530734,-36.4606,-12.7136,9.29849,-5.8235
9.5623,0.999998,0.39643,3,15,0,-9.55991,0.514702,0.0382349,-1.72603,-0.560044,-9.8712,5.38489
8.99765,0.98495,0.39643,2,7,0,-8.67205,0.492412,0.0395592,-31.4362,-1.77735,-40.1714,4.42179
8.60338,0.990402,0.39643,3,7,0,-8.18209,0.561019,0.0140106,27.9198,-6.15517,55.9526,0.491207
7.11536,0.970452,0.39643,3,11,0,-6.92964,0.461642,0.0421433,-9.89758,-5.77386,-81.6141,0.986021
6.99621,0.993848,0.39643,1,1,0,-6.94411,0.460173,0.0355387,-10.9001,1.78,-84.7117,-0.0647312
6.65026,0.996911,0.39643,2,3,0,-6.6352,0.45619,0.0420013,1.67898,1.74617,-89.0195,0.0409755
9.53104,0.991914,0.39643,3,7,0,-5.9061,0.529288,-0.056962,106.978,2.28336,12.1235,-6.38428
9.61772,0.997141,0.39643,2,7,0,-9.32075,0.509989,-0.000390347,-19.9551,6.07869,-17.605,0.742948
9.53658,0.993705,0.39643,2,7,0,-9.29502,0.533466,0.0323224,-27.6175,-0.5846,15.9133,4.60588
9.63604,0.999744,0.39643,3,7,0,-9.42777,0.511395,0.00425668,12.6827,5.8252,-15.3901,1.35108
9.60064,0.988824,0.39643,3,7,0,-9.17493,0.511443,-0.0332843,-3.46494,9.52946,-16.5116,-3.33565
9.62034,0.998277,0.39643,3,7,0,-9.46799,0.517555,0.0311969,14.2159,4.37078,-6.06404,4.63442
8.28613,0.967929,0.39643,4,15,0,-7.73095,0.566295,0.0211408,-38.5864,-4.32034,62.6089,0.735812
9.21449,0.998619,0.39643,3,7,0,-7.62605,0.524896,-0.0961393,71.0532,0.00156765,5.27567,-11.8277
7.13605,0.915772,0.39643,2,3,0,-6.77805,0.495616,-0.173116,-14.5443,7.92003,-54.7432,-25.4211
6.45736,0.984418,0.39643,2,3,0,-6.28501,0.487471,-0.179187,18.269,-3.80695,-72.5573,-27.5203
9.66644,0.891925,0.39643,3,7,0,-1.20336,0.528091,0.0151973,90.0901,35.6631,8.78865,2.75763
9.63755,0.999051,0.39643,3,15,0,-9.56734,0.515348,0.0229736,9.76852,2.94118,-9.26724,3.6568
9.3109,0.961209,0.39643,4,15,0,-7.58784,0.50266,-0.0504977,72.0036,4.44606,-31.3906,-6.02926
9.35459,0.996717,0.39643,3,7,0,-8.93738,0.50004,0.0134394,-29.1509,-5.67886,-31.3869,1.91931
9.11565,0.994992,0.39643,3,7,0,-8.82326,0.537001,-0.0878973,25.9552,4.16061,26.4288,-11.013
9.12992,0.999946,0.39643,4,15,0,-8.99697,0.503891,0.0735517,0.145438,5.34899,-22.9441,8.87123
9.11653,0.997798,0.39643,3,7,0,-8.80641,0.536927,-0.087996,-12.6912,-7.47255,26.3027,-11.0233
9.6773,1,0.39643,3,7,0,-9.08219,0.518835,-0.0340318,-27.3372,8.80202,-4.88846,-3.27459
9.64282,0.976092,0.39643,2,7,0,-8.75603,0.513626,0.0156832,-18.5308,12.9462,-11.8599,2.77027
9.23285,0.96201,0.39643,4,15,0,-7.41714,0.547575,0.00950418,-70.9223,7.08323,37.0353,1.19235
8.90021,0.991995,0.39643,3,15,0,-8.49225,0.525613,0.111725,-34.9974,-2.20501,4.32977,13.1171
9.01911,1,0.39643,2,3,0,-8.85225,0.522194,0.10299,-13.7639,-4.80464,0.30755,12.2775
9.05762,0.999931,0.39643,3,15,0,-8.84177,0.528882,-0.105788,-24.8783,-2.13178,12.6261,-13.3253
9.59569,0.999685,0.39643,3,7,0,-8.96509,0.512245,0.0246925,5.56229,-11.5597,-13.5844,3.78482
9.16924,0.968961,0.39643,2,7,0,-7.79182,0.54692,-0.0392529,59.1721,-7.70436,39.7766,-4.92998
8.48409,0.974463,0.39643,3,7,0,-7.95493,0.505731,0.131287,-39.6041,2.77087,-18.365,14.6995
8.18579,0.990568,0.39643,3,7,0,-7.32074,0.484711,0.103235,9.94132,-13.3973,-44.6105,10.6463
8.75296,0.995151,0.39643,3,7,0,-7.28825,0.486278,-0.0171712,24.3001,-16.5908,-54.3297,-3.04583
9.38259,0.999578,0.39643,3,7,0,-8.52449,0.508484,-0.0631927,52.2222,0.0985874,-22.469,-7.44599
9.58102,0.973873,0.39643,2,5,0,-8.38239,0.527172,0.0379212,-37.3722,-12.7827,7.14541,5.38361
9.67221,0.991121,0.39643,4,15,0,-8.93004,0.518499,-0.0350341,48.4587,-0.847662,-5.42956,-3.40793
9.24022,0.989472,0.39643,3,7,0,-9.12416,0.538597,-0.0707857,3.13782,4.93073,28.2472,-8.66282
5.63643,0.875653,0.39643,3,7,0,-3.72061,0.595727,0.120599,-58.3261,13.4895,85.4159,7.70518
4.76956,0.991409,0.39643,4,15,0,-4.59701,0.605925,0.108076,18.603,3.70161,99.6785,4.4328
6.96886,0.997831,0.39643,4,15,0,-4.61052,0.578481,0.117493,-85.1808,-4.02947,65.8591,9.97818
8.61549,0.999104,0.39643,2,3,0,-6.8281,0.558353,0.0551257,-61.8741,-11.2002,48.0312,5.57617
9.55896,0.996776,0.39643,3,7,0,-8.24634,0.536444,0.00754375,59.9979,6.22473,21.0374,1.60167
9.66375,0.998097,0.39643,3,7,0,-9.39734,0.512799,-0.00985485,-17.9572,-5.95824,-13.7226,-0.329212
9.66183,0.989062,0.39643,3,7,0,-9.14946,0.521627,-0.040297,24.7821,8.28777,-0.495458,-4.0755
9.20226,0.983541,0.39643,3,7,0,-8.90571,0.545804,0.0397528,-29.8991,1.81364,32.4595,4.85368
8.13554,0.976965,0.39643,3,7,0,-7.83457,0.54362,0.146508,-25.5522,-4.53455,23.8356,15.8822
7.54099,0.995094,0.39643,3,7,0,-7.22406,0.552912,0.16653,30.7626,2.03205,32.7183,17.1678
7.71449,0.989946,0.39643,3,15,0,-6.52416,0.525058,-0.178508,54.6273,7.35606,6.55962,-24.9274
8.71585,0.966155,0.39643,3,7,0,-5.9113,0.545967,0.0992333,11.577,24.383,29.0253,11.2099
9.08307,0.998262,0.39643,2,3,0,-8.57913,0.54014,0.0782973,-23.5001,-8.43,22.9245,9.3624
7.241,0.963579,0.39643,2,7,0,-6.82559,0.562768,0.16198,-29.6879,-5.45181,43.5219,16.0085
7.19068,0.997304,0.39643,2,3,0,-6.91812,0.563887,0.162041,-15.6148,-6.49238,44.7087,15.9158
8.96231,0.999628,0.39643,4,15,0,-6.96788,0.494836,0.0615839,-42.0909,-17.5863,-35.2891,7.06304
9.37476,0.999113,0.39643,3,7,0,-8.54619,0.527652,0.0669675,47.5429,-5.02678,7.36106,8.54851
9.42529,0.975713,0.39643,2,7,0,-8.11423,0.531908,-0.0665657,-2.74355,16.7828,16.7627,-7.77514
9.35453,0.963278,0.39643,2,7,0,-7.70033,0.502515,0.0353422,-52.0893,13.1259,-26.6492,4.61447
9.30205,0.966826,0.39643,2,7,0,-7.21326,0.539697,-0.0588958,-68.9654,11.291,29.4062,-7.07879
8.93609,0.978516,0.39643,2,3,0,-8.73021,0.548575,-0.0638074,15.4982,-5.29577,44.541,-8.41244
7.40387,0.88594,0.39643,1,3,0,-6.26684,0.560401,-0.125939,32.9741,-13.0801,72.8052,-19.0993
8.4952,0.998039,0.39643,3,7,0,-7.05626,0.487035,0.0817807,-41.5355,13.8878,-43.6536,8.6194
8.12213,0.993427,0.39643,2,3,0,-8.0222,0.480041,0.0863209,17.7415,0.439486,-51.9281,8.43497
8.18883,1,0.39643,1,1,0,-8.09956,0.480427,0.0805969,-11.8615,3.11231,-52.0405,7.86269
9.39004,0.994877,0.39643,2,7,0,-7.54624,0.500972,-0.0152184,-56.6016,13.4122,-31.8181,-1.53478
9.52927,0.978243,0.39643,2,7,0,-8.29545,0.530032,0.0425266,-58.0329,-6.12305,10.947,5.84729
8.69234,0.971951,0.39643,3,7,0,-8.19459,0.494804,0.0924481,-6.056,-10.2295,-33.2221,10.3268
8.33684,0.983107,0.39643,2,3,0,-8.0067,0.503027,0.137565,-26.4334,4.87237,-21.1624,15.1802
7.26661,0.957015,0.39643,1,3,0,-6.6433,0.498931,0.193237,11.8522,-11.1643,-23.0426,19.9181
4.72059,0.893651,0.39643,1,3,0,-2.33306,0.494951,0.296132,11.5892,-22.4669,-22.0208,27.5688
3.73882,0.990965,0.39643,2,3,0,-3.46826,0.486454,0.323391,28.6279,-1.65313,-27.4257,28.9897
5.37053,0.993304,0.39643,2,3,0,-3.00313,0.489504,0.266344,20.5676,-21.9289,-28.0823,25.177
4.5951,0.998119,0.39643,3,7,0,-4.22281,0.479162,0.283786,34.368,0.377669,-35.7731,25.7909
6.90573,0.99915,0.39643,3,7,0,-3.99162,0.517552,-0.207554,-84.8537,11.8161,-9.77019,-30.1023
8.98274,1,0.39643,2,3,0,-6.90085,0.511817,-0.107675,-4.48385,21.1356,-18.4724,-13.7063
8.8597,0.997175,0.39643,3,7,0,-8.65281,0.519675,-0.122161,19.1626,4.43403,-4.2511,-15.7299
8.6298,0.994228,0.39643,3,15,0,-8.33386,0.541621,0.11562,4.32948,-7.90087,23.0122,13.0581
8.13385,0.994576,0.39643,3,7,0,-7.72411,0.552268,0.129691,35.8461,1.08351,34.4789,13.8046
9.67127,0.987399,0.39643,3,7,0,-7.03381,0.528679,0.0111108,-46.7299,-20.4885,9.70665,2.2645
9.48942,0.996726,0.39643,4,15,0,-9.44887,0.539503,-0.0152542,-9.499,-1.61733,26.6592,-1.34093
7.29139,0.905175,0.39643,2,7,0,-5.92995,0.487851,0.174764,-56.4482,8.78891,-35.4204,17.6868
8.3153,0.993662,0.39643,3,15,0,-5.82833,0.514305,-0.149648,88.8549,-0.788419,-15.1491,-20.1889
8.62419,0.986722,0.39643,3,15,0,-7.55653,0.532207,0.127819,-13.2058,-14.7641,11.7177,14.5511
9.62365,1,0.39643,3,7,0,-8.54814,0.510215,-0.00425681,16.1999,14.6187,-17.4058,0.279245
7.80385,0.952636,0.39643,3,7,0,-7.46243,0.47339,0.07884,-32.8243,0.721882,-61.0758,6.87863
9.65326,1,0.39643,3,7,0,-7.74261,0.520972,-0.0421792,-71.4335,8.10427,-1.54685,-4.32392
9.41453,0.980129,0.39643,3,7,0,-8.66577,0.50191,0.011476,37.5974,8.08888,-28.8195,1.79732
8.99779,0.983116,0.39643,2,7,0,-8.37016,0.53408,-0.103511,40.3324,-4.99272,21.9773,-13.1652
8.79922,0.997697,0.39643,3,15,0,-8.47163,0.529914,0.117091,31.5609,-1.74769,9.29749,13.5773
8.99947,0.995,0.39643,2,3,0,-8.53534,0.523599,0.104451,-11.0994,-9.56811,1.98537,12.4183
9.71432,0.993322,0.39643,2,7,0,-8.62485,0.521773,0.00600347,3.81778,15.2805,-0.239377,1.72209
9.34071,0.982375,0.39643,2,7,0,-8.92198,0.537367,-0.0624211,-23.5913,7.24107,25.7289,-7.43476
