# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1020767514
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,aux_unscaled,p_gamma.1,p_z_beta.1,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_aux_unscaled
10.2681,0.922116,0.520978,3,7,0,-7.86884,0.536761,-0.136725,0.0812818,-54.6317,-25.3571,-11.6548,18.5581,-6.77302,13.9564
6.64943,0.885924,0.520978,3,7,0,-5.41247,0.463853,-0.202421,0.130537,4.07936,-10.9161,16.0595,-65.9175,-25.1912,12.8284
10.6512,0.939846,0.520978,2,7,0,-2.32365,0.551281,-0.102845,2.72739e-05,117.302,39.9601,-19.6745,43.1983,4.79411,4.71251
8.88539,0.933564,0.520978,3,7,0,-7.60769,0.532022,-0.0140012,0.0696748,47.7712,16.9846,5.68866,12.9203,33.229,9.74167
9.67472,1,0.520978,3,7,0,-7.69972,0.549899,-0.178675,-0.103867,47.1345,28.0288,7.31034,50.6457,-29.1526,-9.98277
9.04229,0.912632,0.520978,3,7,0,-5.18187,0.508215,-0.0233814,-0.113992,59.205,10.0771,-24.6173,-25.3639,43.5573,-12.5236
11.0464,1,0.520978,2,3,0,-9.18807,0.516338,-0.0767648,-0.0838536,-19.5635,34.295,-7.54691,-9.74597,17.2806,-4.81214
11.0434,0.996682,0.520978,2,3,0,-10.833,0.521044,-0.0701094,-0.0498373,8.71348,-7.99494,4.97342,-1.4533,18.903,-0.641763
9.47444,0.898695,0.520978,2,7,0,-7.54424,0.526894,-0.0180481,0.0111728,-14.6345,-30.1127,-13.0095,7.13608,35.8672,3.7166
10.2468,0.968917,0.520978,3,7,0,-6.64369,0.554807,-0.136298,0.0317793,50.8625,42.4518,10.2517,45.4202,-7.31304,7.81947
9.5637,0.920039,0.520978,3,7,0,-6.45722,0.488518,-0.0954168,-0.153961,-37.7334,8.78576,24.5466,-66.8987,10.3579,-16.3698
9.75159,1,0.520978,3,7,0,-8.89593,0.567016,-0.135168,-0.00131256,-11.7832,4.96818,-13.6204,66.5409,-7.37789,2.76068
9.7529,0.975313,0.520978,2,3,0,-9.02699,0.565077,-0.144392,-0.0595226,42.4993,-2.6089,4.94553,71.52,-12.1779,-4.3894
10.0424,0.989067,0.520978,3,7,0,-8.0273,0.510161,-0.0352366,-0.0381214,71.6105,8.97135,-6.32399,-18.7083,32.6118,-1.20743
10.9027,0.973456,0.520978,2,7,0,-8.80297,0.52778,-0.0689963,-0.00413892,47.4161,-30.1877,6.56275,8.67292,17.6678,4.69416
10.7503,0.99158,0.520978,3,7,0,-10.202,0.502655,-0.0785877,-0.0892106,5.04055,19.4452,3.81176,-33.9209,16.6486,-6.06025
9.89546,0.941231,0.520978,3,7,0,-8.53255,0.532359,-0.0452506,0.0571618,24.6546,-29.2181,4.2288,13.6895,23.5876,10.2221
9.73441,0.967944,0.520978,3,7,0,-8.20739,0.509711,-0.192746,-0.109482,-28.3513,-24.1108,11.1118,-22.3965,-36.062,-10.5496
9.7225,1,0.520978,3,7,0,-9.22314,0.524503,-0.0301453,0.0392295,-35.3717,-7.38018,-1.03504,3.49256,29.7028,7.66635
11.2138,0.983892,0.520978,2,7,0,-8.86728,0.528617,-0.131482,0.00356253,-1.3467,40.4947,8.01762,9.76319,-5.93175,6.27609
11.0156,0.984849,0.520978,3,7,0,-10.4832,0.502712,-0.088481,-0.0336407,9.32131,-1.70018,-10.9164,-30.2705,10.911,1.29723
11.2667,0.975013,0.520978,2,7,0,-9.82991,0.508415,-0.12793,-0.0698024,22.0406,-28.5134,-7.59835,-22.8841,-5.31326,-2.63526
11.3841,1,0.520978,3,7,0,-11.227,0.529005,-0.100547,-0.0564113,-18.0627,-1.68614,-3.18384,11.6446,6.3462,-0.762595
10.9453,0.950336,0.520978,2,7,0,-10.3402,0.543014,-0.109755,-0.0961711,-29.7036,7.67743,7.41116,37.5933,2.6856,-6.5185
10.6532,0.991283,0.520978,3,7,0,-10.2986,0.548281,-0.0873846,-0.0791613,-3.01917,-13.7124,-5.20417,45.4203,12.4422,-5.01808
10.6934,1,0.520978,3,7,0,-10.2337,0.50012,-0.157725,-0.0165407,-30.4931,8.75571,3.31731,-33.199,-16.3679,2.77223
10.6945,0.999588,0.520978,3,7,0,-10.3485,0.544145,-0.076152,-0.0712045,-12.5486,14.8765,1.69898,37.686,17.1125,-3.96121
11.3136,0.993818,0.520978,2,7,0,-10.3306,0.517198,-0.105272,-0.00612277,40.3745,15.111,-5.75766,-7.0635,3.93112,5.2781
11.0189,0.977084,0.520978,3,7,0,-10.724,0.538093,-0.139562,-0.000605254,20.7409,-9.88308,-2.43136,23.8129,-9.02198,5.37669
10.7623,0.979416,0.520978,2,3,0,-10.4396,0.526078,-0.150871,0.03975,-21.7808,7.43064,-4.66683,5.63042,-12.2613,9.83187
10.8666,0.919358,0.520978,3,7,0,-7.05048,0.517212,-0.0878869,-0.130155,79.3346,20.8042,16.3916,-9.02079,13.5427,-10.8508
11.1076,0.998885,0.520978,3,7,0,-10.5285,0.504604,-0.117644,-0.00253759,9.50237,-11.0938,9.67948,-25.6494,-0.773338,5.31092
11.052,0.975413,0.520978,3,7,0,-10.0947,0.537392,-0.137641,-0.0919088,-9.41092,-26.3387,-3.40887,27.3324,-9.93366,-5.77574
11.1485,0.991992,0.520978,3,7,0,-10.5266,0.5058,-0.113959,-0.00462505,-4.96886,21.0276,3.57372,-23.9794,0.622423,5.13491
11.2812,0.961369,0.520978,3,7,0,-9.61626,0.536584,-0.123151,-0.0593164,49.7011,21.0299,-7.93838,24.2714,-3.18285,-1.31957
11.0815,0.990378,0.520978,2,3,0,-11.0353,0.543864,-0.119436,-0.0441203,-8.09712,2.53553,1.93725,35.252,-1.56598,0.147997
10.5424,0.943261,0.520978,3,7,0,-9.3714,0.504694,-0.0993979,0.058406,-18.2551,-3.11811,-15.7964,-22.5958,5.40812,11.6779
10.8117,1,0.520978,3,7,0,-10.4309,0.507853,-0.114236,0.0439983,-13.8529,11.3646,6.02159,-18.995,0.458831,10.4447
10.1254,0.982581,0.520978,3,7,0,-9.70724,0.489468,-0.070833,0.00884394,17.4366,0.781561,-8.65678,-46.9689,16.5346,4.74073
10.653,0.993766,0.520978,2,7,0,-9.48939,0.540741,-0.150471,-0.109603,44.478,-16.1602,-6.16967,34.45,-16.2897,-8.74102
8.8711,0.893153,0.520978,3,7,0,-7.33042,0.578685,-0.134334,-0.0246228,40.5571,-14.8834,-12.9291,87.7534,-7.39423,-1.8622
8.928,0.998756,0.520978,3,7,0,-8.17722,0.465791,-0.101322,-0.0349447,-27.9267,-18.5105,3.50286,-88.6316,5.76307,-3.02513
11.3672,1,0.520978,3,7,0,-9.04365,0.52121,-0.131723,-0.0212323,-81.9535,5.40181,0.29207,-1.11724,-6.32088,3.53375
10.6625,0.923405,0.520978,1,3,0,-9.71637,0.512644,-0.155372,0.0391215,-20.855,-14.3175,11.3379,-12.6556,-13.8419,9.55661
10.6962,0.982991,0.520978,3,7,0,-9.55863,0.544069,-0.12907,0.0320336,1.34152,15.8434,-13.9836,30.5658,-4.75964,8.74557
11.2272,0.985827,0.520978,2,7,0,-9.8888,0.514959,-0.0849783,-0.0621433,41.4443,-12.3228,11.5762,-11.6302,13.0471,-1.7834
10.9216,0.985408,0.520978,3,7,0,-10.7419,0.536725,-0.150894,-0.087934,-7.1565,10.7816,-1.89582,25.946,-15.7949,-5.54488
7.92671,0.834394,0.520978,3,7,0,-7.20087,0.555203,-0.0244954,0.124045,-15.626,17.4397,7.84135,38.2426,26.7226,14.5328
10.4358,0.975681,0.520978,3,7,0,-6.6445,0.521383,-0.170562,-0.121757,-89.3583,-24.2051,-8.89333,-1.04066,-26.3184,-10.6611
9.7663,0.880392,0.520978,3,7,0,-7.55793,0.557813,-0.0616175,-0.0638189,-25.7911,-35.3361,-9.78039,59.9893,23.0675,-4.90955
9.6339,0.999986,0.520978,3,7,0,-8.90302,0.488588,-0.18256,-0.05145,-25.1303,8.47311,10.0722,-54.408,-27.8872,-3.6262
8.08774,0.89966,0.520978,2,3,0,-7.58365,0.481255,-0.203872,-0.0972122,28.7839,13.1104,1.02421,-72.7174,-40.2712,-12.3271
8.29762,0.970381,0.520978,2,3,0,-6.37287,0.508373,-0.23575,-0.0546596,-58.9562,-15.5377,-10.2002,-22.2715,-50.3695,-6.67436
9.58373,1,0.520978,3,7,0,-7.67356,0.519586,-0.0245357,0.0346191,-39.4307,-31.1517,6.02394,-3.23087,31.9467,6.82091
10.0015,0.999039,0.520978,3,7,0,-8.74373,0.534873,-0.185051,-0.10749,45.5229,20.8815,-0.199063,23.5999,-32.3338,-9.77375
8.08268,0.889434,0.520978,2,3,0,-7.71828,0.530808,-0.220501,-0.144238,15.9982,13.1755,3.70334,17.4145,-52.5605,-18.1044
9.91589,1,0.520978,3,7,0,-7.16294,0.491311,-0.0628472,0.0337604,17.747,40.1109,12.0505,-42.1543,18.5345,7.38645
9.97449,0.987638,0.520978,3,7,0,-8.92204,0.487642,-0.0760873,0.032694,38.8721,-17.4767,-6.00972,-47.3045,13.9102,7.37513
10.115,0.980336,0.520978,3,7,0,-8.11186,0.561195,-0.102765,-0.0696623,-11.6915,-39.1659,-1.83081,66.4145,5.56134,-4.92202
9.78357,0.947544,0.520978,3,7,0,-7.46042,0.545617,-0.0636372,-0.137446,-55.8672,22.949,-11.9055,45.8629,25.7379,-13.9126
11.2443,1,0.520978,2,7,0,-9.6962,0.529879,-0.139225,-0.0166617,38.5262,20.5955,-10.9877,12.0861,-9.18072,3.8522
11.3678,0.997472,0.520978,3,7,0,-11.0765,0.513319,-0.100763,-0.0517459,0.378851,-7.24868,7.3242,-14.0685,6.19649,-0.221966
10.2203,0.840678,0.520978,2,7,0,-7.22666,0.539871,-0.046353,-0.0480159,-67.2917,-33.7688,-1.39269,29.0572,28.6643,-2.06579
8.30037,0.916017,0.520978,3,7,0,-5.97562,0.54442,-0.17352,0.161851,40.3701,15.2052,18.7785,23.9705,-15.8045,19.9747
9.64744,0.99281,0.520978,3,7,0,-5.74175,0.536536,-0.0502914,-0.143338,103.305,5.66068,7.44774,28.6082,32.7233,-14.9101
10.5612,1,0.520978,3,7,0,-9.03565,0.49362,-0.142085,0.006504,-5.53422,27.2498,-11.7133,-41.1545,-9.83288,5.33849
11.1467,0.938535,0.520978,2,7,0,-7.78931,0.513252,-0.0849036,-0.0131977,-58.7718,-40.2488,5.57412,-13.1289,11.8514,4.07073
10.3399,0.958163,0.520978,2,7,0,-9.71048,0.506726,-0.0605351,0.035968,12.9687,-13.4507,-9.0491,-20.8449,19.2618,8.50317
10.3379,0.986163,0.520978,3,7,0,-9.3149,0.50781,-0.161663,-0.132814,-26.2649,19.3856,8.6337,-27.1114,-22.5419,-12.2153
10.3305,1,0.520978,3,7,0,-9.87324,0.52792,-0.0744981,0.0703484,-29.0897,-11.1156,1.74521,7.65479,13.415,12.72
10.0592,0.947642,0.520978,3,7,0,-7.62528,0.503423,-0.181563,-0.0955419,-36.4362,-24.8063,16.9447,-32.9841,-29.988,-8.19278
8.41401,0.902446,0.520978,2,3,0,-8.12858,0.496439,-0.199024,-0.15105,-6.47093,-2.19796,-7.95453,-50.7473,-42.3623,-18.2836
10.914,0.984801,0.520978,3,7,0,-7.44421,0.515464,-0.164382,-0.0191392,-42.8659,-37.2525,-16.1081,-9.90156,-19.0526,2.89449
9.30619,0.853929,0.520978,2,7,0,-6.31944,0.54858,-0.204769,-0.00448115,-83.0564,21.7966,-2.96782,39.576,-33.8291,1.49875
9.94379,0.957345,0.520978,3,7,0,-7.15817,0.515283,-0.158156,-0.174394,40.4376,-41.9541,0.0681054,-13.875,-22.6149,-18.1017
9.96737,0.951996,0.520978,3,7,0,-7.95879,0.481524,-0.0918753,-0.0663831,-15.5254,23.9014,16.9469,-67.9254,10.1985,-4.81634
8.99623,0.971672,0.520978,3,7,0,-8.4287,0.573407,-0.0815154,0.0383384,-27.017,15.872,-0.0987141,70.198,11.8625,6.12001
10.0275,0.995626,0.520978,3,7,0,-7.52413,0.494474,-0.0661188,-0.106339,61.6742,30.7514,1.62149,-49.9906,23.028,-9.6083
10.1449,1,0.520978,3,7,0,-9.16977,0.556043,-0.159619,-0.0208025,-4.38954,-14.8638,12.823,52.3389,-17.249,1.15458
9.45211,0.976119,0.520978,2,3,0,-9.18953,0.56341,-0.167092,0.0249013,-21.324,7.27815,3.11756,58.0993,-18.43,5.39541
9.60522,0.999231,0.520978,3,7,0,-8.73685,0.482599,-0.0733039,-0.0911921,-29.8773,-16.6646,7.12788,-69.4751,19.0981,-8.5899
10.5231,1,0.520978,3,7,0,-8.97946,0.509906,-0.124911,0.0702543,-55.4379,16.0724,-6.37597,-15.3979,-3.05971,13.104
10.5774,0.996117,0.520978,3,7,0,-9.65272,0.503531,-0.0763388,-0.11083,40.0415,-5.8754,-8.94472,-33.8061,18.4426,-9.0596
9.83491,0.951441,0.520978,2,7,0,-9.02651,0.558572,-0.148054,0.0467768,26.7009,-15.4742,7.91569,49.1307,-11.1273,8.84664
7.34602,0.947839,0.520978,3,7,0,-6.31637,0.501644,0.0146035,-0.0784205,41.7329,18.3602,1.53772,-34.9389,57.2657,-11.5501
6.64294,0.971124,0.520978,3,7,0,-3.857,0.542716,-0.262247,0.0969983,-89.7593,4.67383,1.9386,25.2102,-45.4635,8.69454
7.9866,1,0.520978,2,3,0,-6.24404,0.544906,-0.237974,0.0485212,-1.82108,29.2795,-12.512,30.6957,-41.7805,5.39641
