# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1464672043
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df0_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled,p_gamma.1,p_aux_unscaled,g_gamma.1,g_aux_unscaled
8.96937,0.973963,0.6528,2,3,0,-7.70273,0.514461,-0.111685,54.6474,6.3275,-13.7552,-14.2253
9.16792,0.810893,0.6528,2,7,0,-6.31376,0.549341,-0.00462431,60.0636,18.5604,40.719,-0.675051
6.07168,0.792903,0.6528,3,7,0,-3.86685,0.582349,0.169876,-77.7639,0.739243,63.3889,14.653
8.43372,0.994315,0.6528,3,7,0,-5.43743,0.483246,-0.0452876,41.109,23.0755,-62.3503,-7.13916
9.53029,1,0.6528,2,3,0,-8.35988,0.523016,0.0492649,52.9754,5.75954,1.43913,6.67883
9.72057,0.988124,0.6528,1,3,0,-9.3456,0.519738,-0.0018349,-5.83352,-9.0051,-3.25078,0.770442
9.34298,0.969304,0.6528,2,5,0,-9.3401,0.500101,-0.0239539,1.85253,0.604024,-33.7239,-2.70271
7.77952,0.867547,0.6528,2,3,0,-7.35202,0.509808,0.176842,22.5736,7.35566,-12.552,18.916
8.24519,1,0.6528,3,7,0,-7.27151,0.519697,-0.155624,49.9037,-3.86176,-4.5011,-21.0619
9.61051,1,0.6528,2,7,0,-8.26889,0.534251,0.000503827,5.27468,17.2567,18.1093,0.838543
9.53102,0.929265,0.6528,1,3,0,-8.57488,0.50744,-0.0305444,48.9786,4.29454,-22.6851,-3.13775
9.27108,0.93364,0.6528,2,7,0,-8.26133,0.534221,-0.0792479,49.4068,-5.19643,21.1813,-9.64059
9.66312,0.98533,0.6528,3,7,0,-8.91302,0.51545,-0.0303399,16.3649,-12.081,-10.1472,-2.84906
9.26695,0.862854,0.6528,1,3,0,-8.00741,0.526918,0.0792309,-22.0733,-15.5569,6.26026,9.84404
8.91831,0.953005,0.6528,2,3,0,-8.3375,0.554948,0.0124196,23.4432,9.22689,47.411,0.92363
9.04193,0.995974,0.6528,3,7,0,-8.57996,0.493307,-0.0333979,-28.9993,5.901,-45.0561,-4.46431
8.18961,0.957688,0.6528,3,7,0,-7.65678,0.526091,0.158039,35.6087,-3.98596,4.46192,17.4126
7.60886,0.953493,0.6528,1,1,0,-7.60068,0.52761,0.188623,-1.32364,1.2988,5.73386,20.0303
9.06062,0.995018,0.6528,3,7,0,-6.94021,0.49254,0.0228813,2.93698,-21.7609,-41.3507,2.49473
9.5492,0.942486,0.6528,2,3,0,-8.25061,0.520438,0.0462482,-59.3279,-1.93178,-2.01407,6.34517
9.28908,0.983088,0.6528,2,3,0,-9.19442,0.536717,0.0627662,7.40278,-4.08757,19.1983,7.86025
8.72131,0.967761,0.6528,2,7,0,-8.41645,0.485064,0.0164389,0.720163,8.25483,-52.5361,1.02522
8.28955,0.990943,0.6528,2,3,0,-8.14693,0.479493,0.0575529,6.46697,5.33755,-55.714,5.22507
8.35014,0.994394,0.6528,3,7,0,-7.77154,0.557927,-0.0733678,33.0538,6.3571,61.3379,-10.7561
8.26769,0.945134,0.6528,3,7,0,-6.03667,0.484743,0.09538,-59.2261,-14.6033,-45.2759,9.8415
6.45888,0.847852,0.6528,3,7,0,-4.78251,0.496487,-0.199315,-54.3164,11.6022,-55.7752,-29.9848
5.08285,0.749716,0.6528,1,1,0,-4.83094,0.490186,-0.228585,-10.828,-6.84037,-73.7706,-36.3187
7.48446,1,0.6528,1,1,0,-5.51095,0.49683,-0.161443,30.6239,19.1049,-51.017,-23.2941
5.58075,0.908313,0.6528,3,7,0,-5.25615,0.474813,-0.171939,14.3864,-7.46587,-97.779,-28.3815
7.9952,1,0.6528,2,7,0,-4.28561,0.545003,-0.142342,72.9939,19.8914,45.1118,-19.9316
9.05537,1,0.6528,2,3,0,-7.49695,0.492188,0.0186314,-11.0674,18.4003,-42.2024,1.9613
8.78176,0.955724,0.6528,3,7,0,-8.1367,0.536247,0.112172,42.0851,0.0396925,16.8445,12.9361
9.21025,0.995506,0.6528,3,7,0,-8.65048,0.509422,-0.0848061,4.43074,11.1174,-21.8244,-10.4446
8.60683,0.94602,0.6528,2,3,0,-8.19573,0.534233,-0.129152,-18.5461,-7.99542,23.4229,-17.0925
9.38105,1,0.6528,2,3,0,-8.44316,0.528383,0.0655477,-27.168,12.2328,8.32639,8.38619
6.8593,0.884534,0.6528,2,7,0,-6.71438,0.584209,-0.00181416,9.20487,-5.05076,92.0117,-4.93463
7.27107,1,0.6528,2,3,0,-5.71843,0.569782,0.136411,61.144,-6.5367,53.665,12.9137
5.20119,0.921218,0.6528,2,3,0,-4.84082,0.579477,0.229179,26.5256,4.82564,53.647,20.2442
6.26206,1,0.6528,1,1,0,-5.23836,0.574571,0.186468,27.7571,12.8918,53.4311,17.0808
9.20329,0.922664,0.6528,2,5,0,-4.16741,0.534588,0.0769998,-89.3001,-21.8343,15.9728,9.44226
8.92679,0.962334,0.6528,3,7,0,-8.13601,0.510658,-0.110066,8.35454,-13.0835,-20.686,-14.1116
9.10936,1,0.6528,3,7,0,-8.84836,0.531631,0.0902823,16.2252,6.07696,11.92,10.8914
8.83059,0.974875,0.6528,2,3,0,-8.51905,0.51546,0.115706,15.254,7.12211,-7.57149,13.4691
3.6156,0.726956,0.6528,2,3,0,-3.16082,0.616258,0.0534742,30.1197,5.27414,124.817,-4.59787
2.12711,0.95976,0.6528,3,7,0,-1.65719,0.623787,0.00289959,-32.8282,-4.16124,149.084,-13.7942
3.21106,1,0.6528,1,1,0,-1.84668,0.61727,0.0159838,-58.0792,5.51241,135.95,-10.0215
3.66309,1,0.6528,1,1,0,-2.73956,0.6153,0.0399012,-45.5748,6.11268,126.939,-6.17501
5.63745,1,0.6528,2,3,0,-3.78954,0.597926,0.0845833,-67.3874,6.58794,94.5087,3.26689
7.0022,0.945193,0.6528,3,7,0,-3.84588,0.480277,-0.133809,91.5649,-4.79541,-80.1069,-20.8668
8.18758,1,0.6528,1,1,0,-7.17618,0.49179,-0.111503,-42.309,-8.96635,-55.4457,-15.7632
8.3209,0.999808,0.6528,3,7,0,-7.19423,0.558013,0.0950499,23.4071,-14.3999,43.9418,9.9069
8.0753,0.971747,0.6528,3,7,0,-6.95479,0.488969,-0.108253,34.4858,-12.399,-60.2423,-15.5884
8.4604,1,0.6528,3,7,0,-7.91603,0.552115,0.104133,-35.2426,-4.53657,36.0973,11.3045
7.2334,0.936686,0.6528,3,7,0,-6.42518,0.51042,0.204397,-43.7746,-4.96773,-11.2826,21.2303
6.89254,0.943113,0.6528,3,7,0,-4.42302,0.5792,0.120353,-5.2959,23.4529,66.3169,10.1787
6.23283,0.952494,0.6528,2,3,0,-5.40366,0.588641,0.118284,-42.8334,-6.00031,77.5707,8.60851
8.01324,1,0.6528,2,3,0,-6.07092,0.559812,0.116001,-67.8179,-7.73148,44.2454,11.8761
7.83605,0.998249,0.6528,3,7,0,-7.74128,0.564375,0.112735,6.69134,4.18912,49.8996,11.1202
6.59587,0.890321,0.6528,2,3,0,-5.54069,0.58343,-0.0450361,42.1691,9.5473,99.0442,-10.7752
7.1919,1,0.6528,3,7,0,-5.83573,0.469549,0.121283,45.9433,11.4622,-60.5603,10.8901
7.54384,0.935359,0.6528,2,7,0,-4.95766,0.512586,0.190472,57.1558,-17.6725,-9.4182,20.1291
9.20841,1,0.6528,3,7,0,-7.63213,0.511461,0.0797565,7.16546,-18.6645,-13.1569,9.79206
8.44803,0.951518,0.6528,2,3,0,-8.25302,0.525425,0.14276,14.9535,-5.03998,3.86262,16.0426
9.62099,1,0.6528,3,7,0,-8.42282,0.532485,-0.025862,9.78593,16.13,16.3503,-2.38266
8.89491,0.955852,0.6528,2,7,0,-8.79456,0.506661,-0.105375,16.2486,-0.969201,-27.7551,-13.5993
8.46082,0.972562,0.6528,3,7,0,-7.84752,0.524076,0.142224,37.6065,-4.68717,2.37031,16.002
6.77382,0.908776,0.6528,2,3,0,-6.00293,0.548062,0.213432,-42.2412,-5.20316,25.1334,21.4308
7.83201,0.995695,0.6528,3,7,0,-5.89849,0.540457,-0.158978,54.1594,13.9109,37.4433,-22.298
9.41165,0.986147,0.6528,2,3,0,-7.33601,0.502129,0.0159014,-14.004,21.172,-28.2529,2.33603
9.29487,0.997193,0.6528,3,7,0,-9.26766,0.545082,-0.0249036,8.11494,0.848636,35.8105,-2.91545
7.85026,0.890666,0.6528,2,3,0,-7.43965,0.571718,-0.0136478,-31.4342,-3.36869,75.3124,-4.41336
7.9237,0.995855,0.6528,2,3,0,-7.55768,0.568616,-0.040301,30.8329,2.1035,74.4759,-7.54386
8.18954,0.938553,0.6528,3,7,0,-5.32264,0.476146,0.0269749,16.934,24.8564,-63.8866,1.26114
9.38357,0.999406,0.6528,2,3,0,-8.06421,0.520766,0.0682775,-59.9512,1.5228,-1.50549,8.72741
9.37773,0.995107,0.6528,3,7,0,-9.01474,0.531059,-0.0739709,31.4966,0.614503,15.5637,-8.77966
9.21843,0.897617,0.6528,2,3,0,-7.93546,0.505726,-0.0746313,5.93891,16.8544,-27.7005,-9.17865
9.70364,0.950092,0.6528,2,5,0,-8.59509,0.526817,-0.0170536,-41.9295,-10.2337,7.43169,-1.13481
9.36213,0.899217,0.6528,1,3,0,-8.47237,0.502908,0.035938,41.7685,-7.54266,-26.0784,4.70295
9.47741,0.905455,0.6528,1,3,0,-7.79492,0.538347,0.0233728,67.0029,-3.25783,23.0582,3.38651
9.69836,1,0.6528,2,3,0,-9.47489,0.519735,-0.0280241,23.2682,2.42464,-3.42992,-2.49409
8.73104,0.938836,0.6528,3,7,0,-8.6963,0.488107,-0.0432226,-2.84775,2.66648,-54.293,-6.29215
9.00855,1,0.6528,3,7,0,-8.38306,0.534009,0.096474,41.411,-0.458961,14.6617,11.4534
8.12467,0.964908,0.6528,3,7,0,-7.70714,0.498185,0.143901,23.435,6.97474,-26.2471,15.5389
8.47471,1,0.6528,3,7,0,-7.35955,0.481001,-0.0073598,-18.1768,14.9164,-61.1612,-2.39433
5.36475,0.755064,0.6528,3,7,0,-4.40876,0.558055,0.26217,44.1039,-7.44114,31.5328,24.6491
4.74423,0.972709,0.6528,3,7,0,-2.58768,0.465631,-0.16696,-75.1157,4.76695,-115.677,-29.4409
6.39585,1,0.6528,1,1,0,-4.86054,0.475023,-0.140917,-49.6169,-11.9519,-91.4998,-22.9492
9.37358,0.946178,0.6528,2,3,0,-5.29605,0.519512,-0.0816037,-94.9357,-13.3349,-4.20279,-9.72539
8.75568,0.949623,0.6528,3,7,0,-8.4255,0.553584,0.0662888,-17.9379,6.90191,40.8216,7.23045
9.28232,0.903933,0.6528,2,3,0,-6.65453,0.536731,-0.0716748,43.6447,20.798,25.1272,-8.68803
9.51845,1,0.6528,2,7,0,-9.19902,0.505429,0.00406985,-10.3337,7.9211,-24.1082,1.09354
8.97956,0.934545,0.6528,3,7,0,-8.36102,0.55112,0.0461533,-14.0578,-11.0563,39.1854,5.19747
8.47292,0.969674,0.6528,2,3,0,-8.21622,0.550844,0.106939,-25.7337,-1.86321,34.3849,11.6754
6.26099,0.800443,0.6528,2,3,0,-5.0945,0.544266,0.239971,-20.4854,15.0569,20.3752,23.6891
7.45312,0.985218,0.6528,2,3,0,-5.64572,0.528442,0.196033,23.449,18.9591,6.47829,20.635
8.47573,0.998106,0.6528,3,7,0,-6.43457,0.561599,-0.0284046,32.4816,19.2504,61.7959,-4.98008
7.77249,0.97376,0.6528,3,7,0,-7.50218,0.472315,0.0734039,-1.50834,-7.76346,-63.1089,6.14641
9.64231,0.994446,0.6528,3,7,0,-7.50876,0.513408,0.0149038,-71.8563,7.52332,-12.1908,2.67337
9.66971,0.999976,0.6528,3,7,0,-9.602,0.530324,0.00107432,-6.91293,3.35426,12.3201,1.02681
9.45607,0.981365,0.6528,2,3,0,-9.37648,0.516196,-0.069745,-8.51704,3.44848,-9.71542,-8.10427
9.52428,0.933605,0.6528,2,3,0,-8.62301,0.525168,-0.0632956,7.65337,14.0287,5.39534,-7.17589
8.25776,0.920886,0.6528,3,7,0,-8.08885,0.494503,-0.116142,5.20771,-5.96398,-50.9259,-16.1927
8.93484,1,0.6528,2,7,0,-7.97181,0.554263,0.0223037,-17.9702,-13.7507,45.5199,2.17278
9.54095,0.995925,0.6528,2,3,0,-8.77148,0.537702,-0.00730305,-42.5144,-4.98678,23.5497,-0.260359
8.72295,0.943484,0.6528,3,7,0,-8.51839,0.504857,0.112764,13.1652,5.62437,-20.0834,12.8917
8.68688,0.988263,0.6528,2,3,0,-8.23148,0.494763,0.0928427,10.2113,-9.66226,-33.2466,10.3646
8.87928,0.998102,0.6528,3,7,0,-8.417,0.539985,-0.100279,-35.512,-0.816578,32.4548,-13.005
9.36081,0.988006,0.6528,2,3,0,-8.51739,0.499814,-0.00757655,29.9225,-10.7566,-33.0678,-0.65335
9.68847,0.934951,0.6528,1,3,0,-8.48531,0.528588,0.00144775,-57.3269,-1.18355,9.76323,1.11017
9.6225,0.984222,0.6528,2,3,0,-9.48934,0.531787,-0.0295298,18.9522,-0.724267,15.381,-2.83053
9.38035,0.973814,0.6528,2,3,0,-9.19069,0.504936,-0.0501181,0.781509,6.50905,-27.664,-5.84404
9.32795,0.895966,0.6528,3,7,0,-7.78684,0.542281,0.0356611,42.6785,14.0111,27.8949,4.6007
9.33585,0.995715,0.6528,3,7,0,-9.0725,0.499628,0.0162011,-15.5982,-6.25153,-31.8019,2.22172
9.61527,0.985813,0.6528,2,3,0,-9.05961,0.513091,0.022354,-37.0708,3.51243,-12.4567,3.5361
8.81832,0.859669,0.6528,3,7,0,-6.88982,0.491761,-0.0577571,67.008,8.09816,-49.8544,-7.90409
9.47916,0.998669,0.6528,2,3,0,-8.5838,0.520275,0.0563513,47.5619,3.99852,-2.1878,7.44936
8.71448,0.894614,0.6528,2,3,0,-8.046,0.513387,0.122814,4.04124,-12.1728,-9.85457,14.1139
9.56537,0.986198,0.6528,2,3,0,-8.3606,0.51469,0.0376404,-5.97177,16.3263,-9.89861,5.31783
9.5486,0.998027,0.6528,3,7,0,-9.4303,0.528729,0.0414566,11.882,-3.86756,9.20555,5.75412
9.31067,0.983851,0.6528,2,3,0,-9.2458,0.538732,0.0541609,-2.9885,-3.71219,22.1944,6.84367
8.9947,0.976597,0.6528,2,3,0,-8.8293,0.534054,0.0976211,16.7559,3.75809,14.6824,11.5671
8.30036,0.880403,0.6528,2,3,0,-7.04729,0.537403,0.144145,-16.1363,-16.0949,17.0808,15.9192
6.51263,0.939207,0.6528,3,7,0,-5.77544,0.488979,0.216594,30.3603,9.47607,-31.5093,21.3012
9.25691,1,0.6528,3,7,0,-6.67305,0.513249,-0.0871079,-47.2198,19.9066,-15.2209,-10.6341
9.28739,1,0.6528,2,3,0,-9.21171,0.512702,-0.0833457,-4.0918,-3.94482,-16.0572,-10.1113
8.77182,0.935843,0.6528,2,3,0,-8.41046,0.507665,-0.115842,13.8704,8.0714,-26.4782,-15.1298
9.70702,0.94637,0.6528,2,3,0,-8.01507,0.525167,-0.021865,-35.1878,-16.66,4.96668,-1.71965
8.20031,0.710422,0.6528,1,3,0,-5.48241,0.547014,0.136538,-36.7672,-22.3105,28.12,14.7815
8.25358,1,0.6528,2,3,0,-8.08212,0.549479,0.127677,5.07717,6.0206,31.4339,13.7949
8.63759,0.962,0.6528,3,7,0,-6.62045,0.504874,-0.119257,-69.5914,7.52718,-31.8718,-15.8168
8.95142,0.955751,0.6528,2,3,0,-7.96738,0.503772,-0.0942289,-25.7126,-12.8931,-32.2771,-12.1182
8.67807,0.971864,0.6528,3,7,0,-7.87702,0.559673,0.0047088,-6.64404,13.25,55.0365,-0.504191
9.62958,0.96187,0.6528,3,7,0,-7.8478,0.533317,-0.0088644,-69.3975,2.49311,17.0519,-0.275574
9.69881,1,0.6528,2,3,0,-9.62228,0.526015,0.00789937,-14.4019,0.470627,5.90928,1.92438
8.52874,0.910784,0.6528,2,5,0,-8.49182,0.520313,0.137996,-6.00467,2.30646,-1.81656,15.6159
5.61415,0.889698,0.6528,3,7,0,-4.85007,0.550679,-0.219454,44.4156,-3.194,65.5692,-34.1392
9.6274,1,0.6528,2,3,0,-6.10285,0.511699,-0.0252461,-44.9139,24.9793,-15.8526,-2.29415
9.28924,0.961242,0.6528,2,3,0,-9.05996,0.513331,-0.0841232,-8.323,6.75563,-14.988,-10.2031
9.66645,0.969287,0.6528,2,3,0,-8.84903,0.526938,-0.0336444,11.0863,13.1457,7.87296,-3.24861
9.71393,0.998926,0.6528,3,7,0,-9.63061,0.518817,-0.0174283,-5.54399,4.01636,-4.75724,-1.16036
9.40601,0.968498,0.6528,2,3,0,-9.31047,0.542019,-0.0214039,-12.4429,2.95911,30.8547,-2.26346
9.47657,0.975622,0.6528,3,7,0,-8.88547,0.503621,-0.00381266,-28.5624,8.10873,-27.1738,0.0404701
8.637,0.96357,0.6528,3,7,0,-8.50835,0.500116,0.110977,15.2189,3.14758,-25.7499,12.5001
9.15026,0.966034,0.6528,2,3,0,-7.81565,0.497223,0.0444874,-36.0864,13.8716,-33.2968,5.33281
8.71866,0.865773,0.6528,3,7,0,-6.41816,0.548119,0.0929053,-10.474,22.4852,32.0268,10.4356
8.39659,0.974926,0.6528,2,3,0,-8.02058,0.560478,0.0730301,18.5844,7.48076,49.0502,7.34476
8.09246,0.863738,0.6528,3,7,0,-5.63267,0.520951,-0.162866,78.0476,-7.34622,-2.00991,-22.2549
8.82852,0.857157,0.6528,2,7,0,-5.78252,0.55311,-0.0496108,51.0926,21.6476,50.6681,-6.88274
9.15477,1,0.6528,2,3,0,-8.81598,0.544486,-0.0571731,-30.2807,1.04189,37.2081,-7.161
7.5663,0.904833,0.6528,2,3,0,-6.99547,0.482202,-0.111804,34.3968,-5.59426,-73.1232,-17.0402
8.79601,1,0.6528,2,3,0,-7.12371,0.510445,-0.11862,-66.3941,-3.86635,-21.4398,-15.4224
9.43468,0.991405,0.6528,2,3,0,-8.65037,0.510731,-0.0623944,-16.1939,-12.4118,-18.6872,-7.24398
9.48747,0.977172,0.6528,3,7,0,-8.90883,0.535556,0.0350618,20.791,-9.7059,18.6952,4.8451
9.40477,0.98871,0.6528,3,7,0,-9.15656,0.532005,-0.0689437,17.0673,5.63786,17.0065,-8.10822
9.48811,1,0.6528,3,7,0,-9.26523,0.504673,0.0117671,1.07448,-7.05372,-24.8283,1.9799
8.29225,0.939102,0.6528,3,7,0,-7.98705,0.545917,-0.124058,-0.274335,8.26167,45.2194,-17.0952
7.99433,0.755328,0.6528,3,7,0,-4.46879,0.558367,-0.0992263,64.1155,-21.2993,65.3761,-14.6418
9.62929,1,0.6528,2,3,0,-8.1545,0.532223,0.0104258,49.3915,-11.4513,14.831,2.09649
9.32026,0.86804,0.6528,3,7,0,-7.04957,0.500467,0.029798,-77.3005,-4.59649,-29.7866,3.86377
9.29629,0.961608,0.6528,3,7,0,-8.58182,0.540992,-0.0539522,-31.7232,-8.82159,31.2412,-6.48289
9.59745,1,0.6528,2,3,0,-9.32544,0.509858,0.0117915,21.3172,-4.88064,-17.3717,2.201
9.66921,1,0.6528,3,7,0,-9.56249,0.514725,-0.0248175,14.872,-2.41951,-11.1578,-2.15804
8.99904,0.958382,0.6528,2,7,0,-8.93812,0.541529,-0.0860105,-12.3511,-1.09592,34.2432,-11.014
9.24165,1,0.6528,3,7,0,-8.70317,0.525239,0.0826223,-33.3335,5.47055,4.12213,10.2114
7.36659,0.867803,0.6528,2,3,0,-6.95814,0.466292,0.0739166,-26.1838,-5.95865,-70.6961,5.40021
8.57553,0.984621,0.6528,2,3,0,-7.00999,0.491739,0.0933576,-65.5635,0.000922796,-36.9075,10.206
9.59147,0.991436,0.6528,2,3,0,-8.30516,0.508521,-0.00950563,-48.1243,9.95206,-20.1312,-0.430451
9.24276,0.970101,0.6528,2,3,0,-9.14556,0.504404,-0.0674966,16.3044,-0.294603,-29.5363,-8.25372
9.60085,0.957778,0.6528,2,7,0,-8.49777,0.512476,0.024144,-21.3095,-14.4818,-13.2756,3.72761
9.36152,0.928932,0.6528,2,3,0,-8.57502,0.509557,-0.0688659,0.686881,-13.2615,-20.9131,-8.18495
9.6776,0.939255,0.6528,1,3,0,-8.6199,0.530035,-0.00702761,39.1208,10.5781,12.0893,0.0460943
9.59256,0.958088,0.6528,3,7,0,-8.90516,0.527632,0.0350522,34.8552,7.4014,7.81778,5.05349
9.63953,1,0.6528,2,3,0,-9.59591,0.527425,0.024924,-2.94502,-3.0082,7.68686,3.90073
8.92518,0.898646,0.6528,1,3,0,-8.33359,0.552959,0.0420102,39.9897,1.43236,42.0001,4.57898
7.42743,0.91494,0.6528,2,3,0,-7.29104,0.574079,0.098667,-19.3329,-0.243173,63.0545,8.57143
7.49664,1,0.6528,1,1,0,-7.27137,0.57202,0.105008,23.8508,2.0116,59.8032,9.49106
4.55779,0.879462,0.6528,2,3,0,-4.3539,0.593337,0.218711,23.4358,0.929779,67.9727,17.669
9.27385,0.747247,0.6528,1,3,0,2.5951,0.519856,0.0798337,153.682,27.0322,-2.61355,9.93205
9.38068,0.966048,0.6528,3,7,0,-8.23031,0.502982,-0.0391111,48.7312,-7.99074,-30.1726,-4.49069
9.45432,0.978099,0.6528,2,5,0,-9.02953,0.539244,0.0239202,30.725,4.25565,24.2918,3.40781
9.52596,0.999759,0.6528,3,7,0,-9.33848,0.505833,-0.0158395,-6.87182,-6.17126,-24.4714,-1.33999
9.35498,0.90901,0.6528,3,7,0,-7.68814,0.511574,0.063538,66.7689,-3.10838,-13.4421,8.0867
9.57738,0.991582,0.6528,3,7,0,-9.07586,0.521295,-0.0566239,33.6997,-4.43412,-1.05925,-6.25029
8.53234,0.916135,0.6528,2,3,0,-8.39243,0.553179,-0.0816753,-3.68035,-5.49442,54.1359,-11.4129
9.25006,1,0.6528,3,7,0,-8.36943,0.515867,0.080174,-45.4763,5.33853,-7.6173,9.92654
9.38023,0.999857,0.6528,3,7,0,-9.0865,0.521051,-0.0813732,25.8743,-3.34089,-1.53594,-9.68381
9.612,0.898899,0.6528,1,3,0,-8.12666,0.525962,0.0333858,-8.51963,-18.0636,5.54347,4.88717
9.4448,0.98429,0.6528,2,3,0,-9.30798,0.503664,-0.02714,-9.81014,-4.77091,-28.4002,-2.89127
9.03549,0.838637,0.6528,2,3,0,-7.34184,0.520436,-0.11049,-45.0707,-14.6058,-2.75709,-13.9466
9.57054,0.991881,0.6528,2,3,0,-8.8716,0.514419,0.0361283,0.210471,12.5027,-10.3005,5.14203
9.18114,0.944223,0.6528,2,3,0,-8.8094,0.499548,0.0517733,20.1838,-7.06807,-29.7296,6.29139
9.15796,0.998659,0.6528,3,7,0,-9.01388,0.54655,-0.044204,3.37598,5.59433,39.5759,-5.56098
8.50161,0.878491,0.6528,2,3,0,-6.57476,0.51421,-0.139974,-63.1021,-10.325,-15.0434,-18.6304
8.33647,0.971686,0.6528,1,1,0,-8.18945,0.509413,-0.143667,2.07098,-5.7039,-24.5614,-19.4129
8.37659,0.97346,0.6528,3,7,0,-7.36068,0.533821,0.142758,40.4348,9.69724,13.1617,15.9
9.27337,1,0.6528,2,3,0,-8.33539,0.521483,0.0801421,-15.2884,-13.811,-0.570543,9.96908
9.37556,0.99865,0.6528,3,7,0,-8.90083,0.531539,-0.073343,-33.1989,-4.04941,16.3625,-8.70687
9.52422,0.912455,0.6528,3,7,0,-7.92918,0.511434,0.0379613,7.60344,-18.7625,-14.3361,5.27527
8.46274,0.908107,0.6528,2,3,0,-8.21261,0.550671,0.10831,-25.66,1.52016,34.0858,11.824
9.45851,0.974542,0.6528,2,7,0,-7.70017,0.523437,0.0591132,57.915,10.9567,1.96219,7.74827
6.49005,0.768313,0.6528,2,3,0,-5.96124,0.468435,0.169523,6.75264,-10.7031,-56.1788,15.4431
6.65242,1,0.6528,1,1,0,-6.33544,0.470827,0.167536,22.6161,-5.4066,-53.8807,15.5214
9.62006,1,0.6528,3,7,0,-6.93926,0.532954,-0.022721,58.4367,-17.9281,16.9705,-1.99837
9.35553,0.972582,0.6528,2,3,0,-9.19607,0.533033,-0.0726164,5.99659,5.72146,18.8815,-8.65758
8.7579,0.766135,0.6528,2,3,0,-6.10643,0.510826,-0.121571,5.74563,-24.2966,-20.8516,-15.8607
9.16772,0.977022,0.6528,3,7,0,-8.00923,0.505406,0.0730455,36.8575,12.184,-21.0395,8.88427
7.61704,0.854115,0.6528,2,3,0,-6.20091,0.509293,-0.176096,56.2636,7.67278,-26.4552,-24.8262
9.45757,0.969984,0.6528,2,3,0,-6.9448,0.539297,0.0225527,3.74075,23.6823,24.4335,3.24602
8.77985,0.970028,0.6528,3,7,0,-8.68794,0.557599,-0.00540206,14.1939,2.03618,53.0714,-1.54484
7.94166,0.914451,0.6528,2,3,0,-7.39495,0.57085,-0.00671172,37.4181,-2.86828,72.9817,-3.37798
