# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1020767514
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,aux_unscaled,p_gamma.1,p_z_beta.1,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_aux_unscaled
11.3263,0.971992,0.520802,3,7,0,-9.94062,0.510645,-0.114019,-0.0230932,-43.4424,-22.4799,-5.74037,-17.4105,0.626271,3.2193
9.36917,0.915804,0.520802,2,7,0,-8.84117,0.489407,-0.129998,0.110005,10.9878,4.45357,-11.5566,-38.4603,-4.37124,15.7016
5.97391,0.892681,0.520802,2,3,0,-5.39881,0.49639,-0.181174,0.253194,23.8226,-13.2092,6.9055,-22.7074,-14.9321,26.6237
8.34646,0.994824,0.520802,3,7,0,-3.98295,0.468378,-0.175846,0.0505656,8.50533,-12.2491,34.652,-71.289,-20.492,6.3512
7.97289,0.981776,0.520802,2,7,0,-7.152,0.478304,-0.17976,0.130992,43.8751,8.87128,4.21134,-49.4729,-18.6065,15.5172
6.64669,0.964144,0.520802,3,7,0,-3.24519,0.506053,0.00699328,-0.15579,-66.162,-20.6746,19.8893,-31.9147,62.9421,-22.4404
11.0315,1,0.520802,2,3,0,-6.52427,0.506928,-0.112722,0.0175124,26.8496,-50.5813,17.9115,-21.3398,1.03947,7.62397
11.0409,0.994485,0.520802,2,7,0,-10.6204,0.535866,-0.0871712,-0.0877736,-19.4844,1.57509,9.10419,24.43,12.7555,-5.30204
10.9167,0.958131,0.520802,3,7,0,-9.87265,0.515336,-0.0770627,-0.103961,-54.1419,3.23475,-2.52911,-11.9608,17.855,-7.53908
10.2735,0.961801,0.520802,3,7,0,-9.92186,0.550313,-0.164591,-0.000437811,-18.8351,-6.81778,7.05693,41.8118,-18.4379,3.91615
9.26387,0.988591,0.520802,3,7,0,-8.99315,0.555876,-0.171952,0.079915,-15.7572,7.13887,5.95104,42.6044,-18.0852,11.794
9.24749,0.997365,0.520802,3,7,0,-8.44585,0.488488,-0.0679967,-0.144183,26.861,21.1959,-0.276765,-65.6645,23.9023,-15.8081
10.0003,0.997523,0.520802,3,7,0,-7.31496,0.556555,-0.165128,-0.0100316,40.8076,9.19909,-24.0918,51.9958,-18.9979,2.19152
10.2106,0.981321,0.520802,3,7,0,-8.90919,0.486505,-0.0803197,-0.0216813,24.2452,-12.3503,16.2307,-54.473,13.8553,1.15929
10.2217,0.999672,0.520802,3,7,0,-9.52742,0.561233,-0.120713,-0.0457529,-4.45996,-23.5097,-1.43077,63.3813,-2.09678,-1.76779
11.081,0.995822,0.520802,2,7,0,-9.87416,0.532157,-0.112324,0.0219915,55.5106,-3.07085,-6.23552,14.3993,1.17245,8.2736
10.5551,0.976437,0.520802,3,7,0,-10.0586,0.53571,-0.125616,-0.155093,20.1678,0.803035,10.139,27.6314,-5.09215,-14.5226
10.237,0.968428,0.520802,2,7,0,-9.11752,0.517207,-0.108799,0.095879,-20.1053,4.12858,16.6527,-5.75256,2.0909,15.6861
8.33554,0.921443,0.520802,3,7,0,-7.15773,0.570321,-0.164929,-0.124701,-48.0323,9.60488,-8.83551,91.3568,-23.7564,-15.2156
8.55244,0.982426,0.520802,3,7,0,-5.50443,0.565025,-0.149287,0.123524,65.2874,-17.2126,-18.7487,49.5858,-9.92759,15.7444
10.7202,0.999032,0.520802,3,7,0,-7.92908,0.527882,-0.0573623,-0.0187947,-63.0721,4.70527,-20.0771,9.08534,22.7369,2.52546
11.1628,0.992178,0.520802,3,7,0,-10.1873,0.532417,-0.130653,-0.101998,-26.62,-24.3785,-0.0473311,18.9111,-6.91281,-6.79467
11.1335,0.999895,0.520802,3,7,0,-11.1,0.509313,-0.102385,0.00531693,-2.42755,-3.48762,-2.18384,-18.3917,4.91361,6.32499
11.1911,0.911471,0.520802,2,7,0,-8.07422,0.521968,-0.151257,-0.0653674,-35.2821,34.1439,19.0341,0.0506926,-15.26,-2.23605
10.3842,0.966205,0.520802,3,7,0,-10.1111,0.502877,-0.16727,0.0269189,0.314703,12.5201,4.81117,-26.5954,-18.4199,7.50269
8.45092,0.931085,0.520802,3,7,0,-7.23414,0.511681,-0.219143,-0.124617,-31.5688,-24.9935,5.50405,-19.3642,-49.8914,-14.9624
9.32978,0.975996,0.520802,3,7,0,-4.20969,0.530162,-0.0154392,-0.0510934,12.796,16.0152,-37.0472,13.4069,41.7124,-4.22773
8.05151,0.93197,0.520802,2,3,0,-7.63446,0.533946,0.000826212,-0.102443,4.90648,-1.30461,-10.8423,21.6887,53.7284,-13.0889
10.0026,0.932693,0.520802,3,7,0,-4.90904,0.488078,-0.161868,-0.0734479,-35.4601,53.5516,-18.0795,-57.7175,-20.1256,-5.59746
10.477,0.997019,0.520802,3,7,0,-9.14913,0.524038,-0.048751,-0.00106832,-59.6922,-6.57682,-3.72733,3.09853,25.1876,4.21786
10.9112,0.999568,0.520802,3,7,0,-10.0513,0.542735,-0.128559,0.00929796,-2.80705,-25.321,-4.43363,30.0559,-4.78654,6.37732
11.2917,0.951836,0.520802,2,7,0,-8.60934,0.53274,-0.119378,-0.0868014,-32.7981,7.59538,-25.4523,18.9114,-1.66884,-4.67459
10.675,0.978051,0.520802,3,7,0,-10.5444,0.544105,-0.0804106,-0.0891698,3.44131,-8.88266,-2.91532,38.9917,15.8284,-6.20509
11.1646,0.999411,0.520802,3,7,0,-10.4238,0.516737,-0.15279,-0.0516232,-39.307,-7.15006,6.49492,-8.48838,-15.4894,-0.600315
7.57624,0.883259,0.520802,3,7,0,-7.22528,0.464844,-0.172967,0.112038,-0.243043,10.2703,7.99444,-67.2278,-17.2758,12.388
10.3097,0.996361,0.520802,2,3,0,-7.31877,0.489164,-0.120178,0.0334389,70.8006,20.024,-14.937,-45.1389,-1.61896,8.14558
9.78522,0.97758,0.520802,3,7,0,-9.2453,0.56305,-0.156982,-0.0259201,-18.1793,-8.86864,9.75704,63.7403,-16.3808,-0.192735
7.36563,0.88152,0.520802,2,3,0,-6.94332,0.573984,-0.19944,-0.0938645,-33.1412,1.5484,-3.45357,92.408,-37.9942,-13.3582
8.79114,0.990691,0.520802,3,7,0,-5.58204,0.468054,-0.102901,-0.0896606,66.1703,-34.7513,-7.88984,-94.8714,5.7311,-10.0196
10.7343,1,0.520802,3,7,0,-8.38984,0.508257,-0.0700658,-0.0924392,81.3786,3.31852,3.84715,-24.2209,20.6102,-6.49051
11.1525,0.98283,0.520802,2,3,0,-10.31,0.518228,-0.0954213,-0.109545,23.4919,-20.7374,5.9659,-6.79584,9.4672,-7.7497
8.71674,0.861685,0.520802,2,7,0,-7.79231,0.463992,-0.102609,-0.0483363,-34.4255,-6.47427,11.5922,-93.948,5.38931,-5.09212
9.49526,0.972169,0.520802,3,7,0,-5.85873,0.497981,-0.148463,0.111745,-102.357,1.21909,-2.85051,-28.2253,-9.91266,16.1718
3.21944,0.860251,0.520802,3,7,0,-2.15915,0.550021,-0.319531,0.123151,21.1061,22.5612,-9.00288,32.343,-60.009,5.10821
10.5714,0.9778,0.520802,3,7,0,-2.83376,0.539324,-0.0593569,-0.0496184,56.0363,-69.5187,14.3046,28.2602,23.3583,-1.55919
7.76143,0.893318,0.520802,3,7,0,-7.3774,0.52455,-0.230893,0.1281,-25.8207,-10.5293,-2.28452,2.97909,-33.6058,14.7511
9.74074,0.975445,0.520802,2,7,0,-5.33781,0.533355,-0.131423,-0.201291,7.83843,-46.4348,22.3477,25.1188,-8.83531,-21.8098
9.47329,0.942741,0.520802,3,7,0,-7.48421,0.534259,-0.17079,0.110141,-34.2453,18.7272,18.2618,14.5634,-16.6837,15.9354
10.2306,0.993866,0.520802,3,7,0,-8.49645,0.510693,-0.0594324,-0.126293,3.46181,-7.36449,-21.9272,-21.3007,27.2028,-11.6529
10.7258,0.99874,0.520802,3,7,0,-9.94152,0.536199,-0.161625,0.00777231,9.64538,19.5043,-9.06028,20.6736,-17.0423,5.82741
7.46707,0.857831,0.520802,3,7,0,-5.14898,0.507231,-0.0840072,0.218519,-10.0737,11.4738,-24.7617,-14.0065,7.64245,25.2899
8.79329,0.998288,0.520802,3,7,0,-6.47839,0.54482,-0.0981707,-0.221661,2.83647,23.0221,21.9037,52.4338,10.262,-26.2047
10.403,0.850352,0.520802,2,3,0,-6.21567,0.550881,-0.105657,-0.116534,63.1289,9.99748,-27.8979,53.767,4.74594,-10.1008
11.1662,0.984867,0.520802,3,7,0,-9.46649,0.517041,-0.152868,-0.0424672,58.231,-6.61802,-11.7607,-7.84669,-15.243,0.52783
11.4116,0.997893,0.520802,2,7,0,-10.9942,0.524601,-0.118417,-0.0813407,9.91716,16.3479,-3.97215,4.61236,-1.22728,-3.76521
10.6484,0.924764,0.520802,2,7,0,-9.61577,0.532672,-0.133135,-0.150025,16.9571,-9.17332,-15.4904,21.3193,-8.85584,-13.713
10.9361,0.997099,0.520802,3,7,0,-10.1657,0.505373,-0.131377,-0.111432,10.8334,-9.12393,-13.4688,-30.4607,-7.38193,-8.4048
7.76574,0.744215,0.520802,3,7,0,-5.70988,0.57588,-0.0677951,0.124489,70.9023,11.2162,-7.0198,61.9588,13.9969,14.2765
6.26572,0.970115,0.520802,2,3,0,-5.83406,0.583926,-0.039974,0.157878,5.0944,16.3026,5.25633,66.6174,20.7243,15.3991
9.74942,0.998372,0.520802,3,7,0,-4.82116,0.50107,-0.033769,-0.0424736,-73.2509,-39.6787,-18.179,-33.4393,33.4978,-2.32707
9.85516,1,0.520802,3,7,0,-9.63199,0.504777,-0.0343074,-0.0519079,-17.6344,9.25065,1.76535,-28.0222,33.912,-3.27522
8.66988,0.919806,0.520802,2,7,0,-6.86098,0.518632,-0.210145,0.109886,22.761,-35.3024,5.28244,-3.90882,-28.5777,14.3115
11.2841,0.99883,0.520802,3,7,0,-8.32492,0.515621,-0.129116,-0.0941313,11.1055,40.8444,-15.7969,-11.2208,-6.10959,-5.58734
11.0382,0.97585,0.520802,2,7,0,-10.3234,0.523077,-0.136071,0.0268978,11.2206,1.23249,13.9118,1.58962,-7.30229,8.79724
9.853,0.970031,0.520802,3,7,0,-9.65041,0.560245,-0.15867,0.00904975,0.666934,-6.16808,6.70697,55.3895,-15.9081,4.24293
10.0864,0.981568,0.520802,3,7,0,-8.50962,0.49322,-0.0787444,-0.119214,-63.9075,7.50176,5.41972,-53.6338,17.6084,-11.0678
10.0403,0.996102,0.520802,3,7,0,-8.89709,0.540763,-0.175918,0.0482615,-52.7566,-8.60775,-5.20881,25.1724,-20.6104,9.4454
8.20967,0.941962,0.520802,2,3,0,-8.01357,0.558481,-0.176045,0.140128,-4.48006,-9.74883,-4.56887,40.6863,-17.2165,17.1149
10.786,0.935469,0.520802,2,7,0,-3.44314,0.511007,-0.113848,-0.145077,66.259,-27.2822,37.6944,-21.4971,0.917031,-12.8362
11.2293,0.986187,0.520802,3,7,0,-9.91069,0.535089,-0.11264,-0.00798434,27.3292,9.23895,-16.6277,19.6736,1.13122,4.88288
8.68752,0.877277,0.520802,2,7,0,-6.85018,0.522239,-0.0856608,-0.241286,-22.2277,3.22218,-21.8691,0.717548,18.2901,-28.8222
9.68414,1,0.520802,3,7,0,-8.2911,0.52531,-0.149419,0.119491,28.3695,6.17854,-17.5787,3.91198,-10.0459,17.5032
8.89076,0.979308,0.520802,2,3,0,-8.70621,0.519548,-0.154311,0.158466,-15.4005,-1.04321,5.41844,-2.5649,-10.6447,20.7292
10.4822,1,0.520802,3,7,0,-8.24703,0.508193,-0.0517055,-0.0421179,-11.5657,-5.4915,24.9416,-22.0106,26.1387,-0.81715
10.1097,0.980026,0.520802,3,7,0,-9.10599,0.486029,-0.154288,-0.0520378,26.2373,-24.8883,1.10675,-58.6509,-16.1267,-2.75571
9.45128,0.983223,0.520802,3,7,0,-8.8509,0.496256,-0.196811,-0.0730482,41.7233,0.468923,0.494107,-43.7421,-35.3096,-6.64044
10.8481,0.991563,0.520802,3,7,0,-8.53971,0.543784,-0.149683,-0.0463906,-58.0753,-29.492,-4.70961,35.2825,-14.0483,-0.589605
6.59921,0.794072,0.520802,2,3,0,-5.38658,0.490496,-0.237779,-0.124851,56.1817,8.1388,3.58867,-59.3861,-58.9039,-18.6826
10.4052,0.974432,0.520802,3,7,0,-4.59912,0.516636,-0.099187,-0.172238,60.9548,55.8177,14.144,-11.0078,8.74803,-16.9299
10.1917,0.961823,0.520802,3,7,0,-9.07054,0.548519,-0.173954,-0.0505067,0.354865,-4.30854,17.8176,43.2836,-24.2563,-2.39937
11.0125,0.998813,0.520802,3,7,0,-9.76193,0.539527,-0.0838016,-0.0386394,-41.7822,22.8401,1.47104,27.9711,12.922,0.675617
9.66507,0.87119,0.520802,2,7,0,-7.0881,0.524358,-0.0211929,-0.0253692,43.2803,-39.1077,-3.78587,3.7488,37.3442,-0.396007
9.86169,0.991081,0.520802,2,3,0,-9.13993,0.508882,-0.030317,-0.0270899,-13.7782,-23.0905,0.192765,-20.2893,33.8519,-0.213163
8.894,0.974772,0.520802,3,7,0,-8.27159,0.487048,-0.034167,-0.0817431,2.42883,21.6229,3.60126,-60.4666,36.0614,-8.85795
10.1616,1,0.520802,3,7,0,-7.91201,0.506671,-0.0624113,0.057854,44.0074,-23.3759,16.2217,-20.0272,17.8057,10.842
9.5858,0.917231,0.520802,3,7,0,-7.11626,0.501777,-0.1118,0.121633,7.58528,38.8059,-13.1268,-23.2896,1.09514,17.5625
10.2948,1,0.520802,3,7,0,-9.2082,0.524799,-0.139452,0.0872292,34.101,-7.95352,-13.262,3.53932,-7.55617,14.7429
10.5698,0.94281,0.520802,3,7,0,-7.23613,0.542441,-0.16642,-0.0617219,-56.8151,39.8427,-8.80917,34.141,-21.5988,-3.0245
10.5409,0.98977,0.520802,3,7,0,-9.67056,0.535101,-0.066028,0.0287509,29.324,-20.6281,-3.8211,18.299,17.5925,8.0172
11.1488,0.992105,0.520802,3,7,0,-10.034,0.51056,-0.0951826,-0.0944482,10.3599,27.4102,6.65317,-20.2243,9.29117,-5.90408
11.179,0.988955,0.520802,3,7,0,-10.6781,0.507026,-0.138838,-0.0398954,-8.13956,14.3825,-8.03662,-23.7721,-9.45344,0.866148
10.1905,0.916057,0.520802,3,7,0,-8.95216,0.545889,-0.170563,-0.0910488,4.35977,-30.0385,-5.9176,42.2876,-24.7615,-7.38177
8.80555,0.916154,0.520802,2,3,0,-8.0598,0.561898,-0.162791,-0.143349,24.2535,12.2028,-10.2006,78.314,-23.5832,-16.566
9.35224,0.996221,0.520802,3,7,0,-7.34544,0.533725,-0.209819,-0.0794908,60.0567,-3.05908,-14.7602,20.3369,-41.4965,-7.62625
10.2805,0.992744,0.520802,2,3,0,-9.07891,0.524597,-0.184333,-0.0946316,17.9893,-29.4617,-2.50844,4.72798,-31.1917,-7.63883
10.8805,0.993886,0.520802,3,7,0,-9.57791,0.542973,-0.0850894,-0.0158739,30.2925,-25.8415,-6.90078,31.9664,11.8433,3.21071
10.9803,0.998442,0.520802,3,7,0,-10.6771,0.511634,-0.148188,-0.101121,27.3704,5.33488,1.72226,-18.5617,-14.9682,-7.0472
10.83,0.92951,0.520802,2,7,0,-8.38812,0.528749,-0.168692,-0.0211277,-45.0085,10.5709,-21.5529,10.459,-20.8184,2.48346
9.9966,0.961117,0.520802,3,7,0,-9.22678,0.530482,-0.0430669,0.0433983,28.0068,-1.37902,11.9917,11.5358,25.0002,8.72904
10.1949,0.997941,0.520802,3,7,0,-9.07799,0.539663,-0.184109,0.00181326,-24.4137,-17.9054,-12.2255,26.0015,-25.6681,4.0407
10.2904,0.994145,0.520802,2,3,0,-9.83447,0.528741,-0.189958,-0.0162926,-23.435,13.3237,-3.73747,10.347,-28.88,2.00625
9.51196,0.959055,0.520802,3,7,0,-8.05246,0.504211,-0.173151,-0.160865,-21.7903,23.5412,-13.3213,-35.9766,-29.7876,-17.3016
10.5514,1,0.520802,3,7,0,-8.75241,0.554151,-0.118633,-0.0750132,17.765,25.4843,16.0479,55.0834,-1.30726,-4.70472
11.1587,0.981099,0.520802,3,7,0,-9.60068,0.513723,-0.0941004,0.00343604,-62.0964,-12.7803,2.92643,-12.0114,8.02644,6.14207
8.60086,0.931324,0.520802,3,7,0,-8.43975,0.514763,-0.149551,0.173109,8.67612,-10.4718,0.253692,-7.47975,-9.07467,21.9572
9.97474,0.98375,0.520802,2,7,0,-6.69662,0.505895,-0.138653,-0.179144,13.9284,13.5906,-29.3696,-33.7688,-12.3452,-18.6268
10.1395,0.923593,0.520802,3,7,0,-7.52439,0.503856,-0.0547209,0.0380225,60.5341,-4.75108,19.5778,-24.6767,21.209,8.35516
10.5498,0.935992,0.520802,3,7,0,-7.00773,0.555052,-0.117573,-0.0632118,-52.7987,-45.8016,0.250776,55.3051,-0.827665,-3.25875
10.8489,0.957288,0.520802,2,7,0,-9.13577,0.504756,-0.0723054,-0.0414254,66.9854,-10.4317,-3.15942,-27.4748,17.6896,0.00416869
11.2823,0.999259,0.520802,2,3,0,-10.7122,0.528092,-0.0880067,-0.0417064,24.4754,-17.1826,-0.366794,9.8471,11.2837,0.837943
10.1217,0.777876,0.520802,2,7,0,-4.31056,0.48588,-0.143177,-0.0820224,-101.444,-39.8556,-9.51747,-62.5248,-12.1937,-6.41716
9.19331,0.966347,0.520802,3,7,0,-8.74227,0.555001,-0.0342692,0.0227298,-33.0688,3.58835,-4.12082,46.5196,29.2184,4.5814
9.2812,0.997745,0.520802,3,7,0,-7.78382,0.544951,-0.0227234,-0.0418019,-37.6189,-0.881451,-17.0805,36.8275,37.9671,-3.18125
6.62843,0.891905,0.520802,3,7,0,-4.76216,0.493992,-0.0881889,0.24188,37.844,29.1783,-9.69702,-25.4048,6.31891,26.507
9.15559,0.99656,0.520802,3,7,0,-5.26348,0.520685,-0.0600769,-0.198105,-44.3545,24.3908,26.7888,-2.73992,31.0536,-22.6041
11.4373,1,0.520802,2,7,0,-9.24659,0.522321,-0.115614,-0.0269547,1.96284,-24.2292,20.5914,0.595337,-0.000488942,2.96653
10.7572,0.902147,0.520802,2,5,0,-8.91641,0.527446,-0.0607695,-0.00644053,12.1533,37.3381,4.62055,8.21383,20.8829,4.11887
10.7594,0.998994,0.520802,3,7,0,-10.6524,0.51668,-0.171895,-0.0661177,1.79056,3.4776,5.12804,-8.833,-24.1368,-3.18485
10.6764,0.98182,0.520802,3,7,0,-9.98727,0.523692,-0.0914728,0.0588636,7.43853,22.0907,4.47852,2.29666,8.05288,11.9995
10.3154,0.98955,0.520802,3,7,0,-9.7664,0.558556,-0.102292,-0.00543606,1.5384,8.38571,11.552,54.499,5.05819,3.37074
10.6751,0.999831,0.520802,3,7,0,-10.1358,0.491433,-0.129967,-0.0279717,-25.9069,-0.951422,-9.42312,-47.4889,-5.70693,1.3242
10.7575,0.995821,0.520802,3,7,0,-10.2451,0.551148,-0.104165,-0.0451711,26.5575,-11.8781,5.2657,47.06,4.71421,-0.630982
10.4541,0.993717,0.520802,3,7,0,-9.78742,0.497977,-0.117757,0.0539202,23.976,5.03917,11.2467,-31.6798,-0.74158,10.9538
11.2072,0.999688,0.520802,3,7,0,-10.4596,0.538683,-0.109405,-0.0702345,-23.0363,0.347458,12.7776,28.3622,2.69526,-2.81127
11.0833,0.997601,0.520802,3,7,0,-10.852,0.516929,-0.148243,-0.0964437,24.741,1.15548,-2.33856,-8.93947,-14.8552,-6.26756
9.02681,0.879849,0.520802,2,3,0,-8.7804,0.54156,-0.20783,-0.100329,20.9708,-3.24448,4.87063,35.2907,-42.3397,-10.8347
8.96935,0.99759,0.520802,3,7,0,-7.85768,0.50082,-0.0129271,-0.0382502,-11.3962,6.39019,-17.1433,-33.5564,41.6737,-3.36919
10.236,0.913352,0.520802,2,7,0,-5.4425,0.557746,-0.145152,-0.00849849,61.9929,-52.9149,2.63645,53.6199,-11.3009,2.8457
9.37,0.916382,0.520802,3,7,0,-7.72723,0.477296,-0.0672668,0.013186,35.4725,-13.4922,-16.8786,-64.019,17.6971,3.76719
9.18622,0.890106,0.520802,2,3,0,-6.97303,0.483907,-0.0440905,-0.0598803,70.8862,-19.5928,-1.7766,-63.0967,30.3124,-5.5872
10.8871,0.966387,0.520802,2,7,0,-7.27988,0.523387,-0.161151,-0.0944607,64.2271,-42.0324,-1.9013,2.57526,-20.6567,-6.4127
10.7332,0.970856,0.520802,3,7,0,-9.77472,0.528894,-0.0668328,0.0166582,-51.9408,-0.533814,-2.91767,9.90643,17.732,6.91332
10.8462,0.988384,0.520802,3,7,0,-9.82045,0.525137,-0.155768,-0.112932,-34.2033,-10.5672,11.848,5.90035,-18.8926,-8.76264
10.7317,0.956423,0.520802,2,7,0,-9.43679,0.550392,-0.0996198,-0.0155322,-15.7447,-21.8563,-13.404,43.2106,6.19982,2.95912
10.0259,0.984086,0.520802,3,7,0,-9.85886,0.488066,-0.107893,-0.125302,-7.48582,-10.85,0.902452,-64.0344,3.75189,-11.9289
8.69135,0.932426,0.520802,2,3,0,-8.01621,0.484258,-0.125412,-0.187337,10.3745,-12.2806,-11.4362,-80.6237,-5.31107,-22.1962
8.90358,1,0.520802,2,3,0,-8.45594,0.490178,-0.126407,-0.197356,34.5647,0.778337,3.20891,-69.3289,-5.97106,-23.0001
7.86159,0.993289,0.520802,3,7,0,-7.28426,0.558537,-0.101262,0.182321,-23.3743,-0.227147,10.6067,37.4619,3.71179,21.6099
10.7677,0.997557,0.520802,2,7,0,-7.74037,0.53462,-0.152276,0.026168,44.349,7.19922,25.7089,17.7224,-13.0962,8.1718
9.6513,0.961461,0.520802,3,7,0,-8.82438,0.542655,-0.0690359,0.0965441,25.5147,-9.15065,12.0192,25.1596,14.4205,14.5912
9.70431,0.984434,0.520802,3,7,0,-8.29898,0.527677,-0.141848,-0.202247,-50.2758,-13.5805,-9.43869,12.6509,-14.7208,-21.9972
9.85297,1,0.520802,3,7,0,-9.45422,0.518503,-0.0889787,0.113552,14.1048,-10.1182,7.68381,-4.03265,7.95682,17.0938
10.334,0.999396,0.520802,3,7,0,-9.54363,0.525252,-0.135278,-0.175692,29.2558,-10.0918,-10.3466,6.92831,-10.4592,-17.4873
10.4076,0.997812,0.520802,3,7,0,-9.82647,0.524399,-0.0840225,0.0745106,27.4648,4.59523,-9.24184,3.12262,10.2165,13.3885
10.3817,0.986391,0.520802,3,7,0,-9.1926,0.514142,-0.124016,-0.174779,-36.7646,24.2482,0.144437,-16.2682,-4.43842,-17.2827
8.68064,0.912265,0.520802,2,3,0,-8.34333,0.522935,-0.0709317,-0.229702,-14.2711,-10.2708,-6.30108,2.32284,26.6282,-27.4208
7.98384,0.984808,0.520802,3,7,0,-7.37441,0.5231,-0.176023,0.187237,-33.831,-13.055,-1.27851,1.17823,-15.6786,22.4777
8.69289,1,0.520802,3,7,0,-6.02956,0.572749,-0.0716032,0.0669378,-9.0532,-23.831,23.6569,65.4586,14.4598,9.03392
9.68922,0.996987,0.520802,3,7,0,-8.04673,0.478632,-0.153931,-0.0184596,29.1269,7.07069,19.3024,-66.1498,-14.9502,0.532193
9.51325,0.974636,0.520802,3,7,0,-7.76883,0.565261,-0.067402,-0.00832109,-55.0288,21.619,6.05197,64.8511,18.4263,1.40773
10.9822,0.99882,0.520802,2,7,0,-9.5734,0.540566,-0.0960884,0.00120759,55.3367,16.8846,1.03763,27.3591,7.31702,5.51628
11.0361,0.983288,0.520802,3,7,0,-10.0339,0.504579,-0.145867,-0.0535688,10.1788,-19.1482,12.2033,-28.4388,-12.6526,-1.09725
10.9858,0.999412,0.520802,3,7,0,-10.5953,0.519747,-0.10989,0.0393264,-24.3683,-11.6127,-2.40767,-2.98234,1.9748,10.2161
10.083,0.959399,0.520802,2,3,0,-9.90154,0.514152,-0.0735491,0.0866157,-1.62744,-0.765027,7.20894,-9.64478,13.2834,14.2297
10.3804,0.998524,0.520802,2,3,0,-9.95663,0.511851,-0.0787623,0.0673425,-3.40379,8.77764,9.69216,-12.9836,12.0945,12.4504
7.2445,0.915153,0.520802,3,7,0,-6.19286,0.505669,0.0121409,0.123288,-18.28,20.0387,11.3078,-18.732,37.5361,13.0712
9.84383,0.994862,0.520802,3,7,0,-5.27212,0.554351,-0.110852,-0.146538,-11.7287,-57.9342,-10.6582,63.9289,2.42919,-14.8966
9.22267,0.983718,0.520802,3,7,0,-8.35399,0.470389,-0.143743,-0.00934179,0.921384,5.90429,15.4473,-77.321,-10.7801,0.72018
10.5097,0.99543,0.520802,3,7,0,-8.54184,0.534266,-0.0653269,0.032823,-71.5302,-12.2716,2.47216,17.0003,17.6962,8.45591
