# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1020767514
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,aux_unscaled,p_gamma.1,p_z_beta.1,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_aux_unscaled
11.3508,0.985968,0.557896,2,7,0,-8.14124,0.511281,-0.121189,-0.0700146,-58.5809,1.46504,-21.947,-18.042,-2.40097,-2.49505
10.941,0.981702,0.557896,2,7,0,-10.7867,0.503086,-0.130712,0.0115401,3.9392,-0.780766,5.86274,-27.1232,-5.55685,6.71301
9.73766,0.936864,0.557896,2,7,0,-8.89024,0.48725,-0.161456,0.0479715,-30.3566,-19.2828,5.09719,-46.4101,-15.6804,8.80287
7.10817,0.905794,0.557896,3,7,0,-5.98132,0.557809,-0.22749,0.13075,50.0977,8.62864,-7.09354,40.6912,-32.4434,13.7749
9.2091,0.990728,0.557896,3,7,0,-5.9472,0.494223,-0.0577692,-0.151098,-26.8777,50.9281,-0.993032,-55.1626,29.4348,-16.7352
7.29417,0.821254,0.557896,2,7,0,-5.46858,0.560798,-0.181364,0.179295,42.2735,-25.097,10.8217,40.0176,-17.3316,20.1245
9.23863,0.998803,0.557896,3,7,0,-5.77236,0.566604,-0.149284,-0.103342,-61.9692,25.0723,-18.4743,80.8198,-15.5406,-10.7955
9.99286,0.974649,0.557896,3,7,0,-7.06998,0.508824,-0.17073,0.0726675,73.8015,-29.2468,-5.71963,-16.7023,-17.9492,12.3546
11.1399,0.99561,0.557896,3,7,0,-9.7783,0.505245,-0.138484,-0.045115,-9.41976,-19.516,14.3391,-26.8906,-9.40531,0.146667
11.3628,0.999593,0.557896,3,7,0,-11.0958,0.533381,-0.116611,-0.0587714,22.3228,9.39748,-0.418654,18.943,-0.414771,-1.09129
9.97147,0.845018,0.557896,2,7,0,-8.21278,0.554623,-0.0687913,-0.0867504,42.1249,30.9541,-3.76002,57.2147,20.946,-7.31469
9.49947,0.981316,0.557896,2,3,0,-9.41944,0.560252,-0.0714509,-0.105827,-4.04205,-7.7728,-0.998604,69.6712,20.5281,-10.598
10.5999,0.999116,0.557896,3,7,0,-8.72129,0.502417,-0.114287,0.0523357,-51.6873,-28.5891,3.43682,-25.8911,0.432097,11.0487
11.1074,0.990326,0.557896,3,7,0,-9.81757,0.534664,-0.103718,0.00994503,-20.7843,3.60989,16.1894,18.3678,4.37612,6.84237
11.4552,0.979178,0.557896,2,5,0,-10.5813,0.52332,-0.117456,-0.0349331,-31.6265,-10.3645,-9.86791,2.18197,-0.741561,2.02205
10.959,0.918563,0.557896,2,5,0,-9.80325,0.541617,-0.0870991,-0.0670205,40.7926,19.9384,-5.8385,33.1178,12.2643,-2.91694
10.8535,0.969682,0.557896,3,7,0,-10.149,0.50966,-0.0775992,0.0132953,40.6694,4.48659,-5.66798,-17.6026,13.9099,6.74197
10.615,0.95365,0.557896,3,7,0,-9.34676,0.533244,-0.158754,-0.119646,-8.81171,19.8406,-13.4696,21.1332,-20.5717,-10.0472
9.84928,0.976358,0.557896,3,7,0,-9.38285,0.537607,-0.190174,-0.0980059,4.10705,-14.6724,6.97238,28.0519,-34.072,-8.91226
10.1917,0.996276,0.557896,3,7,0,-9.34487,0.537361,-0.188724,-0.0360819,16.1594,-19.5196,-8.56907,24.4024,-29.5396,-0.623445
8.07424,0.870787,0.557896,3,7,0,-6.77175,0.529096,-0.171849,-0.236879,-24.0963,27.4664,-7.34975,16.909,-33.8647,-29.4872
8.57446,1,0.557896,2,3,0,-7.90134,0.533019,-0.162741,-0.226168,3.57944,14.7552,9.80198,25.6213,-27.7727,-27.1787
9.30032,1,0.557896,1,1,0,-8.59463,0.528703,-0.1581,-0.205572,15.9881,-10.274,-10.7435,15.0129,-24.0283,-23.2075
10.5993,0.95734,0.557896,3,7,0,-7.41458,0.493635,-0.144965,-0.0674902,-7.08587,-25.4476,-23.6305,-47.675,-12.6177,-3.67912
9.89496,0.952904,0.557896,3,7,0,-8.95941,0.508497,-0.14842,0.101377,-34.2917,-5.0375,-10.9735,-16.1659,-10.104,15.6909
10.5678,0.97373,0.557896,3,7,0,-7.63759,0.527349,-0.0806062,-0.144993,-90.5906,9.44436,-5.62014,10.6398,17.6092,-13.269
10.9984,0.999857,0.557896,3,7,0,-10.2209,0.505685,-0.151215,-0.0429044,-2.32824,-12.9722,11.5806,-26.0671,-14.5792,0.139064
10.6008,0.976932,0.557896,3,7,0,-10.2222,0.554078,-0.117563,-0.01206,-6.57738,16.9664,-2.59675,48.4704,-0.754684,3.12899
10.5481,0.965377,0.557896,3,7,0,-8.95321,0.506098,-0.156648,-0.11907,50.822,-20.8148,-7.50844,-29.5747,-19.5437,-10.1107
9.3073,0.911968,0.557896,3,7,0,-8.51372,0.528779,-0.0309017,0.0809045,35.8017,-16.3369,-3.80606,8.57085,27.083,11.9699
11.0392,0.981766,0.557896,3,7,0,-8.43271,0.508427,-0.0940955,-0.102383,-5.27697,44.9998,7.43382,-24.4007,9.94269,-7.09704
11.1543,0.97284,0.557896,3,7,0,-10.2269,0.518911,-0.0903386,0.00569919,-34.0603,19.124,-5.29483,-4.40533,9.38821,6.41071
9.03275,0.883214,0.557896,2,3,0,-8.5696,0.491088,-0.0565457,-0.148579,11.1297,1.498,9.85591,-61.0947,29.9054,-16.7785
10.3298,0.994343,0.557896,2,3,0,-8.52444,0.519506,-0.0581144,-0.124423,-52.0371,18.7486,-10.8444,-4.58993,27.7363,-11.226
7.68301,0.827735,0.557896,2,7,0,-6.60692,0.548558,-0.206674,0.152718,-5.24943,25.7487,-8.25887,28.9041,-25.2863,17.6255
9.1847,0.955308,0.557896,3,7,0,-4.73539,0.507926,-0.125319,-0.223486,-32.8929,59.2202,1.52476,-32.224,-5.64562,-25.6404
9.97051,1,0.557896,3,7,0,-8.64809,0.539301,-0.132947,0.0995517,-10.1044,-16.3255,-15.045,20.9606,-5.37015,15.6129
10.2626,0.999606,0.557896,3,7,0,-9.58863,0.508592,-0.139225,-0.167068,12.714,-16.6151,8.32251,-27.4232,-12.354,-16.5717
11.1341,0.697963,0.557896,3,7,0,-3.33451,0.542124,-0.10908,-0.0426619,-36.1282,17.545,-40.2778,32.36,2.6782,0.429765
9.81357,0.89375,0.557896,2,7,0,-8.7111,0.481003,-0.116089,-0.10075,56.9989,3.08428,2.47779,-73.6857,-0.200659,-9.33763
9.37654,0.991953,0.557896,3,7,0,-7.79483,0.514999,-0.0994223,0.141876,-68.3312,1.77404,3.32151,-7.69892,4.55443,19.6385
10.5407,0.989714,0.557896,3,7,0,-7.58835,0.514406,-0.117797,-0.166495,70.4966,-32.698,-4.25281,-15.4588,-1.10771,-15.9512
11.1357,1,0.557896,3,7,0,-10.2441,0.540329,-0.132953,-0.040643,-4.62694,-2.35855,-14.2524,29.3634,-7.06767,0.686649
10.9739,0.976069,0.557896,3,7,0,-10.4119,0.534034,-0.144044,0.0131095,-22.0523,-5.62675,9.19807,17.3491,-10.4234,6.97467
11.325,0.989369,0.557896,3,7,0,-10.3419,0.524893,-0.0920871,-0.0705079,-43.8207,5.23556,-8.6284,5.00825,10.192,-2.61374
11.4036,1,0.557896,3,7,0,-11.2899,0.517211,-0.131488,-0.0527317,1.04794,-7.39427,3.38993,-7.7312,-6.62535,-0.264534
11.312,0.938101,0.557896,3,7,0,-9.74168,0.531924,-0.105099,-0.0188909,30.1021,-32.1938,-3.91153,15.2664,4.10283,3.70515
9.72146,0.947828,0.557896,3,7,0,-9.59142,0.535614,-0.200697,0.021946,15.2506,4.72033,2.53832,19.2722,-30.6326,5.57686
11.2484,0.996615,0.557896,2,3,0,-9.60031,0.517104,-0.136695,-0.00609653,25.352,-33.0713,6.1509,-7.20356,-8.02876,5.15854
11.0957,0.988955,0.557896,3,7,0,-10.7529,0.525006,-0.0764148,-0.0752422,8.08777,-14.2925,-4.3935,5.24797,17.1371,-3.65633
11.105,0.994165,0.557896,2,3,0,-10.9203,0.525189,-0.0834578,-0.095983,-3.278,-12.2074,1.33045,5.79714,14.6591,-6.18262
10.3318,0.961862,0.557896,3,7,0,-9.91882,0.507388,-0.166772,-0.12193,3.04672,-8.83275,8.59166,-27.3212,-24.5103,-10.8908
7.26254,0.863153,0.557896,3,7,0,-6.5432,0.490751,-0.145756,-0.249637,-17.5649,-21.7407,-3.95758,-75.5695,-18.5887,-32.6763
7.0188,0.997705,0.557896,3,7,0,-4.67001,0.516016,-0.0447624,0.220447,-67.8315,-2.3323,-13.8929,-5.61843,17.1217,24.6262
5.76528,0.964363,0.557896,3,7,0,-4.66961,0.548435,-0.168875,-0.283369,-54.1134,-1.89748,-5.51981,68.6799,-35.1793,-39.7899
10.6705,1,0.557896,2,3,0,-5.65468,0.546386,-0.102637,-0.109915,37.4831,-28.1135,-28.9964,44.821,6.09583,-8.75547
10.6101,0.985498,0.557896,2,3,0,-10.1652,0.553284,-0.106686,-0.0685904,22.4867,4.32501,-7.71499,52.9181,3.85873,-3.80158
10.7055,0.99718,0.557896,3,7,0,-10.2736,0.499862,-0.128507,0.0314629,-34.5677,-0.412377,-3.04533,-30.5241,-4.56638,8.69374
11.0276,1,0.557896,3,7,0,-10.4414,0.540167,-0.133735,-0.0878278,18.9037,14.7277,-7.07481,31.9775,-8.10395,-5.3244
11.3906,0.993494,0.557896,3,7,0,-10.7392,0.512728,-0.108698,-0.0591329,29.5356,-8.21628,-8.1465,-15.2566,2.93296,-1.08197
11.215,0.989283,0.557896,2,3,0,-11.2032,0.505803,-0.105833,-0.0690698,5.32361,-1.26723,0.375612,-27.2651,4.23029,-2.65352
10.2694,0.920946,0.557896,2,3,0,-9.75359,0.525993,-0.107935,-0.183774,26.5307,-5.98413,7.50385,8.61613,4.20821,-18.6131
10.1523,0.934719,0.557896,3,7,0,-8.20679,0.546268,-0.0514618,-0.0426595,-20.5756,-10.0787,19.763,39.0031,26.2669,-1.54196
8.44183,0.89908,0.557896,2,3,0,-7.81695,0.545252,-0.0077352,-0.0740794,13.8793,-20.5271,4.05206,39.7916,47.0336,-8.82507
8.30122,0.955719,0.557896,2,3,0,-7.00724,0.552424,-0.00660508,-0.0408205,19.2526,27.6019,-8.12152,48.6917,44.4673,-5.01955
9.65312,0.995413,0.557896,3,7,0,-7.09938,0.541348,-0.149864,0.108299,-40.5172,-41.5984,-0.236786,23.0267,-10.4047,16.062
10.295,0.998645,0.557896,3,7,0,-9.01763,0.516446,-0.0811678,-0.164164,58.3574,2.52095,5.96357,-11.2199,18.0077,-16.1643
10.2218,0.977265,0.557896,3,7,0,-9.01422,0.554125,-0.0791786,0.0165436,-0.416507,-16.326,14.4056,45.8494,13.2448,5.88207
9.97387,0.952578,0.557896,3,7,0,-8.5065,0.491847,-0.159206,-0.11092,-25.3323,-20.8463,13.1794,-55.2761,-20.4302,-10.256
10.6842,0.999685,0.557896,2,7,0,-9.58352,0.536842,-0.110678,0.0538691,43.0384,17.2911,5.79829,19.708,1.64899,11.4047
10.9295,0.971096,0.557896,3,7,0,-9.04047,0.504656,-0.125353,-0.113797,24.5752,37.7776,2.58519,-31.93,-4.57398,-8.7096
10.0809,0.907087,0.557896,2,7,0,-8.738,0.528321,-0.0341229,-0.0177722,32.7505,21.1106,10.4525,9.73736,31.7436,1.3705
10.7514,0.986926,0.557896,3,7,0,-9.30896,0.513372,-0.171882,-0.0539674,16.1802,-33.9809,1.65022,-14.0453,-23.5559,-1.70818
10.5716,0.953508,0.557896,3,7,0,-9.00466,0.55492,-0.124011,-0.0224577,-29.9344,31.9959,4.32475,50.7837,-3.30363,1.794
9.87682,0.962327,0.557896,3,7,0,-9.21679,0.562889,-0.121137,-0.0926292,-1.55779,-2.90404,12.2564,72.5298,-2.48273,-8.21329
9.8481,0.998528,0.557896,3,7,0,-8.92954,0.477709,-0.116185,0.00763636,-26.2019,-12.6603,-10.8281,-64.1319,-0.219918,4.04945
7.74693,0.926835,0.557896,2,7,0,-7.28209,0.462308,-0.0538522,0.0683296,22.8851,14.9932,2.6933,-76.6069,20.2435,7.31501
10.8041,1,0.557896,2,3,0,-7.36768,0.496751,-0.0912631,-0.0652103,-79.1664,22.4807,13.5492,-42.2341,10.4365,-3.00282
10.2454,0.978648,0.557896,3,7,0,-9.50045,0.53927,-0.101104,-0.165932,-32.7561,13.4742,-6.48487,35.5347,7.63315,-16.4755
